pelvis_x,pelvis_y,pelvis_z,torso_x,torso_y,torso_z,head_x,head_y,head_z,right_upper_arm_x,right_upper_arm_y,right_upper_arm_z,right_lower_arm_x,right_lower_arm_y,right_lower_arm_z,right_hand_x,right_hand_y,right_hand_z,left_upper_arm_x,left_upper_arm_y,left_upper_arm_z,left_lower_arm_x,left_lower_arm_y,left_lower_arm_z,left_hand_x,left_hand_y,left_hand_z,right_thigh_x,right_thigh_y,right_thigh_z,right_shin_x,right_shin_y,right_shin_z,right_foot_x,right_foot_y,right_foot_z,left_thigh_x,left_thigh_y,left_thigh_z,left_shin_x,left_shin_y,left_shin_z,left_foot_x,left_foot_y,left_foot_z
0.057228744,0.040594533,0.78121907,0.07464697,0.059470862,1.015969,0.13447195,0.03782213,1.2306335,0.08329492,-0.13991694,1.2474202,0.03146952,-0.2207689,0.98996043,0.2795818,-0.25900632,0.9264641,0.1506269,0.21963468,1.2649158,0.06386167,0.3172452,1.0231465,0.29957736,0.21486136,0.99137837,0.04846035,-0.043512277,0.78863275,0.186562,-0.011819549,0.3916131,0.023468256,0.028543454,0.017761886,0.06599714,0.12470134,0.7738054,0.09313319,0.18427522,0.3573733,-0.30422938,0.13304052,0.44381073
0.057228744,0.040594533,0.78121907,0.07464697,0.059470862,1.015969,0.13447195,0.03782213,1.2306335,0.08329492,-0.13991694,1.2474202,0.03146952,-0.2207689,0.98996043,0.2795818,-0.25900632,0.9264641,0.1506269,0.21963468,1.2649158,0.06386167,0.3172452,1.0231465,0.29957736,0.21486136,0.99137837,0.04846035,-0.043512277,0.78863275,0.186562,-0.011819549,0.3916131,0.023468256,0.028543454,0.017761886,0.06599714,0.12470134,0.7738054,0.09313319,0.18427522,0.3573733,-0.30422938,0.13304052,0.44381073
0.1626436,0.03830855,0.7778795,0.18320782,0.056986343,1.0123907,0.24967366,0.0371852,1.2252727,0.20558164,-0.14235629,1.2429593,0.19239746,-0.22164834,0.9801906,0.45015877,-0.2451117,0.9723075,0.26003483,0.21940988,1.2596074,0.13683248,0.31122193,1.0317913,0.3726439,0.22973765,0.96245986,0.15658534,-0.046051014,0.7851296,0.24137312,-0.011188455,0.3736728,0.032169834,0.025212962,0.023098439,0.16870186,0.12266812,0.77062935,0.3030756,0.18676537,0.37624848,-0.10125074,0.13522106,0.41933942
0.1626436,0.03830855,0.7778795,0.18320782,0.056986343,1.0123907,0.24967366,0.0371852,1.2252727,0.20558164,-0.14235629,1.2429593,0.19239746,-0.22164834,0.9801906,0.45015877,-0.2451117,0.9723075,0.26003483,0.21940988,1.2596074,0.13683248,0.31122193,1.0317913,0.3726439,0.22973765,0.96245986,0.15658534,-0.046051014,0.7851296,0.24137312,-0.011188455,0.3736728,0.032169834,0.025212962,0.023098439,0.16870186,0.12266812,0.77062935,0.3030756,0.18676537,0.37624848,-0.10125074,0.13522106,0.41933942
0.27077898,0.034075238,0.78494436,0.29603216,0.058033396,1.0185157,0.3603233,0.04336401,1.2324783,0.32817784,-0.13869563,1.2501713,0.34455448,-0.21364364,0.9863095,0.60050905,-0.22013515,1.0250221,0.357819,0.2259679,1.2662662,0.208485,0.30647743,1.0501041,0.44210422,0.24443944,0.9572228,0.26227325,-0.049845435,0.794472,0.27962288,-0.010311052,0.37514266,0.043946385,0.024834748,0.041653782,0.27928472,0.11799591,0.77541673,0.4934603,0.17835616,0.41738534,0.08786875,0.13781431,0.37442836
0.27077898,0.034075238,0.78494436,0.29603216,0.058033396,1.0185157,0.3603233,0.04336401,1.2324783,0.32817784,-0.13869563,1.2501713,0.34455448,-0.21364364,0.9863095,0.60050905,-0.22013515,1.0250221,0.357819,0.2259679,1.2662662,0.208485,0.30647743,1.0501041,0.44210422,0.24443944,0.9572228,0.26227325,-0.049845435,0.794472,0.27962288,-0.010311052,0.37514266,0.043946385,0.024834748,0.041653782,0.27928472,0.11799591,0.77541673,0.4934603,0.17835616,0.41738534,0.08786875,0.13781431,0.37442836
0.38825026,0.034673564,0.8051796,0.4184473,0.058984347,1.0381268,0.48316157,0.050559595,1.2522988,0.46183947,-0.13287556,1.2720218,0.49993354,-0.20544183,1.0097406,0.7493672,-0.19232824,1.0780374,0.46978235,0.23306185,1.2840164,0.30159456,0.30137718,1.0777293,0.53237927,0.25650224,0.96920174,0.38225502,-0.04946035,0.81473714,0.32084888,-0.012121707,0.3993624,0.07064405,0.015916888,0.07593569,0.3942455,0.11880748,0.79562205,0.6648972,0.14729005,0.47369432,0.2877596,0.13671376,0.3135419
0.38825026,0.034673564,0.8051796,0.4184473,0.058984347,1.0381268,0.48316157,0.050559595,1.2522988,0.46183947,-0.13287556,1.2720218,0.49993354,-0.20544183,1.0097406,0.7493672,-0.19232824,1.0780374,0.46978235,0.23306185,1.2840164,0.30159456,0.30137718,1.0777293,0.53237927,0.25650224,0.96920174,0.38225502,-0.04946035,0.81473714,0.32084888,-0.012121707,0.3993624,0.07064405,0.015916888,0.07593569,0.3942455,0.11880748,0.79562205,0.6648972,0.14729005,0.47369432,0.2877596,0.13671376,0.3135419
0.5133415,0.03341485,0.8260129,0.5514034,0.057222717,1.0578572,0.6084784,0.055516906,1.2743475,0.59620446,-0.12847951,1.2964101,0.64643705,-0.20475979,1.0372452,0.8888879,-0.16463555,1.1188614,0.5842639,0.23749617,1.3024417,0.39991826,0.2911809,1.1058633,0.62819266,0.2611022,0.9873744,0.50947523,-0.050873615,0.8353031,0.37665594,-0.018595766,0.4365322,0.123301625,0.0014961101,0.11497134,0.51720774,0.11770331,0.8167227,0.8130726,0.12555894,0.5165506,0.5056318,0.13752891,0.24575493
0.5133415,0.03341485,0.8260129,0.5514034,0.057222717,1.0578572,0.6084784,0.055516906,1.2743475,0.59620446,-0.12847951,1.2964101,0.64643705,-0.20475979,1.0372452,0.8888879,-0.16463555,1.1188614,0.5842639,0.23749617,1.3024417,0.39991826,0.2911809,1.1058633,0.62819266,0.2611022,0.9873744,0.50947523,-0.050873615,0.8353031,0.37665594,-0.018595766,0.4365322,0.123301625,0.0014961101,0.11497134,0.51720774,0.11770331,0.8167227,0.8130726,0.12555894,0.5165506,0.5056318,0.13752891,0.24575493
0.64323604,0.03237064,0.8455539,0.6838446,0.056018814,1.076982,0.73690224,0.060080245,1.2944605,0.73116904,-0.12385805,1.3194788,0.7878333,-0.20862724,1.0643086,1.0204221,-0.13853113,1.1539888,0.7053213,0.24144827,1.3189626,0.5098808,0.28044215,1.1297777,0.73749566,0.2619443,1.0077004,0.64297247,-0.05207152,0.85422873,0.43523344,-0.028936803,0.4881545,0.1841793,-0.01336967,0.16454524,0.6434996,0.1168128,0.836879,0.9410636,0.112870485,0.53831387,0.7396793,0.1387914,0.1822719
0.64323604,0.03237064,0.8455539,0.6838446,0.056018814,1.076982,0.73690224,0.060080245,1.2944605,0.73116904,-0.12385805,1.3194788,0.7878333,-0.20862724,1.0643086,1.0204221,-0.13853113,1.1539888,0.7053213,0.24144827,1.3189626,0.5098808,0.28044215,1.1297777,0.73749566,0.2619443,1.0077004,0.64297247,-0.05207152,0.85422873,0.43523344,-0.028936803,0.4881545,0.1841793,-0.01336967,0.16454524,0.6434996,0.1168128,0.836879,0.9410636,0.112870485,0.53831387,0.7396793,0.1387914,0.1822719
0.768982,0.03178358,0.85996956,0.8072629,0.056984343,1.0916305,0.8583764,0.064124,1.309495,0.8570755,-0.11969469,1.3359728,0.91616434,-0.21143901,1.0837826,1.1398101,-0.11777003,1.1746796,0.822026,0.24482524,1.33225,0.6221175,0.27308384,1.1458459,0.85235524,0.26261136,1.0278015,0.770083,-0.05261784,0.868969,0.5393682,-0.028551191,0.5169853,0.24910155,-0.018416122,0.22778642,0.767881,0.116185,0.8509701,1.0485406,0.10850113,0.53653055,0.9715321,0.13654122,0.13493761
0.768982,0.03178358,0.85996956,0.8072629,0.056984343,1.0916305,0.8583764,0.064124,1.309495,0.8570755,-0.11969469,1.3359728,0.91616434,-0.21143901,1.0837826,1.1398101,-0.11777003,1.1746796,0.822026,0.24482524,1.33225,0.6221175,0.27308384,1.1458459,0.85235524,0.26261136,1.0278015,0.770083,-0.05261784,0.868969,0.5393682,-0.028551191,0.5169853,0.24910155,-0.018416122,0.22778642,0.767881,0.116185,0.8509701,1.0485406,0.10850113,0.53653055,0.9715321,0.13654122,0.13493761
