pelvis_w,pelvis_x,pelvis_y,pelvis_z,torso_w,torso_x,torso_y,torso_z,head_w,head_x,head_y,head_z,right_upper_arm_w,right_upper_arm_x,right_upper_arm_y,right_upper_arm_z,right_lower_arm_w,right_lower_arm_x,right_lower_arm_y,right_lower_arm_z,right_hand_w,right_hand_x,right_hand_y,right_hand_z,left_upper_arm_w,left_upper_arm_x,left_upper_arm_y,left_upper_arm_z,left_lower_arm_w,left_lower_arm_x,left_lower_arm_y,left_lower_arm_z,left_hand_w,left_hand_x,left_hand_y,left_hand_z,right_thigh_w,right_thigh_x,right_thigh_y,right_thigh_z,right_shin_w,right_shin_x,right_shin_y,right_shin_z,right_foot_w,right_foot_x,right_foot_y,right_foot_z,left_thigh_w,left_thigh_x,left_thigh_y,left_thigh_z,left_shin_w,left_shin_x,left_shin_y,left_shin_z,left_foot_w,left_foot_x,left_foot_y,left_foot_z
0.9969976,0.041803062,0.06444684,0.009742439,0.9870344,0.009867889,0.12008417,-0.10604565,0.98873466,-0.011674433,-0.14837664,-0.015872058,0.9125367,-0.11656829,0.37514466,-0.11382021,0.9255941,-0.16284843,-0.3416612,-0.0048575923,0.9255941,-0.16284843,-0.3416612,-0.0048575923,0.95976764,0.1351384,-0.05738793,-0.23935425,0.37530035,-0.15431617,-0.88521,-0.22746286,0.37530038,-0.15431619,-0.88521004,-0.22746287,0.9503668,-0.013043942,-0.29791826,0.088755846,0.9952683,-0.035940487,-0.037326932,0.08219504,0.99801004,-0.027404182,0.05124087,0.02448351,0.93606305,-0.022991886,0.34902877,-0.037898086,0.93606305,-0.022991886,0.34902877,-0.037898086,0.805979,-0.012457752,0.591276,0.025206227
0.9969976,0.041803062,0.06444684,0.009742439,0.9870344,0.009867889,0.12008417,-0.10604565,0.98873466,-0.011674433,-0.14837664,-0.015872058,0.9125367,-0.11656829,0.37514466,-0.11382021,0.9255941,-0.16284843,-0.3416612,-0.0048575923,0.9255941,-0.16284843,-0.3416612,-0.0048575923,0.95976764,0.1351384,-0.05738793,-0.23935425,0.37530035,-0.15431617,-0.88521,-0.22746286,0.37530038,-0.15431619,-0.88521004,-0.22746287,0.9503668,-0.013043942,-0.29791826,0.088755846,0.9952683,-0.035940487,-0.037326932,0.08219504,0.99801004,-0.027404182,0.05124087,0.02448351,0.93606305,-0.022991886,0.34902877,-0.037898086,0.93606305,-0.022991886,0.34902877,-0.037898086,0.805979,-0.012457752,0.591276,0.025206227
0.9964528,0.054845504,0.06251984,0.012846155,0.98500484,0.016690565,0.1345458,-0.10669799,0.988696,-0.010930929,-0.1476074,-0.023937423,0.9257268,-0.12001352,0.34035486,-0.11307208,0.9222249,-0.16475204,-0.3497324,-0.0067310557,0.9222249,-0.16475204,-0.3497324,-0.0067310557,0.95982134,0.13953568,-0.021702621,-0.24249116,0.43046683,-0.14886954,-0.8581528,-0.23687553,0.43046683,-0.14886954,-0.8581528,-0.23687553,0.9630418,-0.014097141,-0.25656796,0.080775805,0.99228406,-0.027321517,-0.092999846,0.077311024,0.9991086,-0.004436943,-0.01405232,-0.03955969,0.9583215,-0.034994364,0.2805967,-0.04075218,0.8714652,-0.025010666,0.487507,-0.047537483,0.6988022,-0.014441925,0.71396905,-0.041415446
0.9964528,0.054845504,0.06251984,0.012846155,0.98500484,0.016690565,0.1345458,-0.10669799,0.988696,-0.010930929,-0.1476074,-0.023937423,0.9257268,-0.12001352,0.34035486,-0.11307208,0.9222249,-0.16475204,-0.3497324,-0.0067310557,0.9222249,-0.16475204,-0.3497324,-0.0067310557,0.95982134,0.13953568,-0.021702621,-0.24249116,0.43046683,-0.14886954,-0.8581528,-0.23687553,0.43046683,-0.14886954,-0.8581528,-0.23687553,0.9630418,-0.014097141,-0.25656796,0.080775805,0.99228406,-0.027321517,-0.092999846,0.077311024,0.9991086,-0.004436943,-0.01405232,-0.03955969,0.9583215,-0.034994364,0.2805967,-0.04075218,0.8714652,-0.025010666,0.487507,-0.047537483,0.6988022,-0.014441925,0.71396905,-0.041415446
0.99727005,0.040291492,0.061674807,-0.005030692,0.9883399,0.021878868,0.11005691,-0.10292299,0.9899545,-0.011295142,-0.13783453,-0.029398615,0.94278216,-0.1279107,0.29244232,-0.09632342,0.9179002,-0.160041,-0.3630701,0.005121045,0.9179002,-0.160041,-0.3630701,0.005121045,0.9600865,0.1471806,0.013861687,-0.23744407,0.4987273,-0.13003875,-0.82050544,-0.24724832,0.49872732,-0.13003877,-0.8205055,-0.24724834,0.9751606,0.007621452,-0.21895275,0.032609597,0.99690986,0.0026724904,-0.07105871,0.03338159,0.9936355,0.03039014,0.012409951,-0.10775503,0.97521126,-0.029485885,0.2183157,-0.020781608,0.8003437,-0.018392738,0.59845525,-0.03103224,0.5823608,-0.022914795,0.8105199,-0.05820975
0.99727005,0.040291492,0.061674807,-0.005030692,0.9883399,0.021878868,0.11005691,-0.10292299,0.9899545,-0.011295142,-0.13783453,-0.029398615,0.94278216,-0.1279107,0.29244232,-0.09632342,0.9179002,-0.160041,-0.3630701,0.005121045,0.9179002,-0.160041,-0.3630701,0.005121045,0.9600865,0.1471806,0.013861687,-0.23744407,0.4987273,-0.13003875,-0.82050544,-0.24724832,0.49872732,-0.13003877,-0.8205055,-0.24724834,0.9751606,0.007621452,-0.21895275,0.032609597,0.99690986,0.0026724904,-0.07105871,0.03338159,0.9936355,0.03039014,0.012409951,-0.10775503,0.97521126,-0.029485885,0.2183157,-0.020781608,0.8003437,-0.018392738,0.59845525,-0.03103224,0.5823608,-0.022914795,0.8105199,-0.05820975
0.99889874,0.003713578,0.03719428,-0.028357297,0.98928404,0.027049217,0.10647699,-0.096167825,0.99286777,-0.006927817,-0.11504334,-0.030506209,0.9597473,-0.14080621,0.23274207,-0.069927685,0.8964319,-0.15376198,-0.4143593,0.0327647,0.8964319,-0.15376198,-0.4143593,0.0327647,0.9603948,0.15277061,0.055411402,-0.22634642,0.5725994,-0.105631,-0.773019,-0.25182065,0.5725994,-0.105631,-0.773019,-0.25182065,0.98130274,0.024055572,-0.19036958,-0.015025893,0.999575,0.026544916,0.006742418,-0.00999077,0.99761987,0.03582317,0.058654536,-0.0055620675,0.98693395,-0.0043039843,0.16086376,0.008114034,0.71859896,-0.008165086,0.69536406,0.0042063273,0.46902025,-0.017417686,0.8830147,-0.0013307686
0.99889874,0.003713578,0.03719428,-0.028357297,0.98928404,0.027049217,0.10647699,-0.096167825,0.99286777,-0.006927817,-0.11504334,-0.030506209,0.9597473,-0.14080621,0.23274207,-0.069927685,0.8964319,-0.15376198,-0.4143593,0.0327647,0.8964319,-0.15376198,-0.4143593,0.0327647,0.9603948,0.15277061,0.055411402,-0.22634642,0.5725994,-0.105631,-0.773019,-0.25182065,0.5725994,-0.105631,-0.773019,-0.25182065,0.98130274,0.024055572,-0.19036958,-0.015025893,0.999575,0.026544916,0.006742418,-0.00999077,0.99761987,0.03582317,0.058654536,-0.0055620675,0.98693395,-0.0043039843,0.16086376,0.008114034,0.71859896,-0.008165086,0.69536406,0.0042063273,0.46902025,-0.017417686,0.8830147,-0.0013307686
0.99858403,-0.0019352585,0.024843767,-0.04700014,0.988213,0.03203521,0.11886246,-0.090997644,0.9933868,-0.0082062185,-0.11218782,-0.023007477,0.9732892,-0.1528551,0.1630925,-0.05238645,0.85174894,-0.15092166,-0.49841228,0.05772071,0.85174894,-0.15092166,-0.49841228,0.05772071,0.9582653,0.157763,0.11103374,-0.21097413,0.64132917,-0.0820748,-0.7206232,-0.25032574,0.64132917,-0.0820748,-0.7206232,-0.25032574,0.9796563,0.03592366,-0.19704857,-0.012450048,0.99217945,0.03801512,0.11888853,-0.00060321763,0.99497867,0.038448166,0.0742203,-0.05505116,0.996591,0.028026016,0.06971952,0.034060583,0.6550412,-0.0042878,0.75430465,0.04389984,0.42766178,-0.03061725,0.9029138,0.030243436
0.99858403,-0.0019352585,0.024843767,-0.04700014,0.988213,0.03203521,0.11886246,-0.090997644,0.9933868,-0.0082062185,-0.11218782,-0.023007477,0.9732892,-0.1528551,0.1630925,-0.05238645,0.85174894,-0.15092166,-0.49841228,0.05772071,0.85174894,-0.15092166,-0.49841228,0.05772071,0.9582653,0.157763,0.11103374,-0.21097413,0.64132917,-0.0820748,-0.7206232,-0.25032574,0.64132917,-0.0820748,-0.7206232,-0.25032574,0.9796563,0.03592366,-0.19704857,-0.012450048,0.99217945,0.03801512,0.11888853,-0.00060321763,0.99497867,0.038448166,0.0742203,-0.05505116,0.996591,0.028026016,0.06971952,0.034060583,0.6550412,-0.0042878,0.75430465,0.04389984,0.42766178,-0.03061725,0.9029138,0.030243436
0.9970944,-0.04193911,0.034746736,-0.053259462,0.9857113,0.036639933,0.13881262,-0.08810108,0.9920347,-0.01261284,-0.1251666,-0.006438911,0.982953,-0.15395948,0.08846835,-0.047677904,0.78607666,-0.14590527,-0.5967469,0.0684716,0.78607666,-0.14590527,-0.5967469,0.0684716,0.9513441,0.14840639,0.1950788,-0.1867197,0.7132298,-0.065148816,-0.65910137,-0.22944352,0.7132298,-0.065148816,-0.65910137,-0.22944352,0.9850239,0.042395517,-0.16520797,-0.025238091,0.97774994,0.048667308,0.20388933,-0.008113836,0.9911062,0.035703897,0.102887645,-0.07647226,0.99587065,0.06928824,-0.035565384,0.04664826,0.6225699,0.0038886294,0.77809376,0.0834374,0.43573204,-0.06353742,0.8973068,0.030679023
0.9970944,-0.04193911,0.034746736,-0.053259462,0.9857113,0.036639933,0.13881262,-0.08810108,0.9920347,-0.01261284,-0.1251666,-0.006438911,0.982953,-0.15395948,0.08846835,-0.047677904,0.78607666,-0.14590527,-0.5967469,0.0684716,0.78607666,-0.14590527,-0.5967469,0.0684716,0.9513441,0.14840639,0.1950788,-0.1867197,0.7132298,-0.065148816,-0.65910137,-0.22944352,0.7132298,-0.065148816,-0.65910137,-0.22944352,0.9850239,0.042395517,-0.16520797,-0.025238091,0.97774994,0.048667308,0.20388933,-0.008113836,0.9911062,0.035703897,0.102887645,-0.07647226,0.99587065,0.06928824,-0.035565384,0.04664826,0.6225699,0.0038886294,0.77809376,0.0834374,0.43573204,-0.06353742,0.8973068,0.030679023
