pelvis_lin_vel_x,pelvis_lin_vel_y,pelvis_lin_vel_z,torso_lin_vel_x,torso_lin_vel_y,torso_lin_vel_z,head_lin_vel_x,head_lin_vel_y,head_lin_vel_z,right_upper_arm_lin_vel_x,right_upper_arm_lin_vel_y,right_upper_arm_lin_vel_z,right_lower_arm_lin_vel_x,right_lower_arm_lin_vel_y,right_lower_arm_lin_vel_z,right_hand_lin_vel_x,right_hand_lin_vel_y,right_hand_lin_vel_z,left_upper_arm_lin_vel_x,left_upper_arm_lin_vel_y,left_upper_arm_lin_vel_z,left_lower_arm_lin_vel_x,left_lower_arm_lin_vel_y,left_lower_arm_lin_vel_z,left_hand_lin_vel_x,left_hand_lin_vel_y,left_hand_lin_vel_z,right_thigh_lin_vel_x,right_thigh_lin_vel_y,right_thigh_lin_vel_z,right_shin_lin_vel_x,right_shin_lin_vel_y,right_shin_lin_vel_z,right_foot_lin_vel_x,right_foot_lin_vel_y,right_foot_lin_vel_z,left_thigh_lin_vel_x,left_thigh_lin_vel_y,left_thigh_lin_vel_z,left_shin_lin_vel_x,left_shin_lin_vel_y,left_shin_lin_vel_z,left_foot_lin_vel_x,left_foot_lin_vel_y,left_foot_lin_vel_z
3.3595815,-0.062295873,0.28004473,3.5020316,0.01791615,0.25823972,3.505499,0.15908833,0.2663281,3.805055,0.10628294,0.29643634,4.628157,0.16698529,0.26661202,4.608715,0.7152275,1.4665538,3.1992977,0.16268592,0.23297878,2.4332728,-0.14842583,0.5731712,2.3853776,0.4052606,-0.12144165,3.3754268,-0.060683124,0.31160223,1.3687868,-0.02168085,0.22462025,0.5970046,-0.13384478,0.6673443,3.3437364,-0.06390865,0.24848726,5.512088,-0.38266027,1.1617215,5.9496465,0.048100486,-1.388975
3.4589534,-0.046472687,0.41242316,3.6132197,0.0073102014,0.3894271,3.572748,0.17144163,0.40969163,3.8789926,0.12531003,0.45127591,4.581797,0.16335092,0.46307808,4.4768596,0.7652945,1.4662906,3.2510746,0.17106178,0.3580965,2.587448,-0.18047127,0.67806494,2.5242784,0.34540808,0.11399248,3.4884098,-0.04654511,0.43276978,1.3652495,-0.05733871,0.4931101,0.7971937,-0.20585702,0.8416964,3.4294968,-0.04640029,0.39207655,5.2425365,-0.54132795,1.3048948,6.0474396,0.02668077,-1.6021568
3.5628366,-0.033867642,0.50616294,3.7246485,-0.003486703,0.4826592,3.6453636,0.17398979,0.51243055,3.9417026,0.13768436,0.5657324,4.5222683,0.13123563,0.6106566,4.358723,0.7947481,1.408769,3.3265622,0.16880569,0.44351968,2.7497892,-0.21208513,0.74336296,2.6830935,0.2799517,0.29474702,3.6096528,-0.035843696,0.51564306,1.4375997,-0.100583844,0.7425476,1.0360036,-0.27634573,1.0013013,3.5160205,-0.03189161,0.49668282,4.9423146,-0.62135893,1.3222764,6.204413,0.015342516,-1.7571205
3.6586854,-0.027972098,0.5574282,3.81626,-0.014296462,0.534719,3.7059498,0.16720504,0.5709441,3.9808486,0.14154583,0.63374454,4.443291,0.07815006,0.703433,4.240543,0.8021908,1.3095629,3.4034505,0.15744928,0.48833457,2.902642,-0.24304579,0.76617867,2.842807,0.21071611,0.42192614,3.720719,-0.03126459,0.55816567,1.5702118,-0.14290637,0.9503749,1.2825286,-0.33227965,1.1471663,3.5966516,-0.024679616,0.5566907,4.629011,-0.6188338,1.2206746,6.3945045,0.011626369,-1.8451841
3.734593,-0.027437484,0.5686732,3.8689606,-0.019814316,0.5487992,3.7428138,0.15634014,0.5868417,3.989256,0.14036204,0.6550097,4.34176,0.020022012,0.7408957,4.1132264,0.7889258,1.1804292,3.4669063,0.14299309,0.49710846,3.0396802,-0.26548454,0.7462356,2.9965749,0.14595127,0.50161934,3.8060067,-0.03104667,0.5646904,1.7614629,-0.1700832,1.0907625,1.5067607,-0.3597409,1.2881149,3.6631794,-0.023828305,0.57265604,4.3140755,-0.5518048,1.0216205,6.576753,0.0092403805,-1.8608255
3.7820027,-0.029156514,0.544285,3.8718746,-0.015034339,0.5294698,3.749825,0.14648266,0.5639211,3.9637816,0.13820085,0.63210845,4.213974,-0.027042832,0.7246549,3.9729648,0.7553876,1.021099,3.5087178,0.1309249,0.47552708,3.1609333,-0.27090135,0.6836549,3.1438553,0.09412029,0.53926194,3.8553221,-0.03207526,0.5408762,2.028756,-0.16673888,1.1316694,1.6967952,-0.35085845,1.4300264,3.7086835,-0.026237762,0.54769385,4.005533,-0.44933066,0.75393707,6.7020473,0.0003056223,-1.805024
3.798643,-0.0319605,0.48632225,3.8267565,0.001130497,0.4780377,3.7257674,0.14011984,0.50483483,3.9049232,0.13719359,0.56749487,4.0536103,-0.05332862,0.6558966,3.8193126,0.7002379,0.81878364,3.5251656,0.12393304,0.42590648,3.2682104,-0.2555143,0.5762416,3.285033,0.058855604,0.53549415,3.86594,-0.033340666,0.48931983,2.3896048,-0.12492005,1.0458975,1.8667532,-0.30821213,1.5667052,3.7313454,-0.030580321,0.48332465,3.7104774,-0.3374844,0.4457493,6.717673,-0.02096085,-1.6881438
3.790013,-0.036767315,0.39526227,3.7477865,0.024169115,0.39375466,3.6764665,0.13650295,0.41141006,3.8197157,0.13683797,0.46478176,3.8576052,-0.05838058,0.5380178,3.6565125,0.6206944,0.5596995,3.5189142,0.12138504,0.34692577,3.3664398,-0.22187638,0.42069367,3.4224956,0.03711552,0.4877794,3.845031,-0.036077987,0.40929934,2.8339756,-0.051993534,0.8303857,2.0495803,-0.24564557,1.6803027,3.734995,-0.037456628,0.38122517,3.4379184,-0.23399311,0.123382,6.5741067,-0.057004597,-1.530396
3.7665079,-0.04403147,0.27430084,3.6569586,0.043440618,0.2789474,3.6145952,0.13096052,0.2883676,3.7224398,0.13320997,0.33266187,3.6340733,-0.050557353,0.38199416,3.495227,0.5126327,0.2446327,3.4989767,0.11855088,0.23785281,3.4636786,-0.1778986,0.21844746,3.5610332,0.020020327,0.39767992,3.8073432,-0.04135672,0.2997611,3.3180997,0.029324206,0.5146023,2.2802472,-0.1831463,1.7507092,3.725673,-0.046706196,0.24884062,3.1994522,-0.14969623,-0.18526527,6.2368345,-0.10869395,-1.3581215
3.7370644,-0.052017406,0.13157137,3.5757296,0.044508256,0.14168188,3.5535944,0.11494093,0.145462,3.6285243,0.118661314,0.18522145,3.4017887,-0.04362669,0.20700733,3.3481226,0.3713707,-0.10529991,3.4751465,0.10653221,0.10284637,3.5661619,-0.13445039,-0.01940164,3.7034285,-0.0041525695,0.27725235,3.7670217,-0.04827575,0.1621205,3.7866392,0.08999223,0.14855458,2.5804102,-0.13775614,1.7657514,3.707107,-0.055759035,0.10102224,3.0061088,-0.09068245,-0.45148504,5.700518,-0.17673495,-1.1979747
3.7048483,-0.057779986,-0.02297118,3.5156708,0.016359603,-0.0075879027,3.5000734,0.07942929,-0.0059722327,3.5453162,0.08473749,0.03545279,3.1791775,-0.050624937,0.032410935,3.219694,0.19505179,-0.45916256,3.4523275,0.07582673,-0.049222965,3.674643,-0.1014701,-0.27435666,3.8469362,-0.04488937,0.14704025,3.7302496,-0.05451988,0.0006880193,4.200363,0.10652808,-0.21934478,2.9519477,-0.11675777,1.7242585,3.6794472,-0.061040074,-0.046630375,2.8641407,-0.058642216,-0.65524197,4.998112,-0.25956658,-1.0719614
3.6694415,-0.059041817,-0.18177648,3.4749508,-0.040152285,-0.16091342,3.4524891,0.021394936,-0.15816176,3.4693806,0.028355453,-0.11141676,2.9741528,-0.07676786,-0.13126403,3.1007009,-0.010439995,-0.7925238,3.431003,0.023060713,-0.2080353,3.787943,-0.08337536,-0.52765614,3.9863544,-0.104427435,0.027834916,3.6955073,-0.05778541,-0.1775065,4.5467305,0.06806526,-0.55597776,3.379468,-0.11739043,1.6320568,3.6433756,-0.06029821,-0.18604647,2.7750416,-0.05064501,-0.7944713,4.1952243,-0.34966207,-0.99231344
3.6330576,-0.05437796,-0.3386767,3.4449017,-0.11065416,-0.31239447,3.4081566,-0.051776927,-0.30652946,3.3949933,-0.043513674,-0.25561816,2.786924,-0.11565961,-0.28127512,2.9763415,-0.22954193,-1.0928295,3.4128807,-0.044555876,-0.36327076,3.9102337,-0.07676283,-0.7641437,4.1208005,-0.17669787,-0.06491523,3.6605513,-0.055928443,-0.3611405,4.8317313,-0.024179263,-0.84036666,3.8368359,-0.13188346,1.4970467,3.6055636,-0.052827463,-0.3162129,2.7400424,-0.059906933,-0.8817503,3.3686569,-0.4335464,-0.95415056
3.6018534,-0.042715896,-0.48344418,3.4193108,-0.17606488,-0.45278162,3.3703568,-0.12562935,-0.44394577,3.3246167,-0.11664499,-0.39325663,2.6200008,-0.15306027,-0.41273585,2.839402,-0.44180644,-1.3515035,3.4042294,-0.11282996,-0.50297064,4.0528836,-0.07406137,-0.96965873,4.25566,-0.2524522,-0.11967128,3.6273715,-0.046873268,-0.5329628,5.0670614,-0.16139291,-1.0525904,4.2945595,-0.15372661,1.3261297,3.5763354,-0.03855851,-0.4339256,2.758332,-0.07886748,-0.9301524,2.5842795,-0.49715954,-0.9310922
3.5776575,-0.024819475,-0.5996524,3.3951728,-0.2258478,-0.5668368,3.345891,-0.18917593,-0.5574549,3.267843,-0.17983115,-0.5110579,2.479473,-0.17726843,-0.51249063,2.69172,-0.63141376,-1.5558472,3.4113617,-0.17126112,-0.6127454,4.22569,-0.07208704,-1.1272224,4.3950105,-0.32718143,-0.12532848,3.5980394,-0.03057854,-0.67236996,5.2649436,-0.32948565,-1.1707577,4.7266192,-0.1810503,1.1225632,3.5572753,-0.0190604,-0.52693474,2.8123484,-0.10364298,-0.94370365,1.8908207,-0.53224003,-0.8832724
3.550564,-0.005173735,-0.66920656,3.3679173,-0.2634565,-0.6372437,3.336566,-0.24231975,-0.6313139,3.2307048,-0.23248267,-0.59068006,2.3673298,-0.18685743,-0.562934,2.5350442,-0.79234946,-1.6894114,3.4334135,-0.22029722,-0.67823356,4.424633,-0.07647654,-1.2171901,4.531356,-0.4033428,-0.0717074,3.5668454,-0.011211184,-0.7613194,5.4387207,-0.50656134,-1.1773212,5.113943,-0.21471821,0.884505,3.5342832,0.0008637044,-0.57709366,2.8555045,-0.1356635,-0.9210442,1.3236331,-0.53780293,-0.778137
3.506304,0.009867434,-0.67948896,3.333428,-0.29715204,-0.651464,3.3368754,-0.29020935,-0.65281177,3.2098718,-0.27929145,-0.61705256,2.2795568,-0.18660647,-0.55037236,2.3682578,-0.92220443,-1.7376165,3.462483,-0.26544452,-0.6892391,4.628888,-0.09407417,-1.2219942,4.64462,-0.48210275,0.04515895,3.5211182,0.0046290806,-0.78841114,5.599175,-0.659606,-1.0641631,5.442032,-0.2523427,0.60836154,3.4914901,0.015105759,-0.5705667,2.8266459,-0.17706741,-0.86512077,0.9001762,-0.5155594,-0.6106635
3.4427428,0.016601972,-0.6277209,3.2963567,-0.32498625,-0.6060933,3.3404078,-0.33015922,-0.616144,3.196778,-0.31719592,-0.58370435,2.2136667,-0.17600815,-0.47094408,2.1955798,-1.0107726,-1.6924528,3.4918878,-0.30406263,-0.6425334,4.809991,-0.12039268,-1.1326498,4.7122917,-0.5532364,0.21783537,3.4533632,0.012590301,-0.7489642,5.7453303,-0.74777114,-0.83285236,5.697069,-0.28385624,0.29613194,3.432122,0.020613605,-0.5064777,2.6867101,-0.22292835,-0.78607714,0.61134785,-0.46504098,-0.4058316
3.3753238,0.015604428,-0.52085245,3.2713082,-0.33130503,-0.5067685,3.345492,-0.34803325,-0.52325326,3.183273,-0.3315513,-0.49347496,2.1736193,-0.14517413,-0.33226305,2.0326293,-1.0385942,-1.5546926,3.5228248,-0.32176608,-0.5420342,4.943988,-0.1386536,-0.95373154,4.7209234,-0.5976227,0.42770895,3.3731759,0.012605023,-0.6442309,5.859556,-0.7361887,-0.49700588,5.8681283,-0.29463533,-0.03966523,3.3774717,0.01860381,-0.39747393,2.4448988,-0.25867063,-0.6926771,0.42915615,-0.3852884,-0.19879745
3.3262408,0.009041127,-0.37218645,3.273251,-0.30048385,-0.36502662,3.3542802,-0.3307024,-0.38261992,3.163493,-0.30846363,-0.35646653,2.1655235,-0.08501323,-0.15133162,1.9014426,-0.9911394,-1.334802,3.5626414,-0.305115,-0.39686745,5.01754,-0.13449742,-0.7041267,4.6699796,-0.60328174,0.6508036,3.3064845,0.006612439,-0.4824192,5.913835,-0.6141832,-0.088483036,5.9558706,-0.27528682,-0.37856933,3.345997,0.011469816,-0.2619537,2.152128,-0.26679498,-0.58132803,0.32906863,-0.28162116,-0.008888967
3.3116302,-0.0020367727,-0.19713302,3.3082387,-0.23491462,-0.1948392,3.3691826,-0.28231868,-0.20722766,3.1354165,-0.25137642,-0.18732528,2.1911416,-0.001807955,0.050463993,1.8200458,-0.87666106,-1.0530765,3.6174502,-0.2583273,-0.21896432,5.0272255,-0.111698546,-0.41274118,4.5678444,-0.5793473,0.86461246,3.280973,-0.004127151,-0.28016278,5.883215,-0.4049289,0.34133843,5.978982,-0.22987051,-0.700553,3.3422875,5.3621374e-05,-0.11410327,1.8709869,-0.23822692,-0.43617353,0.30227548,-0.16856875,0.1687685
3.3372722,-0.017504878,-0.010827537,3.3724332,-0.15830615,-0.011032568,3.3911338,-0.22619855,-0.013064539,3.1036084,-0.18362068,-0.003371951,2.2464323,0.08096317,0.25251883,1.7953459,-0.72854793,-0.73873293,3.6857302,-0.20539613,-0.022055192,4.9767203,-0.0913542,-0.11167765,4.4255853,-0.55300206,1.0516909,3.309289,-0.01919622,-0.061209586,5.757564,-0.15792958,0.73108417,5.9711857,-0.17434233,-0.9928193,3.3652554,-0.015813526,0.039554514,1.6474447,-0.17836337,-0.24214149,0.3490453,-0.06338778,0.34897405
3.3996983,-0.03650167,0.17151223,3.4562848,-0.09833237,0.17047729,3.4192784,-0.1871497,0.1815177,3.0787156,-0.13124041,0.17639391,2.3242595,0.13969085,0.43738607,1.8220441,-0.58517724,-0.42664602,3.757088,-0.17197761,0.17777471,4.8754478,-0.09264472,0.16962206,4.2536635,-0.54984784,1.1996578,3.3836963,-0.03767251,0.14905679,5.545217,0.07229398,1.02636,5.969515,-0.12532856,-1.2491002,3.4156997,-0.03533083,0.19396766,1.5011635,-0.1019534,0.0010868786,0.46889973,0.025365196,0.53643686
3.4879203,-0.05630839,0.33378908,3.5483508,-0.06487018,0.33278915,3.4505424,-0.17075938,0.35699677,3.0716107,-0.102119364,0.3328721,2.4169407,0.17074862,0.5906329,1.8860968,-0.46473122,-0.15096977,3.8161962,-0.16380186,0.36206335,4.7377977,-0.11350182,0.40782455,4.0630746,-0.573923,1.2993788,3.4837637,-0.05701369,0.33018914,5.2685533,0.2475448,1.1947207,6.0017037,-0.08960939,-1.4639004,3.4920769,-0.05560311,0.33738902,1.4305875,-0.022014046,0.2763192,0.65692866,0.103177585,0.71846503
3.5863364,-0.07223745,0.46115234,3.6376736,-0.04651453,0.46068478,3.4803865,-0.16186891,0.49611247,3.0873337,-0.083621964,0.45048937,2.5178292,0.19104709,0.70132565,1.971507,-0.36051914,0.063441776,3.8499782,-0.164676,0.512888,4.5810127,-0.13231045,0.5878734,3.868981,-0.6053786,1.3437554,3.5873294,-0.07273325,0.46988377,4.955931,0.35395464,1.2314161,6.0797653,-0.06489024,-1.6292458,3.5853434,-0.07174167,0.45242092,1.4204606,0.05602668,0.55797464,0.9010012,0.18204908,0.87453055
3.6792493,-0.07870622,0.54414845,3.715832,-0.027038231,0.5445139,3.507374,-0.1430005,0.58775866,3.1263442,-0.06011672,0.5212045,2.625174,0.21838732,0.7637007,2.0703971,-0.2594698,0.20739545,3.8561277,-0.15528491,0.61716133,4.4239826,-0.12894098,0.7036291,3.6941292,-0.61769754,1.3281003,3.6768074,-0.07928201,0.56256455,4.6340847,0.3954797,1.1543609,6.200304,-0.04894335,-1.7361491,3.6816914,-0.07813046,0.52573234,1.4528039,0.13057053,0.82153213,1.1778649,0.26605076,0.9932378
3.7545533,-0.07176937,0.58096653,3.7784817,-0.0018163428,0.58204526,3.53917,-0.11160358,0.6282364,3.192341,-0.02987454,0.5457285,2.7475865,0.25378615,0.7778955,2.1916418,-0.16124092,0.28709507,3.8483627,-0.13129662,0.6688391,4.287862,-0.10233875,0.756111,3.5675097,-0.5984397,1.2517064,3.7409425,-0.07254451,0.6066454,4.322749,0.38347703,0.9930126,6.346712,-0.04425241,-1.776818,3.7681642,-0.07099424,0.5552877,1.5260663,0.1964229,1.0429691,1.4560243,0.34376708,1.0822095
3.804966,-0.05192685,0.5759254,3.8245604,0.020926151,0.5770582,3.5897589,-0.07995854,0.6198835,3.2933583,-0.0050999536,0.53099483,2.900602,0.28238744,0.7484508,2.355973,-0.07956648,0.31729695,3.849477,-0.10393118,0.6683902,4.190011,-0.06840765,0.75025314,3.51237,-0.5555907,1.1185747,3.775019,-0.05275936,0.60356426,4.0323143,0.33166304,0.7777494,6.4901342,-0.052900292,-1.7456673,3.8349128,-0.05109432,0.5482865,1.6671817,0.2411783,1.192294,1.706732,0.39378726,1.1621568
3.827951,-0.024792157,0.5362309,3.8529296,0.030621378,0.53654456,3.663242,-0.061597876,0.56978613,3.427214,0.0015901898,0.4861183,3.0883567,0.2883305,0.68185306,2.5732248,-0.028699653,0.3127265,3.8708994,-0.08650635,0.62183374,4.1265917,-0.04358046,0.69290996,3.5264974,-0.50565064,0.9358996,3.7806938,-0.025350625,0.5585546,3.765494,0.25664777,0.5344191,6.5908375,-0.069317125,-1.6415043,3.8752089,-0.024233662,0.51390725,1.914383,0.24827458,1.2348772,1.9146922,0.3975548,1.2492535
3.8255706,0.0015916431,0.4689365,3.8599606,0.024033317,0.46790475,3.7405825,-0.05964365,0.48826113,3.5676494,-0.011130007,0.41873115,3.2882133,0.2669956,0.5840098,2.8227394,-0.011220723,0.28188682,3.8978221,-0.08255928,0.53929335,4.062848,-0.03169089,0.59247935,3.5751975,-0.45720252,0.7111461,3.7648141,0.0016582,0.48016614,3.5232358,0.17726068,0.28407827,6.6016755,-0.07967766,-1.4724267,3.8863266,0.0015250974,0.4577068,2.2835648,0.20494899,1.1435627,2.0830557,0.35068238,1.3421798
3.8039606,0.021198273,0.3787009,3.8418283,0.006314477,0.3764693,3.790233,-0.06731265,0.3850194,3.6755059,-0.034161884,0.33250305,3.4623892,0.2240473,0.45805237,3.063655,-0.018729316,0.22501661,3.900955,-0.086168945,0.43137953,3.9539027,-0.025518563,0.4583048,3.6138082,-0.40666866,0.45034435,3.7367716,0.022113264,0.3768811,3.3111799,0.10859226,0.044024207,6.474695,-0.06862687,-1.2604879,3.8711488,0.020283272,0.38052073,2.7548578,0.11107739,0.9118086,2.233499,0.26688623,1.4271066
3.7713127,0.032760955,0.2672532,3.7990136,-0.013486153,0.26452464,3.7935905,-0.07561922,0.26514643,3.7268338,-0.056541964,0.22702923,3.5871289,0.16705056,0.30409396,3.2665055,-0.040613033,0.13734394,3.8635135,-0.089498304,0.30522847,3.7802458,-0.016570402,0.29970092,3.6206636,-0.34545773,0.15890981,3.7048218,0.034568787,0.25403014,3.1390944,0.056560274,-0.1731405,6.1710567,-0.026855776,-1.0424324,3.837804,0.030953106,0.28047627,3.285668,-0.015210115,0.5604,2.4008198,0.17239976,1.493698
3.7345603,0.038564004,0.13541713,3.7369325,-0.025167132,0.13314052,3.755058,-0.07668801,0.12967873,3.724969,-0.06950293,0.10086595,3.6651664,0.102384634,0.12237522,3.4303703,-0.06821994,0.01685929,3.7910407,-0.08573376,0.16434743,3.5577,0.0009896337,0.12595457,3.6034558,-0.2650358,-0.15618926,3.6730556,0.04115572,0.11526917,3.0106938,0.020791166,-0.36226356,5.6742043,0.046245914,-0.86334,3.7960649,0.03597227,0.15556507,3.8244016,-0.13879052,0.13682978,2.6197364,0.09322526,1.5424908
3.6968684,0.04095321,-0.0137690725,3.6622467,-0.017658288,-0.014656457,3.6895957,-0.061603878,-0.019793581,3.6873608,-0.064365804,-0.044388365,3.7125695,0.038503077,-0.082468346,3.5733714,-0.092319936,-0.12825745,3.6977913,-0.066511914,0.011996436,3.315953,0.03351969,-0.052888013,3.576554,-0.1563788,-0.48505402,3.6408782,0.044127926,-0.033182126,2.9159827,0.0020298099,-0.5254979,5.0020123,0.14363505,-0.7618416,3.7528586,0.037778467,0.005643981,4.3161206,-0.216972,-0.29499084,2.9098978,0.043753013,1.5772719
3.6579254,0.04041938,-0.17384198,3.580191,0.017536676,-0.17269006,3.6093569,-0.022046244,-0.1782764,3.629774,-0.033548087,-0.20264877,3.7434704,-0.014638664,-0.30043858,3.7167504,-0.103248104,-0.27914917,3.5936635,-0.023521911,-0.14661478,3.0782342,0.087165214,-0.22656001,3.5423949,-0.012970025,-0.8153392,3.6053634,0.043973148,-0.18191038,2.8410017,0.0027403755,-0.6661986,4.210135,0.25121993,-0.7506911,3.7104876,0.03686559,-0.1657736,4.7158604,-0.21471773,-0.6758492,3.27005,0.024962539,1.5944387
3.6159577,0.03644558,-0.33581236,3.4954686,0.07906851,-0.33268997,3.522776,0.041886017,-0.338135,3.563418,0.02230655,-0.36472926,3.76851,-0.052852057,-0.5188152,3.877815,-0.09704666,-0.4127741,3.4850044,0.04332603,-0.30477026,2.8594935,0.16015989,-0.38602158,3.4934707,0.16059741,-1.1333605,3.564287,0.040278997,-0.32210588,2.7877247,0.021316603,-0.7809423,3.379983,0.3501829,-0.80450565,3.6676283,0.032612145,-0.34951887,5.0091324,-0.11821383,-0.9705964,3.6840353,0.030652849,1.5803199
3.5686698,0.028988674,-0.48901457,3.4137685,0.15260807,-0.48516035,3.438111,0.11729931,-0.49027073,3.4980633,0.0901483,-0.5198495,3.798847,-0.08191404,-0.7247908,4.0666986,-0.07921616,-0.5096626,3.3790598,0.121266425,-0.45465395,2.66988,0.2387154,-0.5235501,3.4211392,0.34522423,-1.4241356,3.5169368,0.033198003,-0.44799498,2.7784688,0.050947152,-0.8582788,2.5938938,0.425418,-0.8672053,3.6204023,0.02477934,-0.5300341,5.216513,0.061406672,-1.1692463,4.129581,0.053254876,1.5163987
3.513044,0.018768894,-0.6207392,3.3414037,0.2193112,-0.61874664,3.363734,0.1861909,-0.6236417,3.4427886,0.15200098,-0.65579146,3.8463287,-0.11039094,-0.9056069,4.2823877,-0.05794855,-0.5578338,3.2839255,0.19231264,-0.5860709,2.5136354,0.3049192,-0.63070863,3.319542,0.51698935,-1.6701087,3.4629877,0.023702044,-0.55348843,2.8310778,0.08544867,-0.8868426,1.9120716,0.47394922,-0.8783218,3.5631008,0.013835751,-0.68799007,5.374242,0.29547867,-1.2713747,4.581518,0.086345345,1.3876405
3.4465034,0.0067782896,-0.7161997,3.2836254,0.27101004,-0.71967155,3.3074677,0.23999594,-0.72493863,3.4055603,0.19939421,-0.7589141,3.9209232,-0.13698807,-1.0472723,4.5126243,-0.03189846,-0.5523067,3.2078583,0.24774483,-0.6855662,2.3900678,0.35049424,-0.6965913,3.1887562,0.6624995,-1.8504494,3.4024215,0.013015623,-0.6266126,2.923931,0.122432746,-0.8659977,1.3655959,0.50159335,-0.80239666,3.4905853,0.0005409825,-0.8057867,5.5097346,0.5485258,-1.2729585,5.009607,0.12632808,1.190372
3.369862,-0.005803277,-0.7601532,3.2425466,0.31366828,-0.7724431,3.275702,0.28344065,-0.77947694,3.3926404,0.2372354,-0.8144069,4.027199,-0.1495201,-1.1331453,4.7384067,0.0107449675,-0.49113318,3.1583529,0.2919868,-0.7377481,2.2983742,0.37988272,-0.70838374,3.037883,0.78195256,-1.9421941,3.33765,0.0022545243,-0.6501099,2.9884,0.15863858,-0.809628,0.96257657,0.50938207,-0.64367235,3.402074,-0.013861043,-0.8701966,5.6306014,0.78141797,-1.1650631,5.37761,0.17097275,0.9361941
3.2889776,-0.017177656,-0.74037105,3.2152407,0.34932104,-0.76235974,3.269089,0.31893215,-0.7731907,3.405363,0.26800996,-0.80720186,4.1587315,-0.1425621,-1.1442355,4.9372134,0.0742453,-0.37077594,3.1361852,0.3273561,-0.72889733,2.2380736,0.3957615,-0.65480524,2.8813248,0.8729852,-1.9240258,3.274975,-0.007553233,-0.61178756,2.9479008,0.18446113,-0.73884416,0.6932609,0.4861114,-0.43843246,3.3029804,-0.02680206,-0.8689546,5.7281437,0.9468367,-0.9392434,5.649336,0.21183768,0.64897555
3.2099307,-0.025028747,-0.6528533,3.1918056,0.35891354,-0.6811058,3.2759538,0.33122143,-0.6973834,3.4343846,0.27615803,-0.7267685,4.2914233,-0.13248327,-1.0652144,5.081073,0.13933314,-0.187531,3.1269183,0.33905175,-0.6525992,2.2029738,0.38549387,-0.53254175,2.7289293,0.9157614,-1.7837865,3.2190955,-0.015446703,-0.51586515,2.771359,0.18684646,-0.66847616,0.53151053,0.41818097,-0.23150668,3.2007654,-0.034610797,-0.78984153,5.7827163,0.99390614,-0.5972684,5.7967014,0.23010959,0.35669425
3.1261783,-0.027846357,-0.5076054,3.152114,0.3163841,-0.53515965,3.2682905,0.29880098,-0.55709434,3.4539175,0.23971166,-0.57736534,4.3790026,-0.1436696,-0.8971745,5.1307235,0.17590708,0.050368324,3.0985513,0.30620134,-0.51625896,2.1757143,0.33183527,-0.3540669,2.5785604,0.884798,-1.5288372,3.1586895,-0.020761061,-0.38292378,2.4870234,0.160357,-0.5980324,0.44161978,0.30886075,-0.053736184,3.0936673,-0.034931693,-0.6322869,5.759153,0.8952351,-0.16743504,5.7974687,0.20840333,0.08455956
3.0031264,-0.026218174,-0.33126438,3.058019,0.2217148,-0.3513605,3.1981978,0.22161725,-0.37749282,3.4134967,0.15896186,-0.3862404,4.348972,-0.17862196,-0.6680536,5.0255747,0.17234792,0.3069987,3.003691,0.22886093,-0.34470478,2.1236846,0.2378613,-0.15186124,2.411163,0.7768652,-1.1934055,3.0513217,-0.023323292,-0.23983993,2.1462495,0.11486816,-0.5155581,0.38970482,0.18608087,0.08405195,2.9549313,-0.029113114,-0.4226888,5.591688,0.6766184,0.28025255,5.6152105,0.14931051,-0.14481413
2.7769387,-0.022260536,-0.1617351,2.8490205,0.10931408,-0.17155275,2.997726,0.12789878,-0.19918674,3.2343345,0.06408526,-0.19803075,4.1065817,-0.21146229,-0.42748109,4.6814756,0.14321032,0.5175965,2.783881,0.13476038,-0.17557438,1.9973681,0.13250062,0.027803019,2.187537,0.6190985,-0.8343366,2.8270648,-0.023280172,-0.111504525,1.7811257,0.0693532,-0.41237637,0.3494358,0.08623091,0.17913586,2.7268126,-0.021240951,-0.21196568,5.181311,0.4129055,0.64123034,5.1822567,0.07719232,-0.3069694
2.3873007,-0.017734542,-0.034357775,2.46615,0.020803062,-0.03568442,2.604571,0.051360734,-0.061502993,2.8388367,-0.008385156,-0.05500998,3.5743375,-0.21335825,-0.2256692,4.029035,0.108902626,0.61485285,2.3917155,0.05717412,-0.045488693,1.7470411,0.04894116,0.14295822,1.863156,0.44944853,-0.5131713,2.426739,-0.020839239,-0.017580785,1.3980241,0.03733652,-0.295566,0.3014965,0.028446315,0.22487548,2.3478622,-0.014629888,-0.051134765,4.44418,0.18637858,0.81824845,4.432936,0.019618008,-0.3788927
1.836708,-0.013200111,0.0337507,1.9097917,-0.02432308,0.036808603,2.0213013,0.007664296,0.01586064,2.2216027,-0.04153247,0.023096725,2.7700963,-0.17794052,-0.091084875,3.0964036,0.078329526,0.5720259,1.8382847,0.011883887,0.02643963,1.3658359,0.0022409973,0.1772673,1.4308825,0.2962409,-0.27280948,1.8605137,-0.016444782,0.032186862,1.0055518,0.019924395,-0.18527846,0.23674634,0.0062997006,0.2164917,1.812902,-0.009955465,0.03531454,3.4072328,0.043637708,0.77979386,3.3955874,-0.010686963,-0.3560649
