pelvis_ang_vel_x,pelvis_ang_vel_y,pelvis_ang_vel_z,torso_ang_vel_x,torso_ang_vel_y,torso_ang_vel_z,head_ang_vel_x,head_ang_vel_y,head_ang_vel_z,right_upper_arm_ang_vel_x,right_upper_arm_ang_vel_y,right_upper_arm_ang_vel_z,right_lower_arm_ang_vel_x,right_lower_arm_ang_vel_y,right_lower_arm_ang_vel_z,right_hand_ang_vel_x,right_hand_ang_vel_y,right_hand_ang_vel_z,left_upper_arm_ang_vel_x,left_upper_arm_ang_vel_y,left_upper_arm_ang_vel_z,left_lower_arm_ang_vel_x,left_lower_arm_ang_vel_y,left_lower_arm_ang_vel_z,left_hand_ang_vel_x,left_hand_ang_vel_y,left_hand_ang_vel_z,right_thigh_ang_vel_x,right_thigh_ang_vel_y,right_thigh_ang_vel_z,right_shin_ang_vel_x,right_shin_ang_vel_y,right_shin_ang_vel_z,right_foot_ang_vel_x,right_foot_ang_vel_y,right_foot_ang_vel_z,left_thigh_ang_vel_x,left_thigh_ang_vel_y,left_thigh_ang_vel_z,left_shin_ang_vel_x,left_shin_ang_vel_y,left_shin_ang_vel_z,left_foot_ang_vel_x,left_foot_ang_vel_y,left_foot_ang_vel_z
-0.5423183,0.53985757,0.055494957,-0.0036641161,0.26409778,1.3907602,0.07207482,0.36523488,0.3865549,0.23688242,-3.4223144,1.2459472,0.076194145,-5.7087345,1.9455527,0.076194145,-5.7087345,1.9455527,0.1916004,3.169036,2.2975404,0.4187822,3.700972,2.409712,0.4187822,3.7009718,2.4097123,0.17153822,4.1190686,0.5988036,0.16368586,3.0761204,0.49575332,0.10430838,3.2536619,0.30089805,0.41152123,-6.488642,-0.7213588,0.19392833,-4.3001695,-0.44671956,0.5477908,-6.7797556,-0.049550455
-0.3903104,0.59071726,0.069488555,-0.1097031,0.0076572043,1.6098821,0.09141994,0.5283725,0.40793628,0.21813393,-2.9578955,1.4210985,0.07563387,-5.107554,2.0634964,0.07563387,-5.107554,2.0634964,0.063033625,2.7634418,2.303928,0.22590551,3.1563647,2.3822017,0.22590552,3.1563647,2.3822017,0.116788015,4.602311,0.7835479,0.10317691,2.4363668,0.581412,0.41111264,4.1219406,0.78606385,-0.022782568,-5.986416,-1.0624293,-0.08379084,-5.8937845,-0.96914846,1.1668719,-7.982034,-0.53456146
-0.25657076,0.65662,0.17905954,-0.2096302,-0.20278479,1.7153759,0.07304303,0.5708752,0.48014376,0.089793,-2.4340713,1.6615027,-0.020970762,-4.3750496,2.2302203,-0.020970762,-4.3750496,2.2302203,-0.03555907,2.3982255,2.276703,0.064312905,2.630283,2.3233824,0.06431293,2.630283,2.3233824,0.067111574,4.9430304,0.9498787,0.06373345,1.849544,0.6633205,0.6935575,5.1995378,1.1789625,-0.34406582,-5.262225,-1.3778018,-0.27876624,-7.1906385,-1.443992,1.5586603,-8.788673,-0.9670646
-0.12015964,0.7259329,0.37264574,-0.2989969,-0.3756882,1.7137462,0.030786399,0.5143375,0.5555841,-0.14193593,-1.8849753,1.937292,-0.2103711,-3.592631,2.4329846,-0.2103711,-3.592631,2.4329846,-0.11557991,2.1014125,2.2271554,-0.07397,2.1536045,2.245009,-0.07396998,2.1536045,2.2450087,0.024881033,5.1470404,1.1085358,0.04952259,1.3316913,0.7546662,0.8366236,6.403686,1.381033,-0.5113549,-4.3840466,-1.6131672,-0.3826577,-8.182418,-1.7959638,1.5573604,-9.260548,-1.3432804
0.0010835382,0.7635701,0.5759931,-0.3706405,-0.5213531,1.6334965,-0.01828225,0.41624644,0.5865677,-0.44452557,-1.3413157,2.2049778,-0.46402553,-2.8475688,2.6462464,-0.46402553,-2.8475688,2.6462464,-0.18864854,1.862172,2.15914,-0.19753575,1.7216114,2.1515257,-0.19753574,1.7216115,2.1515255,0.0034731391,5.2199144,1.248067,0.06983244,0.9193003,0.84755945,0.7893863,7.5533533,1.3326435,-0.5042547,-3.4033375,-1.7170216,-0.3918103,-8.88137,-1.9743963,1.1734037,-9.497464,-1.6963291
0.079103336,0.72683847,0.7318555,-0.4158175,-0.6152283,1.5008082,-0.061032172,0.31740057,0.5525671,-0.76297885,-0.83446014,2.412657,-0.73093146,-2.2051692,2.827276,-0.73093146,-2.2051692,2.827276,-0.25650102,1.6437904,2.066836,-0.30531353,1.3100189,2.0379937,-0.30531353,1.310019,2.0379934,0.016360484,5.1436086,1.338703,0.12344914,0.69831735,0.92375284,0.6069395,8.382116,1.0921617,-0.3559048,-2.3688312,-1.682419,-0.33722022,-9.322359,-1.9881166,0.550917,-9.606802,-2.0610788
0.09648027,0.58895427,0.8171795,-0.42662802,-0.62193185,1.3318342,-0.09602926,0.2198735,0.46643448,-1.0336163,-0.3860013,2.513922,-0.95246965,-1.6750969,2.9230387,-0.95246965,-1.6750969,2.9230387,-0.3118455,1.401482,1.9388928,-0.38768837,0.8926464,1.8941654,-0.38768837,0.89264643,1.8941653,0.074184656,4.8435373,1.3480599,0.19449173,0.7953695,0.9747978,0.42625478,8.625655,0.84175915,-0.14090015,-1.3328248,-1.5435339,-0.275432,-9.543606,-1.8898857,-0.10792087,-9.638959,-2.4061794
0.044316556,0.3532186,0.81879073,-0.39989012,-0.5386492,1.1374078,-0.13411433,0.10379094,0.35957736,-1.2045822,0.008052561,2.4817688,-1.0846581,-1.2023854,2.8861496,-1.0846581,-1.2023854,2.8861496,-0.3480233,1.0982305,1.7670048,-0.43707788,0.4541412,1.7126708,-0.43707788,0.45414123,1.7126708,0.18222222,4.2108126,1.2536453,0.25847003,1.3148984,1.007217,0.3677271,8.190797,0.7724329,0.06845558,-0.34520766,-1.3402048,-0.25077552,-9.550634,-1.7302713,-0.6199231,-9.548095,-2.5970771
-0.075076744,0.04966521,0.7359238,-0.3427151,-0.3990798,0.92706007,-0.1848589,-0.041217484,0.25870824,-1.2527909,0.37945017,2.3111923,-1.1146637,-0.6970501,2.6876264,-1.1146637,-0.6970501,2.6876264,-0.3677845,0.7116039,1.5500513,-0.45728993,-0.0074494663,1.49275,-0.45728993,-0.0074494546,1.49275,0.3262671,3.2021806,1.0490038,0.28651306,2.2390456,1.0266583,0.4243229,7.292628,0.9198815,0.22511615,0.5516957,-1.0938003,-0.2765782,-9.298866,-1.5290335,-0.88952285,-9.232067,-2.4530888
-0.23067476,-0.27337596,0.60104597,-0.27553526,-0.24790642,0.7120571,-0.2393202,-0.19941036,0.17311643,-1.1878319,0.76447064,2.013239,-1.0624626,-0.08775228,2.3216138,-1.0624626,-0.08775228,2.3216138,-0.3814958,0.23757365,1.2921671,-0.4614876,-0.48579395,1.2380517,-0.4614876,-0.48579395,1.2380517,0.4599565,1.9166056,0.74232715,0.24656992,3.3939369,1.019584,0.4483857,6.3953667,1.1194162,0.29872367,1.3186222,-0.8025019,-0.34731743,-8.708347,-1.2718216,-0.9421618,-8.610018,-1.8650382
-0.3514939,-0.55424535,0.47293413,-0.22639129,-0.12519877,0.50840724,-0.26811638,-0.336777,0.0995381,-1.0408198,1.1715376,1.6087836,-0.96605545,0.6376784,1.8039936,-0.96605545,0.6376784,1.8039936,-0.39584908,-0.30609596,0.99762756,-0.46081144,-0.9755398,0.9510284,-0.46081144,-0.9755398,0.9510284,0.51552105,0.5555871,0.35298717,0.11096435,4.525777,0.954319,0.27447695,5.9231057,1.1526436,0.2614677,1.9183663,-0.44852832,-0.45869142,-7.7081804,-0.9237738,-0.89361376,-7.6591263,-0.8892623
-0.35115886,-0.73489046,0.4017123,-0.21541978,-0.06180103,0.33139077,-0.2429794,-0.41903505,0.033177793,-0.847761,1.5706797,1.1246166,-0.8613544,1.4286098,1.168642,-0.8613544,1.4286098,1.168642,-0.4044042,-0.8850582,0.6703334,-0.45417377,-1.4786431,0.6325775,-0.45417377,-1.4786431,0.6325775,0.4363086,-0.6933587,-0.089724496,-0.1292022,5.429874,0.8021514,-0.14324775,5.9852686,0.92957324,0.09458537,2.3217525,-0.015950952,-0.6118477,-6.289319,-0.45693123,-0.87254,-6.4028206,0.24687868
-0.1850333,-0.79487467,0.39725357,-0.23916261,-0.06977645,0.18054003,-0.16613671,-0.42435807,-0.028431533,-0.63921666,1.9184259,0.590962,-0.7694259,2.20507,0.46309596,-0.7694259,2.20507,0.46309596,-0.3908833,-1.4657717,0.3180105,-0.4297758,-2.002134,0.28747976,-0.4297758,-2.002134,0.28747976,0.20888092,-1.7400584,-0.54467833,-0.45166117,6.019956,0.5605644,-0.709034,6.350631,0.5261926,-0.18605478,2.5221193,0.4804132,-0.7985038,-4.5325418,0.111354664,-0.94528675,-4.8980618,1.2274082
0.112897694,-0.7709988,0.4223054,-0.2715626,-0.13332261,0.035987787,-0.074548826,-0.35201284,-0.08767612,-0.43832365,2.1896,0.03628927,-0.69655687,2.8995512,-0.26165092,-0.69655687,2.8995512,-0.26165092,-0.34312737,-2.034698,-0.046072192,-0.37725616,-2.5515902,-0.07242963,-0.37725616,-2.5515902,-0.07242963,-0.13554405,-2.5873663,-0.9628293,-0.8104368,6.308449,0.25588945,-1.2754393,6.6468835,0.08716251,-0.5162212,2.5389454,0.971692,-0.9883008,-2.5780358,0.6924175,-1.092694,-3.27636,1.7585344
0.45421374,-0.7326724,0.4181842,-0.2847793,-0.21343979,-0.12317397,-0.008102297,-0.23170134,-0.147541,-0.26254013,2.3855903,-0.5182229,-0.6417864,3.478905,-0.96474516,-0.6417864,3.478905,-0.96474516,-0.26554856,-2.6001852,-0.40834615,-0.29991394,-3.1236715,-0.4331503,-0.29991394,-3.1236715,-0.4331503,-0.54938096,-3.2707663,-1.3001077,-1.1605061,6.334674,-0.07605854,-1.7444715,6.5876184,-0.28168496,-0.8043141,2.4091206,1.3434994,-1.1359241,-0.56051147,1.1432595,-1.2478263,-1.781217,1.6733905
0.7608981,-0.72899127,0.35779136,-0.26976192,-0.2616606,-0.2984428,0.02576857,-0.12524599,-0.20956229,-0.12354387,2.5253882,-1.0610621,-0.6019424,3.9429753,-1.6233262,-0.6019424,3.9429753,-1.6233262,-0.17765461,-3.178938,-0.758716,-0.21453357,-3.7055087,-0.7831108,-0.21453357,-3.7055087,-0.7831108,-0.99346733,-3.8218734,-1.5283401,-1.4751542,6.108029,-0.4069182,-2.0990329,6.0842276,-0.5507993,-0.9758007,2.1801183,1.4799954,-1.2040676,1.3996881,1.325361,-1.346483,-0.6824798,1.0393314
1.0107625,-0.7530918,0.280724,-0.23667179,-0.23477484,-0.4730433,0.053141728,-0.10557823,-0.27269056,-0.025022686,2.6357982,-1.5848012,-0.5702112,4.3092594,-2.225753,-0.5702112,4.3092594,-2.225753,-0.09830231,-3.773948,-1.0860835,-0.13726878,-4.275345,-1.1098168,-0.13726878,-4.275345,-1.1098168,-1.4301075,-4.28606,-1.6348886,-1.736359,5.6018367,-0.71142083,-2.354735,5.2091804,-0.7390343,-1.0073297,1.9198895,1.3230336,-1.1820602,3.13768,1.1758583,-1.3486109,-0.07032428,0.20467411
1.2244442,-0.7526857,0.24457213,-0.2010619,-0.115023695,-0.6284567,0.10166608,-0.21216902,-0.3338755,0.035731904,2.7420473,-2.0755253,-0.5373039,4.596195,-2.7576957,-0.5373039,4.596195,-2.7576957,-0.030305194,-4.3585625,-1.3720675,-0.06937018,-4.8013887,-1.3943119,-0.06937018,-4.8013887,-1.3943119,-1.802301,-4.7385836,-1.6144664,-1.9140943,4.7751193,-0.95335156,-2.4891465,4.077529,-0.8659291,-0.9282152,1.7318213,0.9007097,-1.0863453,4.4330854,0.73798794,-1.2361455,0.22880015,-0.3692467
1.4072205,-0.6775379,0.22444776,-0.17224051,0.06908406,-0.7582024,0.16797787,-0.40987068,-0.38887012,0.06248864,2.851396,-2.5049744,-0.49840537,4.8086314,-3.1939726,-0.49840537,4.8086314,-3.1939726,0.03917877,-4.8729115,-1.594185,0.0020290646,-5.2366176,-1.6145151,0.0020290646,-5.2366176,-1.6145151,-2.03229,-5.2434573,-1.4665296,-1.9624094,3.5992558,-1.0858387,-2.4249487,2.7428722,-0.92501014,-0.791434,1.7392603,0.31012055,-0.9443553,5.1263175,0.13461912,-1.0140839,0.4837646,-0.45194367
1.5077064,-0.518052,0.118032925,-0.1513009,0.24515882,-0.8753181,0.21446417,-0.593414,-0.43291792,0.057258353,2.9416714,-2.8331115,-0.45742318,4.931137,-3.5018985,-0.45742318,4.931137,-3.5018985,0.12249823,-5.237516,-1.7388264,0.08693695,-5.525636,-1.7586212,0.08693695,-5.525636,-1.7586212,-2.0469615,-5.7882156,-1.1990759,-1.8392196,2.0819116,-1.0667622,-2.0991826,1.1818739,-0.8833587,-0.63945913,2.0259285,-0.3182645,-0.7783807,5.232133,-0.48194173,-0.71811074,0.84527755,-0.21625444
1.4441574,-0.30442896,-0.10476706,-0.1346972,0.3350598,-1.0117853,0.19930816,-0.6503145,-0.46269315,0.025485735,2.968236,-3.0229936,-0.41983575,4.932062,-3.6541176,-0.41983575,4.932062,-3.6541176,0.21461283,-5.3781295,-1.8125335,0.17481588,-5.625402,-1.8368899,0.17481588,-5.625402,-1.8368899,-1.8151355,-6.265262,-0.83498234,-1.537011,0.29578093,-0.87855744,-1.5624334,-0.6296684,-0.70066684,-0.48982173,2.5644464,-0.846746,-0.60239923,4.9182925,-0.9666928,-0.4109035,1.3303853,-0.017337188
1.1814048,-0.082693346,-0.3185346,-0.11767001,0.29716417,-1.202881,0.11141885,-0.534434,-0.4816701,-0.020472044,2.8913116,-3.059268,-0.38501137,4.7832527,-3.643315,-0.38501137,4.7832527,-3.643315,0.2935467,-5.250543,-1.8403484,0.23502026,-5.5268984,-1.8801775,0.23502026,-5.5268984,-1.8801775,-1.373864,-6.521633,-0.41037244,-1.1026634,-1.616841,-0.53785825,-0.9910815,-2.633279,-0.3586881,-0.3420747,3.220523,-1.1633658,-0.42781827,4.383363,-1.2149862,-0.15798184,1.934092,-0.05770572
0.7872721,0.103877984,-0.3731133,-0.09533414,0.13897203,-1.4566296,-0.019959202,-0.29065365,-0.5036997,-0.06573173,2.7041082,-2.9584389,-0.34770706,4.4854836,-3.4907703,-0.34770706,4.4854836,-3.4907703,0.3404551,-4.8546147,-1.8521188,0.23948169,-5.2572813,-1.9246243,0.23948169,-5.2572813,-1.9246243,-0.8259702,-6.439703,0.03361892,-0.6295644,-3.477745,-0.0937837,-0.57450926,-4.671931,0.10846313,-0.19291274,3.8448708,-1.2291186,-0.26642078,3.7676654,-1.2006438,0.0057958513,2.6799345,-0.30016243
0.39987794,0.22392291,-0.25904572,-0.06348779,-0.10013605,-1.7345458,-0.14557153,-0.01744015,-0.5461571,-0.099694215,2.4422505,-2.7646754,-0.30415902,4.083579,-3.243796,-0.30415902,4.083579,-3.243796,0.35971853,-4.238271,-1.8755653,0.18679324,-4.8688197,-2.0017793,0.18679324,-4.8688197,-2.0017793,-0.30141664,-5.9909024,0.45839113,-0.21917781,-5.127825,0.38395616,-0.39498955,-6.552548,0.61250526,-0.044005327,4.361806,-1.1023426,-0.1272993,3.1341953,-0.99168694,0.09490538,3.5896497,-0.6115729
0.12195015,0.26658082,-0.09156226,-0.02106321,-0.37359783,-1.9650948,-0.22642204,0.19877307,-0.61349577,-0.11651697,2.1636517,-2.5325751,-0.25282577,3.6525767,-2.9608872,-0.25282577,3.6525767,-2.9608872,0.37808815,-3.490135,-1.9381988,0.10576434,-4.4210353,-2.136947,0.10576434,-4.4210353,-2.136947,0.09840602,-5.231232,0.8290332,0.06665598,-6.4669113,0.82122004,-0.41436258,-8.1269245,1.049745,0.09956824,4.7648053,-0.90573895,-0.013710259,2.4921875,-0.7157682,0.1643229,4.6508737,-0.8981387
-0.04707453,0.24431299,0.017928045,0.027637323,-0.6457068,-2.0814762,-0.24873883,0.32622528,-0.6905605,-0.112924725,1.9179899,-2.3082168,-0.19252281,3.2658122,-2.6931927,-0.1925228,3.2658124,-2.693193,0.42452234,-2.7191625,-2.0587046,0.03825031,-3.9613228,-2.3383667,0.03825031,-3.9613228,-2.3383667,0.3317046,-4.2633123,1.1163611,0.22410467,-7.4684443,1.1594055,-0.53187364,-9.33408,1.3630859,0.22959454,5.0734544,-0.76347834,0.07037121,1.8254772,-0.49910593,0.28607464,5.8066134,-1.1137904
-0.16790435,0.18485224,0.025186116,0.074669234,-0.8923666,-2.0544293,-0.21678354,0.3814037,-0.7550577,-0.08940062,1.7252258,-2.1171567,-0.123695545,2.9609,-2.4695706,-0.12369547,2.960901,-2.4695718,0.50815606,-2.0219324,-2.2205667,0.01672079,-3.506324,-2.571905,0.01672079,-3.506324,-2.571905,0.40327644,-3.2003295,1.304226,0.28336433,-8.169364,1.3716072,-0.6280433,-10.183013,1.5808598,0.32970738,5.3117876,-0.75325304,0.11027051,1.125274,-0.41986558,0.5168973,6.9365587,-1.2096586
-0.27257785,0.120694876,-0.06892203,0.114688784,-1.0785904,-1.8988994,-0.14062849,0.39190382,-0.7923129,-0.052846167,1.5748131,-1.965126,-0.05187109,2.7275236,-2.2944877,-0.05187088,2.7275264,-2.2944906,0.6124902,-1.4562624,-2.3667514,0.051845964,-3.0435073,-2.761462,0.051845964,-3.0435073,-2.761462,0.33461472,-2.1443202,1.3930389,0.2740128,-8.641076,1.4653213,-0.59525114,-10.71289,1.8008139,0.37389648,5.484909,-0.8827169,0.08430042,0.44370905,-0.48942026,0.84365964,7.840727,-1.141516
-0.3355122,0.083254226,-0.24343525,0.15000795,-1.1383259,-1.6545926,-0.03481699,0.36622766,-0.7944821,-0.015234697,1.4380696,-1.845137,0.012571327,2.5190463,-2.1549883,0.012571837,2.5190527,-2.1549945,0.70871603,-1.0308925,-2.4354985,0.13424248,-2.5522387,-2.8332493,0.13424248,-2.5522387,-2.8332493,0.15395181,-1.1699504,1.3961962,0.2167239,-8.949349,1.4710649,-0.38477778,-10.965725,2.1185634,0.33838886,5.528339,-1.0880393,-0.0128916,-0.067060396,-0.658883,1.1411381,8.269771,-0.9443768
-0.31534484,0.09183,-0.45741087,0.18605262,-1.008862,-1.3622804,0.07898616,0.29047492,-0.753039,0.0115861045,1.285424,-1.7454698,0.05864572,2.2827914,-2.0323613,0.058646653,2.282802,-2.0323703,0.7750665,-0.7081729,-2.4003959,0.2451036,-2.0197465,-2.761301,0.2451036,-2.0197465,-2.761301,-0.0986676,-0.31566048,1.3382051,0.13438287,-9.122558,1.4313459,-0.04544081,-10.971405,2.542932,0.21411921,5.3017483,-1.2632399,-0.15394324,-0.19152388,-0.8501539,1.2294742,8.040658,-0.7474916
-0.20763838,0.13687178,-0.65257484,0.2198557,-0.7099182,-1.0540129,0.17631862,0.14855482,-0.6602962,0.020738987,1.0972618,-1.6506424,0.08021584,1.9871813,-1.9075952,0.08021715,1.9871943,-1.9076023,0.8055575,-0.4142958,-2.269089,0.3663725,-1.4329913,-2.564046,0.3663725,-1.4329913,-2.564046,-0.36877438,0.41215795,1.2538654,0.05929194,-9.140496,1.3912239,0.29907295,-10.731441,2.9548736,0.009649308,4.6765695,-1.316871,-0.28911528,0.21855848,-1.000606,1.0320144,7.1873455,-0.6632436
-0.052576236,0.17812021,-0.7753218,0.23853989,-0.3619974,-0.7559478,0.23653628,-0.05562633,-0.51757914,0.0114703085,0.8664415,-1.5402528,0.078468904,1.6358956,-1.7634681,0.07847031,1.6359049,-1.763465,0.80484486,-0.070981614,-2.0540688,0.4879113,-0.77161276,-2.266282,0.4879113,-0.77161276,-2.266282,-0.5920128,1.0166187,1.1607642,0.028146973,-8.935279,1.3647456,0.5335482,-10.211049,3.1338713,-0.25011832,3.6286364,-1.2115498,-0.36649284,1.1498636,-1.0897686,0.669303,6.0260305,-0.6843912
0.099212155,0.17094521,-0.8044764,0.23412055,-0.093688674,-0.49049407,0.2449225,-0.29004,-0.3383461,-0.013248353,0.59348005,-1.3892881,0.060178753,1.2589711,-1.5836024,0.06017988,1.2589716,-1.5835835,0.77737916,0.359387,-1.7536141,0.6094483,-0.023119021,-1.8719254,0.6094483,-0.023119021,-1.8719254,-0.7008955,1.4900542,1.0172278,0.072452486,-8.40526,1.2920718,0.6364433,-9.357185,2.8500426,-0.5192887,2.2461295,-0.9551101,-0.34095895,2.4474423,-1.1243826,0.36618268,5.0355372,-0.720343
0.21195239,0.09514942,-0.76158786,0.21506594,0.05358205,-0.27191076,0.19758111,-0.50244796,-0.14396985,-0.05090892,0.28286615,-1.1753504,0.03138176,0.8884149,-1.3536061,0.031382404,0.88840646,-1.3535746,0.723396,0.85104513,-1.356595,0.73861164,0.7964161,-1.3680668,0.73861164,0.7964161,-1.3680668,-0.6401682,1.8194987,0.72984636,0.20930962,-7.457752,1.0540923,0.6914539,-8.136606,1.9907554,-0.72470915,0.68757045,-0.5678051,-0.17585988,3.8967192,-1.1001115,0.28113884,4.620118,-0.6980481
0.2524091,-0.041047364,-0.69295305,0.19796613,0.11423911,-0.09961797,0.11219596,-0.63677466,0.04182406,-0.101936065,-0.056732967,-0.8877622,-0.0089865085,0.5305107,-1.0619351,-0.00898628,0.5304984,-1.0619019,0.6445034,1.340971,-0.86002755,0.8839534,1.643284,-0.750295,0.8839534,1.643284,-0.7502949,-0.39370188,2.0191967,0.23858823,0.43239382,-6.0752826,0.57101136,0.80501914,-6.568555,0.6771699,-0.77652156,-0.84683084,-0.06998725,0.14517063,5.268459,-0.9809633,0.43322268,4.9015045,-0.5958757
0.17675877,-0.21585353,-0.6403725,0.19227219,0.1301,0.040038355,0.029095871,-0.65145934,0.19554703,-0.16958337,-0.41235542,-0.5317975,-0.07122052,0.15445621,-0.7006317,-0.071220495,0.15444574,-0.70060676,0.5504438,1.7709045,-0.28432533,1.0490022,2.4637296,-0.045032535,1.0490022,2.4637299,-0.045032468,-0.0062043616,2.1335742,-0.4050986,0.7059061,-4.3490987,-0.10782658,1.002553,-4.7400584,-0.6882614,-0.60268056,-2.1573484,0.502763,0.6027356,6.3547397,-0.7216315,0.7611405,5.682284,-0.40951753
-0.041314594,-0.40471917,-0.62157184,0.19684173,0.122342065,0.16322668,-0.009857785,-0.5361035,0.29763767,-0.2566947,-0.77105904,-0.12479459,-0.16862206,-0.292369,-0.26714596,-0.16862209,-0.29237527,-0.26713187,0.45767877,2.107027,0.32292894,1.229013,3.20833,0.68719906,1.2290132,3.2083302,0.6871993,0.4221446,2.189589,-1.0519522,0.96831095,-2.4379086,-0.81561846,1.1990597,-2.8067122,-1.5395813,-0.19388953,-3.127922,1.0827248,1.1366577,7.0264554,-0.31637084,1.209207,6.585444,-0.1286349
-0.36904493,-0.57885164,-0.62632537,0.2060983,0.10371345,0.2794109,0.008899421,-0.32130834,0.3447112,-0.3624131,-1.1278276,0.30791444,-0.30735898,-0.8524641,0.22790346,-0.307359,-0.8524668,0.2279095,0.38331398,2.3403819,0.89907247,1.4113246,3.8396606,1.3692102,1.4113252,3.839662,1.369211,0.7752206,2.1491055,-1.5320836,1.155038,-0.4889004,-1.352878,1.2713847,-1.0052419,-1.4812205,0.383396,-3.7851746,1.5805757,1.6634012,7.2657223,0.18022649,1.7313821,7.2549086,0.25061187
-0.717773,-0.7007027,-0.6249769,0.21474075,0.08485674,0.39251387,0.059189547,-0.0758237,0.3625256,-0.47996306,-1.4885215,0.7330595,-0.47805956,-1.5278165,0.75059706,-0.4780596,-1.5278175,0.7505991,0.3397221,2.486592,1.3893899,1.575985,4.336955,1.9341394,1.5759864,4.3369584,1.9341412,0.9745538,1.9356978,-1.724786,1.2312871,1.4014568,-1.5707521,1.1674533,0.36963752,-0.65078485,1.0227525,-4.2609286,1.9222145,2.1077442,7.1205425,0.6852859,2.2179773,7.4780035,0.7053639
-1.0105438,-0.7281616,-0.58388484,0.22128916,0.0739083,0.5038539,0.094562836,0.11240272,0.3943107,-0.5967391,-1.8649877,1.1132774,-0.6553124,-2.2697647,1.2455523,-0.6553124,-2.269765,1.2455528,0.33117008,2.5837824,1.7668462,1.6977268,4.6970468,2.3467412,1.6977293,4.697052,2.346744,1.0115359,1.5343599,-1.5958239,1.2074233,3.1405404,-1.4230769,0.9408203,1.0980483,0.2993792,1.6323045,-4.695641,2.0777285,2.4304745,6.634467,1.1330546,2.4728646,7.20742,1.1861458
-1.2482572,-0.6329485,-0.4800906,0.23094389,0.08632571,0.610828,0.08535232,0.17004274,0.4622156,-0.6963374,-2.2617404,1.4199411,-0.80579484,-2.993184,1.6565924,-0.80579484,-2.9931843,1.6565925,0.35113308,2.6752207,2.0353272,1.7507741,4.9258094,2.60814,1.7507774,4.925816,2.608143,0.934408,1.0756221,-1.2099228,1.1194768,4.5675535,-0.9878753,0.6788974,1.2326128,0.71447295,2.1549377,-5.1658077,2.0571978,2.6275494,5.8263125,1.4848361,2.3225496,6.506012,1.632673
-1.4728339,-0.42428523,-0.30425858,0.24972868,0.14586869,0.70990515,0.0415705,0.07694157,0.54251224,-0.7632311,-2.6630168,1.6436944,-0.9016182,-3.608299,1.9508842,-0.9016182,-3.608299,1.9508842,0.3861662,2.7840514,2.21428,1.718425,5.022736,2.7412746,1.7184279,5.0227404,2.7412765,0.8036917,0.80006313,-0.7070385,0.9948704,5.4757137,-0.43770257,0.42542818,1.1127896,0.4462798,2.5382173,-5.670589,1.8867258,2.6934874,4.7042303,1.7089077,1.7671068,5.445334,1.9779477
-1.6455767,-0.15749094,-0.058170304,0.27066436,0.26119485,0.8081301,0.0012214787,-0.11344224,0.58721024,-0.7879269,-3.0272171,1.7901069,-0.931113,-4.053078,2.1268659,-0.931113,-4.053078,2.1268659,0.42506218,2.8968496,2.317508,1.6022611,4.9698863,2.7687507,1.6022625,4.9698863,2.76875,0.65398,0.8963365,-0.2403742,0.8374934,5.7579646,0.04281704,0.18787976,1.108284,-0.14878643,2.6970127,-6.158106,1.5952691,2.5844958,3.2817278,1.7688464,1.0199025,4.01956,2.140252
-1.6228865,0.09137152,0.22882521,0.27307177,0.40662625,0.9261897,-0.001963279,-0.29604372,0.5662165,-0.7681505,-3.2912443,1.8622732,-0.8998382,-4.308087,2.201019,-0.8998382,-4.308087,2.201019,0.4631884,2.9670994,2.3412662,1.4223391,4.737088,2.6986504,1.4223388,4.7370834,2.698647,0.4922977,1.3580403,0.0890819,0.64439243,5.5045443,0.3414849,-0.014414254,1.3542867,-0.6073949,2.5405157,-6.5521965,1.2176893,2.2429764,1.6074059,1.6381279,0.39529842,2.1895056,2.0433457
-1.311606,0.27124557,0.47654733,0.24325028,0.5356414,1.0763849,0.03696149,-0.3759238,0.4864211,-0.70543873,-3.3834743,1.8475552,-0.82159036,-4.379819,2.1855757,-0.82159036,-4.379819,2.1855757,0.4947211,2.9343903,2.2696187,1.2053367,4.303607,2.527946,1.2053354,4.303601,2.5279417,0.3275161,1.9848081,0.25764784,0.43370652,4.9279737,0.4460583,-0.1456378,1.7504061,-0.71140486,2.0658214,-6.756732,0.8030489,1.6832855,-0.17406808,1.3304716,0.122130394,0.062984586,1.6786003
-0.8067942,0.37528583,0.58212394,0.19046491,0.6082644,1.227795,0.09379626,-0.32588926,0.3783955,-0.603612,-3.242979,1.7220981,-0.70869595,-4.256193,2.071868,-0.70869595,-4.256193,2.071868,0.5046914,2.7468626,2.08585,0.972498,3.6803992,2.2524385,0.9724966,3.680394,2.2524352,0.18668626,2.4967034,0.2993683,0.24771662,4.203072,0.4135474,-0.1876272,2.1103952,-0.5424752,1.4092876,-6.643455,0.41415104,1.0357195,-1.7754706,0.9160424,0.21210131,-1.9734575,1.1451405
