pelvis_lin_vel_x,pelvis_lin_vel_y,pelvis_lin_vel_z,torso_lin_vel_x,torso_lin_vel_y,torso_lin_vel_z,head_lin_vel_x,head_lin_vel_y,head_lin_vel_z,right_upper_arm_lin_vel_x,right_upper_arm_lin_vel_y,right_upper_arm_lin_vel_z,right_lower_arm_lin_vel_x,right_lower_arm_lin_vel_y,right_lower_arm_lin_vel_z,right_hand_lin_vel_x,right_hand_lin_vel_y,right_hand_lin_vel_z,left_upper_arm_lin_vel_x,left_upper_arm_lin_vel_y,left_upper_arm_lin_vel_z,left_lower_arm_lin_vel_x,left_lower_arm_lin_vel_y,left_lower_arm_lin_vel_z,left_hand_lin_vel_x,left_hand_lin_vel_y,left_hand_lin_vel_z,right_thigh_lin_vel_x,right_thigh_lin_vel_y,right_thigh_lin_vel_z,right_shin_lin_vel_x,right_shin_lin_vel_y,right_shin_lin_vel_z,right_foot_lin_vel_x,right_foot_lin_vel_y,right_foot_lin_vel_z,left_thigh_lin_vel_x,left_thigh_lin_vel_y,left_thigh_lin_vel_z,left_shin_lin_vel_x,left_shin_lin_vel_y,left_shin_lin_vel_z,left_foot_lin_vel_x,left_foot_lin_vel_y,left_foot_lin_vel_z
1.4605837,0.09634888,0.07277643,1.4159105,0.038985863,0.07331864,1.3979497,-0.033964437,0.07320622,1.3041117,-0.028053487,0.013776446,0.6797168,0.18544684,0.036655553,-0.6592465,0.029177802,-0.811731,1.4885399,-0.028743498,0.12891203,2.546016,0.19072421,0.07495433,3.9951541,0.16808924,0.31137395,1.4849398,0.0941514,0.04769334,2.7887921,0.17958704,0.4463017,3.7836316,0.31793877,-0.7100752,1.4362277,0.0985465,0.09785952,0.47719663,0.049483918,-0.1402815,-0.06951326,-0.044739634,0.02005944
1.4661379,0.084195316,0.03148987,1.4286518,0.014596673,0.030392727,1.4095863,-0.054730345,0.029924901,1.3325111,-0.04988179,-0.02725978,0.70540273,0.14879695,0.02624056,-0.73750496,-0.02917194,-0.7010755,1.4833643,-0.05215191,0.083257094,2.5452585,0.16753142,0.095919624,4.0389295,0.07334129,0.46700937,1.4956394,0.081788875,0.0019473088,2.6803606,0.18615527,0.43043262,3.9263368,0.32113674,-0.8401527,1.4366362,0.0866018,0.061032433,0.46952245,0.06863493,-0.14097361,-0.068589225,-0.042666145,0.030448124
1.4722303,0.07143189,-9.657744e-05,1.4475999,-0.003954384,-0.0029133274,1.4270614,-0.06868602,-0.0036282719,1.3675365,-0.06530801,-0.057750653,0.7269813,0.12184711,0.029523088,-0.7786956,-0.0773097,-0.5492006,1.4830884,-0.06840972,0.04637403,2.530059,0.14905769,0.12734866,4.0148497,-0.0051733837,0.63975686,1.507862,0.06873837,-0.031625137,2.5661106,0.1937188,0.4068743,4.079082,0.31576055,-0.9235491,1.4365989,0.07412537,0.03143198,0.45921966,0.08660405,-0.1326437,-0.05848791,-0.038640585,0.044282313
1.4789879,0.057408135,-0.019595237,1.4703579,-0.0147886835,-0.023799134,1.4519235,-0.07269702,-0.02466578,1.4096119,-0.070870295,-0.073380716,0.7410616,0.11148385,0.052785657,-0.78079194,-0.1003264,-0.36549154,1.4911124,-0.07411382,0.020365689,2.5122514,0.14260551,0.1688956,3.943409,-0.054603767,0.8197666,1.5231086,0.054171328,-0.05002903,2.4465363,0.20278367,0.37737155,4.229485,0.29925582,-0.9507084,1.4348673,0.06064482,0.010838556,0.43268302,0.10242416,-0.11409922,-0.04442917,-0.029918574,0.059069965
1.487427,0.042627983,-0.029931359,1.4947697,-0.019784339,-0.035051722,1.4842601,-0.067878604,-0.03599235,1.4583195,-0.06747106,-0.07605939,0.74964136,0.11736793,0.0950982,-0.7353411,-0.09208596,-0.16743985,1.5084517,-0.0702782,0.0020145383,2.4999783,0.14652035,0.21557018,3.8436773,-0.07246736,0.99224764,1.542305,0.038718466,-0.057226032,2.3233933,0.21247359,0.33873457,4.36131,0.274255,-0.9184966,1.432549,0.046537314,-0.0026366834,0.38356864,0.113141894,-0.08642214,-0.03162297,-0.016582523,0.07239048
1.498278,0.028788267,-0.036632746,1.5198047,-0.022562817,-0.04242909,1.5212814,-0.059546847,-0.043408252,1.5114144,-0.060562752,-0.07323268,0.7601656,0.13090758,0.1475306,-0.6317134,-0.05789115,0.022402894,1.5314715,-0.06255591,-0.0132036945,2.4927294,0.15040578,0.26099783,3.7232203,-0.06573727,1.1417221,1.5648953,0.024370302,-0.060655717,2.201713,0.22011743,0.28779936,4.460432,0.2468743,-0.83122414,1.4316608,0.033206064,-0.012609778,0.3160495,0.11584341,-0.050177805,-0.021294314,-0.0026216803,0.08499809
1.511309,0.017870994,-0.04447509,1.5460427,-0.025362318,-0.05112056,1.5590566,-0.053443935,-0.052159403,1.5656481,-0.056190345,-0.073629014,0.7841662,0.140834,0.19634593,-0.47037175,-0.010855847,0.18289463,1.5547632,-0.05726738,-0.028003873,2.4833748,0.144604,0.30028,3.5816076,-0.046590522,1.2572535,1.5882542,0.013361609,-0.066413514,2.0900545,0.2217008,0.22720322,4.515116,0.22336529,-0.6967865,1.4343638,0.02238031,-0.022536665,0.23837726,0.109186225,-0.0044026226,-0.011539132,0.007209674,0.09992476
1.5255332,0.01084809,-0.055953603,1.5749712,-0.027586393,-0.06390209,1.5953526,-0.051442213,-0.06505727,1.6180828,-0.056242723,-0.0825601,0.8334546,0.14115822,0.22861443,-0.27108496,0.035279997,0.30127585,1.5761505,-0.056585558,-0.043471787,2.464408,0.12966464,0.32987434,3.4203198,-0.027259134,1.334448,1.6082639,0.006775607,-0.076794595,1.9986455,0.21349327,0.16641162,4.511785,0.20798287,-0.52449244,1.4428027,0.014920643,-0.035112616,0.15655036,0.09316859,0.05172069,-0.00022332073,0.011518845,0.11956538
1.5398023,0.0072342614,-0.07158994,1.6062877,-0.027499536,-0.0812128,1.629231,-0.051916532,-0.08255703,1.6653919,-0.05868011,-0.10060484,0.91213596,0.13294618,0.23703286,-0.0644123,0.071590945,0.3751779,1.5969926,-0.05870121,-0.060049705,2.4311683,0.11416635,0.3464685,3.2454436,-0.015483915,1.3730611,1.6219698,0.0040847426,-0.09129777,1.9351292,0.19391687,0.11574793,4.43166,0.20268992,-0.3293503,1.4576349,0.01038395,-0.051882107,0.07852222,0.06893611,0.11603323,0.013779447,0.011896565,0.14532119
1.5533586,0.005762966,-0.09096614,1.6354631,-0.025514094,-0.1022115,1.658109,-0.05434146,-0.10385415,1.7022337,-0.062441614,-0.12586845,1.0104351,0.118967436,0.22118264,0.12672128,0.09457774,0.4085787,1.6178321,-0.062699996,-0.07758666,2.3807106,0.103363015,0.34686813,3.0620155,-0.01275575,1.3724205,1.6302526,0.0038711028,-0.10931697,1.9000936,0.16499029,0.078368686,4.252536,0.20687294,-0.13837151,1.4764645,0.0076550147,-0.07261532,0.024530903,0.03962663,0.18112217,0.031653423,0.009196423,0.17932089
1.5663188,0.0052924156,-0.113417506,1.6553155,-0.025396738,-0.12571983,1.6774182,-0.061825264,-0.12783504,1.722506,-0.07033628,-0.15630923,1.1094291,0.09919273,0.18518749,0.29697624,0.103634484,0.40665802,1.6361051,-0.071428716,-0.09533011,2.311115,0.09313133,0.3287439,2.870649,-0.016491748,1.3288707,1.6371542,0.00483144,-0.13145725,1.8860424,0.13303864,0.048190285,3.9562647,0.21605796,0.011653388,1.4954833,0.0057535353,-0.095377766,0.027128235,0.010839505,0.23433088,0.05559627,0.002885711,0.22369571
1.5799797,0.005176268,-0.13744336,1.6613734,-0.03080269,-0.14982611,1.6841588,-0.07743571,-0.1526296,1.723871,-0.08549566,-0.18938668,1.1945777,0.07311004,0.13480805,0.453872,0.10014635,0.37433144,1.6483994,-0.08793768,-0.11177503,2.222431,0.07644603,0.29167104,2.6706135,-0.022583846,1.2382153,1.6464535,0.0061836727,-0.15743163,1.8804088,0.10768559,0.016000256,3.538346,0.22227035,0.08807965,1.5135057,0.0041689673,-0.1174551,0.113685936,-0.010468905,0.26241606,0.08827642,-0.004994649,0.27745762
1.596483,0.005163943,-0.15893875,1.6561736,-0.039168183,-0.17004733,1.6800084,-0.097590156,-0.17372018,1.711056,-0.10472845,-0.21991853,1.2649572,0.045833517,0.07689889,0.60832566,0.09031526,0.3183558,1.6531646,-0.108878046,-0.12328214,2.1160626,0.054328065,0.23832649,2.463053,-0.02425776,1.101996,1.6594399,0.0074370806,-0.1818936,1.8703325,0.09806133,-0.021775953,3.015352,0.2185741,0.07985428,1.5335261,0.002890916,-0.1359839,0.28393292,-0.01823669,0.26031184,0.1320749,-0.006955037,0.335691
1.617484,0.0052107614,-0.1704153,1.6482933,-0.039751522,-0.17849495,1.6704952,-0.11043511,-0.18312198,1.6938127,-0.116719656,-0.23948057,1.3304967,0.02955832,0.019853054,0.769176,0.08659812,0.24867265,1.6511356,-0.12279718,-0.12299794,1.9927531,0.038494043,0.17481226,2.2505522,-0.010993034,0.9315706,1.6751971,0.008096302,-0.1931209,1.8473219,0.107192434,-0.05853561,2.4282672,0.20382246,0.0065806243,1.5597706,0.0023253914,-0.14770971,0.5066305,-0.009421906,0.23558223,0.19092295,0.007111168,0.39235765
1.6422246,0.005403271,-0.16364282,1.6464449,-0.020602519,-0.16686258,1.6613059,-0.10345043,-0.1724593,1.680451,-0.109271176,-0.23964724,1.4019253,0.035896014,-0.028510178,0.94104004,0.10144702,0.1753818,1.6448189,-0.11746541,-0.103265174,1.8531451,0.041706834,0.10876885,2.0363085,0.025724556,0.74437577,1.6911339,0.007797256,-0.17844458,1.8105444,0.12822759,-0.080506966,1.8392737,0.18138851,-0.08805543,1.5933154,0.003009535,-0.14884107,0.74710906,0.0150357885,0.19959635,0.2744338,0.043179646,0.4433269
1.6663176,0.0059638764,-0.13473082,1.6529535,0.020837419,-0.1319731,1.6550168,-0.074099064,-0.13860248,1.6727562,-0.07970098,-0.21724069,1.4830234,0.065140575,-0.065045714,1.1237547,0.13654003,0.103475794,1.6376301,-0.09027801,-0.060939338,1.7004306,0.06514376,0.046130076,1.8243791,0.08301173,0.5545969,1.702639,0.00671977,-0.13322154,1.7650999,0.14633796,-0.07629023,1.3161716,0.15422288,-0.15704869,1.6299961,0.0052082567,-0.13624008,1.006371,0.050929885,0.1502319,0.3993941,0.098245464,0.48836362
1.6827444,0.0071805115,-0.087332286,1.6616697,0.07445052,-0.07885376,1.6504545,-0.032447815,-0.08672519,1.6672277,-0.03770931,-0.17676362,1.5703706,0.10355213,-0.092605956,1.3144532,0.17849536,0.03102819,1.6316351,-0.051001888,-0.00078944437,1.5406238,0.09605881,-0.010594351,1.6188928,0.14492849,0.36696395,1.7036688,0.0056626936,-0.06507542,1.713943,0.1466867,-0.047208313,0.9051583,0.12430869,-0.17405307,1.6618199,0.008698511,-0.109589145,1.3308419,0.09263237,0.065511905,0.5832169,0.16152595,0.532897
1.6852947,0.009043835,-0.03056507,1.6621785,0.12437265,-0.017888542,1.6445286,0.0069166026,-0.027265094,1.6606095,0.002190327,-0.12681876,1.6585913,0.13157934,-0.116054006,1.5123891,0.20611842,-0.04672563,1.6252447,-0.0139706815,0.06646325,1.3803707,0.11768419,-0.06061834,1.422561,0.19185166,0.1792332,1.6897191,0.0053917747,0.010927943,1.6507372,0.123533584,-0.0096149845,0.61139923,0.09647878,-0.14439544,1.6808704,0.012695861,-0.07205809,1.7688895,0.134362,-0.07594682,0.8321279,0.22012538,0.5867394
1.6724981,0.010713968,0.0270611,1.6473513,0.1586767,0.041919272,1.6347367,0.03548507,0.031069733,1.6531363,0.031134054,-0.07293219,1.7452879,0.13544653,-0.13641001,1.7225786,0.20324747,-0.13118851,1.6140665,0.012580773,0.12990986,1.2264978,0.12096096,-0.101452924,1.2375987,0.21203375,-0.009888505,1.6615406,0.005675514,0.082058035,1.563496,0.08360295,0.015367408,0.40840915,0.078598335,-0.094321296,1.6834558,0.015752139,-0.027935842,2.3014963,0.17004147,-0.25860807,1.1336493,0.26405358,0.65629214
1.648738,0.010501768,0.08209715,1.6184148,0.17440568,0.0974023,1.6206542,0.05511153,0.08578401,1.6472414,0.050553117,-0.013949865,1.8323337,0.113732316,-0.14926144,1.9545003,0.16797228,-0.21755701,1.5945327,0.03102758,0.18310557,1.0871333,0.10836834,-0.12796424,1.0674989,0.20605859,-0.19607395,1.6258053,0.005030265,0.14418635,1.4460632,0.041605834,0.016501456,0.26648706,0.076044895,-0.04871809,1.6716709,0.015972845,0.020007962,2.8188498,0.19385979,-0.41794494,1.4601926,0.28793553,0.73519456
1.6209579,0.0069225887,0.1345923,1.5834757,0.17652571,0.14917679,1.6037476,0.073891595,0.13815452,1.6450111,0.068399206,0.05323455,1.9240148,0.076149896,-0.14986522,2.2151108,0.11285146,-0.29737848,1.5663078,0.049974993,0.22417037,0.9700489,0.08891462,-0.13610475,0.9152321,0.18267602,-0.37295207,1.5908685,0.0018106851,0.19952862,1.3044096,0.011863484,-0.00246208,0.16880545,0.08725445,-0.01787067,1.6510473,0.012034109,0.06965597,3.1881118,0.20353502,-0.48066318,1.7815171,0.29069456,0.8037799
1.5938969,0.00017392817,0.18331051,1.5515236,0.17265327,0.19639479,1.5858729,0.09762549,0.18745843,1.646683,0.09064702,0.12572554,2.0238674,0.0362283,-0.13962206,2.5002475,0.056617722,-0.36284608,1.5315943,0.075125016,0.25308117,0.8785218,0.06959392,-0.12727343,0.7787195,0.15041699,-0.5384694,1.5611343,-0.00411609,0.24953263,1.1524962,0.0013514166,-0.030041665,0.10545004,0.10483651,-0.00019522538,1.6266595,0.0044637313,0.117088415,3.3544257,0.20290665,-0.4228336,2.0776339,0.27476946,0.83857244
1.5685972,-0.0074443957,0.22439964,1.5276842,0.16674209,0.23532659,1.5676125,0.12349282,0.22942261,1.6495498,0.114881255,0.19340314,2.1315367,0.0024552287,-0.12610166,2.791207,0.012953322,-0.40805063,1.4934404,0.102894634,0.2704315,0.810236,0.05001723,-0.107410565,0.6500669,0.11127172,-0.69455636,1.5356685,-0.010748978,0.291142,1.004784,0.0073996624,-0.056592897,0.06476597,0.11980999,0.009131768,1.6015259,-0.0041398793,0.15765733,3.3675215,0.19877507,-0.28155223,2.3436878,0.244957,0.82264674
