abdomen_x_vel,abdomen_y_vel,abdomen_z_vel,neck_x_vel,neck_y_vel,neck_z_vel,right_shoulder_x_vel,right_shoulder_y_vel,right_shoulder_z_vel,right_elbow_vel,left_shoulder_x_vel,left_shoulder_y_vel,left_shoulder_z_vel,left_elbow_vel,right_hip_x_vel,right_hip_y_vel,right_hip_z_vel,right_knee_vel,right_ankle_x_vel,right_ankle_y_vel,right_ankle_z_vel,left_hip_x_vel,left_hip_y_vel,left_hip_z_vel,left_knee_vel,left_ankle_x_vel,left_ankle_y_vel,left_ankle_z_vel
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.3120687,1.2885929,-1.3378599,0.5595464,-1.0972513,0.9798792,2.4946005,4.564217,-0.3858576,0.14938538,-0.6354134,-3.4582312,0.72322613,0.23068397,-1.9159429,-5.8921537,0.24896696,13.898941,2.870788,2.3793218,-7.806077,-2.3384356,3.216646,1.9614702,2.9949043,-0.21062532,-2.139573,-2.5488539
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.286373,1.5402998,-0.6810647,-0.65240484,-1.588375,1.8056743,2.3978136,4.1955037,0.77439827,2.4151568,-1.6724854,-4.6545734,1.3748082,-0.3635652,-2.0571465,-6.137066,-0.62180656,11.260757,2.0066211,-5.0485907,-5.9615235,-2.1102915,5.4558787,1.3685093,-0.21126287,0.07759793,-3.1617048,0.23269482
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6728334,0.119057424,-1.3063164,0.27437273,1.3005806,1.848088,1.4143274,4.7716913,1.3214688,4.504398,-2.404332,-4.758366,1.6482227,-1.1878984,-0.36891356,-7.5734053,-0.87242484,8.000968,-1.1536509,-8.703518,5.289135,-1.5875076,5.46461,-1.2615324,-1.8617522,0.066803426,-3.1126027,0.49699655
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5145183,-0.26206458,-1.3366805,-0.7818437,1.1638764,0.5959014,1.8025793,4.4185076,0.25736487,6.4353995,-2.5738206,-6.310718,1.8947325,-1.201549,0.6079107,-7.856402,-0.559592,3.3660135,-0.178362,-8.118838,2.319807,-1.087804,4.218852,-0.7215514,-1.3810294,0.18661252,-3.2923706,1.2496505
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4396676,0.7047476,-2.127577,-0.050403573,1.2397653,0.9683269,1.0802331,4.5596414,0.25379294,8.577175,-1.4820824,-8.099498,-12.593584,-3.3706024,0.023501689,-5.9232883,-1.5618099,-0.22693273,0.106724285,-6.0397196,2.9664905,-1.3211281,5.685313,-0.33557123,-2.4497464,-0.2521625,-2.1530879,-0.48449665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5202013,0.1986003,-1.075966,-1.127447,1.4375569,-0.95463616,0.81420755,4.279876,-3.2016017,9.158241,0.34667704,-7.733146,-10.098157,-4.845411,-0.13125911,-5.5985556,-0.9711641,-3.5393767,0.22852021,-5.401423,1.3181113,-1.5709566,4.8928423,0.58590585,-1.6614726,-0.71410483,-0.673627,-2.2913878
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0056789126,-0.46665913,-1.4708064,-0.33804122,1.5385189,-0.45126307,-0.24593754,5.3559036,-7.61827,7.569174,1.1812408,-6.7803817,-5.7089486,-5.2844143,-0.27936804,-4.640413,-1.4947537,-7.5036297,0.00078478415,-3.399379,-0.3833699,-0.84173393,4.3831167,1.6817541,-1.6722872,-0.42496866,-0.8606159,-1.2439346
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.21822624,0.017752944,-1.6993148,0.018399553,-0.8621669,-0.25469574,-0.1785794,5.9978313,-15.109823,4.8299584,3.5143404,-6.9967713,-5.638456,-5.943197,0.46961504,-3.3320034,-0.7334726,-10.1920595,0.22474232,-1.9941494,0.47649428,0.13157079,5.6512012,0.26244038,-4.489879,-0.95111203,1.0339087,-3.6157274
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.46683025,0.24703766,-2.592618,0.45091322,-0.5546737,-0.7496163,-1.7375877,6.98205,-3.4269006,-1.9875333,2.3212407,-7.2713537,1.7658197,-2.9579782,-1.1322722,-1.1540052,-1.3575789,-12.907239,0.22877999,0.22775431,0.6658787,-0.01014326,5.9408174,0.24666467,-4.684843,-0.56670284,2.0114918,-2.8541539
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.115673766,-0.9449501,-0.38433725,-0.29313627,-0.9868619,-1.2041634,-1.3820646,5.135176,-8.215746,1.2093818,2.5573184,-6.3636684,-1.2966558,-3.3155026,0.012476517,-2.5788553,-0.30114058,-11.163701,0.18726993,0.3822372,0.52809286,0.27340233,7.216782,0.14179328,-9.364199,-0.28106436,4.4262795,-1.9418995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46755743,-0.79383826,-1.2828075,-0.78505754,-0.42178893,-0.64898026,-1.8079913,3.942151,-6.321242,1.072456,2.005282,-4.562189,0.19681256,-3.8281262,-0.8178965,-2.453889,-5.229571,-6.5265594,1.0767584,2.8702312,5.108413,0.575988,7.445403,-2.0696003,-9.374915,0.15281881,3.5342057,2.0790088
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.93073946,0.72251505,-1.7799069,-0.71541834,-1.1487525,0.5802896,-1.4644033,2.061495,-4.6117973,0.6833184,1.7384937,-3.2428393,1.3225707,-2.2749398,-1.7946821,-1.2889202,-0.31484905,0.284044,0.36861765,0.97282386,3.5991518,-0.91839314,3.9780145,-2.1899765,-0.0,-0.026523475,2.579367,0.4325423
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2816988,0.4205459,-0.16071089,-1.5827302,-0.26974225,-0.30282468,-0.64419585,1.7437785,-5.832626,0.31004933,0.3690565,-0.12011856,1.0822208,-3.116855,0.93914986,0.9631107,3.0819042,4.9204626,-0.6938818,3.507917,-4.98506,1.1751842,4.2785497,-0.600241,0.0,0.05762323,4.9600577,1.2590898
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8897948,-0.7199642,0.13325234,-2.0476155,-0.32330287,0.9632711,0.05857625,0.17218485,-6.3033967,0.768455,-0.80873626,3.8635278,2.4290578,-4.366591,2.1453059,-0.171403,1.2949525,6.290046,-0.39541537,4.458627,-6.064007,2.2021952,2.3744495,0.9880988,0.0,-0.46141818,10.994663,4.969334
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1281073,0.6086382,1.4450908,-2.0809972,-0.20184049,1.3619502,1.7950628,-1.6445806,-5.0367684,0.3314567,-2.0455384,5.4193606,1.8773265,-4.3445005,1.5987334,1.1602463,-1.6174014,5.6483307,0.2554023,-0.5006759,2.588138,1.69976,-13.715406,1.4293478,29.898289,-0.8825986,5.6972275,3.7333264
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6681958,1.1591593,1.3748391,0.15132944,-0.4831664,0.16399013,2.9155586,-3.2030706,6.320643,-0.13741454,-1.8234054,5.179246,-0.3170019,-2.0188177,1.1101559,3.6903338,-1.8232979,1.7012949,0.18892454,-1.8533502,2.7000184,1.5090573,-7.532769,0.39983678,15.759699,-2.783812,6.658692,8.068099
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9613396,0.8781305,2.0884895,0.53253454,-0.45541084,-1.93058,3.7704086,-4.7060423,13.264351,-1.3884679,-2.2463994,4.7037697,-2.532106,1.0216292,2.4322696,4.5644274,-1.1434386,-0.60610104,0.039305095,-2.612538,0.85646373,3.2064736,-7.888658,1.7809284,12.951193,-0.19062549,-5.62304,0.61593264
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4985035,-0.44267353,2.5688694,0.20093435,1.5151153,-0.42312685,3.350004,-6.110453,5.2826166,0.6845733,-2.8418167,4.957879,-3.9373467,4.5822115,0.9207674,4.5347543,0.08691957,-1.3470474,0.11416744,-2.7048047,0.9645448,1.278448,-8.482693,1.8395358,8.909275,1.6752559,-5.860938,-7.676039
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.113898434,-0.117782906,1.5197341,-0.052891802,1.2009465,0.36408168,2.449765,-8.144441,12.178695,-1.0579513,-1.7557193,5.005227,-5.9177527,5.886001,0.3041512,4.617231,0.2510431,-2.0353343,0.31040075,-1.7075002,1.350044,0.36605865,-7.2412086,1.5980814,3.6864014,0.3408671,-9.553343,-0.67502385
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.62028736,-0.14865695,1.3393861,0.2773815,1.499882,0.3653227,0.76374364,-8.39428,13.203503,-3.5213752,-3.640178,5.04811,-1.6407604,8.729658,0.56863314,4.784398,-0.51400125,-1.8982815,0.330027,-1.8422043,1.2813314,0.8858054,-6.6714244,1.5187589,0.77290994,0.00972627,-5.395801,0.71433103
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38795283,-0.22981797,1.3581951,0.022362499,1.2003804,0.29688963,0.10497111,-7.304642,8.162412,-5.6321006,-2.7101362,5.272335,-1.1582721,7.9717026,0.4678012,4.0446615,-1.0001425,-1.0547011,0.5947868,-1.8494276,2.3465154,0.47991747,-5.959209,0.8264334,-2.6086144,0.3198793,-5.952314,1.6372613
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.121360324,-0.20062782,1.0207665,0.6898893,-0.22874445,0.53904444,-0.7124989,-7.4397655,3.4006453,-5.429291,-2.053378,4.7952137,4.0721855,8.915606,-0.2269354,3.9839158,-1.7972028,-1.9032494,0.7480447,-1.2571402,2.3792584,0.04928935,-5.2152495,-0.078589134,-6.7223434,-0.028337738,-4.1309114,0.34605387
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.053491052,0.46999496,0.94449514,0.55669856,-0.47823784,0.9117437,-1.0923928,-7.274737,2.1732306,-4.966698,-1.5518018,6.3310513,7.406697,5.5770416,-0.76369995,5.547514,-1.120117,-3.970532,0.95010173,1.9030969,3.250468,-0.0740215,-2.6521895,-1.3024238,-11.088402,0.47199512,-2.1361969,2.179069
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.47399688,0.17870496,1.5505826,0.08002373,-0.68231744,0.4287138,-1.2442588,-6.9584985,1.184321,-3.009491,-0.8647332,7.5820556,9.315682,1.772949,-1.5667342,4.1389403,-1.2704083,-1.7063333,1.164336,0.8934344,4.3441877,0.28809062,-0.16958287,0.21488251,-14.081266,-0.007966508,-0.99812233,0.3005529
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21006003,-0.37875775,1.824841,0.06661744,-0.5666205,-0.06399749,-1.2583393,-6.140229,0.54093564,-3.093904,-0.19610219,6.4947543,-3.2315073,-1.6656008,-0.7703623,4.906048,0.26576602,-4.8620515,0.1909514,2.672212,2.5213907,1.0156531,-0.761701,-4.5514584,-13.439134,0.8095352,-0.85096973,2.7337112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40766117,-1.0543509,2.0442853,0.38413885,-0.8599903,0.019012203,-1.8582337,-4.9834476,1.8439399,-2.5734901,-0.33712012,5.450265,0.39796865,-0.4038303,-0.46234223,4.331835,1.015372,-4.472049,0.18248188,3.528355,1.1703742,1.6737871,-1.2764343,-5.8885922,-9.6547365,1.3531832,-2.9626644,4.2897577
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.20719084,0.3756081,1.2456149,0.23938835,-1.1272112,-0.5642545,-1.4875728,-3.3043253,0.443879,-1.8695743,-0.16967548,4.228782,1.0039785,-0.5635387,-1.3582014,5.1354265,1.4916762,-3.523326,0.36940566,4.3857584,-0.22868131,0.8683881,-0.18046658,-1.2317274,-3.12181,-0.8469899,-0.8836762,-1.6234918
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7837592,0.3754528,0.69706815,0.7442146,-0.42962208,-1.4304181,-1.2467735,-0.11711745,-1.0060136,-2.553731,1.0141829,2.6055756,10.946755,2.1517906,-1.016137,3.6307292,2.35784,0.7235838,-0.2548569,1.8731848,-1.998381,-0.62410617,0.0775633,4.4001627,3.5510044,0.18352129,6.089255,-0.9069572
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.2330418,-1.2563001,-0.17092222,1.4122145,0.26421142,-0.6223388,-0.7034095,2.2573729,0.15619555,-1.4915917,0.9071587,1.6386598,11.289631,1.944303,-0.56219065,1.4942955,4.115399,3.0578916,0.11026263,5.3955393,-5.196128,-0.6797604,-2.403336,3.0487893,9.037541,0.12107714,5.9376807,-0.8826456
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.149659,-0.4249322,-0.7767738,1.6994039,0.120058045,-1.5541809,0.80093116,4.557366,-1.2936023,-1.5826194,0.5020784,-2.2609754,0.9576285,1.5744625,-2.5199292,-2.5935283,1.4412292,9.687272,0.88656914,8.090971,-8.082846,-2.9099214,-1.1966515,4.2799087,7.8689427,-0.47416994,5.207018,-3.1032448
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.6835575,0.9301998,-1.1813455,0.7436438,-0.5166783,-1.2328457,2.111808,5.243762,-1.3889357,-1.0708541,0.28341886,-2.955723,2.3115392,-0.058593746,-1.6056253,-4.980545,-0.095907286,13.245681,1.413575,9.843944,-5.284801,-1.7559019,2.0550964,3.3646202,4.9392867,-0.60457146,0.42417437,-5.5731444
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.3192003,1.983686,-0.4606233,-0.25805926,-0.7662713,0.516099,2.1221025,5.019167,-0.7265557,-0.48671752,-1.63854,-4.107999,3.2053514,-1.0780439,-2.5706255,-5.8068233,0.6603629,13.462846,4.8994575,4.205725,-12.024956,-2.0627074,4.939029,2.1193957,0.8480997,-0.16162466,-3.4318557,-2.0978901
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.3975406,0.19362228,-1.792265,-1.0408409,-0.15271024,1.250818,1.6658053,4.743096,2.2507076,2.338949,-2.6635747,-4.819271,2.6533105,0.10961888,-2.2581997,-8.23551,-0.9110483,11.170118,-1.1843165,-9.244694,2.8521717,-2.66346,4.619822,0.36797363,-1.8946602,-0.113372095,-1.7677736,-0.80366105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3101082,0.62001544,-1.3023784,-0.3225219,0.18484451,0.2537193,1.5620478,6.2196507,0.8687368,2.792384,-2.9986405,-5.2114697,2.718749,-1.1726259,-1.0538474,-7.502943,-0.9775858,6.843384,-0.55722934,-9.521976,2.9458907,-1.9073174,5.508569,-0.41775766,-1.9140439,0.115961574,-2.862192,0.76390004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2867172,-0.24901722,-1.2980545,-0.43623075,2.226752,0.389837,1.5328137,5.8463526,1.6360826,4.6536536,-2.9837284,-7.8410263,-14.911889,-2.8571281,1.1910446,-7.1620197,-0.8905217,2.875103,0.018063596,-7.167439,0.026704077,-0.0853696,3.7750754,-1.459532,-0.48139805,-0.11431642,-2.9460692,-0.17743783
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25821108,0.3028628,-1.3172354,-0.62244844,1.5202448,0.25894943,1.6949146,6.2626233,-0.2264865,5.1643314,-1.2576351,-7.9679985,-11.933539,-4.680806,-0.3205995,-6.1247096,-0.1395737,-0.35156298,0.15159194,-7.179594,2.374191,-1.2315749,5.1097736,-1.0473218,-1.6495466,-0.28724876,-1.9297596,-0.78483397
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4172364,0.46745762,-1.468577,0.122077204,0.8633405,0.3317844,0.83755827,4.8546066,0.07633363,6.453281,-0.38597113,-7.2031546,-8.230493,-5.802376,-1.3521792,-4.564071,-0.897287,-4.3254766,0.0024117155,-5.841336,-0.51896816,-1.9705498,5.5352173,-0.27728245,-2.4363923,-0.37177408,-2.485751,-0.8522807
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.69298446,-0.2030572,-1.8246224,-0.26906738,0.5590774,-0.25114942,0.9545122,5.676114,-1.9213566,5.0022974,0.77051103,-6.4769454,-3.448821,-6.1173496,0.36022598,-4.537996,-0.7359006,-8.104666,-0.5863143,-3.2200618,-2.7059164,0.16648173,4.6062407,1.0469428,-2.3815074,-0.70521367,0.10952944,-2.3830855
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.063465506,0.6083227,-1.4795173,0.15047361,-0.5413137,-0.7401425,1.5572351,5.780339,-5.030135,3.1013885,1.6936017,-6.978432,-2.7991064,-5.540472,-0.37919843,-1.9156166,-0.84993637,-11.190773,-0.19106954,-0.8294198,-0.848101,0.2567067,5.46694,-0.58856237,-3.067984,-0.67481834,-0.24501307,-2.3655317
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.13157476,-0.3495234,-1.2289222,0.38031578,-0.4576519,-0.39465794,1.4776872,4.94523,-10.95447,4.4043,1.7026299,-6.016998,-0.4651996,-5.209645,-0.41837195,-2.475342,0.03337797,-12.403112,0.123617366,2.035921,0.6508371,0.28176957,5.8946767,1.5851877,-6.152178,-0.48274797,2.0745752,-2.386741
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3245811,-0.48021582,-1.7115155,-0.01779258,-0.3702933,-0.28082147,-0.26094323,5.6863394,-6.095206,1.0579513,1.6498768,-4.6169395,-0.5538677,-4.862935,-0.6604491,-1.6370729,-0.30111778,-9.416421,0.42914665,0.5523164,1.560797,0.6676239,10.357768,-1.7279596,-13.890028,0.3587691,5.7909784,1.6235201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
