pelvis_w,pelvis_x,pelvis_y,pelvis_z,torso_w,torso_x,torso_y,torso_z,head_w,head_x,head_y,head_z,right_upper_arm_w,right_upper_arm_x,right_upper_arm_y,right_upper_arm_z,right_lower_arm_w,right_lower_arm_x,right_lower_arm_y,right_lower_arm_z,right_hand_w,right_hand_x,right_hand_y,right_hand_z,left_upper_arm_w,left_upper_arm_x,left_upper_arm_y,left_upper_arm_z,left_lower_arm_w,left_lower_arm_x,left_lower_arm_y,left_lower_arm_z,left_hand_w,left_hand_x,left_hand_y,left_hand_z,right_thigh_w,right_thigh_x,right_thigh_y,right_thigh_z,right_shin_w,right_shin_x,right_shin_y,right_shin_z,right_foot_w,right_foot_x,right_foot_y,right_foot_z,left_thigh_w,left_thigh_x,left_thigh_y,left_thigh_z,left_shin_w,left_shin_x,left_shin_y,left_shin_z,left_foot_w,left_foot_x,left_foot_y,left_foot_z
0.99464446,-0.04175532,0.06963563,-0.06395194,0.9986734,0.029324977,0.01893136,0.03785663,0.9967765,0.01298657,-0.071394324,0.034217004,0.974564,-0.093162805,-0.17269747,0.10826551,0.8261601,-0.042587165,-0.54503113,0.13633437,0.8261601,-0.042587165,-0.54503113,0.13633437,0.9734441,0.03658059,0.22560765,-0.01303028,0.9946235,0.03455587,0.09600122,-0.017714946,0.9946235,0.03455587,0.09600122,-0.017714946,0.99238276,-0.00059702835,0.07135344,-0.10042301,0.9622439,0.01791685,0.25298536,-0.098813586,0.9802023,0.0855773,0.14233315,0.10780163,0.96252507,0.03614264,-0.25848264,-0.07366148,0.9897524,0.046394937,-0.116867185,-0.06767432,0.9620502,0.038309112,-0.26835415,0.03127105
0.99464446,-0.04175532,0.06963563,-0.06395194,0.9986734,0.029324977,0.01893136,0.03785663,0.9967765,0.01298657,-0.071394324,0.034217004,0.974564,-0.093162805,-0.17269747,0.10826551,0.8261601,-0.042587165,-0.54503113,0.13633437,0.8261601,-0.042587165,-0.54503113,0.13633437,0.9734441,0.03658059,0.22560765,-0.01303028,0.9946235,0.03455587,0.09600122,-0.017714946,0.9946235,0.03455587,0.09600122,-0.017714946,0.99238276,-0.00059702835,0.07135344,-0.10042301,0.9622439,0.01791685,0.25298536,-0.098813586,0.9802023,0.0855773,0.14233315,0.10780163,0.96252507,0.03614264,-0.25848264,-0.07366148,0.9897524,0.046394937,-0.116867185,-0.06767432,0.9620502,0.038309112,-0.26835415,0.03127105
0.99309117,-0.044325933,0.07419996,-0.07936928,0.9987876,0.02659491,0.02583246,0.032385238,0.99611,0.009298833,-0.081147574,0.033068646,0.9667548,-0.107503556,-0.20437793,0.10980845,0.7964406,-0.05265343,-0.58486545,0.14436942,0.7964406,-0.05265343,-0.58486545,0.14436942,0.96213067,0.046212465,0.25857577,0.07285303,0.9863518,0.054689392,0.14023954,0.06672501,0.9863518,0.054689392,0.14023954,0.06672501,0.988919,-0.009026521,0.10907979,-0.10029601,0.9569424,0.0078028124,0.27225083,-0.10039863,0.97029436,0.07796708,0.1992708,0.11287672,0.9687389,0.046022702,-0.22773248,-0.08697607,0.973453,0.0478994,-0.20665552,-0.08595682,0.9486847,0.026975198,-0.31368008,0.02957132
0.99309117,-0.044325933,0.07419996,-0.07936928,0.9987876,0.02659491,0.02583246,0.032385238,0.99611,0.009298833,-0.081147574,0.033068646,0.9667548,-0.107503556,-0.20437793,0.10980845,0.7964406,-0.05265343,-0.58486545,0.14436942,0.7964406,-0.05265343,-0.58486545,0.14436942,0.96213067,0.046212465,0.25857577,0.07285303,0.9863518,0.054689392,0.14023954,0.06672501,0.9863518,0.054689392,0.14023954,0.06672501,0.988919,-0.009026521,0.10907979,-0.10029601,0.9569424,0.0078028124,0.27225083,-0.10039863,0.97029436,0.07796708,0.1992708,0.11287672,0.9687389,0.046022702,-0.22773248,-0.08697607,0.973453,0.0478994,-0.20665552,-0.08595682,0.9486847,0.026975198,-0.31368008,0.02957132
0.99224806,-0.05000393,0.072166964,-0.087951094,0.99878377,0.017849918,0.02632096,0.0376786,0.99541646,0.009790431,-0.088714704,0.034351837,0.9638813,-0.11883357,-0.21370186,0.105559714,0.7753727,-0.061184846,-0.6111734,0.14669931,0.7753727,-0.061184846,-0.6111734,0.14669931,0.9501395,0.055436116,0.281606,0.121900834,0.97535783,0.068513714,0.17534009,0.11506019,0.97535783,0.068513714,0.17534009,0.11506019,0.98533154,-0.012051009,0.14676629,-0.08623349,0.9531831,0.0007170662,0.28958693,-0.08706853,0.95520127,0.0630827,0.26794064,0.10871558,0.96261203,0.043257162,-0.25099176,-0.0922507,0.97741497,0.0494126,-0.18514486,-0.08910537,0.95057964,0.03273356,-0.30874935,0.0008566126
0.99224806,-0.05000393,0.072166964,-0.087951094,0.99878377,0.017849918,0.02632096,0.0376786,0.99541646,0.009790431,-0.088714704,0.034351837,0.9638813,-0.11883357,-0.21370186,0.105559714,0.7753727,-0.061184846,-0.6111734,0.14669931,0.7753727,-0.061184846,-0.6111734,0.14669931,0.9501395,0.055436116,0.281606,0.121900834,0.97535783,0.068513714,0.17534009,0.11506019,0.97535783,0.068513714,0.17534009,0.11506019,0.98533154,-0.012051009,0.14676629,-0.08623349,0.9531831,0.0007170662,0.28958693,-0.08706853,0.95520127,0.0630827,0.26794064,0.10871558,0.96261203,0.043257162,-0.25099176,-0.0922507,0.97741497,0.0494126,-0.18514486,-0.08910537,0.95057964,0.03273356,-0.30874935,0.0008566126
0.99306005,-0.045746133,0.06935148,-0.08324376,0.9986833,0.011833287,0.024128603,0.04369966,0.99471337,0.008411413,-0.09757928,0.030867632,0.9648839,-0.12819117,-0.2061567,0.10032646,0.766665,-0.0688002,-0.6210689,0.14752938,0.766665,-0.0688002,-0.6210689,0.14752938,0.92439985,0.085239045,0.29007283,0.23254444,0.946566,0.10561672,0.20656787,0.22402617,0.946566,0.10561672,0.20656787,0.22402617,0.9837773,-0.012898311,0.16973637,-0.056618147,0.9426778,-0.0034484034,0.3286133,-0.05796628,0.9305843,0.051091265,0.34754407,0.10303288,0.9600741,0.028746422,-0.26907194,-0.07093376,0.98951393,0.039029624,-0.12249202,-0.06583802,0.97518545,0.03221263,-0.21902294,0.002162297
0.99306005,-0.045746133,0.06935148,-0.08324376,0.9986833,0.011833287,0.024128603,0.04369966,0.99471337,0.008411413,-0.09757928,0.030867632,0.9648839,-0.12819117,-0.2061567,0.10032646,0.766665,-0.0688002,-0.6210689,0.14752938,0.766665,-0.0688002,-0.6210689,0.14752938,0.92439985,0.085239045,0.29007283,0.23254444,0.946566,0.10561672,0.20656787,0.22402617,0.946566,0.10561672,0.20656787,0.22402617,0.9837773,-0.012898311,0.16973637,-0.056618147,0.9426778,-0.0034484034,0.3286133,-0.05796628,0.9305843,0.051091265,0.34754407,0.10303288,0.9600741,0.028746422,-0.26907194,-0.07093376,0.98951393,0.039029624,-0.12249202,-0.06583802,0.97518545,0.03221263,-0.21902294,0.002162297
0.9941252,-0.027009219,0.07364562,-0.074578494,0.9986546,0.0029312647,0.016170513,0.04918345,0.993968,0.017621992,-0.10416975,0.029424269,0.97067565,-0.13130099,-0.18240769,0.08530138,0.77103716,-0.07580021,-0.6172402,0.13700585,0.77103716,-0.07580021,-0.6172402,0.13700585,0.93352145,0.0749394,0.2736891,0.21912561,0.9502266,0.08992698,0.20841675,0.21341297,0.9502266,0.08992698,0.20841675,0.21341297,0.9853009,-0.010453297,0.16839294,-0.026773447,0.92536646,-0.004400756,0.3779828,-0.028402856,0.892466,0.031843845,0.4443839,0.07080516,0.9561776,0.020385817,-0.28584507,-0.060013093,0.99589896,0.03330189,-0.06456087,-0.053927135,0.9936273,0.031601377,-0.10818078,-0.0017661145
0.9941252,-0.027009219,0.07364562,-0.074578494,0.9986546,0.0029312647,0.016170513,0.04918345,0.993968,0.017621992,-0.10416975,0.029424269,0.97067565,-0.13130099,-0.18240769,0.08530138,0.77103716,-0.07580021,-0.6172402,0.13700585,0.77103716,-0.07580021,-0.6172402,0.13700585,0.93352145,0.0749394,0.2736891,0.21912561,0.9502266,0.08992698,0.20841675,0.21341297,0.9502266,0.08992698,0.20841675,0.21341297,0.9853009,-0.010453297,0.16839294,-0.026773447,0.92536646,-0.004400756,0.3779828,-0.028402856,0.892466,0.031843845,0.4443839,0.07080516,0.9561776,0.020385817,-0.28584507,-0.060013093,0.99589896,0.03330189,-0.06456087,-0.053927135,0.9936273,0.031601377,-0.10818078,-0.0017661145
