pelvis_ang_vel_x,pelvis_ang_vel_y,pelvis_ang_vel_z,torso_ang_vel_x,torso_ang_vel_y,torso_ang_vel_z,head_ang_vel_x,head_ang_vel_y,head_ang_vel_z,right_upper_arm_ang_vel_x,right_upper_arm_ang_vel_y,right_upper_arm_ang_vel_z,right_lower_arm_ang_vel_x,right_lower_arm_ang_vel_y,right_lower_arm_ang_vel_z,right_hand_ang_vel_x,right_hand_ang_vel_y,right_hand_ang_vel_z,left_upper_arm_ang_vel_x,left_upper_arm_ang_vel_y,left_upper_arm_ang_vel_z,left_lower_arm_ang_vel_x,left_lower_arm_ang_vel_y,left_lower_arm_ang_vel_z,left_hand_ang_vel_x,left_hand_ang_vel_y,left_hand_ang_vel_z,right_thigh_ang_vel_x,right_thigh_ang_vel_y,right_thigh_ang_vel_z,right_shin_ang_vel_x,right_shin_ang_vel_y,right_shin_ang_vel_z,right_foot_ang_vel_x,right_foot_ang_vel_y,right_foot_ang_vel_z,left_thigh_ang_vel_x,left_thigh_ang_vel_y,left_thigh_ang_vel_z,left_shin_ang_vel_x,left_shin_ang_vel_y,left_shin_ang_vel_z,left_foot_ang_vel_x,left_foot_ang_vel_y,left_foot_ang_vel_z
0.3013008,-0.20084108,0.31243384,0.30806974,-0.077186696,-0.46092793,0.010641432,0.56603336,-0.4806358,0.48381972,2.1207302,-1.8438975,0.36863336,6.198087,-2.3052654,0.36863336,6.198087,-2.3052654,0.63905925,-3.255214,-5.1808257,0.9067024,-5.1271653,-5.4746604,0.9067024,-5.1271653,-5.4746604,0.3207406,-3.1481419,-0.21762323,0.24383976,-4.0960994,-0.24005963,0.7987634,-6.980814,0.3661625,-0.08572455,2.369101,0.1762236,-0.17580153,1.3948175,0.21010597,-0.45322213,0.6060543,-0.2795806
0.34969816,-0.16248256,0.3743884,0.2931725,-0.086388506,-0.36548218,0.016032733,0.54440695,-0.5258592,0.2336534,2.1117055,-2.5305662,0.22085445,6.169657,-2.9653308,0.22085445,6.169657,-2.9653308,0.82372797,-3.19784,-5.1381183,0.9990294,-5.360003,-5.4903865,0.9990294,-5.360003,-5.4903865,0.3687023,-2.8863273,-0.19042002,0.23090564,-4.717323,-0.2238707,0.6036612,-7.2519846,0.18139772,-0.049330864,2.3778634,0.41719943,-0.13198641,1.3786851,0.4564942,-0.4576748,0.8064382,-0.25050235
0.3620082,-0.106015906,0.46165696,0.2718677,-0.089539096,-0.2690858,0.04341637,0.46560055,-0.50897557,-0.06541287,2.156769,-3.35754,0.0418721,5.9767675,-3.7572265,0.0418721,5.9767675,-3.7572265,1.0341004,-3.1575754,-4.642069,1.0887719,-5.528461,-5.0563545,1.0887719,-5.528461,-5.0563545,0.39835277,-2.5948317,-0.11562703,0.19997573,-5.290345,-0.17518161,0.40492815,-7.447925,0.05291109,0.0023457047,2.40853,0.6487014,-0.070271716,1.318248,0.6956501,-0.43282592,0.946151,-0.17851365
0.33923754,-0.04621127,0.58103764,0.2366379,-0.068337545,-0.17923631,0.084669545,0.33011243,-0.43728015,-0.3727813,2.276053,-4.173793,-0.15963426,5.635784,-4.527432,-0.15963426,5.635784,-4.527432,1.2156478,-3.1443377,-3.9417622,1.1470867,-5.6246133,-4.4167767,1.1470867,-5.6246133,-4.4167767,0.40632823,-2.268068,0.009936693,0.1547981,-5.7871246,-0.089086555,0.24529496,-7.544208,0.028967582,0.06709708,2.4892783,0.83551645,0.0058164303,1.1978449,0.89343894,-0.38857362,1.0375437,-0.13578075
0.30105293,0.0052848714,0.7222908,0.18805678,-0.020810077,-0.09589585,0.12503052,0.16180237,-0.3464176,-0.6173614,2.4635684,-4.7291,-0.35272548,5.1623473,-5.0194964,-0.35272548,5.1623473,-5.0194964,1.3095107,-3.1671746,-3.1817732,1.1403354,-5.6390653,-3.7048438,1.1403354,-5.6390653,-3.7048438,0.3937698,-1.9118179,0.16473693,0.10387538,-6.1801753,0.016625622,0.14559194,-7.5256805,0.111254185,0.13598268,2.6246927,0.9571507,0.08976989,1.0239245,1.0282077,-0.33058912,1.1159105,-0.16413121
0.27080035,0.047589,0.86451447,0.1408658,0.035297867,-0.012033195,0.15913503,0.0010774932,-0.26897013,-0.7395703,2.6825693,-4.799924,-0.49970648,4.593767,-5.0093637,-0.49970648,4.593767,-5.0093637,1.2786733,-3.2257452,-2.3991666,1.048487,-5.564163,-2.9460711,1.0484868,-5.5641627,-2.9460711,0.36772278,-1.549409,0.30650884,0.059370644,-6.4490333,0.10552235,0.096961915,-7.3864117,0.24940741,0.19431214,2.8009992,1.022488,0.17227001,0.8154096,1.1060029,-0.25290456,1.2066559,-0.22183503
0.25640267,0.0932624,0.9729556,0.11194866,0.07742472,0.07595537,0.18364121,-0.12067954,-0.21948516,-0.75488764,2.8653517,-4.396903,-0.59200543,4.010332,-4.5239162,-0.59200543,4.010332,-4.5239162,1.148334,-3.288689,-1.6393971,0.8988104,-5.4029427,-2.1862864,0.8988102,-5.4029417,-2.1862864,0.34244365,-1.2203943,0.38577595,0.036965705,-6.5684824,0.135917,0.07799518,-7.118909,0.37711954,0.22540067,3.0079086,1.0362124,0.24125768,0.58362406,1.1292977,-0.1482174,1.308761,-0.24242899
0.24700376,0.15731968,1.0104202,0.10654748,0.095450915,0.15936653,0.18567494,-0.19809449,-0.19782825,-0.75447506,2.938168,-3.8015783,-0.6594434,3.5147762,-3.8732853,-0.6594434,3.5147762,-3.8732853,1.0024731,-3.2967718,-1.0107937,0.76264995,-5.17576,-1.5497826,0.76264954,-5.1757574,-1.5497823,0.33983037,-0.96755546,0.35971704,0.055905275,-6.496286,0.07348195,0.07557266,-6.7005606,0.46058562,0.21621348,3.242454,0.9720265,0.2830211,0.33361742,1.0714266,-0.021621719,1.4040544,-0.20808718
0.23114856,0.23584044,0.9719642,0.120027274,0.09504255,0.22119589,0.1534589,-0.24132606,-0.19278044,-0.8158618,2.8657448,-3.3193588,-0.7317703,3.163154,-3.3804264,-0.7317703,3.163154,-3.3804264,0.91203046,-3.1990206,-0.5979493,0.6934809,-4.906465,-1.1393824,0.69347996,-4.906459,-1.1393814,0.38144177,-0.8100733,0.20720705,0.13163769,-6.177893,-0.09569448,0.08622746,-6.084298,0.5170371,0.16390418,3.4752362,0.80455923,0.286027,0.09360515,0.90694803,0.108657904,1.47969,-0.13573758
0.21627815,0.29745147,0.8978205,0.14801,0.0893299,0.24690986,0.09302511,-0.25889683,-0.18551818,-0.92852914,2.6737862,-3.0342631,-0.80341035,2.9244149,-3.1195424,-0.80341035,2.9244149,-3.1195424,0.8749956,-2.9872165,-0.37071875,0.6784157,-4.603872,-0.9290742,0.678414,-4.60386,-0.92907226,0.46574804,-0.73088515,-0.042944744,0.25596297,-5.568108,-0.33775792,0.10076055,-5.21987,0.59246635,0.08033634,3.6268034,0.5560091,0.2469004,-0.06186668,0.6564185,0.21954279,1.5553635,-0.033933446
0.22427137,0.3034566,0.83411855,0.1884924,0.08945901,0.23251806,0.024346577,-0.25770187,-0.16013564,-1.0257049,2.4179823,-2.8419082,-0.84875315,2.71434,-2.9595149,-0.84875315,2.71434,-2.9595149,0.8395123,-2.6876132,-0.2222068,0.66413504,-4.2538733,-0.7999004,0.66413265,-4.253856,-0.79989743,0.5462054,-0.68982303,-0.28709722,0.37911987,-4.655952,-0.54583216,0.09373183,-4.0971475,0.7146887,-0.009186054,3.5981507,0.2929338,0.17555623,-0.03917993,0.3839422,0.2912573,1.6923193,0.08537631
0.26169264,0.23845243,0.78838354,0.23826207,0.09733155,0.1882446,-0.03745017,-0.24897715,-0.1149038,-1.0662423,2.1382918,-2.645008,-0.86055976,2.465409,-2.7822988,-0.86055976,2.465409,-2.7822988,0.7661068,-2.3270624,-0.07088326,0.6139904,-3.836586,-0.65658253,0.6139878,-3.8365662,-0.6565791,0.5454139,-0.64730096,-0.37568828,0.42444268,-3.48054,-0.56967336,0.03913528,-2.7601278,0.8528527,-0.07493953,3.3430285,0.08046903,0.09482053,0.20862491,0.15415402,0.31979105,1.9701651,0.18533997
0.29342678,0.123221956,0.73322505,0.29220504,0.10195735,0.13747554,-0.092438586,-0.24330698,-0.061897896,-1.0645567,1.844125,-2.445352,-0.85961056,2.1561022,-2.5849698,-0.85961056,2.1561022,-2.5849698,0.6504008,-1.9105899,0.10689821,0.52449995,-3.3505979,-0.47589827,0.5244976,-3.3505807,-0.47589523,0.41199374,-0.57485384,-0.20917405,0.3403688,-2.1328766,-0.31478786,-0.058270507,-1.2729968,0.9158084,-0.09621502,2.9145818,-0.05478181,0.03235796,0.6284676,-0.0031646716,0.33141232,2.435106,0.23925918
0.25531933,0.0017502697,0.6411102,0.34670076,0.08496925,0.104317576,-0.15076305,-0.24359311,-0.014682072,-1.0604416,1.5282904,-2.295288,-0.87315696,1.7971952,-2.426629,-0.87315696,1.7971952,-2.426629,0.50246733,-1.4268125,0.3083888,0.4031201,-2.82291,-0.27728042,0.40311855,-2.8228984,-0.2772783,0.16922934,-0.46120563,0.17611486,0.1442357,-0.7468298,0.16988905,-0.15540473,0.2908871,0.8053957,-0.0695894,2.4247172,-0.12618783,0.008115531,1.0927465,-0.09579864,0.37950718,3.0812843,0.27832812
0.106392674,-0.084966294,0.50436264,0.40098414,0.036525078,0.094665974,-0.22003242,-0.2486984,0.025157377,-1.0801893,1.1811258,-2.2224147,-0.91126704,1.4052317,-2.3446584,-0.91126704,1.4052317,-2.3446584,0.32677108,-0.8681058,0.52956706,0.25106934,-2.2884698,-0.0822711,0.2510685,-2.2884634,-0.08226996,-0.09460396,-0.31833372,0.61569506,-0.08581617,0.5249129,0.7028138,-0.20486118,1.8037711,0.49991342,-0.006201787,1.9280677,-0.16324322,0.024168644,1.5032177,-0.14871633,0.51081353,3.882108,0.3739276
-0.13108365,-0.12029946,0.33136934,0.4556132,-0.030515414,0.09398704,-0.295125,-0.25616816,0.07030412,-1.1163603,0.79735553,-2.1967983,-0.95672035,0.99030334,-2.3154063,-0.95672035,0.99030334,-2.3154063,0.1257233,-0.24542983,0.758969,0.06984572,-1.7633855,0.096158095,0.06984537,-1.7633828,0.09615857,-0.28028092,-0.17166892,0.9102906,-0.25811693,1.5518591,1.0697529,-0.19010553,3.0568724,0.101090916,0.077951446,1.3306333,-0.18831606,0.0633402,1.896846,-0.1832158,0.7279886,4.8284187,0.57053345
-0.38596547,-0.11645494,0.13783884,0.5086971,-0.08325456,0.08974092,-0.3561769,-0.2556207,0.13574862,-1.124023,0.38000643,-2.1297028,-0.9665362,0.55455166,-2.248596,-0.9665362,0.55455166,-2.248596,-0.0860377,0.41110805,0.96908605,-0.124679856,-1.2356693,0.24869955,-0.124679975,-1.2356684,0.2486997,-0.3298644,-0.02893829,0.9344356,-0.31366158,2.2717657,1.1376201,-0.12333872,3.8358164,-0.20973147,0.1689214,0.4399229,-0.21103764,0.09882903,2.4311063,-0.21054062,0.98617107,5.900469,0.84303975
-0.58807856,-0.10221426,-0.05510406,0.5505944,-0.08981,0.09042575,-0.37527782,-0.22997932,0.22233696,-1.0279644,-0.06263187,-1.8868047,-0.87765896,0.09334375,-2.001273,-0.87765896,0.09334375,-2.001273,-0.27862647,1.0578268,1.1204454,-0.30162755,-0.6802969,0.3645999,-0.30162758,-0.68029666,0.36459997,-0.24735914,0.13761224,0.6946764,-0.24700019,2.6982193,0.9130075,-0.022613745,4.038139,-0.28639495,0.2551507,-0.8373389,-0.2334098,0.111147135,3.2101884,-0.23412709,1.2340677,6.981275,1.1218265
-0.7064974,-0.102936335,-0.22116317,0.5613016,-0.043646727,0.11615468,-0.3301416,-0.17428236,0.30970094,-0.7479022,-0.5271591,-1.3228178,-0.62342185,-0.40457892,-1.4190025,-0.62342185,-0.40457892,-1.4190025,-0.42322564,1.6431917,1.1767226,-0.43268052,-0.08029161,0.4345998,-0.43268055,-0.08029157,0.43459982,-0.08620234,0.36745268,0.31168306,-0.099973194,2.882631,0.52074885,0.096705265,3.7307792,-0.12064084,0.32514173,-2.308488,-0.25291896,0.10179575,4.084439,-0.25085032,1.4576999,7.795197,1.3519901
-0.7553449,-0.12511106,-0.33581376,0.5188537,0.030993897,0.178368,-0.21893078,-0.10632576,0.36549187,-0.24512984,-1.0178463,-0.3525988,-0.17141692,-0.9508943,-0.41353494,-0.17141692,-0.9508943,-0.41353494,-0.5109376,2.119768,1.1192925,-0.510065,0.5647127,0.4564873,-0.510065,0.56471276,0.4564873,0.08333925,0.67346203,-0.052434627,0.063793786,2.873006,0.12783794,0.21624441,3.1043308,0.15741783,0.3718132,-3.555829,-0.25860828,0.09308743,4.678929,-0.24760143,1.6606194,7.973369,1.5056801
-0.77216506,-0.15453751,-0.39023852,0.41766593,0.0979814,0.27368978,-0.06767898,-0.04819779,0.3669212,0.42682883,-1.533116,0.96024185,0.42915875,-1.5410575,0.9470017,0.42915875,-1.5410575,0.9470017,-0.5553993,2.4639776,0.95402515,-0.547136,1.2464249,0.43762937,-0.547136,1.2464249,0.43762937,0.20760582,1.0285922,-0.27677116,0.1900905,2.7153285,-0.13926247,0.31368983,2.374697,0.38694412,0.4008235,-4.256803,-0.23046753,0.11099558,4.6940556,-0.20307505,1.7870133,7.25202,1.5334172
-0.7840506,-0.16787736,-0.399145,0.27932218,0.13105132,0.3888208,0.078017384,-0.0010068459,0.32104042,1.1117325,-2.0538871,2.3739772,1.0378036,-2.1411536,2.409953,1.0378036,-2.1411536,2.409953,-0.57848203,2.6859176,0.7048605,-0.5624061,1.9581143,0.38992086,-0.5624061,1.9581143,0.38992086,0.2668119,1.3840077,-0.32983792,0.25415233,2.4695013,-0.2419884,0.3718477,1.7003453,0.48710912,0.4272861,-4.4266467,-0.15230758,0.16359793,4.1454515,-0.10254748,1.6977206,5.653604,1.3484261
