pelvis_lin_vel_x,pelvis_lin_vel_y,pelvis_lin_vel_z,right_thigh_lin_vel_x,right_thigh_lin_vel_y,right_thigh_lin_vel_z,right_shin_lin_vel_x,right_shin_lin_vel_y,right_shin_lin_vel_z,right_foot_lin_vel_x,right_foot_lin_vel_y,right_foot_lin_vel_z,left_thigh_lin_vel_x,left_thigh_lin_vel_y,left_thigh_lin_vel_z,left_shin_lin_vel_x,left_shin_lin_vel_y,left_shin_lin_vel_z,left_foot_lin_vel_x,left_foot_lin_vel_y,left_foot_lin_vel_z
3.4298048,-0.057082057,-0.6185978,3.344926,-0.0567096,-0.50763404,2.857227,0.1331495,-0.7272197,1.0793856,0.56334895,-0.60104537,3.5146837,-0.0574545,-0.72956145,5.2894497,0.43715826,-1.2720705,4.8308215,0.082075074,1.2265003
3.347746,-0.06492391,-0.6476467,3.271259,-0.062130693,-0.53544587,2.8413305,0.14005688,-0.70463896,0.78904337,0.50852245,-0.451289,3.4242322,-0.06771708,-0.75984746,5.4253626,0.57560766,-1.1780028,5.2181125,0.12009227,0.94024307
3.2665644,-0.072708815,-0.6258118,3.2079473,-0.06803614,-0.51526934,2.7180688,0.12781659,-0.67947227,0.59126854,0.42462084,-0.28857812,3.3251812,-0.07738145,-0.7363543,5.5696015,0.6525224,-0.9898749,5.525041,0.1561173,0.60035694
3.2036893,-0.07836709,-0.5467155,3.1686606,-0.07312486,-0.44065693,2.4876115,0.10185162,-0.64039713,0.45876488,0.32086086,-0.13214782,3.2387183,-0.08360929,-0.65277404,5.7080746,0.63966644,-0.69792277,5.7358847,0.18081734,0.23525755
3.1723065,-0.081600495,-0.41454318,3.1599975,-0.07701199,-0.31970817,2.1940172,0.07179138,-0.56906635,0.37872013,0.20802495,0.01429262,3.1846154,-0.08618902,-0.5093782,5.8217697,0.5242834,-0.3144094,5.8562284,0.18170784,-0.13304251
3.1763387,-0.08298779,-0.2454843,3.1790721,-0.079424806,-0.168444,1.8963264,0.045632802,-0.44784552,0.349058,0.10075064,0.15992016,3.173605,-0.086550795,-0.3225246,5.8807564,0.32392734,0.11838104,5.905386,0.1569747,-0.48990846
3.212373,-0.081709854,-0.06148065,3.2206118,-0.07879015,-0.003108474,1.6420976,0.02476676,-0.2686533,0.37256828,0.010286571,0.31639153,3.2041337,-0.08462958,-0.119852826,5.8528385,0.07960029,0.5411163,5.911537,0.11818613,-0.8243136
3.2751122,-0.075191095,0.1182999,3.2849433,-0.0726759,0.16170678,1.4612212,0.004477353,-0.03796409,0.45401335,-0.064345516,0.48784485,3.265281,-0.07770631,0.07489303,5.7250752,-0.16665342,0.90055496,5.9127812,0.07936031,-1.1268263
3.3595815,-0.062295873,0.28004473,3.3754268,-0.060683124,0.31160223,1.3687868,-0.02168085,0.22462025,0.5970046,-0.13384478,0.6673443,3.3437364,-0.06390865,0.24848726,5.512088,-0.38266027,1.1617215,5.9496465,0.048100486,-1.388975
3.4589534,-0.046472687,0.41242316,3.4884098,-0.04654511,0.43276978,1.3652495,-0.05733871,0.4931101,0.7971937,-0.20585702,0.8416964,3.4294968,-0.04640029,0.39207655,5.2425365,-0.54132795,1.3048948,6.0474396,0.02668077,-1.6021568
3.5628366,-0.033867642,0.50616294,3.6096528,-0.035843696,0.51564306,1.4375997,-0.100583844,0.7425476,1.0360036,-0.27634573,1.0013013,3.5160205,-0.03189161,0.49668282,4.9423146,-0.62135893,1.3222764,6.204413,0.015342516,-1.7571205
3.6586854,-0.027972098,0.5574282,3.720719,-0.03126459,0.55816567,1.5702118,-0.14290637,0.9503749,1.2825286,-0.33227965,1.1471663,3.5966516,-0.024679616,0.5566907,4.629011,-0.6188338,1.2206746,6.3945045,0.011626369,-1.8451841
3.734593,-0.027437484,0.5686732,3.8060067,-0.03104667,0.5646904,1.7614629,-0.1700832,1.0907625,1.5067607,-0.3597409,1.2881149,3.6631794,-0.023828305,0.57265604,4.3140755,-0.5518048,1.0216205,6.576753,0.009240381,-1.8608255
3.7820027,-0.029156514,0.544285,3.8553221,-0.03207526,0.5408762,2.028756,-0.16673888,1.1316694,1.6967952,-0.35085845,1.4300264,3.7086835,-0.026237762,0.54769385,4.005533,-0.44933066,0.75393707,6.7020473,0.000305622,-1.805024
3.798643,-0.0319605,0.48632225,3.86594,-0.033340666,0.48931983,2.3896048,-0.12492005,1.0458975,1.8667532,-0.30821213,1.5667052,3.7313454,-0.030580321,0.48332465,3.7104774,-0.3374844,0.4457493,6.717673,-0.02096085,-1.6881438
3.790013,-0.036767315,0.39526227,3.845031,-0.036077987,0.40929934,2.8339756,-0.051993534,0.8303857,2.0495803,-0.24564557,1.6803027,3.734995,-0.037456628,0.38122517,3.4379184,-0.23399311,0.123382,6.5741067,-0.057004597,-1.530396
3.7665079,-0.04403147,0.27430084,3.8073432,-0.04135672,0.2997611,3.3180997,0.029324206,0.5146023,2.2802472,-0.1831463,1.7507092,3.725673,-0.046706196,0.24884062,3.1994522,-0.14969623,-0.18526527,6.2368345,-0.10869395,-1.3581215
3.7370644,-0.052017406,0.13157137,3.7670217,-0.04827575,0.1621205,3.7866392,0.08999223,0.14855458,2.5804102,-0.13775614,1.7657514,3.707107,-0.055759035,0.10102224,3.0061088,-0.09068245,-0.45148504,5.700518,-0.17673495,-1.1979747
3.7048483,-0.057779986,-0.02297118,3.7302496,-0.05451988,0.000688019,4.200363,0.10652808,-0.21934478,2.9519477,-0.11675777,1.7242585,3.6794472,-0.061040074,-0.046630375,2.8641407,-0.058642216,-0.65524197,4.998112,-0.25956658,-1.0719614
3.6694415,-0.059041817,-0.18177648,3.6955073,-0.05778541,-0.1775065,4.5467305,0.06806526,-0.55597776,3.379468,-0.11739043,1.6320568,3.6433756,-0.06029821,-0.18604647,2.7750416,-0.05064501,-0.7944713,4.1952243,-0.34966207,-0.99231344
3.6330576,-0.05437796,-0.3386767,3.6605513,-0.055928443,-0.3611405,4.8317313,-0.024179263,-0.84036666,3.8368359,-0.13188346,1.4970467,3.6055636,-0.052827463,-0.3162129,2.7400424,-0.059906933,-0.8817503,3.3686569,-0.4335464,-0.95415056
3.6018534,-0.042715896,-0.48344418,3.6273715,-0.046873268,-0.5329628,5.0670614,-0.16139291,-1.0525904,4.2945595,-0.15372661,1.3261297,3.5763354,-0.03855851,-0.4339256,2.758332,-0.07886748,-0.9301524,2.5842795,-0.49715954,-0.9310922
3.5776575,-0.024819475,-0.5996524,3.5980394,-0.03057854,-0.67236996,5.2649436,-0.32948565,-1.1707577,4.7266192,-0.1810503,1.1225632,3.5572753,-0.0190604,-0.52693474,2.8123484,-0.10364298,-0.94370365,1.8908207,-0.53224003,-0.8832724
3.550564,-0.005173735,-0.66920656,3.5668454,-0.011211184,-0.7613194,5.4387207,-0.50656134,-1.1773212,5.113943,-0.21471821,0.884505,3.5342832,0.000863704,-0.57709366,2.8555045,-0.1356635,-0.9210442,1.3236331,-0.53780293,-0.778137
3.506304,0.009867434,-0.67948896,3.5211182,0.004629081,-0.78841114,5.599175,-0.659606,-1.0641631,5.442032,-0.2523427,0.60836154,3.4914901,0.015105759,-0.5705667,2.8266459,-0.17706741,-0.86512077,0.9001762,-0.5155594,-0.6106635
3.4427428,0.016601972,-0.6277209,3.4533632,0.012590301,-0.7489642,5.7453303,-0.74777114,-0.83285236,5.697069,-0.28385624,0.29613194,3.432122,0.020613605,-0.5064777,2.6867101,-0.22292835,-0.78607714,0.61134785,-0.46504098,-0.4058316
3.3753238,0.015604428,-0.52085245,3.3731759,0.012605023,-0.6442309,5.859556,-0.7361887,-0.49700588,5.8681283,-0.29463533,-0.03966523,3.3774717,0.01860381,-0.39747393,2.4448988,-0.25867063,-0.6926771,0.42915615,-0.3852884,-0.19879745
3.3262408,0.009041127,-0.37218645,3.3064845,0.006612439,-0.4824192,5.913835,-0.6141832,-0.088483036,5.9558706,-0.27528682,-0.37856933,3.345997,0.011469816,-0.2619537,2.152128,-0.26679498,-0.58132803,0.32906863,-0.28162116,-0.008888967
3.3116302,-0.002036773,-0.19713302,3.280973,-0.004127151,-0.28016278,5.883215,-0.4049289,0.34133843,5.978982,-0.22987051,-0.700553,3.3422875,5.36E-05,-0.11410327,1.8709869,-0.23822692,-0.43617353,0.30227548,-0.16856875,0.1687685
3.3372722,-0.017504878,-0.010827537,3.309289,-0.01919622,-0.061209586,5.757564,-0.15792958,0.73108417,5.9711857,-0.17434233,-0.9928193,3.3652554,-0.015813526,0.039554514,1.6474447,-0.17836337,-0.24214149,0.3490453,-0.06338778,0.34897405
3.3996983,-0.03650167,0.17151223,3.3836963,-0.03767251,0.14905679,5.545217,0.07229398,1.02636,5.969515,-0.12532856,-1.2491002,3.4156997,-0.03533083,0.19396766,1.5011635,-0.1019534,0.001086879,0.46889973,0.025365196,0.53643686
3.4879203,-0.05630839,0.33378908,3.4837637,-0.05701369,0.33018914,5.2685533,0.2475448,1.1947207,6.0017037,-0.08960939,-1.4639004,3.4920769,-0.05560311,0.33738902,1.4305875,-0.022014046,0.2763192,0.65692866,0.103177585,0.71846503
3.5863364,-0.07223745,0.46115234,3.5873294,-0.07273325,0.46988377,4.955931,0.35395464,1.2314161,6.0797653,-0.06489024,-1.6292458,3.5853434,-0.07174167,0.45242092,1.4204606,0.05602668,0.55797464,0.9010012,0.18204908,0.87453055
3.6792493,-0.07870622,0.54414845,3.6768074,-0.07928201,0.56256455,4.6340847,0.3954797,1.1543609,6.200304,-0.04894335,-1.7361491,3.6816914,-0.07813046,0.52573234,1.4528039,0.13057053,0.82153213,1.1778649,0.26605076,0.9932378
3.7545533,-0.07176937,0.58096653,3.7409425,-0.07254451,0.6066454,4.322749,0.38347703,0.9930126,6.346712,-0.04425241,-1.776818,3.7681642,-0.07099424,0.5552877,1.5260663,0.1964229,1.0429691,1.4560243,0.34376708,1.0822095
3.804966,-0.05192685,0.5759254,3.775019,-0.05275936,0.60356426,4.0323143,0.33166304,0.7777494,6.4901342,-0.052900292,-1.7456673,3.8349128,-0.05109432,0.5482865,1.6671817,0.2411783,1.192294,1.706732,0.39378726,1.1621568
3.827951,-0.024792157,0.5362309,3.7806938,-0.025350625,0.5585546,3.765494,0.25664777,0.5344191,6.5908375,-0.069317125,-1.6415043,3.8752089,-0.024233662,0.51390725,1.914383,0.24827458,1.2348772,1.9146922,0.3975548,1.2492535
3.8255706,0.001591643,0.4689365,3.7648141,0.0016582,0.48016614,3.5232358,0.17726068,0.28407827,6.6016755,-0.07967766,-1.4724267,3.8863266,0.001525097,0.4577068,2.2835648,0.20494899,1.1435627,2.0830557,0.35068238,1.3421798
3.8039606,0.021198273,0.3787009,3.7367716,0.022113264,0.3768811,3.3111799,0.10859226,0.044024207,6.474695,-0.06862687,-1.2604879,3.8711488,0.020283272,0.38052073,2.7548578,0.11107739,0.9118086,2.233499,0.26688623,1.4271066
3.7713127,0.032760955,0.2672532,3.7048218,0.034568787,0.25403014,3.1390944,0.056560274,-0.1731405,6.1710567,-0.026855776,-1.0424324,3.837804,0.030953106,0.28047627,3.285668,-0.015210115,0.5604,2.4008198,0.17239976,1.493698
3.7345603,0.038564004,0.13541713,3.6730556,0.04115572,0.11526917,3.0106938,0.020791166,-0.36226356,5.6742043,0.046245914,-0.86334,3.7960649,0.03597227,0.15556507,3.8244016,-0.13879052,0.13682978,2.6197364,0.09322526,1.5424908
3.6968684,0.04095321,-0.013769073,3.6408782,0.044127926,-0.033182126,2.9159827,0.00202981,-0.5254979,5.0020123,0.14363505,-0.7618416,3.7528586,0.037778467,0.005643981,4.3161206,-0.216972,-0.29499084,2.9098978,0.043753013,1.5772719
3.6579254,0.04041938,-0.17384198,3.6053634,0.043973148,-0.18191038,2.8410017,0.002740376,-0.6661986,4.210135,0.25121993,-0.7506911,3.7104876,0.03686559,-0.1657736,4.7158604,-0.21471773,-0.6758492,3.27005,0.024962539,1.5944387
3.6159577,0.03644558,-0.33581236,3.564287,0.040278997,-0.32210588,2.7877247,0.021316603,-0.7809423,3.379983,0.3501829,-0.80450565,3.6676283,0.032612145,-0.34951887,5.0091324,-0.11821383,-0.9705964,3.6840353,0.030652849,1.5803199
3.5686698,0.028988674,-0.48901457,3.5169368,0.033198003,-0.44799498,2.7784688,0.050947152,-0.8582788,2.5938938,0.425418,-0.8672053,3.6204023,0.02477934,-0.5300341,5.216513,0.061406672,-1.1692463,4.129581,0.053254876,1.5163987
3.513044,0.018768894,-0.6207392,3.4629877,0.023702044,-0.55348843,2.8310778,0.08544867,-0.8868426,1.9120716,0.47394922,-0.8783218,3.5631008,0.013835751,-0.68799007,5.374242,0.29547867,-1.2713747,4.581518,0.086345345,1.3876405
3.4465034,0.00677829,-0.7161997,3.4024215,0.013015623,-0.6266126,2.923931,0.122432746,-0.8659977,1.3655959,0.50159335,-0.80239666,3.4905853,0.000540983,-0.8057867,5.5097346,0.5485258,-1.2729585,5.009607,0.12632808,1.190372
3.369862,-0.005803277,-0.7601532,3.33765,0.002254524,-0.6501099,2.9884,0.15863858,-0.809628,0.96257657,0.50938207,-0.64367235,3.402074,-0.013861043,-0.8701966,5.6306014,0.78141797,-1.1650631,5.37761,0.17097275,0.9361941
3.2889776,-0.017177656,-0.74037105,3.274975,-0.007553233,-0.61178756,2.9479008,0.18446113,-0.73884416,0.6932609,0.4861114,-0.43843246,3.3029804,-0.02680206,-0.8689546,5.7281437,0.9468367,-0.9392434,5.649336,0.21183768,0.64897555
3.2099307,-0.025028747,-0.6528533,3.2190955,-0.015446703,-0.51586515,2.771359,0.18684646,-0.66847616,0.53151053,0.41818097,-0.23150668,3.2007654,-0.034610797,-0.78984153,5.7827163,0.99390614,-0.5972684,5.7967014,0.23010959,0.35669425
3.1261783,-0.027846357,-0.5076054,3.1586895,-0.020761061,-0.38292378,2.4870234,0.160357,-0.5980324,0.44161978,0.30886075,-0.053736184,3.0936673,-0.034931693,-0.6322869,5.759153,0.8952351,-0.16743504,5.7974687,0.20840333,0.08455956
3.0031264,-0.026218174,-0.33126438,3.0513217,-0.023323292,-0.23983993,2.1462495,0.11486816,-0.5155581,0.38970482,0.18608087,0.08405195,2.9549313,-0.029113114,-0.4226888,5.591688,0.6766184,0.28025255,5.6152105,0.14931051,-0.14481413
2.7769387,-0.022260536,-0.1617351,2.8270648,-0.023280172,-0.111504525,1.7811257,0.0693532,-0.41237637,0.3494358,0.08623091,0.17913586,2.7268126,-0.021240951,-0.21196568,5.181311,0.4129055,0.64123034,5.1822567,0.07719232,-0.3069694
2.3873007,-0.017734542,-0.034357775,2.426739,-0.020839239,-0.017580785,1.3980241,0.03733652,-0.295566,0.3014965,0.028446315,0.22487548,2.3478622,-0.014629888,-0.051134765,4.44418,0.18637858,0.81824845,4.432936,0.019618008,-0.3788927
1.836708,-0.013200111,0.0337507,1.8605137,-0.016444782,0.032186862,1.0055518,0.019924395,-0.18527846,0.23674634,0.006299701,0.2164917,1.812902,-0.009955465,0.03531454,3.4072328,0.043637708,0.77979386,3.3955874,-0.010686963,-0.3560649
1.2212886,-0.00880084,0.05013606,1.2322327,-0.011134204,0.04312581,0.63864195,0.011216824,-0.10014429,0.16127293,0.001785155,0.16597138,1.2103446,-0.006467487,0.057146307,2.2583494,-0.016843706,0.58672434,2.2513018,-0.01788773,-0.2666901
