pelvis_w,pelvis_x,pelvis_y,pelvis_z,right_thigh_w,right_thigh_x,right_thigh_y,right_thigh_z,right_shin_w,right_shin_x,right_shin_y,right_shin_z,right_foot_w,right_foot_x,right_foot_y,right_foot_z,left_thigh_w,left_thigh_x,left_thigh_y,left_thigh_z,left_shin_w,left_shin_x,left_shin_y,left_shin_z,left_foot_w,left_foot_x,left_foot_y,left_foot_z
0.9969976,0.041803062,0.06444684,0.009742439,0.9503668,-0.013043942,-0.29791826,0.088755846,0.9952683,-0.035940487,-0.037326932,0.08219504,0.99801004,-0.027404182,0.05124087,0.02448351,0.93606305,-0.022991886,0.34902877,-0.037898086,0.93606305,-0.022991886,0.34902877,-0.037898086,0.805979,-0.012457752,0.591276,0.025206227
0.9969976,0.041803062,0.06444684,0.009742439,0.9503668,-0.013043942,-0.29791826,0.088755846,0.9952683,-0.035940487,-0.037326932,0.08219504,0.99801004,-0.027404182,0.05124087,0.02448351,0.93606305,-0.022991886,0.34902877,-0.037898086,0.93606305,-0.022991886,0.34902877,-0.037898086,0.805979,-0.012457752,0.591276,0.025206227
0.9964528,0.054845504,0.06251984,0.012846155,0.9630418,-0.014097141,-0.25656796,0.080775805,0.99228406,-0.027321517,-0.092999846,0.077311024,0.9991086,-0.004436943,-0.01405232,-0.03955969,0.9583215,-0.034994364,0.2805967,-0.04075218,0.8714652,-0.025010666,0.487507,-0.047537483,0.6988022,-0.014441925,0.71396905,-0.041415446
0.9964528,0.054845504,0.06251984,0.012846155,0.9630418,-0.014097141,-0.25656796,0.080775805,0.99228406,-0.027321517,-0.092999846,0.077311024,0.9991086,-0.004436943,-0.01405232,-0.03955969,0.9583215,-0.034994364,0.2805967,-0.04075218,0.8714652,-0.025010666,0.487507,-0.047537483,0.6988022,-0.014441925,0.71396905,-0.041415446
0.99727005,0.040291492,0.061674807,-0.005030692,0.9751606,0.007621452,-0.21895275,0.032609597,0.99690986,0.00267249,-0.07105871,0.03338159,0.9936355,0.03039014,0.012409951,-0.10775503,0.97521126,-0.029485885,0.2183157,-0.020781608,0.8003437,-0.018392738,0.59845525,-0.03103224,0.5823608,-0.022914795,0.8105199,-0.05820975
0.99727005,0.040291492,0.061674807,-0.005030692,0.9751606,0.007621452,-0.21895275,0.032609597,0.99690986,0.00267249,-0.07105871,0.03338159,0.9936355,0.03039014,0.012409951,-0.10775503,0.97521126,-0.029485885,0.2183157,-0.020781608,0.8003437,-0.018392738,0.59845525,-0.03103224,0.5823608,-0.022914795,0.8105199,-0.05820975
0.99889874,0.003713578,0.03719428,-0.028357297,0.98130274,0.024055572,-0.19036958,-0.015025893,0.999575,0.026544916,0.006742418,-0.00999077,0.99761987,0.03582317,0.058654536,-0.005562068,0.98693395,-0.004303984,0.16086376,0.008114034,0.71859896,-0.008165086,0.69536406,0.004206327,0.46902025,-0.017417686,0.8830147,-0.001330769
0.99889874,0.003713578,0.03719428,-0.028357297,0.98130274,0.024055572,-0.19036958,-0.015025893,0.999575,0.026544916,0.006742418,-0.00999077,0.99761987,0.03582317,0.058654536,-0.005562068,0.98693395,-0.004303984,0.16086376,0.008114034,0.71859896,-0.008165086,0.69536406,0.004206327,0.46902025,-0.017417686,0.8830147,-0.001330769
0.99858403,-0.001935259,0.024843767,-0.04700014,0.9796563,0.03592366,-0.19704857,-0.012450048,0.99217945,0.03801512,0.11888853,-0.000603218,0.99497867,0.038448166,0.0742203,-0.05505116,0.996591,0.028026016,0.06971952,0.034060583,0.6550412,-0.0042878,0.75430465,0.04389984,0.42766178,-0.03061725,0.9029138,0.030243436
0.99858403,-0.001935259,0.024843767,-0.04700014,0.9796563,0.03592366,-0.19704857,-0.012450048,0.99217945,0.03801512,0.11888853,-0.000603218,0.99497867,0.038448166,0.0742203,-0.05505116,0.996591,0.028026016,0.06971952,0.034060583,0.6550412,-0.0042878,0.75430465,0.04389984,0.42766178,-0.03061725,0.9029138,0.030243436
0.9970944,-0.04193911,0.034746736,-0.053259462,0.9850239,0.042395517,-0.16520797,-0.025238091,0.97774994,0.048667308,0.20388933,-0.008113836,0.9911062,0.035703897,0.102887645,-0.07647226,0.99587065,0.06928824,-0.035565384,0.04664826,0.6225699,0.003888629,0.77809376,0.0834374,0.43573204,-0.06353742,0.8973068,0.030679023
0.9970944,-0.04193911,0.034746736,-0.053259462,0.9850239,0.042395517,-0.16520797,-0.025238091,0.97774994,0.048667308,0.20388933,-0.008113836,0.9911062,0.035703897,0.102887645,-0.07647226,0.99587065,0.06928824,-0.035565384,0.04664826,0.6225699,0.003888629,0.77809376,0.0834374,0.43573204,-0.06353742,0.8973068,0.030679023
0.99755764,-0.041226093,0.042096797,-0.037511412,0.993865,0.04325335,-0.10047936,-0.016293423,0.9631538,0.04621858,0.2649502,0.000413462,0.9868848,0.022004038,0.13740641,-0.08181577,0.9826991,0.06968462,-0.1654234,0.045624677,0.6637003,-0.001466945,0.7433468,0.08327909,0.5259276,-0.08382618,0.84637624,0.004553911
0.99755764,-0.041226093,0.042096797,-0.037511412,0.993865,0.04325335,-0.10047936,-0.016293423,0.9631538,0.04621858,0.2649502,0.000413462,0.9868848,0.022004038,0.13740641,-0.08181577,0.9826991,0.06968462,-0.1654234,0.045624677,0.6637003,-0.001466945,0.7433468,0.08327909,0.5259276,-0.08382618,0.84637624,0.004553911
0.9958535,-0.05364536,0.050833333,-0.053047273,0.9986496,0.047124624,-0.020212168,-0.008354303,0.95224506,0.047311444,0.30156088,0.007221618,0.97761065,0.02238164,0.19699378,-0.07049861,0.9607897,0.0635821,-0.26700678,0.039343115,0.7394682,0.000762165,0.6690264,0.07476619,0.64523154,-0.054275285,0.76181024,0.019382719
0.9958535,-0.05364536,0.050833333,-0.053047273,0.9986496,0.047124624,-0.020212168,-0.008354303,0.95224506,0.047311444,0.30156088,0.007221618,0.97761065,0.02238164,0.19699378,-0.07049861,0.9607897,0.0635821,-0.26700678,0.039343115,0.7394682,0.000762165,0.6690264,0.07476619,0.64523154,-0.054275285,0.76181024,0.019382719
0.99584574,-0.05410905,0.062092498,-0.038834155,0.9963163,0.044878177,0.07284086,0.005836198,0.9456531,0.041951023,0.32201284,0.016977157,0.95328075,0.033028327,0.2987621,-0.030102659,0.9389524,0.030694041,-0.34236845,0.014496738,0.8332231,0.006573879,0.551894,0.03330261,0.7647291,-0.009200369,0.6438,0.02502773
0.99584574,-0.05410905,0.062092498,-0.038834155,0.9963163,0.044878177,0.07284086,0.005836198,0.9456531,0.041951023,0.32201284,0.016977157,0.95328075,0.033028327,0.2987621,-0.030102659,0.9389524,0.030694041,-0.34236845,0.014496738,0.8332231,0.006573879,0.551894,0.03330261,0.7647291,-0.009200369,0.6438,0.02502773
0.9950611,-0.05282554,0.079548925,-0.027108997,0.98601925,0.04323889,0.15856925,0.027428344,0.9439724,0.03786855,0.32602805,0.03446576,0.89236087,0.032089643,0.45010406,-0.008289555,0.9251634,0.014366086,-0.37915224,-0.010479495,0.91122603,0.017485486,0.4115227,0.003234502,0.85455054,0.011853543,0.51912755,0.010469746
0.9950611,-0.05282554,0.079548925,-0.027108997,0.98601925,0.04323889,0.15856925,0.027428344,0.9439724,0.03786855,0.32602805,0.03446576,0.89236087,0.032089643,0.45010406,-0.008289555,0.9251634,0.014366086,-0.37915224,-0.010479495,0.91122603,0.017485486,0.4115227,0.003234502,0.85455054,0.011853543,0.51912755,0.010469746
0.9949698,-0.050839,0.08611023,-0.005960285,0.9653508,0.041010685,0.253207,0.047982,0.9445572,0.03744051,0.322223,0.050816894,0.79963803,0.026246397,0.59904426,-0.032188434,0.92359066,0.008719506,-0.38182822,-0.033337705,0.9663762,0.027113367,0.25481293,-0.021267291,0.92945135,0.01811982,0.36500418,-0.05063412
0.9949698,-0.050839,0.08611023,-0.005960285,0.9653508,0.041010685,0.253207,0.047982,0.9445572,0.03744051,0.322223,0.050816894,0.79963803,0.026246397,0.59904426,-0.032188434,0.92359066,0.008719506,-0.38182822,-0.033337705,0.9663762,0.027113367,0.25481293,-0.021267291,0.92945135,0.01811982,0.36500418,-0.05063412
0.995233,-0.05343773,0.08155478,0.002137393,0.9557256,0.048787013,0.28306958,0.06387581,0.9209149,0.041845374,0.3813864,0.06862402,0.7587748,0.021385416,0.6508559,0.013784194,0.9329902,0.009285031,-0.3563059,-0.04989186,0.9941116,0.030502452,0.095743455,-0.040558726,0.97096765,0.027450059,0.21335807,-0.10462682
0.995233,-0.05343773,0.08155478,0.002137393,0.9557256,0.048787013,0.28306958,0.06387581,0.9209149,0.041845374,0.3813864,0.06862402,0.7587748,0.021385416,0.6508559,0.013784194,0.9329902,0.009285031,-0.3563059,-0.04989186,0.9941116,0.030502452,0.095743455,-0.040558726,0.97096765,0.027450059,0.21335807,-0.10462682
0.99560493,-0.071525484,0.060430735,0.001777291,0.9614776,0.062449373,0.25850347,0.069548085,0.8736451,0.044329412,0.4775012,0.082290724,0.6991377,0.011036047,0.71424425,0.030658508,0.948463,0.013514753,-0.31109726,-0.058769964,0.9978203,0.029760733,-0.026798695,-0.052448604,0.9903028,0.0315282,0.101761065,-0.08916816
0.99560493,-0.071525484,0.060430735,0.001777291,0.9614776,0.062449373,0.25850347,0.069548085,0.8736451,0.044329412,0.4775012,0.082290724,0.6991377,0.011036047,0.71424425,0.030658508,0.948463,0.013514753,-0.31109726,-0.058769964,0.9978203,0.029760733,-0.026798695,-0.052448604,0.9903028,0.0315282,0.101761065,-0.08916816
0.9963366,-0.07007547,0.048236877,0.008727372,0.9732448,0.061978124,0.2150358,0.052085668,0.81640476,0.037269462,0.5717771,0.07186927,0.59646076,-0.002244843,0.8026355,0.002420781,0.96287686,0.006033782,-0.26721358,-0.037796702,0.9972094,0.013655818,-0.06409698,-0.035756346,0.9985922,0.011104066,0.038080554,-0.035216358
0.9963366,-0.07007547,0.048236877,0.008727372,0.9732448,0.061978124,0.2150358,0.052085668,0.81640476,0.037269462,0.5717771,0.07186927,0.59646076,-0.002244843,0.8026355,0.002420781,0.96287686,0.006033782,-0.26721358,-0.037796702,0.9972094,0.013655818,-0.06409698,-0.035756346,0.9985922,0.011104066,0.038080554,-0.035216358
0.99758273,-0.05209323,0.03959481,0.023394017,0.98816496,0.05012364,0.14285326,0.024711056,0.7485652,0.02840536,0.66070205,0.048126407,0.5004023,-0.014274309,0.86511165,-0.031235918,0.97327477,-0.00800673,-0.22937852,0.007590393,0.99885267,-0.009265325,-0.046601847,0.00598962,0.9971995,-0.017144933,0.07219071,0.009372402
0.99758273,-0.05209323,0.03959481,0.023394017,0.98816496,0.05012364,0.14285326,0.024711056,0.7485652,0.02840536,0.66070205,0.048126407,0.5004023,-0.014274309,0.86511165,-0.031235918,0.97327477,-0.00800673,-0.22937852,0.007590393,0.99885267,-0.009265325,-0.046601847,0.00598962,0.9971995,-0.017144933,0.07219071,0.009372402
0.99907875,-0.036345527,0.020728946,0.009536713,0.99726605,0.01840271,0.07114712,-0.007734153,0.68656164,0.018787142,0.7267976,0.006746867,0.43959644,-0.025383634,0.8945231,-0.07706665,0.9777446,-0.018687751,-0.20671044,0.030614156,0.99728465,-0.026243849,0.06431859,0.024448285,0.99592555,-0.038355153,0.056912553,-0.058500625
0.99907875,-0.036345527,0.020728946,0.009536713,0.99726605,0.01840271,0.07114712,-0.007734153,0.68656164,0.018787142,0.7267976,0.006746867,0.43959644,-0.025383634,0.8945231,-0.07706665,0.9777446,-0.018687751,-0.20671044,0.030614156,0.99728465,-0.026243849,0.06431859,0.024448285,0.99592555,-0.038355153,0.056912553,-0.058500625
0.9991474,-0.004477561,0.009621024,0.03989899,0.99881816,-0.024693843,-0.0253566,-0.033312023,0.6505276,0.010229187,0.75834984,-0.04018508,0.40402356,-0.03496112,0.9041557,-0.13433217,0.9805964,-0.029236104,-0.1920954,0.025987528,0.9859994,-0.036465816,0.16209638,0.014154349,0.9952543,-0.0539834,0.0734789,-0.033995684
0.9991474,-0.004477561,0.009621024,0.03989899,0.99881816,-0.024693843,-0.0253566,-0.033312023,0.6505276,0.010229187,0.75834984,-0.04018508,0.40402356,-0.03496112,0.9041557,-0.13433217,0.9805964,-0.029236104,-0.1920954,0.025987528,0.9859994,-0.036465816,0.16209638,0.014154349,0.9952543,-0.0539834,0.0734789,-0.033995684
0.99954593,0.027873531,0.008002564,0.008185759,0.9862881,-0.049171798,-0.15180548,-0.04210834,0.6729286,0.007802131,0.7368693,-0.06426589,0.43869516,-0.015972937,0.88746935,-0.14031965,0.9910857,-0.040705677,-0.12674326,-0.005322071,0.97127634,-0.03614423,0.23438662,-0.01946462,0.99351746,-0.051100545,0.097170554,-0.029493215
0.99954593,0.027873531,0.008002564,0.008185759,0.9862881,-0.049171798,-0.15180548,-0.04210834,0.6729286,0.007802131,0.7368693,-0.06426589,0.43869516,-0.015972937,0.88746935,-0.14031965,0.9910857,-0.040705677,-0.12674326,-0.005322071,0.97127634,-0.03614423,0.23438662,-0.01946462,0.99351746,-0.051100545,0.097170554,-0.029493215
0.99962354,0.019230112,0.016305014,0.010829419,0.96400756,-0.038676422,-0.26011333,-0.0391745,0.7427923,0.011821512,0.6672549,-0.05376578,0.5485444,-0.012290745,0.82482535,-0.13642272,0.9973844,-0.0432022,-0.054025628,-0.020954221,0.9572492,-0.03361356,0.28525162,-0.034287583,0.98618734,-0.04940156,0.15247604,-0.04177436
0.99962354,0.019230112,0.016305014,0.010829419,0.96400756,-0.038676422,-0.26011333,-0.0391745,0.7427923,0.011821512,0.6672549,-0.05376578,0.5485444,-0.012290745,0.82482535,-0.13642272,0.9973844,-0.0432022,-0.054025628,-0.020954221,0.9572492,-0.03361356,0.28525162,-0.034287583,0.98618734,-0.04940156,0.15247604,-0.04177436
0.9994328,0.022946564,0.020900218,0.013070179,0.9431067,-0.020375073,-0.331154,-0.021718752,0.8277664,0.005308657,0.560282,-0.029303003,0.6816445,-0.018731087,0.72065717,-0.12515302,0.99813753,-0.04189405,0.037699614,-0.023348829,0.9477146,-0.033686943,0.31549454,-0.03413897,0.96699,-0.049308978,0.24449895,-0.05214799
0.9994328,0.022946564,0.020900218,0.013070179,0.9431067,-0.020375073,-0.331154,-0.021718752,0.8277664,0.005308657,0.560282,-0.029303003,0.6816445,-0.018731087,0.72065717,-0.12515302,0.99813753,-0.04189405,0.037699614,-0.023348829,0.9477146,-0.033686943,0.31549454,-0.03413897,0.96699,-0.049308978,0.24449895,-0.05214799
0.9994564,0.017218024,0.0229716,0.016211405,0.93272316,-0.00125454,-0.36058486,-0.002144206,0.90121305,0.00070501,0.43336934,-0.002382111,0.80650204,-0.025929017,0.5766394,-0.12794188,0.9914932,-0.033015307,0.122842155,-0.027585307,0.94426066,-0.026555864,0.32637537,-0.03384887,0.9190837,-0.043394204,0.3834022,-0.08003027
0.9994564,0.017218024,0.0229716,0.016211405,0.93272316,-0.00125454,-0.36058486,-0.002144206,0.90121305,0.00070501,0.43336934,-0.002382111,0.80650204,-0.025929017,0.5766394,-0.12794188,0.9914932,-0.033015307,0.122842155,-0.027585307,0.94426066,-0.026555864,0.32637537,-0.03384887,0.9190837,-0.043394204,0.3834022,-0.08003027
0.99975586,0.004817367,0.0200589,0.007924795,0.9324669,0.006859607,-0.3605063,0.022217656,0.9574151,-0.00822259,0.28777713,0.021750113,0.90423834,-0.02364092,0.41407686,-0.10165889,0.9701847,-0.026127383,0.23504137,-0.053053055,0.9544758,-0.022923494,0.29236746,-0.054514036,0.840268,-0.013273218,0.5401129,-0.045293096
0.99975586,0.004817367,0.0200589,0.007924795,0.9324669,0.006859607,-0.3605063,0.022217656,0.9574151,-0.00822259,0.28777713,0.021750113,0.90423834,-0.02364092,0.41407686,-0.10165889,0.9701847,-0.026127383,0.23504137,-0.053053055,0.9544758,-0.022923494,0.29236746,-0.054514036,0.840268,-0.013273218,0.5401129,-0.045293096
0.9995261,0.008526742,0.02739316,-0.011161864,0.9386496,-0.000325798,-0.3426831,0.038795527,0.9902275,-0.018358216,0.1339561,0.034178577,0.9694779,-0.014380008,0.24292992,-0.02984726,0.94991004,-0.026419455,0.3023087,-0.07471505,0.94991004,-0.026419455,0.3023087,-0.07471505,0.7870193,-0.008190895,0.6138938,-0.060564246
0.9995261,0.008526742,0.02739316,-0.011161864,0.9386496,-0.000325798,-0.3426831,0.038795527,0.9902275,-0.018358216,0.1339561,0.034178577,0.9694779,-0.014380008,0.24292992,-0.02984726,0.94991004,-0.026419455,0.3023087,-0.07471505,0.94991004,-0.026419455,0.3023087,-0.07471505,0.7870193,-0.008190895,0.6138938,-0.060564246
0.9991908,0.010957658,0.030620992,-0.023664728,0.9498553,-0.007620684,-0.30382326,0.07354124,0.997172,-0.028745024,-0.013481766,0.06811837,0.994988,-0.021925947,0.09331039,0.028482882,0.94327843,-0.039363563,0.31647226,-0.0923132,0.92694455,-0.0348726,0.36152825,-0.09410164,0.7653429,-0.008109324,0.63931763,-0.073875844
0.9991908,0.010957658,0.030620992,-0.023664728,0.9498553,-0.007620684,-0.30382326,0.07354124,0.997172,-0.028745024,-0.013481766,0.06811837,0.994988,-0.021925947,0.09331039,0.028482882,0.94327843,-0.039363563,0.31647226,-0.0923132,0.92694455,-0.0348726,0.36152825,-0.09410164,0.7653429,-0.008109324,0.63931763,-0.073875844
0.9988396,0.023360834,0.027767196,-0.031666994,0.95937914,-0.010765219,-0.27395725,0.06650811,0.993644,-0.022983072,-0.090179875,0.06333243,0.99988854,-0.009501171,0.01057828,0.004552732,0.95961624,-0.057856705,0.25774693,-0.09672519,0.86999196,-0.03301491,0.48001128,-0.10776445,0.6989713,0.003208557,0.71162015,-0.07089228
0.9988396,0.023360834,0.027767196,-0.031666994,0.95937914,-0.010765219,-0.27395725,0.06650811,0.993644,-0.022983072,-0.090179875,0.06333243,0.99988854,-0.009501171,0.01057828,0.004552732,0.95961624,-0.057856705,0.25774693,-0.09672519,0.86999196,-0.03301491,0.48001128,-0.10776445,0.6989713,0.003208557,0.71162015,-0.07089228
0.9987828,0.020319713,0.016828416,-0.04167467,0.9720945,0.003690152,-0.23327985,0.024481395,0.9953477,0.000182228,-0.09311282,0.024757273,0.9945688,0.030118527,0.001479134,-0.09961695,0.9778376,-0.05403064,0.19169718,-0.06454824,0.8023534,-0.021294756,0.59088355,-0.081439056,0.59082675,0.005554772,0.8046364,-0.058763348
0.9987828,0.020319713,0.016828416,-0.04167467,0.9720945,0.003690152,-0.23327985,0.024481395,0.9953477,0.000182228,-0.09311282,0.024757273,0.9945688,0.030118527,0.001479134,-0.09961695,0.9778376,-0.05403064,0.19169718,-0.06454824,0.8023534,-0.021294756,0.59088355,-0.081439056,0.59082675,0.005554772,0.8046364,-0.058763348
0.9984365,-0.008061364,-0.002436221,-0.05526012,0.98054546,0.015482357,-0.19466503,-0.019912476,0.9987613,0.01833726,-0.042893097,-0.017319212,0.99647075,0.030594898,0.07413051,-0.024795922,0.99225456,-0.025577372,0.11933648,-0.023142874,0.725183,-0.006722568,0.68769175,-0.03383196,0.47466153,0.019013874,0.87991756,0.008952396
0.9984365,-0.008061364,-0.002436221,-0.05526012,0.98054546,0.015482357,-0.19466503,-0.019912476,0.9987613,0.01833726,-0.042893097,-0.017319212,0.99647075,0.030594898,0.07413051,-0.024795922,0.99225456,-0.025577372,0.11933648,-0.023142874,0.725183,-0.006722568,0.68769175,-0.03383196,0.47466153,0.019013874,0.87991756,0.008952396
0.99792266,-0.014217228,-0.014520496,-0.06113507,0.97696817,0.025200114,-0.21003547,-0.0279878,0.9952624,0.03237606,0.089635655,-0.019239374,0.99727523,0.04187778,0.059620056,-0.011570718,0.999466,0.015727533,0.024318041,0.015132131,0.66342217,-0.000353248,0.7479269,0.021822281,0.39091676,0.008900344,0.9183533,0.06109073
