pelvis_x,pelvis_y,pelvis_z,right_thigh_x,right_thigh_y,right_thigh_z,right_shin_x,right_shin_y,right_shin_z,right_foot_x,right_foot_y,right_foot_z,left_thigh_x,left_thigh_y,left_thigh_z,left_shin_x,left_shin_y,left_shin_z,left_foot_x,left_foot_y,left_foot_z
0.27077898,0.034075238,0.78494436,0.26227325,-0.049845435,0.794472,0.27962288,-0.010311052,0.37514266,0.043946385,0.024834748,0.041653782,0.27928472,0.11799591,0.77541673,0.4934603,0.17835616,0.41738534,0.08786875,0.13781431,0.37442836
0.38825026,0.034673564,0.8051796,0.38225502,-0.04946035,0.81473714,0.32084888,-0.012121707,0.3993624,0.07064405,0.015916888,0.07593569,0.3942455,0.11880748,0.79562205,0.6648972,0.14729005,0.47369432,0.2877596,0.13671376,0.3135419
0.38825026,0.034673564,0.8051796,0.38225502,-0.04946035,0.81473714,0.32084888,-0.012121707,0.3993624,0.07064405,0.015916888,0.07593569,0.3942455,0.11880748,0.79562205,0.6648972,0.14729005,0.47369432,0.2877596,0.13671376,0.3135419
0.5133415,0.03341485,0.8260129,0.50947523,-0.050873615,0.8353031,0.37665594,-0.018595766,0.4365322,0.123301625,0.00149611,0.11497134,0.51720774,0.11770331,0.8167227,0.8130726,0.12555894,0.5165506,0.5056318,0.13752891,0.24575493
0.5133415,0.03341485,0.8260129,0.50947523,-0.050873615,0.8353031,0.37665594,-0.018595766,0.4365322,0.123301625,0.00149611,0.11497134,0.51720774,0.11770331,0.8167227,0.8130726,0.12555894,0.5165506,0.5056318,0.13752891,0.24575493
0.64323604,0.03237064,0.8455539,0.64297247,-0.05207152,0.85422873,0.43523344,-0.028936803,0.4881545,0.1841793,-0.01336967,0.16454524,0.6434996,0.1168128,0.836879,0.9410636,0.112870485,0.53831387,0.7396793,0.1387914,0.1822719
0.64323604,0.03237064,0.8455539,0.64297247,-0.05207152,0.85422873,0.43523344,-0.028936803,0.4881545,0.1841793,-0.01336967,0.16454524,0.6434996,0.1168128,0.836879,0.9410636,0.112870485,0.53831387,0.7396793,0.1387914,0.1822719
0.768982,0.03178358,0.85996956,0.770083,-0.05261784,0.868969,0.5393682,-0.028551191,0.5169853,0.24910155,-0.018416122,0.22778642,0.767881,0.116185,0.8509701,1.0485406,0.10850113,0.53653055,0.9715321,0.13654122,0.13493761
0.768982,0.03178358,0.85996956,0.770083,-0.05261784,0.868969,0.5393682,-0.028551191,0.5169853,0.24910155,-0.018416122,0.22778642,0.767881,0.116185,0.8509701,1.0485406,0.10850113,0.53653055,0.9715321,0.13654122,0.13493761
0.89267343,0.029000936,0.86074847,0.8937077,-0.055016987,0.87282,0.68049943,-0.019552112,0.51090086,0.33554095,-0.020015875,0.28954846,0.8916392,0.11301886,0.8486769,1.1410751,0.108411424,0.50888056,1.1642748,0.13160212,0.10032529
0.89267343,0.029000936,0.86074847,0.8937077,-0.055016987,0.87282,0.68049943,-0.019552112,0.51090086,0.33554095,-0.020015875,0.28954846,0.8916392,0.11301886,0.8486769,1.1410751,0.108411424,0.50888056,1.1642748,0.13160212,0.10032529
1.0163367,0.027330212,0.85333186,1.0183868,-0.05671017,0.8651138,0.8392208,-0.015297823,0.48579124,0.45436922,-0.024041364,0.34505665,1.0142865,0.11137059,0.84154993,1.2314011,0.107753724,0.48023403,1.2841976,0.11703797,0.073884726
1.0163367,0.027330212,0.85333186,1.0183868,-0.05671017,0.8651138,0.8392208,-0.015297823,0.48579124,0.45436922,-0.024041364,0.34505665,1.0142865,0.11137059,0.84154993,1.2314011,0.107753724,0.48023403,1.2841976,0.11703797,0.073884726
1.1313695,0.024524849,0.8318999,1.1356817,-0.059808526,0.8405653,1.0156244,-0.021025982,0.43834248,0.60907793,-0.029661084,0.3869727,1.1270572,0.10885823,0.82323444,1.3153273,0.10375611,0.44610134,1.3535304,0.09639847,0.038081944
1.1313695,0.024524849,0.8318999,1.1356817,-0.059808526,0.8405653,1.0156244,-0.021025982,0.43834248,0.60907793,-0.029661084,0.3869727,1.1270572,0.10885823,0.82323444,1.3153273,0.10375611,0.44610134,1.3535304,0.09639847,0.038081944
1.2556084,0.026534347,0.8036498,1.2573539,-0.05811294,0.8097811,1.1976544,-0.04217626,0.39278823,0.78850734,-0.035622504,0.41622266,1.253863,0.11118164,0.7975185,1.4247427,0.1011121,0.4122915,1.3726873,0.07836836,0.00637725
1.2556084,0.026534347,0.8036498,1.2573539,-0.05811294,0.8097811,1.1976544,-0.04217626,0.39278823,0.78850734,-0.035622504,0.41622266,1.253863,0.11118164,0.7975185,1.4247427,0.1011121,0.4122915,1.3726873,0.07836836,0.00637725
1.3666167,0.026901247,0.7804738,1.3733921,-0.057712093,0.78116816,1.3940513,-0.07921881,0.36067826,0.989988,-0.04878292,0.42232192,1.3598413,0.11151458,0.7797795,1.5192935,0.09155291,0.3900647,1.3887001,0.06019815,0.002823561
1.3666167,0.026901247,0.7804738,1.3733921,-0.057712093,0.78116816,1.3940513,-0.07921881,0.36067826,0.989988,-0.04878292,0.42232192,1.3598413,0.11151458,0.7797795,1.5192935,0.09155291,0.3900647,1.3887001,0.06019815,0.002823561
1.4742104,0.027572874,0.77007115,1.4755616,-0.057170857,0.76532996,1.600047,-0.10344803,0.3652514,1.1939814,-0.060324922,0.40053067,1.4728591,0.11231661,0.77481234,1.5785801,0.0777352,0.36820656,1.3913862,0.052697234,0.00444153
1.4742104,0.027572874,0.77007115,1.4755616,-0.057170857,0.76532996,1.600047,-0.10344803,0.3652514,1.1939814,-0.060324922,0.40053067,1.4728591,0.11231661,0.77481234,1.5785801,0.0777352,0.36820656,1.3913862,0.052697234,0.00444153
1.5829554,0.026951954,0.7729102,1.58474,-0.057852365,0.76961666,1.794869,-0.09787746,0.40637454,1.3891008,-0.06127081,0.36159122,1.5811707,0.11175627,0.7762037,1.6258368,0.07447368,0.35869205,1.4010564,0.05611481,0.016449183
1.5829554,0.026951954,0.7729102,1.58474,-0.057852365,0.76961666,1.794869,-0.09787746,0.40637454,1.3891008,-0.06127081,0.36159122,1.5811707,0.11175627,0.7762037,1.6258368,0.07447368,0.35869205,1.4010564,0.05611481,0.016449183
1.7013468,0.02455887,0.7904529,1.7034831,-0.060209744,0.786513,1.9664191,-0.08247422,0.4577729,1.5863655,-0.065413564,0.30525544,1.6992104,0.10932749,0.7943928,1.6666607,0.074814856,0.37552476,1.4206166,0.057473294,0.04817924
1.7013468,0.02455887,0.7904529,1.7034831,-0.060209744,0.786513,1.9664191,-0.08247422,0.4577729,1.5863655,-0.065413564,0.30525544,1.6992104,0.10932749,0.7943928,1.6666607,0.074814856,0.37552476,1.4206166,0.057473294,0.04817924
1.8271434,0.020212647,0.81269747,1.8298271,-0.06457941,0.80971265,2.1133785,-0.066217795,0.49778795,1.7932239,-0.06485072,0.24187282,1.8244598,0.1050047,0.8156823,1.7210057,0.08026347,0.40777773,1.4676385,0.06876398,0.08580527
1.8271434,0.020212647,0.81269747,1.8298271,-0.06457941,0.80971265,2.1133785,-0.066217795,0.49778795,1.7932239,-0.06485072,0.24187282,1.8244598,0.1050047,0.8156823,1.7210057,0.08026347,0.40777773,1.4676385,0.06876398,0.08580527
1.9568294,0.018575702,0.83356494,1.9581581,-0.0662967,0.8327203,2.2414436,-0.054151148,0.5207862,2.0157337,-0.0657354,0.17885897,1.9555007,0.10344811,0.8344096,1.7620789,0.09259016,0.46001527,1.5322998,0.08771944,0.12064633
1.9568294,0.018575702,0.83356494,1.9581581,-0.0662967,0.8327203,2.2414436,-0.054151148,0.5207862,2.0157337,-0.0657354,0.17885897,1.9555007,0.10344811,0.8344096,1.7620789,0.09259016,0.46001527,1.5322998,0.08771944,0.12064633
2.0853636,0.020545634,0.8486748,2.0834298,-0.06430788,0.8472797,2.354629,-0.05335716,0.52473956,2.2464073,-0.07201218,0.12985542,2.0872974,0.10539915,0.8500698,1.8435258,0.10328375,0.5061629,1.6065061,0.10122694,0.17178154
2.0853636,0.020545634,0.8486748,2.0834298,-0.06430788,0.8472797,2.354629,-0.05335716,0.52473956,2.2464073,-0.07201218,0.12985542,2.0872974,0.10539915,0.8500698,1.8435258,0.10328375,0.5061629,1.6065061,0.10122694,0.17178154
2.2097552,0.021381063,0.8576438,2.2056837,-0.06339048,0.855908,2.4494627,-0.05065558,0.5122355,2.462088,-0.07339957,0.10319179,2.2138267,0.10615261,0.8593796,1.959082,0.0994785,0.5235795,1.6816834,0.100868315,0.22184852
2.2097552,0.021381063,0.8576438,2.2056837,-0.06339048,0.855908,2.4494627,-0.05065558,0.5122355,2.462088,-0.07339957,0.10319179,2.2138267,0.10615261,0.8593796,1.959082,0.0994785,0.5235795,1.6816834,0.100868315,0.22184852
2.332944,0.023232358,0.8547933,2.3274639,-0.06139175,0.8509811,2.5496564,-0.054737687,0.49280897,2.6243038,-0.068776295,0.09003845,2.338424,0.10785646,0.8586055,2.1251771,0.0820666,0.4958912,1.7799324,0.10092509,0.2757917
2.332944,0.023232358,0.8547933,2.3274639,-0.06139175,0.8509811,2.5496564,-0.054737687,0.49280897,2.6243038,-0.068776295,0.09003845,2.338424,0.10785646,0.8586055,2.1251771,0.0820666,0.4958912,1.7799324,0.10092509,0.2757917
2.452656,0.024553217,0.84037185,2.4455314,-0.05996882,0.8370454,2.6366432,-0.05212959,0.46139145,2.7126126,-0.050091222,0.05862862,2.4597807,0.109075256,0.8436983,2.2988038,0.074964195,0.45559534,1.9087455,0.10040489,0.33230382
2.452656,0.024553217,0.84037185,2.4455314,-0.05996882,0.8370454,2.6366432,-0.05212959,0.46139145,2.7126126,-0.050091222,0.05862862,2.4597807,0.109075256,0.8436983,2.2988038,0.074964195,0.45559534,1.9087455,0.10040489,0.33230382
2.5702007,0.025021639,0.81471795,2.5608304,-0.0593359,0.81606156,2.722018,-0.049804837,0.42666614,2.757396,-0.035400636,0.01857993,2.579571,0.10937917,0.81337434,2.4792397,0.09031056,0.4043865,2.070247,0.10538629,0.3822249
2.5702007,0.025021639,0.81471795,2.5608304,-0.0593359,0.81606156,2.722018,-0.049804837,0.42666614,2.757396,-0.035400636,0.01857993,2.579571,0.10937917,0.81337434,2.4792397,0.09031056,0.4043865,2.070247,0.10538629,0.3822249
2.6816099,0.024728162,0.78398424,2.6712172,-0.059489988,0.78624225,2.8448126,-0.043689366,0.40242454,2.7721934,-0.015861483,0,2.6920025,0.108946316,0.78172624,2.6713104,0.12188875,0.36088735,2.2645688,0.10831728,0.40957564
2.6816099,0.024728162,0.78398424,2.6712172,-0.059489988,0.78624225,2.8448126,-0.043689366,0.40242454,2.7721934,-0.015861483,0,2.6920025,0.108946316,0.78172624,2.6713104,0.12188875,0.36088735,2.2645688,0.10831728,0.40957564
2.7849135,0.022854261,0.7589118,2.7743707,-0.060435787,0.77145845,2.9343622,-0.032170538,0.38247913,2.787391,0.00398263,0.001577795,2.7954564,0.10614431,0.74636513,2.8685982,0.17586552,0.3371093,2.4691396,0.12535018,0.41375396
2.7849135,0.022854261,0.7589118,2.7743707,-0.060435787,0.77145845,2.9343622,-0.032170538,0.38247913,2.787391,0.00398263,0.001577795,2.7954564,0.10614431,0.74636513,2.8685982,0.17586552,0.3371093,2.4691396,0.12535018,0.41375396
2.889064,0.022459047,0.75352705,2.883365,-0.061267182,0.76630366,2.997342,-0.033217877,0.3614291,2.7978566,-0.000889,0.004842818,2.8947632,0.10618527,0.74075043,3.0648615,0.18903898,0.3640504,2.6617641,0.12561812,0.40257046
2.889064,0.022459047,0.75352705,2.883365,-0.061267182,0.76630366,2.997342,-0.033217877,0.3614291,2.7978566,-0.000889,0.004842818,2.8947632,0.10618527,0.74075043,3.0648615,0.18903898,0.3640504,2.6617641,0.12561812,0.40257046
2.9899411,0.021663236,0.76179594,2.9839811,-0.062224656,0.7733329,3.0460393,-0.032071717,0.3574716,2.8121355,4.96E-05,0.02243343,2.995901,0.10555112,0.750259,3.250056,0.18103027,0.42252547,2.8470187,0.12289327,0.37589523
2.9899411,0.021663236,0.76179594,2.9839811,-0.062224656,0.7733329,3.0460393,-0.032071717,0.3574716,2.8121355,4.96E-05,0.02243343,2.995901,0.10555112,0.750259,3.250056,0.18103027,0.42252547,2.8470187,0.12289327,0.37589523
