pelvis_w,pelvis_x,pelvis_y,pelvis_z,right_thigh_w,right_thigh_x,right_thigh_y,right_thigh_z,left_thigh_w,left_thigh_x,left_thigh_y,left_thigh_z,right_shin_w,right_shin_x,right_shin_y,right_shin_z,left_shin_w,left_shin_x,left_shin_y,left_shin_z,right_foot_w,right_foot_x,right_foot_y,right_foot_z,left_foot_w,left_foot_x,left_foot_y,left_foot_z
0.99456227,0.08274732,0.029670944,0.055841688,0.98301226,0.061779175,-0.17231463,-0.0133359,0.9987185,0.009240103,-0.026347976,0.042209137,0.711303,0.04674342,0.70003814,0.042539127,0.9807026,-0.00012485337,0.19067104,0.043208502,0.4396881,-0.006032272,0.89758354,-0.031330686,0.99998975,-0.0045132046,-6.469036e-05,0.0003561717
0.994045,0.09279858,0.030448694,0.048329175,0.96922505,0.053546004,-0.23892476,-0.02550604,0.9991497,0.007388674,0.014857888,0.037743267,0.72323006,0.050325688,0.6880555,0.031385835,0.979549,0.0003551806,0.19749539,0.038458027,0.4477167,0.007209482,0.8934798,-0.03451781,0.99998975,-0.0045119906,-8.655701e-05,0.00016183134
0.99365914,0.100037135,0.0320137,0.04011248,0.9496229,0.041116472,-0.30847445,-0.037001684,0.99766415,0.0040484234,0.06231739,0.027680239,0.7442386,0.052660942,0.6656193,0.016927125,0.97946215,0.00018186566,0.19967787,0.02797413,0.47015744,0.023191435,0.8813457,-0.040543944,0.9999921,-0.003840931,-0.0008210041,0.0004797626
0.99333584,0.103990525,0.033421837,0.036780585,0.92504,0.02721553,-0.37580794,-0.048255783,0.99324995,0.0024104235,0.11341967,0.024180137,0.771729,0.055394355,0.6335338,0.0008855891,0.9798045,0.0003206079,0.1984756,0.024297858,0.504267,0.041245062,0.8613346,-0.046002403,0.9999156,0.0046063573,0.00076123286,0.012118417
0.9934076,0.10212821,0.03604022,0.03757989,0.8999377,0.016124725,-0.4326335,-0.051770996,0.98647594,0.0040810616,0.16079405,0.031524286,0.8018959,0.053324774,0.59499806,-0.009834779,0.9787444,0.002736581,0.2026054,0.03166933,0.55537367,0.050295714,0.82864344,-0.048788544,0.99943894,0.01388436,0.016959146,0.025325643
0.99369353,0.09662908,0.039752785,0.040689327,0.8793175,0.0032992011,-0.47391224,-0.04687126,0.977827,0.007283873,0.2043544,0.045171265,0.8311432,0.04293769,0.55406964,-0.019083038,0.976234,0.006937877,0.2118336,0.045225687,0.6255414,0.04291363,0.7765691,-0.061616894,0.9976324,0.024823027,0.055945184,0.031361435
0.9941224,0.09087897,0.039294876,0.043788243,0.867334,-0.009698525,-0.496274,-0.036736835,0.9702311,0.011478437,0.23565046,0.054668926,0.85755986,0.027274577,0.5129788,-0.026452914,0.97118783,0.011702193,0.23167561,0.054621454,0.6894743,0.018461809,0.71865994,-0.088386066,0.9904419,0.020362182,0.132935,0.030633517
0.99495125,0.081798874,0.04064579,0.041579258,0.8645282,-0.017837144,-0.50198,-0.016993346,0.965482,0.014690191,0.25542566,0.048849456,0.88153464,0.005077176,0.47147617,-0.024107223,0.9660386,0.014797025,0.25331286,0.048817202,0.74568504,-0.013850808,0.6571953,-0.10888653,0.9715215,0.010035503,0.23487096,0.029676981
0.9966619,0.05830629,0.04185044,0.0389085,0.87477696,-0.014031591,-0.48431796,0.002123344,0.9648963,0.0156906,0.2606956,0.027689198,0.90189224,-0.009867653,0.43172783,-0.010199042,0.9599047,0.015175306,0.27851385,0.02797492,0.79583156,-0.029133905,0.59740734,-0.09438159,0.9334922,0.0018685453,0.35750046,0.02796946
0.9973868,0.04737271,0.04618283,0.029023822,0.88761014,-0.011542075,-0.46036217,0.009033292,0.96681535,0.012862705,0.25484824,0.012446712,0.92050755,-0.014317435,0.39044982,-0.0031349333,0.95164126,0.012171752,0.30668938,0.013123191,0.84398305,-0.022111082,0.53173697,-0.06677886,0.8633255,-0.00024020823,0.50261027,0.04529788
0.99762607,0.04181472,0.05139013,0.018783618,0.9005946,-0.0096247895,-0.43445253,0.009363103,0.9703534,0.005935044,0.24154937,-0.0057300683,0.9387397,-0.013421824,0.34436497,-0.00039537688,0.93890035,0.0065146373,0.34408993,-0.005061443,0.8737654,-0.015302006,0.4829794,-0.055052545,0.8197792,0.0008399883,0.57137626,0.0386073
0.9978411,0.038153213,0.053205453,0.0051593943,0.91451144,-0.0073385714,-0.40394816,0.020994095,0.9740536,-0.0011456108,0.22546229,-0.019622609,0.9547407,-0.019329034,0.29660675,0.010999657,0.92295355,0.0021357452,0.38440907,-0.01953966,0.9102435,-0.021272387,0.41231743,-0.03159989,0.76944596,0.0046019126,0.6376589,0.036371652
0.99796903,0.03386832,0.05389398,-0.0024606215,0.92942685,-0.005075263,-0.36764959,0.031202585,0.97835964,-0.01008488,0.20400052,-0.033082165,0.9690147,-0.022356568,0.24497175,0.022350417,0.90289515,-0.0020179756,0.4284673,-0.03452627,0.9395092,-0.022614518,0.34132138,-0.017626127,0.72854704,0.0069617876,0.6845564,0.023517756
0.9980165,0.031253997,0.053890962,-0.009051372,0.9439455,-0.003675452,-0.32774445,0.03920116,0.9818609,-0.0213529,0.18264464,-0.04619598,0.9810239,-0.022839434,0.18984653,0.03207176,0.8804062,-0.006356331,0.47148156,-0.050493695,0.9676579,-0.02273817,0.25054058,-0.018719504,0.68480635,0.00887959,0.72866935,0.0015118981
0.9982989,0.023856882,0.052259114,-0.009957888,0.95990765,-0.0011767152,-0.27675366,0.04453397,0.98610115,-0.031141574,0.15519163,-0.05050019,0.9911101,-0.018690193,0.12536372,0.04043927,0.85374564,-0.009681921,0.51729894,-0.058534846,0.9893125,-0.014590671,0.14038561,-0.03660029,0.6286673,0.00493562,0.7772233,-0.026016166
