right_hip_x_vel,right_hip_y_vel,right_hip_z_vel,left_hip_x_vel,left_hip_y_vel,left_hip_z_vel,right_knee_vel,left_knee_vel,right_ankle_x_vel,right_ankle_y_vel,right_ankle_z_vel,left_ankle_x_vel,left_ankle_y_vel,left_ankle_z_vel
-0.5069124,-7.0008245,0.28198305,0.7904306,4.544397,0.5475135,1.3369198,-4.075103,-0.6268289,-1.7630146,0.8224238,0.24687764,2.6400666,0.23854077
-1.1413652,-5.747765,0.15274288,1.1124898,2.829073,0.96191996,-0.52516043,-0.39345682,0.058913294,-4.736763,-0.49798602,-0.99107075,4.1725063,0.18158531
-0.78823984,-2.7364154,0.6165602,1.5177834,2.239913,1.4131796,-3.0254056,0.84811676,0.6171089,-4.3002586,-2.396587,0.31288397,7.071472,-2.2285986
0.87332094,-0.91855526,1.6737883,1.9189427,0.98046684,0.12736928,-5.045787,0.93506604,0.61046875,-3.0069284,-2.7064507,-0.93198144,11.004538,0.13018212
3.3311505,2.4697652,-1.4791361,2.6142619,-1.83815,-0.38591805,-8.122903,4.6382623,-0.17282154,-3.5402365,0.33657137,-0.42493472,13.223937,2.463687
2.207347,2.4939528,-0.37663752,0.12653932,-1.94093,-0.39674586,-8.218331,5.344379,-0.36906174,-4.4936857,2.6402893,-2.1004918,15.02709,3.6345918
1.4004915,2.2494576,-0.12392223,-0.50801927,-2.6944144,-1.0278089,-8.615965,6.615513,-0.18667352,-0.41050845,1.2824458,-1.0323697,3.8871002,1.0350585
2.2204642,3.1000206,1.7090081,-0.23143092,-2.5456843,0.10136056,-9.002559,6.9266806,-0.7803616,-3.3568215,2.2971241,-1.0728741,4.7428956,1.3182768
1.9862139,3.897987,1.0574695,-0.66020244,-3.4112282,-0.5256921,-10.313571,8.842149,0.06908704,-2.26101,0.9855994,-0.5912619,1.4908957,0.26246214
1.6052587,4.4297495,1.428061,-0.8716963,-3.2179005,-0.9255987,-10.858435,8.773572,0.15748072,-3.3670475,-0.38170975,0.024319544,0.75304854,-0.4431309
1.5771801,5.393846,0.8898352,-0.73421323,-4.1167226,-0.41234055,-12.830267,10.121721,0.4933204,-4.6958737,-2.0308254,0.45152128,1.3348125,-1.4737974
2.1066017,7.353441,-0.72467345,-0.08062008,-4.879133,0.15119773,-16.496386,11.83003,1.0340458,-4.891519,-3.423226,1.2746205,1.6100641,-2.5800788
3.0408742,5.6781425,-0.90708774,1.353485,-1.601994,0.26033816,-13.2183075,7.8211093,0.44847327,-4.8463087,-2.1287465,0.93474317,3.210739,-1.5174077
2.9650867,3.170807,-0.42046285,2.8447537,-2.2852979,1.8616027,1.0440416,7.456937,0.81648064,-7.9764967,0.074141145,0.09500677,7.2688155,0.69031346
2.5846186,4.2629194,-2.1878836,3.2004578,-5.0258665,2.380528,-2.650914,9.098414,0.10547018,-0.42023706,2.1342309,0.83066034,1.2748965,-0.6230876
0.14086077,3.7669225,-1.5916561,0.49210975,-4.6013994,1.0231031,-0.42161575,7.6798596,-0.25481594,-2.3408327,2.4030356,0.0013022088,-1.8445851,0.0985143
1.2949259,4.0449147,-0.51183206,2.249656,-5.5276117,1.9082172,-1.9536309,7.751887,0.45988762,-1.5826467,1.198906,0.70117044,-3.8020895,-0.261249
1.5649877,4.2368717,-0.47169968,2.6361165,-6.1100516,0.8223346,-2.5487452,7.1732254,0.25902218,-1.4401064,0.62399954,0.79244995,-2.5837803,-1.0993028
-0.15035021,4.5444627,-1.0107992,1.728622,-6.9073915,1.3384032,-3.2353506,5.9093513,0.32907513,-1.0036186,1.0108662,1.0852615,-1.596833,-1.4300802
-0.23754007,4.789486,-0.61881346,1.4233538,-7.3362455,1.0244157,-3.6950083,4.9345117,-0.24724114,-0.558657,0.060737506,0.62567586,-2.2810385,-0.60454994
-0.11178209,5.39486,-0.66776264,1.6987436,-7.75572,1.0066737,-4.584494,4.0999947,0.06665318,-0.44028294,-0.06737466,0.60556614,-3.1618102,-0.73745716
0.02874546,5.4139028,-0.080282316,1.3879116,-8.079644,0.7835406,-5.0159407,2.9305,0.11184335,0.029750109,-0.76444423,0.11189255,-3.663082,-0.14437202
0.105695605,4.6128755,-0.23463598,0.79260224,-6.9758353,0.2798916,-3.640556,0.73449004,-0.0023261309,1.9795635,-0.6410039,-0.15431872,-3.2856424,0.16851245
0.06511025,3.2315562,-0.8853173,0.33625278,-5.0584617,-0.31893262,-1.2620802,-1.82466,-0.07404333,4.6927495,-0.7479534,-0.44837126,-2.1191697,1.1028558
-0.021010138,1.7491038,-1.5493808,-0.23334041,-3.5914583,-0.9169219,0.71454215,-3.9878821,0.18846639,7.9032655,-1.2660123,-0.40497595,-1.3322495,2.3855233
-0.043776374,0.41524333,-1.5495305,-1.5959755,-1.9571867,-0.91120875,0.39574817,-5.9984884,-0.18167874,11.600039,-0.65147865,-0.06070745,-2.670552,1.9566523
-1.1387428,-2.9010038,-0.3936867,-4.231636,2.9300184,-0.7322054,6.5696344,-9.73506,0.3900497,13.599541,-1.9736996,0.2707883,-5.477002,-0.58785224
-0.5527617,-2.7151716,2.1432366,-3.6889093,3.7214718,-0.35105777,6.8345957,-10.378138,-0.8350125,15.87646,-0.33946243,-0.049161665,-6.2900186,-1.486863
1.4081938,-2.8425615,1.9712449,-1.1258851,4.066641,0.14947338,8.065451,-10.784676,-1.1009662,4.6079226,1.7027451,0.5766678,-3.9017935,-1.3847004
-0.112730525,-1.1150483,0.94319856,-1.548926,4.8582516,-1.0320644,6.149939,-10.772753,-0.49059194,2.4196126,0.67343915,-0.16632657,-1.3551238,0.86966616
0.053356595,-1.5129746,-0.43431902,-1.2083105,5.8836617,-0.65883887,7.364288,-12.152944,0.17539302,1.9622586,0.6811847,-0.7560532,-2.1825466,2.5377183
-0.051901836,-1.9873613,-1.0691327,-1.6049296,7.075531,0.2688553,8.610794,-14.376887,0.0004941558,2.0801518,0.36998522,-0.41414726,-2.9971936,2.5378947
-1.1392425,-1.8692448,-0.9595149,-1.952966,7.691721,1.8503771,8.592226,-16.033976,0.266359,1.6586608,0.44853264,0.10529277,-4.0841675,1.6310812
-2.225416,-0.58894914,-1.0917882,-1.9964254,5.252698,1.6833408,6.900396,-6.4141135,0.14213777,0.9015918,0.72987574,-5.726121,-15.604765,-1.3977695
-3.0888696,-0.9384817,-1.5588126,-2.3959584,3.8363795,1.8402121,6.81003,0.9759853,0.16553211,0.5845149,-1.8341478,2.1245155,-7.4959583,-4.803585
-1.0278648,-3.6303394,-0.8742736,-1.5053188,3.5558124,0.20554212,8.233664,0.03735888,0.403986,-1.9663367,-0.5081601,0.33867425,-3.234926,-1.1097602
-3.5316677,-3.6192672,-2.7786183,-1.7267171,3.400511,0.30929747,7.9312677,0.2712193,1.1037273,-0.7505935,-1.1015565,-0.39915586,-2.785299,-3.1847637
-1.2197359,-4.482227,-0.6667582,-1.2266881,4.2721844,-0.39167556,7.8794208,-1.1430798,0.05952401,-0.8577125,-1.0115603,0.6152555,-1.8908789,-0.25433296
-3.7575016,-5.2235575,-1.9098806,-1.7787931,4.436409,0.58422744,7.888213,-1.782609,0.41484478,0.52905387,-0.6209314,-0.32640943,-1.9846427,-0.29876256
-1.3283322,-5.9602585,0.038735908,-1.1506177,4.489991,-0.32301754,6.932634,-2.193012,-0.27715045,1.0708699,-0.6452328,0.38527802,-1.1224952,0.68027264
-2.1341746,-7.320702,-0.059262592,-1.2221433,4.445607,0.7749929,6.608012,-3.053977,-0.30507013,0.6749196,0.82144165,-0.06254706,-1.3175747,0.3513164
-1.1421704,-7.7103796,0.49022415,-1.2002455,4.321472,-0.30651218,5.318135,-3.0797834,-0.20864208,0.9689068,0.48510334,1.0471424,-1.0247303,1.1992824
-1.1736413,-8.091096,0.22347346,-0.7603948,4.8052187,-0.15875362,4.139336,-4.0750585,-0.39426452,0.6291213,0.9520174,0.6825279,-0.763762,0.88931084
-0.7957894,-8.042127,0.023216464,-0.5249951,5.2465343,-0.49976766,2.8410482,-4.8758903,-0.5634031,-0.1249532,1.1384668,1.4031639,-0.21539363,1.801367
-0.43727705,-6.9571767,-0.2168671,0.34521264,4.5302997,0.068354726,0.8076669,-3.9574742,-0.49002415,-1.0230395,0.77238286,-0.13991928,2.1791122,1.350433
-0.5977589,-5.4420567,0.072293885,1.1783653,4.1999483,0.96015286,-1.2372,-3.8446567,-0.3336482,-3.828805,0.17684895,-0.47463638,4.8179455,-0.97495
-0.7383613,-2.9939919,0.69628006,1.1608679,3.5773568,1.2037951,-3.286404,-2.4180605,0.42173854,-4.4674306,-1.6584797,-1.2773226,7.956511,-0.7202515
0.78916657,-1.19038,1.5088952,1.1331558,2.196096,0.2971007,-5.2935195,-1.3151963,0.3225586,-4.0566916,-2.0039728,-0.84361595,10.966174,0.19759287
2.7960634,2.1786535,0.19391337,1.7936368,-0.08103031,-0.7848316,-8.2042675,2.0214221,-0.19465612,-3.726671,0.18344502,-0.5718615,13.305477,2.1427317
2.6896515,2.67048,0.32883134,0.36290404,-1.5616267,-0.0062795505,-9.228067,4.487407,-0.5246968,-4.1307535,2.6401472,-1.7040869,15.442568,3.2411056
1.716179,3.192488,0.40929052,-0.44207418,-3.2019851,-0.56971127,-10.369167,7.622596,0.015517319,-1.1077229,0.97612786,-1.2416624,4.9524956,1.1014644
1.9904703,4.0296702,1.956218,-0.56700194,-2.8938384,-0.25466558,-10.830744,7.855172,-0.47083083,-3.5719593,1.0850178,-0.85226554,4.3952775,1.2718055
1.689424,4.6513095,1.1133354,-0.7714101,-3.2092614,-0.6958246,-11.991362,8.790057,0.20376995,-3.19857,-0.42735067,-0.29397547,1.9852403,-0.13150011
1.0472734,5.1862364,0.7853479,-0.8668774,-2.8465369,-0.8391859,-12.657968,8.364494,0.7111508,-5.2099953,-2.4395766,0.54742575,2.4558496,-1.2427394
1.6445965,6.7441783,-0.54242873,-0.26153234,-3.9476388,-0.07627257,-16.035627,10.390596,1.1431383,-5.8350863,-3.9683638,1.5678775,3.940866,-2.5728724
2.4370415,4.8211355,-1.0077307,0.73231345,-0.43945837,0.033275813,-12.597271,5.3410945,0.9232425,-5.9761553,-2.1775842,1.2298938,4.990234,-1.73733
3.356362,3.1551435,-0.4412046,2.8056307,-1.6713872,2.2920494,1.048539,7.0290074,0.043493748,-8.470144,-0.10407263,0.3594283,8.317787,-0.3893339
2.6711242,4.674656,-0.79781544,3.1868289,-4.9794593,1.9436619,-2.5017552,11.021718,-0.09071326,-0.47503603,4.730636,0.79155034,-0.12335796,-0.20806086
0.5846078,4.287077,-0.87099785,0.00801459,-3.5089986,-0.3273173,0.19361827,8.938862,-1.5155897,-2.0072,4.353994,-0.1403519,-1.4321076,0.7735193
1.5122844,4.8102474,-1.520006,1.7431247,-4.3801265,2.8680224,-1.9919631,9.224186,-0.15904047,-1.6475859,2.6718733,-1.0150423,-3.5376337,1.0175071
1.2877256,4.5003963,-0.41368967,2.2465973,-4.831504,1.136587,-1.6015886,8.730292,0.056096733,-1.8300524,0.734954,0.3465124,-4.4282436,-0.51737493
1.3285943,4.2819424,-0.123338,2.5355833,-6.3988953,1.3394809,-2.8002267,8.244338,0.09850019,-1.282013,0.3751552,1.1142799,-2.1741343,-1.0524169
0.29482555,4.19395,-0.7653542,1.7354186,-7.3682456,1.0089165,-3.3304842,7.314583,1.0452651,-1.0173885,0.9907301,1.183538,-1.6783392,-1.3186961
-0.23445326,4.9277363,-0.64271057,1.7350792,-7.7113943,1.1878405,-4.2416563,6.012388,-0.2518559,-0.25236487,0.13653761,0.6282482,-1.8993925,-0.8532131
-0.1345347,5.50023,-0.5809039,1.9942188,-8.255986,0.9536725,-5.19439,5.121208,-0.16559286,-0.039271623,-0.119941704,0.69438714,-3.2428977,-0.8626003
-0.011051873,5.4560695,0.20830753,1.5841715,-8.52683,0.6748749,-5.319211,3.8978288,0.6307926,-0.035926033,-1.0393189,0.37180176,-3.9585474,-0.3921216
0.09252644,4.6317134,-0.039100837,0.92230743,-7.9481854,0.43056557,-4.3776584,1.8364263,-0.1553636,2.1075606,-0.8379939,-0.16068986,-3.6674263,0.10431197
0.06823098,3.438012,-0.7407769,0.49844825,-6.178013,-0.11453144,-2.3817422,-0.70079315,-0.083848566,4.6884375,-0.7013097,-0.4392241,-2.24137,0.7902911
0.007825166,2.086098,-1.4713383,0.026432633,-4.185493,-0.77186036,0.36006713,-2.8786104,0.12248886,7.583396,-1.2689177,-0.39263022,-1.3327779,2.1040335
-0.021035433,0.74079823,-2.0242028,-1.1798247,-2.5069895,-1.0499592,0.4710948,-4.8359613,-0.09161875,10.394969,-0.24464881,-0.11246079,-2.0457172,2.2383914
-1.1892592,-1.6360741,-1.2687206,-3.5222096,1.0423027,-0.38278198,3.8424344,-7.652918,-0.7364929,12.276827,-1.1059002,0.28263828,-4.982038,0.019463332
-2.8581367,-2.4143846,1.3197862,-5.0070286,3.5988228,0.6260316,5.7026796,-9.350122,-0.9414041,16.02453,-1.2506568,-0.024513757,-7.096953,-1.9354334
1.3951602,-3.329768,2.2064748,-1.8331227,4.3316,-0.053416044,9.319459,-10.169755,-1.1281894,9.0948715,1.2318892,0.42926002,-4.5339823,-1.4565405
0.59892315,-0.2372242,2.2481766,-0.926048,3.7279105,0.20995745,4.6271873,-8.744506,-1.2312418,0.5757043,1.2152616,0.18622962,-2.6318731,-0.20007461
1.0886683,-1.34268,-0.63906723,-1.0424606,5.1885996,-1.5178045,7.2969003,-10.317633,0.23378733,1.6536849,0.35024348,-0.4332818,-1.0702721,1.3920989
0.2115514,-1.4485006,-0.40234575,-1.7266254,5.8792953,0.0499311,7.659634,-11.5562935,0.15132271,3.3260808,0.41718975,-0.462213,-3.1677797,2.44837
-0.767962,-2.2540033,-0.84338087,-2.1286387,6.9256134,0.9129882,9.234731,-13.7577915,0.28770384,1.3634186,0.12194786,-0.25507542,-2.992875,2.0332298
-1.390118,-2.5612483,-0.95183086,-2.6771557,7.541341,1.7406667,9.602385,-15.830336,0.21568923,1.0543761,0.09711374,0.4122111,-3.380479,1.3359463
-2.0586562,-0.8863488,-1.2358595,-2.4139175,4.891674,1.3653989,7.22655,-4.726107,0.21135047,0.8813997,0.61637634,-5.4237385,-25.610785,-1.9519087
-2.4278104,-1.4347702,-1.0638162,-1.2324879,4.851804,2.1103222,7.8762403,-1.2421784,-0.031616885,-0.8258158,-1.6115885,1.8288707,-3.878171,-4.95535
-1.4584286,-4.2455816,-1.4764632,-1.8569634,4.025573,-0.3176217,9.195825,-0.8257091,0.60644007,-3.1857994,-0.86753905,0.63099635,-2.8781846,-0.34832656
-2.9383874,-4.2041526,-2.8888886,-1.6473317,3.6874428,0.33804786,8.442771,-0.39698583,1.163979,-0.16457924,-1.1529781,0.21289995,-2.7532825,-3.2079842
-1.4487891,-5.0191383,-0.87290233,-1.1448374,4.7317677,-0.44230145,8.400478,-1.9816794,0.27631584,-1.4326164,-1.0016975,0.23710315,-1.4552284,-0.22477365
-3.0620751,-6.1941757,-1.5357772,-1.3035414,5.2472525,0.60792434,8.273415,-3.3466017,0.31564838,0.13360313,-0.48997515,-0.28369263,-1.0281359,-0.36159477
-1.391168,-7.2589984,-0.053482596,-1.0978069,5.2164145,-0.38865364,7.323248,-4.0441947,-0.35486048,0.5433768,-0.00598704,0.26183861,-0.25850862,0.70509785
-1.9503974,-8.313701,0.24197838,-0.94968563,5.401844,0.8031526,6.5598307,-4.813639,-0.3490963,0.7124417,1.0295031,-0.15262073,-0.29920435,0.43668693
-1.3074863,-8.803865,0.72700846,-1.0775557,5.626068,-0.57716894,5.22225,-5.413334,-0.22610107,1.0142692,0.80300176,0.55087614,0.19112891,1.6506104
-1.3876289,-8.728305,0.16909237,-0.22943664,5.6611395,0.55276144,3.6998818,-5.782923,-0.56402194,0.23416404,1.1868325,1.5871277,-0.15556869,3.0781775
-0.73175,-7.602352,-0.104871355,0.40727735,4.528842,0.1447236,1.468769,-3.949484,-0.5259692,-1.3453628,1.0591633,0.15012687,2.0008116,1.1194388
-0.70057786,-5.770347,0.39841723,1.2739512,3.8317482,0.90647525,-0.89996016,-3.0555513,-0.4104515,-3.6268969,0.34706336,-0.28896004,4.600327,-0.3133749
-0.7033829,-3.2017612,0.78259295,1.35438,3.1568606,1.0725948,-3.0887985,-1.5724804,0.30732608,-4.4108953,-1.504382,-1.1577103,7.726856,-0.9297229
0.70504636,-1.3401921,1.6383944,1.3008664,1.6082277,0.113996744,-5.1114674,-0.17060578,0.3694514,-3.9693677,-2.0241687,-0.77112997,10.4157715,0.27627414
2.8795905,1.8980795,0.07034777,2.0542707,-0.38832653,-0.80605483,-7.8743343,2.5116103,-0.22853251,-3.4026353,0.14692466,-0.66258496,13.266662,2.2422967
2.5222101,2.0359325,0.040062755,0.53099513,-1.4157149,-0.20324598,-8.513863,4.0789466,-0.46459618,-3.957528,2.7816978,-1.5427319,15.496317,3.2493258
1.5997639,2.5238814,0.21170436,-0.40524322,-2.7458942,-0.8195047,-9.409559,6.8438125,0.0010524848,-1.008687,0.8693101,-1.1270555,5.1236763,0.96953976
2.0900083,3.48142,1.7521465,-0.4150564,-2.777766,-0.19828343,-10.005599,7.6064878,-0.5113952,-3.3402216,1.3291569,-0.8390895,4.813175,1.3474443
1.8285638,4.194215,1.0795146,-0.78301024,-3.114246,-0.74105704,-11.093846,8.798145,0.094418585,-2.4887447,0.09979094,-0.45975107,1.6136338,0.00012814533
1.3223803,4.5508323,1.1558666,-0.9152387,-2.6745648,-0.9027431,-11.447357,8.187911,0.39502048,-4.3269105,-1.5218868,0.29233545,1.6421375,-0.8204845
1.3736227,5.867298,0.09382902,-0.6390948,-4.060564,-0.36573386,-14.253776,10.396134,0.78490806,-5.3409767,-3.2832873,1.1460079,2.76788,-2.1844287
2.1123846,6.4930835,-1.1871921,0.17079751,-3.0243914,0.044667363,-15.55238,9.406194,1.1307826,-5.5044646,-3.4505963,1.5693876,3.3004246,-2.546012
2.5870955,4.263936,-0.30088782,1.4218966,1.6862555,-0.20338261,-1.523803,4.885132,0.5425296,-19.142643,2.191398,0.6374314,5.8560076,-0.38336974
4.3225737,2.836551,0.33106804,4.1814575,-3.971606,2.1814375,-0.8193221,9.37755,0.6073415,-3.7812817,-1.8541745,0.700867,-0.07706404,-0.87127316
1.5538787,4.0199933,-0.9706789,0.82667685,-4.3739786,1.4051816,-1.5464718,8.8325815,-1.2122909,-1.2017293,3.7098806,0.37724862,0.0010355418,-0.1613262
0.654336,4.239344,-2.21246,1.1442537,-3.987958,1.854309,-0.95799613,8.280401,0.24699,-2.5167289,3.715334,-0.37049535,-3.8226743,0.66362035
1.0481333,3.9049656,-0.88790977,1.5568528,-4.4684553,1.2476478,-1.0012976,7.9508896,0.7986349,-2.1526132,1.5551305,0.02142753,-4.437765,0.116540246
1.6879251,4.500432,-0.24351303,2.5634677,-5.5400248,1.4603196,-2.7931015,7.774917,-4.9173832e-05,-1.3502759,0.6797649,0.86619353,-2.8739312,-0.8033364
0.2950158,4.380298,-0.78509367,1.2894039,-6.5938663,0.9383249,-3.1795945,6.8769608,0.8886257,-0.91453743,1.164355,0.88574415,-1.6416037,-1.2527328
-0.28334355,5.1458783,-1.0147097,1.6038176,-7.3794575,1.4829999,-4.534893,5.815044,-0.060018837,0.03625992,0.40741497,0.55890375,-1.8117894,-0.83152974
-0.12314556,5.228146,-0.9385258,1.7286704,-7.911787,0.9432421,-4.8560677,5.0562997,-0.3714214,-0.16588257,-0.09340104,0.73203146,-3.0985441,-0.6673884
-0.028399318,5.4077897,-0.10972857,1.6216995,-7.997524,0.8199528,-4.980225,3.9407465,0.9666035,-0.36308736,-0.6737284,0.6297155,-3.8042629,-0.629852
0.08042648,4.809946,0.00015053898,1.2030076,-7.976421,0.57440186,-4.5983386,2.3208435,-0.062028527,1.0784163,-0.76235485,-0.013878645,-3.823468,0.14218934
0.0963045,3.9336996,-0.33294404,0.58164495,-6.4339,-0.022673216,-3.0829387,-0.1849269,-0.011019722,3.3128595,-0.49446034,-0.27658147,-2.9630606,0.28972882
-0.0024187341,2.6199977,-1.0636666,0.22322959,-4.815181,-0.3311396,-1.3033364,-2.5675662,-0.2958691,6.461878,-1.0138516,-0.5031647,-2.0045533,1.3977268
-0.013734119,1.1414135,-1.1784502,-0.57423604,-2.792443,-0.6839089,0.15047342,-4.767767,-0.25242513,8.75017,-1.0758617,-0.20643307,-1.7795289,2.3124628
-0.03080551,-0.070356175,-1.0683848,-1.9700658,-0.7533375,-0.9172151,1.3314929,-6.768138,-0.26084605,11.718275,-1.2751637,0.14924869,-3.242895,1.0524975
-1.479431,-2.1340525,0.387978,-4.1466174,3.182803,-0.93816,5.3934784,-9.664209,0.13283515,13.803751,-1.4256215,0.28416464,-6.026883,-1.272633
1.2116699,-1.8971723,2.184177,-2.30341,3.576314,-0.5619093,6.080236,-10.036043,-1.0979857,13.735523,0.49535787,0.031725954,-5.6757584,-1.1774982
-0.07686117,-0.9535271,1.8819362,-1.0544919,3.906779,0.24249,4.966558,-9.929044,-1.0872955,2.5541382,1.7295111,0.46415278,-3.8296106,-0.9600358
0.027483024,-1.1163769,-0.01426811,-1.2648052,5.474064,-1.3720317,6.6115475,-11.283573,-0.10742066,2.3872542,0.5619166,-0.35552827,-0.98264444,1.66972
0.03132724,-1.2857896,-0.502179,-1.4522834,6.3127937,-0.37015355,7.390685,-12.618046,-0.18424834,2.9166667,0.8325875,-0.6089896,-2.7818973,2.919318
0.026467897,-2.0391476,-1.038846,-1.7593596,7.046698,0.6558562,8.753018,-14.751318,0.038534235,1.6026653,0.4901564,-0.22674805,-3.117554,2.2586737
-0.7352448,-1.5840073,-0.9711718,-2.084518,7.243662,1.9850186,8.009356,-15.791009,0.2119259,1.0467236,0.58170354,0.4300519,-4.384629,1.0912982
-2.0355577,-0.12113178,-1.4185132,-2.5167084,3.9072704,1.3278613,5.896277,-1.635998,0.2676237,0.011409206,0.659114,-1.6241567,-8.972056,-2.7059984
-3.447003,-2.3487065,-1.9096942,-2.0143046,5.106416,2.1657047,9.391329,-0.48486233,0.7132416,-0.46376595,-1.3638711,1.3670973,-3.9260333,-2.5435505
-0.4417515,-3.6542559,-0.8336857,-1.2433876,3.2544084,0.3837892,8.924601,0.62662363,-0.19515279,-1.9854642,-0.64435565,0.9400249,-3.5000148,-2.794612
-4.020764,-4.8233504,-3.7704906,-2.7292209,4.485727,-0.5529062,10.170157,-1.8174294,1.4535905,-1.833975,-1.5577128,0.052717432,-2.155993,-2.755275
-0.8708669,-5.0774946,-0.5020191,-1.357214,4.9364676,-0.13665228,9.358748,-2.075354,-0.17249686,0.4277243,-0.9493987,0.4587738,-0.92385805,-0.7880116
-3.6585205,-6.834547,-2.0361726,-1.813804,4.917774,0.5695324,9.729817,-3.201098,0.47282997,-0.32716626,-0.2501991,-0.16638032,-1.3907564,-0.12506169
-1.2290691,-7.608631,-0.21835758,-1.3521218,5.096881,-0.41796714,8.385809,-3.9263284,-0.21437174,0.84552044,-0.8284084,0.33851194,-0.030770123,0.81179035
-1.8603033,-8.758942,0.06961467,-1.2152109,5.579312,0.6275065,7.6266255,-5.2141223,-0.4870671,0.36099893,1.0577098,-0.14273994,0.03509195,0.71028227
-1.4359767,-9.239962,0.6377826,-1.362529,5.923118,-0.43221617,6.224129,-5.881775,-0.1843886,0.7368673,0.69231224,1.0958536,0.14770445,1.5601534
-1.5432982,-9.141733,0.5555334,-0.50855196,5.71158,-0.013830438,4.479297,-6.050636,-0.5269483,0.30241573,1.202658,0.46989453,0.96924925,1.982424
-0.99149686,-7.701223,0.5190396,0.568638,4.8532467,0.5802594,2.0111833,-4.370333,-0.681597,-1.5512776,1.1417878,0.06097436,2.2743402,0.8524904
-0.96435654,-6.086969,0.29600522,1.3551545,4.276766,1.2698017,-0.34156805,-3.8838122,-0.17693676,-4.3931293,0.021169549,-0.28158918,4.9522476,-0.2065734
-0.9198761,-3.2276537,1.0099444,1.1343935,2.3461304,1.197463,-2.782762,0.50083756,0.37559536,-4.3235903,-1.8906002,0.10695279,7.3069735,-1.3426259
0.79593587,-1.3233505,1.8565168,1.780987,1.3538102,0.31768984,-4.855097,0.5911665,0.51473427,-3.633303,-2.524933,-0.61340094,10.563625,-0.023506656
3.1518345,1.9105346,-0.76855135,2.54154,-1.3952591,-0.50070107,-7.970895,4.082635,-0.14027348,-3.1630528,-0.12144907,-0.25338203,12.85247,2.2944133
2.484153,2.1802666,-0.44053316,0.5118731,-2.0331662,-0.22309172,-8.450049,5.4508543,-0.3299398,-4.433091,2.931635,-1.5634943,15.783657,3.4824185
1.4579171,2.211595,-0.12519966,-0.52920705,-2.9526925,-1.2786963,-9.005594,7.265407,-0.07605432,-0.61168283,0.95233697,-1.0386857,4.762599,0.93150926
2.1197436,3.0929725,1.6090882,-0.35381314,-2.7559526,-0.23518652,-9.402835,7.5631995,-0.71663487,-3.2974818,2.0059025,-1.0661771,4.9744916,1.4503423
1.971892,3.895523,1.0547433,-0.7133117,-3.4281785,-0.7830366,-10.681752,9.228879,0.07100268,-2.030029,0.7693765,-0.58264637,1.3273263,0.13764265
1.5071442,4.356644,1.4175564,-1.0114379,-3.0257645,-1.095943,-11.060222,8.785216,0.21518983,-3.7293177,-0.81133574,0.08194259,0.97536236,-0.55596906
1.370481,5.357284,0.606541,-0.88432336,-4.0423737,-0.4843291,-13.224196,10.229323,0.5295796,-4.6930356,-2.697149,0.6372218,1.7683637,-1.7603116
2.1118467,7.154351,-0.93261385,-0.14350408,-4.5146084,0.09720961,-16.70776,11.496957,1.0958402,-4.748795,-3.8570337,1.4336123,2.2073014,-2.683569
2.8065267,4.916051,-0.7306204,1.1731266,-0.7819463,0.080937915,-12.085705,6.8947663,0.29474348,-4.6717176,-1.5627246,0.7138179,4.0360594,-1.0795184
3.035861,3.7253804,-0.49695057,2.9200053,-2.268085,1.7349482,0.6153505,7.7014456,1.0300484,-7.6181927,-0.07401234,0.28135514,7.902248,0.4741672
2.1644213,4.810383,-2.805995,2.334622,-4.589941,2.1954591,-2.744103,9.068017,0.7054402,-0.97828424,2.998108,0.22937074,0.8499516,0.08287438
0.23543657,3.2276583,-1.1419313,0.57004744,-3.8204403,0.946109,1.1048282,7.5204196,-1.4205505,-3.1645854,3.9845188,-0.10072715,-3.7582972,0.39775285
0.64046943,3.35912,-1.0579678,1.4539195,-4.566601,1.9668767,-0.14959033,7.355543,0.62828374,-2.7814357,1.9607805,-0.11250387,-4.061915,-0.09359074
1.1825052,3.3726716,0.13997051,2.2949364,-5.3062954,1.1921732,-0.73951876,7.002025,0.5330516,-2.2811587,0.3037985,0.9547717,-3.2205665,-0.85716623
0.98052996,3.727227,-0.13851745,2.1353865,-6.515123,1.0324936,-2.28732,6.4230337,0.29059774,-1.8179259,0.74546397,1.1584464,-1.3633952,-1.4601194
-0.21095526,4.103209,-0.56154805,1.5638669,-7.047871,1.0210967,-2.791812,5.1657333,0.25907212,-0.98192453,0.6646868,0.94714636,-0.84116197,-1.2802591
-0.21653375,4.6850667,-0.5708724,1.4704216,-7.381313,0.86260635,-3.5482163,4.2702174,-0.12206331,-0.692441,0.042542875,0.75824326,-2.0887663,-0.64116025
-0.115013316,5.2948346,-0.4723015,1.5739119,-7.70151,1.0237893,-4.3699007,3.3984995,0.09314871,-0.5671995,-0.21112333,0.45383137,-2.8699467,-0.6432299
0.051797453,5.339606,-0.16293262,1.3492785,-8.0335865,0.79154325,-4.8984427,2.2245398,0.1952287,0.10478121,-0.7139954,-0.08471017,-3.3251507,-0.103889406
0.06351749,4.6182094,-0.33738205,0.6391839,-6.801839,0.30413944,-3.7036226,0.02476123,-0.32450077,2.3646808,-0.66891295,-0.25206363,-3.0559707,0.17108469
