right_hip_x_vel,right_hip_y_vel,right_hip_z_vel,left_hip_x_vel,left_hip_y_vel,left_hip_z_vel,right_knee_vel,left_knee_vel,right_ankle_x_vel,right_ankle_y_vel,right_ankle_z_vel,left_ankle_x_vel,left_ankle_y_vel,left_ankle_z_vel
-0.11195861,-1.1686045,1.6317046,-1.6667998,4.794304,0.03799817,6.649003,-10.622696,-0.6315916,2.5406773,0.984534,-0.09945712,-1.9857392,0.80175114
0.63192266,-1.7821667,-0.45382392,-1.3369029,5.708489,-0.8252726,8.042927,-12.0114975,0.32483366,1.318789,0.5828285,-0.6654421,-1.858647,2.1778142
-0.5331801,-2.1421885,-1.0252577,-1.8158933,6.984456,0.32391354,9.038164,-14.120712,0.11303521,2.3506632,0.19549096,-0.46481827,-3.2338264,2.3442109
-1.5532463,-2.3133478,-0.9844421,-2.3063478,7.7095003,1.6386031,9.358823,-16.19034,0.35151145,1.8475018,0.1488521,0.082951576,-3.6435707,1.7726427
-1.9178617,-1.0428597,-0.9108867,-2.829522,3.9972658,0.6000482,7.264378,-4.3782935,0.07416073,1.3229444,0.81823575,1.548739,7.768441,-0.3515294
-4.2318044,-2.0476015,-2.1589675,-3.3522506,2.3555613,1.6295207,7.5513673,2.8860013,0.7966614,-0.5194589,-1.1016556,0.32790345,-7.641718,-1.5874553
-0.27162382,-3.5494218,-0.86861765,-0.63900506,3.2232702,2.1473525,7.8999567,0.6847652,0.022848576,-0.6206759,-1.0233415,0.25000036,-3.1817904,-2.438978
-3.7145581,-4.1315265,-2.5012996,-2.3905506,3.5257192,-0.93617725,8.245834,-0.12239015,1.2185706,-1.3955779,-1.2875835,2.3445055,-3.1084714,-1.6023488
-2.0227897,-4.3795743,-1.2616841,-1.7707641,3.8020692,-0.21618095,7.417687,-0.42274773,-0.30439,1.6680342,-1.0767857,1.4782327,-2.5172372,-0.9517291
-2.9651618,-5.308337,-1.0105519,-1.71649,3.91303,0.22556517,7.2743597,-1.051517,0.061553575,0.62004495,-0.47007746,0.5050373,-2.2426703,-0.08714637
-1.7188905,-6.102639,0.39315873,-1.3456675,4.1757126,-0.086902685,6.470179,-1.8555342,-0.24361888,1.0674003,-0.3915434,0.7210911,-1.6904359,0.57440716
-1.5880274,-6.858144,0.6123019,-0.9777911,4.188604,0.4986124,5.6298175,-2.3357413,-0.35586256,0.9918059,0.817165,0.49861184,-1.5273759,0.17996682
-1.1104491,-7.363349,0.54845095,-0.74679583,4.5010943,-0.07411445,4.5134,-2.9735527,-0.19113252,0.674339,0.7974368,0.58300185,-1.1990303,0.78620297
-0.9488983,-7.7990956,-0.038646977,-0.62408996,4.9589515,-0.28127125,3.3855095,-3.9546664,-0.4187795,0.31054518,1.0347464,0.72768766,-0.81458414,1.0989182
-0.5709814,-7.7946844,-0.49423409,-0.366394,5.288782,-0.44037718,2.0573144,-4.6736016,-0.45277768,-0.08929638,0.8678746,1.7472992,-0.5056124,1.1210066
-0.5047408,-6.782751,-0.50973004,0.23247704,4.5082417,-0.23290272,0.18603447,-3.5765545,-0.42566884,-0.81511384,0.55931425,0.24696016,1.8564405,1.1405876
-0.3177044,-5.028165,0.07488229,1.3224273,3.7224562,0.9916593,-1.9803426,-2.6944215,-0.24137338,-3.6680932,0.14419138,-0.5498395,4.7487125,-0.9187649
-0.47743988,-2.4403758,0.91435707,1.4797708,3.1001256,1.4377517,-3.9918177,-1.2158903,0.56964743,-4.886859,-1.6979209,-1.2542962,7.716211,-0.93274015
0.89156824,-0.55146146,1.8507104,1.4284585,1.5178317,0.30465758,-6.0567536,0.17792648,0.3695324,-4.0791173,-2.0058358,-0.6687825,10.783287,0.014175534
3.0876272,2.6513748,0.30634856,1.9767125,-0.5251247,-0.880717,-8.867823,3.2387629,-0.13691437,-3.7933364,0.071724616,-0.5563011,13.198795,2.3503754
3.0125663,3.358852,-0.01679524,0.37840566,-2.6745708,0.5348729,-10.354658,6.7907505,-0.4687036,-3.9896057,2.517282,-1.959889,14.933874,3.2607996
1.7823762,3.856557,0.58527654,-0.41725057,-4.3842854,-0.52054876,-11.512161,9.733197,-0.043805618,-0.83376944,0.9382121,-1.0951583,3.9875267,0.92121756
1.9735713,4.794523,2.3651512,-0.5107562,-3.5786166,-0.36823583,-11.842873,9.265758,-0.5099264,-3.9814057,1.0469575,-0.7796979,3.4605212,1.1199971
1.5261903,4.70887,1.3733737,-0.8819762,-3.7090642,-1.012976,-12.645776,9.133818,0.20008726,-3.580579,-0.5271454,-0.38555515,1.4856225,-0.04798232
0.8868569,5.7666097,0.7002641,-0.94063115,-3.504514,-0.9492326,-13.982988,9.180865,0.7790717,-5.095141,-2.8107228,0.4432308,2.2928188,-1.4357821
1.3292089,7.1595783,-1.075286,-0.31107992,-3.3939078,-0.21313831,-16.619272,9.635058,1.1505561,-5.6436152,-4.392613,1.2602965,3.259643,-2.7970986
2.07386,4.5152216,-1.0580846,0.79342693,0.7478473,0.044731736,-10.966167,4.7720604,0.56153476,-5.8096523,-1.6405054,0.69005775,4.680226,-1.4361993
3.702482,3.2591326,-0.95379,2.7265031,-1.0387405,1.7630696,1.784169,6.2204785,-0.28613567,-8.514511,0.8234926,0.43865097,8.272772,0.05367007
2.0257146,4.9950294,-2.4561868,2.4403942,-3.8106117,2.3469102,-2.839436,8.39037,2.5363927,-2.297161,6.6777935,-0.21022198,0.17325294,0.6545514
1.0969716,2.5463693,-0.1744839,1.3444967,-3.2261086,0.5858497,1.6090736,6.884123,-1.9558758,-4.3242793,5.9348736,-0.43018863,-2.2607331,0.8865865
1.0104858,3.2439165,-1.3204582,1.1165788,-3.3410308,2.002709,0.5470364,6.601849,-0.24319136,-3.1365333,2.2070973,-0.5898341,-2.7037868,0.3207345
1.0492157,2.8000815,0.31825897,1.8957736,-3.9783676,1.718203,0.74291325,6.345272,1.2192907,-2.9609106,0.42251232,0.5768734,-3.4783564,-0.70933
1.1604943,2.9632132,0.30512422,2.291163,-5.335826,1.4219611,-0.6662286,6.0413017,0.6114599,-2.5890136,0.07807335,0.82665485,-1.2076946,-0.90124583
2.0345306,3.1040943,-0.26694575,3.1037173,-6.228456,0.25453132,-1.7617722,5.8338265,0.53633213,-1.6544096,0.15037806,1.2179121,-0.6478672,-1.4788587
-0.0204418,3.836469,-0.4482943,1.7334542,-6.455716,1.1475735,-2.5075438,4.383818,0.528059,-1.5368335,0.8729909,1.1412711,0.155268,-1.5928297
-0.33981135,4.486897,-0.14489703,1.0432458,-6.655038,0.63447016,-3.2913048,3.4169545,-0.1774261,-0.6064662,-0.39442396,0.5710628,-1.3745133,-0.58372355
-0.07048704,5.236991,-0.6069069,1.3785979,-7.2226114,0.78493947,-4.5675774,2.8773856,-0.02497027,-0.57361174,-0.29310524,0.5478225,-2.9066215,-0.73593
-0.0661615,5.486365,-0.051517215,0.989928,-7.424555,0.7258201,-5.285382,1.8364058,0.8646891,-0.28049952,-1.1163476,0.08417676,-3.5402582,-0.38327962
0.104871556,4.5336566,-0.25582024,0.44054872,-6.5253477,0.24891569,-3.9754713,-0.11236215,-0.26103276,2.1253796,-0.8197976,-0.18768471,-3.2586336,0.16610532
0.057414465,3.2857237,-0.6360702,-0.025008813,-4.6078963,-0.36534876,-2.0960567,-2.6102428,-0.28220508,5.0854864,-0.24963678,-0.35216928,-2.0146797,0.89490855
0.0013062358,2.1784794,-0.6270886,-0.7301258,-3.3616319,-0.5610917,-1.3195472,-4.635001,-0.601042,7.989782,-0.5449375,-0.39015195,-1.5098816,2.0830548
-0.0041610533,0.8543844,-0.5366186,-1.604343,-1.5995778,-0.44138852,-0.7261108,-6.639306,-0.24853534,10.896368,-1.5224544,-0.073089115,-2.649359,1.4760588
0.04402904,-1.6528486,-0.022900674,-3.383783,2.2269537,-1.1963308,4.0112734,-9.692415,0.4250849,14.010843,-2.135706,0.44215518,-4.774388,-0.77777845
-0.04578427,-0.82272583,1.9123186,-3.0351448,3.4104798,-1.3039973,3.5787807,-10.104329,-0.013229895,15.959649,0.11557915,0.17197555,-6.36936,-1.2667793
-0.01601855,-1.8827733,1.1585745,-1.6602166,5.0053163,-0.3936981,6.8592596,-11.664079,-0.4787407,6.5802217,1.8372638,0.51152974,-3.9563115,-0.96717495
-0.027742758,-1.2176241,0.9399983,-1.458023,5.8477216,-0.7904203,6.769586,-12.383392,-0.5216347,3.2864778,1.2511377,-0.42550915,-1.5850255,1.9542255
0.041984778,-1.5952613,-0.5496795,-1.3587968,6.9610195,-0.4898789,8.141841,-14.069324,-0.39095905,1.8854296,0.9294175,-0.74310845,-2.4840343,2.9254782
0.018117903,-1.8582634,-1.0526029,-1.5955701,7.536882,0.8872005,8.63841,-15.960736,-0.11129522,1.8517503,0.522493,-0.21693647,-3.6311874,2.6023703
-0.37150544,-0.8536913,-1.1557553,-1.7117263,7.004332,2.0646124,6.7203555,-15.934175,0.2313554,1.408956,0.74606156,0.6322016,-4.570404,0.8283042
-2.0337305,0.7536191,-1.8321139,-1.6162751,4.551617,1.0785527,5.1075196,-2.1826832,0.27085337,0.2215661,0.4437437,-2.0186667,-9.58192,-4.08152
-3.30228,-2.673407,-1.6476667,-2.060439,5.3034506,2.5434222,9.872097,-1.1498635,0.50717896,-0.073725715,-1.7424097,0.77823395,-3.6755228,-0.8933337
-0.9625109,-3.5131853,-0.71389335,-1.0331142,3.3419623,0.65368474,8.980652,0.7414093,0.23798403,-0.9507026,-0.7721633,-0.13228296,-3.6944644,-3.7339532
-3.232111,-4.547632,-2.4966598,-2.1550276,4.3935747,0.00021894276,10.19644,-1.4869397,1.063371,-2.4808362,-1.0256834,0.20111442,-2.173079,-2.6595416
-1.3817238,-4.9036713,-1.1253766,-1.1474233,4.518675,-0.18791975,9.5211525,-1.7367464,0.19080256,-0.40631324,-0.95909566,0.26054102,-1.0515394,-0.52799815
-3.3864243,-5.875234,-2.2386005,-1.5624139,4.7082286,0.4322409,9.600234,-2.5506306,0.53243136,-0.3239639,-0.9131485,-0.3944527,-1.5369947,-0.343916
-1.4296949,-6.547806,-0.47035605,-1.0818642,4.8896437,-0.16719685,8.555395,-3.071725,-0.18245436,0.66020113,-0.6789081,0.35166538,-0.4942239,0.3600181
-2.112299,-8.028532,-0.4837462,-1.2313905,5.0116496,0.39266,8.114402,-4.2814097,-0.46191168,0.24791823,0.68564796,-0.2486018,-0.41794002,0.5703477
-1.2293359,-8.440791,0.32542217,-1.223149,5.1750197,-0.24618675,6.763982,-4.6218967,-0.3425875,0.7162879,0.51509875,0.6396731,-0.06365991,1.4070042
-1.3595175,-8.898054,0.55222076,-0.916033,5.3936276,-0.21745259,5.43985,-5.266821,-0.46905747,0.66304576,1.0431558,0.93067837,-0.048569065,0.9437721
-1.2337967,-8.488566,0.4459005,-0.4420794,5.308322,-0.42495862,3.7632709,-5.182615,-0.52527726,-0.06396542,1.1045942,0.44225204,0.82698816,1.7703208
