pelvis_x,pelvis_y,pelvis_z,right_thigh_x,right_thigh_y,right_thigh_z,left_thigh_x,left_thigh_y,left_thigh_z,right_shin_x,right_shin_y,right_shin_z,left_shin_x,left_shin_y,left_shin_z,right_foot_x,right_foot_y,right_foot_z,left_foot_x,left_foot_y,left_foot_z
10.226868,-0.15527321,0.8356804,10.222123,-0.23992789,0.83978814,10.231612,-0.07061855,0.8315727,10.381005,-0.22883385,0.4494875,10.107289,-0.099725306,0.42982963,10.3265915,-0.23304772,0.043267474,9.716698,-0.079359874,0.30728388
10.268377,-0.16025597,0.8380854,10.262582,-0.24441627,0.8475326,10.274174,-0.076095656,0.8286384,10.404466,-0.23153336,0.45079052,10.179369,-0.10504526,0.4189129,10.327037,-0.23205473,0.048300993,9.779744,-0.08534079,0.33000052
10.30786,-0.16032702,0.8398156,10.300578,-0.24416938,0.8509164,10.315143,-0.07648465,0.8287148,10.424529,-0.23618197,0.448085,10.254245,-0.114477016,0.4133247,10.327541,-0.23306109,0.049867924,9.849891,-0.08826751,0.35164467
10.347295,-0.16258775,0.8398798,10.337447,-0.24578957,0.8535289,10.3571415,-0.079385936,0.8262306,10.437605,-0.24209358,0.44407108,10.332033,-0.11699702,0.40711728,10.327507,-0.233688,0.049354702,9.924338,-0.093345486,0.37219572
10.38507,-0.16534364,0.8392231,10.373888,-0.24793242,0.8553433,10.396251,-0.082754865,0.8231029,10.450215,-0.24470145,0.44077778,10.411184,-0.11936715,0.40341553,10.327397,-0.23424467,0.0498816,10.002141,-0.096877664,0.39031819
10.421651,-0.16855265,0.8379004,10.409563,-0.25055873,0.856195,10.433739,-0.08654657,0.81960595,10.459163,-0.24622393,0.43759966,10.493414,-0.11667009,0.403394,10.327348,-0.23341832,0.049715787,10.083841,-0.10105432,0.4039265
10.457536,-0.17191553,0.8359415,10.445693,-0.2533808,0.85665256,10.469379,-0.09045026,0.8152305,10.464689,-0.24762303,0.4355743,10.578698,-0.11188192,0.4086706,10.327142,-0.2334087,0.049735006,10.168903,-0.105848536,0.41368505
10.494468,-0.17416039,0.8341376,10.482745,-0.25555488,0.85519314,10.506189,-0.09276593,0.8130822,10.468973,-0.24852042,0.43393108,10.666332,-0.10140404,0.42323563,10.326732,-0.23369406,0.049820583,10.25655,-0.10877005,0.4190458
10.532704,-0.17720938,0.83074886,10.52165,-0.25870755,0.851764,10.543759,-0.095711164,0.80973375,10.470657,-0.24892128,0.43342817,10.755271,-0.085543334,0.44523323,10.3265505,-0.23365271,0.05003081,10.346787,-0.1086523,0.42072195
10.572102,-0.18036494,0.8244922,10.562191,-0.26203513,0.84541005,10.582012,-0.09869473,0.8035744,10.471657,-0.24896817,0.43390822,10.841632,-0.06865896,0.4728232,10.326657,-0.23395348,0.05083753,10.437108,-0.10629616,0.4186229
10.612926,-0.1828202,0.81739795,10.604572,-0.2646543,0.8383548,10.621279,-0.10098606,0.79644114,10.476454,-0.24961233,0.43703166,10.920655,-0.05407725,0.5033973,10.327866,-0.2344142,0.055345986,10.523978,-0.10203268,0.41206825
10.655786,-0.18444915,0.8131611,10.648958,-0.26641288,0.8341644,10.662613,-0.10248544,0.79215777,10.489615,-0.25061232,0.44421443,10.989198,-0.04332254,0.53226763,10.332246,-0.23520134,0.06607324,10.604503,-0.09452992,0.40043157
10.700135,-0.18546288,0.813357,10.694793,-0.2675127,0.8344541,10.705477,-0.10341303,0.7922599,10.513127,-0.2518499,0.4543844,11.048106,-0.036558684,0.5559628,10.3384495,-0.23667598,0.0839102,10.678949,-0.08378567,0.38424855
10.745597,-0.18555883,0.818031,10.742357,-0.26778385,0.838872,10.7488365,-0.103333764,0.79719007,10.545166,-0.2519487,0.46662843,11.098969,-0.034484323,0.5727632,10.355329,-0.23663943,0.103695,10.748164,-0.07135982,0.36403173
10.791821,-0.18166435,0.82954043,10.790494,-0.2644326,0.84834075,10.793147,-0.09889606,0.81074005,10.591194,-0.25157803,0.47710598,11.139864,-0.040588524,0.57816947,10.381216,-0.23837267,0.12535612,10.808183,-0.05989345,0.33815265
10.839146,-0.17433105,0.8442254,10.838721,-0.257944,0.858871,10.839571,-0.09071806,0.82957983,10.647619,-0.24968654,0.48322096,11.172515,-0.051466685,0.5740234,10.414974,-0.2424642,0.1458526,10.861705,-0.051732,0.3068334
10.884526,-0.17427431,0.8567927,10.885681,-0.2577604,0.87210727,10.883371,-0.09078818,0.8414782,10.714974,-0.24458422,0.48689717,11.1985235,-0.055695757,0.56372184,10.453704,-0.23905332,0.17114326,10.9138975,-0.052616104,0.2688114
10.9327755,-0.17394583,0.8636688,10.935045,-0.2575432,0.878233,10.930506,-0.09034838,0.84910464,10.7731285,-0.23755716,0.48953718,11.227615,-0.056897186,0.551939,10.488492,-0.23756489,0.19462058,10.972273,-0.055798657,0.2313268
10.980113,-0.17352404,0.86743116,10.983733,-0.2570214,0.8822933,10.976494,-0.09002662,0.85256904,10.832782,-0.23295774,0.48943764,11.253788,-0.06145268,0.53635347,10.52581,-0.23572887,0.21786073,11.031619,-0.05432635,0.19199374
11.027769,-0.1724591,0.86861104,11.031813,-0.25607362,0.88268435,11.023726,-0.08884449,0.8545378,10.895907,-0.22638337,0.4847534,11.274216,-0.06552349,0.5162892,10.566423,-0.23219396,0.24103227,11.090529,-0.05724278,0.14997718
11.075113,-0.17043392,0.86651814,11.079021,-0.25436935,0.87857527,11.071206,-0.08649852,0.854461,10.962501,-0.21901016,0.4749995,11.287241,-0.06966627,0.49287248,10.610351,-0.22638926,0.26540512,11.150799,-0.0632852,0.10643211
11.123052,-0.16789114,0.86004835,11.126627,-0.2522062,0.869213,11.119477,-0.0835761,0.85088366,11.030905,-0.21099477,0.46075276,11.292239,-0.07349536,0.46649817,10.658246,-0.21875894,0.290287,11.213018,-0.07211967,0.064359576
11.173026,-0.16432635,0.8485871,11.1771965,-0.24893002,0.85412115,11.168856,-0.07972268,0.84305316,11.091207,-0.20386128,0.44390705,11.307968,-0.07576812,0.4451426,10.703161,-0.21344163,0.31229222,11.25252,-0.07909229,0.039054412
11.215797,-0.16227488,0.8470782,11.221451,-0.24697086,0.8477333,11.210144,-0.07757887,0.84642303,11.152445,-0.1965119,0.43494648,11.346604,-0.06994739,0.44764826,10.756031,-0.21259119,0.33203402,11.264361,-0.07893822,0.046215013
11.255777,-0.16107613,0.8459085,11.263832,-0.24554774,0.84357226,11.247722,-0.0766045,0.8482448,11.22338,-0.19057585,0.4275884,11.37149,-0.06771795,0.4453758,10.820713,-0.21255729,0.35431245,11.265137,-0.07850325,0.0496915
11.29577,-0.15884185,0.8432356,11.30588,-0.24293935,0.8376484,11.285661,-0.074744366,0.84882295,11.298153,-0.19142531,0.4193333,11.388509,-0.06456131,0.4401425,10.89118,-0.20835598,0.3737279,11.264323,-0.07854647,0.04978886
11.334303,-0.15859164,0.84109765,11.345444,-0.24240942,0.8335975,11.323161,-0.074773915,0.8485978,11.376454,-0.18918411,0.4165766,11.402772,-0.06402142,0.43477732,10.967745,-0.20625722,0.39091924,11.264299,-0.077369235,0.049237918
11.37139,-0.15680654,0.8396727,11.383073,-0.24023786,0.82925504,11.359708,-0.073375225,0.85009027,11.460928,-0.19352436,0.4176031,11.411764,-0.063711315,0.43188253,11.051337,-0.20097212,0.40443638,11.264425,-0.0782047,0.04968544
11.407943,-0.1568347,0.8379147,11.418975,-0.24011545,0.8257326,11.396911,-0.07355397,0.8500969,11.548702,-0.19627966,0.42704666,11.418047,-0.06615151,0.42914635,11.139031,-0.19677919,0.41425693,11.26421,-0.07825199,0.04943494
11.444451,-0.1558075,0.83501875,11.454037,-0.2389234,0.8206779,11.434866,-0.07269159,0.84935963,11.638991,-0.2051491,0.44338214,11.42202,-0.06754476,0.42804098,11.229945,-0.19377604,0.42003176,11.264073,-0.077905275,0.049968496
11.482345,-0.15458892,0.8298374,11.490172,-0.23760906,0.8139564,11.474518,-0.07156882,0.8457184,11.728989,-0.21687381,0.46720332,11.423989,-0.07052603,0.427213,11.322273,-0.19455503,0.42161706,11.26415,-0.07835387,0.04987584
11.5221815,-0.15371712,0.8226089,11.529368,-0.23660445,0.80576175,11.514994,-0.07082977,0.8394562,11.815928,-0.23158374,0.4966352,11.425293,-0.0717219,0.42756552,11.414737,-0.19892643,0.41935527,11.264726,-0.078202054,0.05051177
11.564366,-0.15458587,0.8152695,11.57156,-0.23748292,0.79847264,11.557173,-0.071688846,0.83206636,11.894774,-0.2439396,0.5279331,11.431356,-0.073174186,0.42973673,11.503153,-0.20588583,0.41313764,11.266449,-0.078342475,0.054540403
11.609294,-0.15610985,0.81109726,11.6168785,-0.23909661,0.79492754,11.601709,-0.07312306,0.827267,11.964277,-0.25399256,0.5566136,11.443688,-0.07487546,0.43646383,11.586005,-0.2179316,0.4029794,11.269575,-0.078877494,0.06543549
11.656816,-0.15792707,0.81160164,11.664849,-0.241061,0.79643536,11.648782,-0.074793145,0.8267679,12.024948,-0.26272705,0.5783523,11.463535,-0.07609185,0.44810855,11.663073,-0.2331205,0.38818705,11.277159,-0.07820936,0.08307087
11.705518,-0.16100968,0.8165099,11.712877,-0.24442805,0.8026175,11.698157,-0.07759129,0.8304023,12.077441,-0.26631847,0.5921066,11.492247,-0.07707498,0.46256912,11.734514,-0.25170752,0.3680969,11.29352,-0.07638337,0.10409888
11.755606,-0.16808183,0.8273636,11.76227,-0.25206554,0.81696576,11.74894,-0.084098116,0.8377614,12.120148,-0.26427498,0.5945345,11.534238,-0.07877505,0.47502792,11.797787,-0.26742905,0.3414194,11.319972,-0.07404561,0.12565534
11.804476,-0.17338629,0.8390573,11.809533,-0.2577191,0.83079934,11.7994175,-0.08905353,0.84731543,12.155588,-0.26460126,0.59017503,11.585966,-0.081926994,0.48387533,11.856901,-0.27564946,0.309715,11.35315,-0.07609959,0.14659813
11.851873,-0.17692463,0.84875464,11.855321,-0.26143113,0.84150475,11.848425,-0.09241816,0.8560046,12.186811,-0.2663072,0.58113766,11.644241,-0.086642854,0.48725426,11.916557,-0.2792269,0.2732596,11.38559,-0.08113189,0.16935097
11.899449,-0.18020414,0.8555899,11.900731,-0.2648267,0.8490182,11.898169,-0.095581576,0.8621616,12.2140045,-0.26423973,0.5669542,11.705633,-0.0927889,0.48716402,11.975454,-0.2853585,0.23432659,11.420264,-0.08687363,0.19301589
11.946807,-0.18319632,0.8597417,11.946824,-0.2678912,0.8540344,11.946791,-0.09850144,0.8654489,12.236898,-0.26321924,0.54819834,11.769993,-0.10084137,0.48277667,12.03475,-0.2884991,0.19254425,11.457168,-0.09293144,0.21806712
11.994399,-0.18524162,0.85986394,11.993192,-0.26995927,0.8546424,11.995606,-0.10052397,0.8650854,12.256799,-0.26329842,0.5257535,11.833846,-0.11049591,0.4759385,12.094967,-0.28953686,0.15010008,11.496917,-0.09917217,0.24282016
12.042071,-0.18759452,0.8571779,12.040681,-0.27237523,0.85316604,12.043462,-0.1028138,0.8611897,12.268483,-0.26413304,0.49856853,11.902102,-0.121192545,0.46447754,12.155282,-0.2866837,0.1052871,11.542379,-0.107398115,0.26851332
12.090909,-0.19040534,0.8497056,12.089332,-0.27526218,0.8480834,12.092486,-0.105548546,0.85132784,12.273526,-0.26697403,0.46899918,11.970276,-0.13319033,0.44883388,12.217577,-0.27924034,0.06315101,11.5914,-0.116781384,0.293343
12.140859,-0.19525126,0.8363034,12.138489,-0.28009063,0.83787256,12.143229,-0.11041188,0.8347343,12.295992,-0.2692467,0.44700682,12.025818,-0.14225933,0.4311235,12.258044,-0.27662656,0.03896419,11.633952,-0.123310566,0.31248534
12.183652,-0.20340964,0.83554786,12.179317,-0.2876497,0.84506756,12.187986,-0.11916953,0.8260281,12.331977,-0.2690259,0.45257625,12.088678,-0.14943993,0.41746646,12.263418,-0.27775374,0.048575137,11.6890135,-0.12641685,0.32954082
12.224416,-0.20469134,0.83696556,12.218351,-0.28855357,0.84863406,12.230479,-0.120829105,0.8252971,12.350959,-0.27190876,0.44883525,12.162119,-0.15521002,0.41075432,12.259076,-0.2752385,0.049410947,11.757562,-0.13131729,0.3494688
12.263183,-0.20534986,0.8385115,12.255313,-0.28884616,0.8516351,12.271052,-0.12185353,0.82538813,12.36752,-0.27779773,0.4454475,12.237364,-0.1577467,0.4067263,12.259881,-0.27508885,0.049973354,11.829949,-0.13474849,0.36828095
12.301214,-0.20716467,0.83779454,12.291805,-0.29017383,0.8528526,12.310623,-0.12415554,0.8227365,12.382075,-0.2818072,0.44117045,12.312716,-0.15939341,0.4026713,12.259967,-0.27602637,0.04995489,11.903875,-0.13676193,0.3844794
12.338628,-0.21005867,0.83667743,12.327833,-0.29237413,0.85438186,12.349422,-0.12774321,0.818973,12.391579,-0.28409702,0.4377659,12.391489,-0.15832554,0.4006476,12.25985,-0.27547142,0.049737476,11.982029,-0.14038672,0.39692888
12.375016,-0.21236682,0.8354851,12.364053,-0.29410863,0.8555816,12.38598,-0.13062495,0.8153887,12.397631,-0.28579056,0.43545765,12.473905,-0.15620346,0.40390852,12.259718,-0.27522784,0.049631596,12.064183,-0.14526431,0.40530714
12.411919,-0.21375927,0.83504266,12.401086,-0.2953882,0.85566235,12.422751,-0.13213037,0.81442297,12.401283,-0.28729716,0.43419418,12.560042,-0.14675292,0.41612852,12.2597275,-0.2757063,0.049719393,12.150244,-0.15035698,0.40938854
12.449412,-0.21594097,0.83276874,12.439683,-0.29774532,0.8532425,12.459144,-0.13413668,0.812295,12.4033985,-0.28770882,0.43338096,12.647435,-0.13154007,0.43514743,12.259376,-0.27498057,0.049859334,12.238861,-0.15202665,0.4098289
12.488034,-0.21868503,0.8275166,12.479334,-0.30060536,0.8479899,12.496735,-0.13676466,0.80704325,12.405064,-0.28844827,0.4332165,12.732986,-0.11443674,0.45863596,12.259268,-0.27562067,0.05036883,12.327976,-0.1499677,0.4067022
12.5276785,-0.22106749,0.8203972,12.520347,-0.3031207,0.84087414,12.535011,-0.13901427,0.7999203,12.408511,-0.28931522,0.4346683,12.813419,-0.09832361,0.486019,12.259652,-0.27603132,0.053016804,12.415599,-0.14567907,0.39948013
12.569299,-0.2226396,0.8149502,12.563575,-0.3048267,0.8354031,12.575023,-0.14045247,0.79449743,12.418548,-0.29044268,0.4398515,12.88454,-0.0855229,0.5136374,12.262949,-0.2767084,0.060914084,12.49817,-0.13797209,0.3873036
12.612767,-0.22351576,0.8135017,12.608684,-0.30583218,0.83382726,12.616851,-0.14119932,0.7931762,12.4369755,-0.29153407,0.44910276,12.945485,-0.076004885,0.5373438,12.26844,-0.27766287,0.07574387,12.574749,-0.12731908,0.37026587
12.657392,-0.22361878,0.81679434,12.65502,-0.3060803,0.83680105,12.659763,-0.14115721,0.7967878,12.46427,-0.29101545,0.46118397,12.997801,-0.07125396,0.5548268,12.281439,-0.27632964,0.094645426,12.646151,-0.11460469,0.34877762
12.703023,-0.22197102,0.82491297,12.702849,-0.30460188,0.8443526,12.703197,-0.13934009,0.8054734,12.501791,-0.2897595,0.47414196,13.042184,-0.07239974,0.5640021,12.303355,-0.2753763,0.115798466,12.712223,-0.10253395,0.32273203
12.749126,-0.21617983,0.8386607,12.750418,-0.2993088,0.8557981,12.747834,-0.13305077,0.8215232,12.553986,-0.2878492,0.48299223,13.0762615,-0.0822565,0.5621835,12.33415,-0.2782276,0.13719861,12.769733,-0.09139371,0.29024422
12.795449,-0.2148483,0.8511045,12.798957,-0.29782307,0.8686737,12.791941,-0.13187352,0.8335353,12.613778,-0.2832409,0.4902603,13.104228,-0.08688351,0.553976,12.371208,-0.27667618,0.15994209,12.826459,-0.08963935,0.2525964
12.842677,-0.21281351,0.85958225,12.846569,-0.29597232,0.87617326,12.838785,-0.12965469,0.84299135,12.669781,-0.2772572,0.49394733,13.132063,-0.08919409,0.5429051,12.4046335,-0.27567714,0.18139721,12.887347,-0.09014205,0.21410997
12.890016,-0.20990503,0.86533654,12.893635,-0.2932162,0.88120973,12.886397,-0.12659389,0.8494633,12.727533,-0.27233425,0.49433088,13.156569,-0.096126914,0.52731365,12.440038,-0.2753187,0.20221618,12.949066,-0.085664675,0.174005
12.937622,-0.20796254,0.8678934,12.940741,-0.29137754,0.88332105,12.9345045,-0.12454758,0.8524657,12.788814,-0.26687816,0.49086827,13.175456,-0.101036236,0.5073714,12.478034,-0.27215222,0.22369489,13.011276,-0.08507394,0.13215996
12.985188,-0.20650262,0.8666135,12.988543,-0.29008007,0.88108265,12.9818325,-0.12292518,0.8521444,12.853957,-0.25983232,0.48274496,13.186464,-0.10370792,0.4840986,12.518971,-0.26589164,0.24664928,13.075376,-0.09021243,0.089800864
13.034373,-0.20397773,0.86020744,13.037805,-0.28788763,0.8725829,13.030941,-0.120067835,0.8478319,12.918068,-0.2518336,0.47001106,13.191878,-0.10557986,0.45848584,12.56112,-0.25895417,0.26868787,13.141818,-0.09945292,0.051730603
13.084532,-0.1996483,0.85101837,13.088797,-0.28399593,0.85956776,13.080266,-0.115300685,0.842469,12.973911,-0.24487326,0.45587003,13.217193,-0.10521586,0.4439086,12.600157,-0.2549621,0.28794408,13.160524,-0.10478814,0.03797537
13.126351,-0.19577517,0.85185754,13.131788,-0.2804491,0.85441947,13.120914,-0.11110124,0.8492958,13.03752,-0.23856767,0.44568923,13.2559,-0.09927095,0.45012188,12.651788,-0.25264388,0.30782774,13.163122,-0.10367857,0.050914932
13.167862,-0.19543397,0.84845185,13.174799,-0.2800326,0.8493129,13.160925,-0.11083533,0.84759086,13.107598,-0.23187003,0.4359543,13.278291,-0.09541779,0.44300646,12.712159,-0.25043452,0.32976294,13.16424,-0.101694494,0.04937427
13.207647,-0.19111688,0.8448729,13.216715,-0.27542177,0.84084094,13.198579,-0.10681202,0.8489047,13.183879,-0.23167239,0.42285907,13.293432,-0.09203685,0.43843484,12.780478,-0.2437258,0.35133728,13.163845,-0.09925984,0.049656935
13.246105,-0.19110566,0.8427124,13.256094,-0.27519286,0.83676636,13.236115,-0.10701848,0.84865844,13.264631,-0.225233,0.41827852,13.306874,-0.09102282,0.43340158,12.8578415,-0.23916547,0.37009817,13.164284,-0.09884241,0.049213957
13.282249,-0.18786702,0.8401283,13.292759,-0.271537,0.8303983,13.27174,-0.104197025,0.84985834,13.350964,-0.22851239,0.41511285,13.315626,-0.09011632,0.4308396,12.942093,-0.23112091,0.38662004,13.164152,-0.09857102,0.05008053
13.318263,-0.18737258,0.837382,13.327896,-0.2709178,0.825841,13.30863,-0.10382735,0.84892315,13.440352,-0.2298967,0.42164814,13.321674,-0.09238152,0.42773455,13.031126,-0.2240449,0.39943534,13.163952,-0.09875481,0.049480192
13.354154,-0.18572864,0.8341567,13.362074,-0.26909682,0.820271,13.346233,-0.10236048,0.8480423,13.533163,-0.23742615,0.43630943,13.324591,-0.09394083,0.42713666,13.124687,-0.21850139,0.4083322,13.164007,-0.09865444,0.050063536
13.39158,-0.18352038,0.82846636,13.39754,-0.26673138,0.81277573,13.385619,-0.10030939,0.844157,13.626264,-0.24918857,0.4591108,13.324498,-0.0962433,0.42708558,13.220205,-0.21802238,0.41286537,13.1636715,-0.09897266,0.05009645
13.430904,-0.18156296,0.8205601,13.436276,-0.26457104,0.80363053,13.425533,-0.09855489,0.83748955,13.715982,-0.26311246,0.48825204,13.324139,-0.09676084,0.4283235,13.314956,-0.22434783,0.41296196,13.164039,-0.09878541,0.051020898
13.472998,-0.18140347,0.81282705,13.478896,-0.26437315,0.79588497,13.467099,-0.09843377,0.82976913,13.797378,-0.27420935,0.5198895,13.328637,-0.09730525,0.4316136,13.404751,-0.23551777,0.40880063,13.165776,-0.09862761,0.05549133
13.517961,-0.18216729,0.8081981,13.524799,-0.26522693,0.79207003,13.51112,-0.09910769,0.8243263,13.869104,-0.2843329,0.5496033,13.338773,-0.098845325,0.43962225,13.488805,-0.24885187,0.40092117,13.169847,-0.098756775,0.066182256
13.564872,-0.18349048,0.80889416,13.572582,-0.2666142,0.79350615,13.557161,-0.1003668,0.82428235,13.930988,-0.29138932,0.57297844,13.363297,-0.09969956,0.44996035,13.566363,-0.26440954,0.38773644,13.177529,-0.098629765,0.08460794
13.613309,-0.1868073,0.8143266,13.6209755,-0.270199,0.80043983,13.605641,-0.10341567,0.8282134,13.985119,-0.2923784,0.58923256,13.396343,-0.1002638,0.46230993,13.63909,-0.28508398,0.36967897,13.194348,-0.09696425,0.10568633
13.663444,-0.19477005,0.82657766,13.671182,-0.2787656,0.8170552,13.655705,-0.11077454,0.8361002,14.028451,-0.2888825,0.59354466,13.442513,-0.102031685,0.4725435,13.702979,-0.3001966,0.3446807,13.221446,-0.095138624,0.12747121
13.712376,-0.19990061,0.8396882,13.7187805,-0.28423035,0.8323891,13.705971,-0.115570866,0.8469874,14.064083,-0.28915086,0.5906396,13.499158,-0.105222076,0.47980648,13.761744,-0.30589858,0.31440926,13.256682,-0.09853439,0.14942133
13.759597,-0.20299156,0.84995866,13.764427,-0.28749898,0.84355813,13.754767,-0.11848415,0.8563592,14.096562,-0.29131222,0.5839956,13.560337,-0.11002865,0.4824259,13.822374,-0.30708742,0.27974957,13.291302,-0.1042928,0.17326537
13.807236,-0.20604634,0.85692,13.809827,-0.2907028,0.8512313,13.804645,-0.12138988,0.8626088,14.125976,-0.28918576,0.57239723,13.62282,-0.11599302,0.4823302,13.882672,-0.31222385,0.24335873,13.328202,-0.1101689,0.19744456
13.854466,-0.20904839,0.86149013,13.855844,-0.29379448,0.8567991,13.853089,-0.12430235,0.86618114,14.150837,-0.28729302,0.55573785,13.688953,-0.12391157,0.47790247,13.943023,-0.31503174,0.20354879,13.367734,-0.11630744,0.22343448
13.901706,-0.21087609,0.86225766,13.901799,-0.29565823,0.85804105,13.901612,-0.12609395,0.8664742,14.172323,-0.2860565,0.53489226,13.755412,-0.13399221,0.47117156,14.003933,-0.3159618,0.16240954,13.410748,-0.122663215,0.24965174
13.94889,-0.2126963,0.8599905,13.948621,-0.2975177,0.8566642,13.94916,-0.12787496,0.8633168,14.187157,-0.28586167,0.50929487,13.82494,-0.14472738,0.46084154,14.065002,-0.3134759,0.11902697,13.459163,-0.13090214,0.27642474
13.99674,-0.21494074,0.8543083,13.996645,-0.29982182,0.85331297,13.996836,-0.13005967,0.85530376,14.190488,-0.28749618,0.47918206,13.899532,-0.15714002,0.4460367,14.126704,-0.30467808,0.07467035,13.515182,-0.14244138,0.30443025
14.046588,-0.2185495,0.84100866,14.046027,-0.3034127,0.84293854,14.04715,-0.13368635,0.8390789,14.20083,-0.290335,0.45106348,13.962622,-0.16861105,0.4275741,14.190507,-0.2958795,0.041361142,13.5655985,-0.15095046,0.32730025
14.09119,-0.22481962,0.83794504,14.088175,-0.30925328,0.8461709,14.094205,-0.14038597,0.82971925,14.236975,-0.2914548,0.45216238,14.024985,-0.17639136,0.4154572,14.197128,-0.29497296,0.044249114,13.621677,-0.15586334,0.34535167
14.132093,-0.22831434,0.8413526,14.126902,-0.3120886,0.85402995,14.137285,-0.14454007,0.82867527,14.258742,-0.29597986,0.45395583,14.099927,-0.1799607,0.4102848,14.198777,-0.29246032,0.048511587,13.692882,-0.16214688,0.36567047
14.17082,-0.2286685,0.8428933,14.1637535,-0.31214988,0.8565581,14.177885,-0.14518705,0.8292285,14.280205,-0.3010047,0.45156926,14.174942,-0.18427126,0.40950862,14.197531,-0.29465672,0.050174046,13.766307,-0.16425644,0.38481146
14.209672,-0.23060915,0.84194,14.200672,-0.3136914,0.85684437,14.218672,-0.14752689,0.8270355,14.298724,-0.3058118,0.44693622,14.249956,-0.1833531,0.4081814,14.197674,-0.2958104,0.04984411,13.840494,-0.16659401,0.4008501
14.247344,-0.23379256,0.84024286,14.237032,-0.3163419,0.85712695,14.257655,-0.15124321,0.82335883,14.314587,-0.30799532,0.4428607,14.326827,-0.180911,0.40858662,14.1975355,-0.29612526,0.050239503,13.917165,-0.168757,0.413277
14.284455,-0.2374705,0.8381377,14.273449,-0.31939843,0.857437,14.295461,-0.15554252,0.81883836,14.3253145,-0.3095257,0.43921074,14.406985,-0.17621668,0.41283852,14.197471,-0.29506156,0.05005811,13.997231,-0.17155632,0.42138308
14.3216505,-0.23942192,0.83659106,14.310408,-0.32117727,0.8564772,14.332893,-0.15766658,0.816705,14.3340025,-0.31118122,0.4357109,14.489994,-0.16814752,0.42566732,14.197127,-0.29554057,0.049687885,14.080159,-0.17347234,0.42491907
14.35996,-0.24149635,0.83467144,14.348998,-0.32329577,0.8545333,14.370922,-0.15969695,0.81480956,14.3412485,-0.31176683,0.43321633,14.574504,-0.15609758,0.44569924,14.197073,-0.29493365,0.04991046,14.165544,-0.17366228,0.4248135
14.399714,-0.24390452,0.8306141,14.389393,-0.32576615,0.8505626,14.410036,-0.16204292,0.81066555,14.346135,-0.31222925,0.43146065,14.658838,-0.14110856,0.47101903,14.197146,-0.29512227,0.050012305,14.25329,-0.17341563,0.4212241
14.440829,-0.2463789,0.82408583,14.431812,-0.32838964,0.8440542,14.449846,-0.16436812,0.8041175,14.349733,-0.31242502,0.43088454,14.739935,-0.12482846,0.5008255,14.196701,-0.2954074,0.051036164,14.342107,-0.17158554,0.41399097
14.483609,-0.24835254,0.8178664,14.47627,-0.33053982,0.83779556,14.490949,-0.16616525,0.79793733,14.357614,-0.31292376,0.43367752,14.8130245,-0.11074369,0.5316718,14.198333,-0.29560345,0.056420058,14.428031,-0.16599405,0.4023615
14.527914,-0.24955888,0.81557673,14.522186,-0.33188918,0.83544433,14.533641,-0.1672286,0.79570913,14.375558,-0.31385648,0.44063306,14.875573,-0.101088434,0.55820394,14.202879,-0.29630554,0.06932825,14.507821,-0.15583412,0.38571018
14.573307,-0.2501616,0.8184641,14.5693,-0.33266798,0.83801997,14.577315,-0.16765521,0.7989083,14.402522,-0.31332996,0.45135173,14.928972,-0.09641091,0.57763314,14.214578,-0.29428655,0.087610185,14.58185,-0.14206932,0.3645265
14.619723,-0.24911006,0.8259129,14.618166,-0.33182415,0.84493256,14.621282,-0.16639593,0.80689317,14.436866,-0.31254065,0.4648547,14.974989,-0.09643055,0.5884969,14.233805,-0.29380292,0.10931501,14.65119,-0.12900253,0.33932447
14.665331,-0.24501903,0.83983433,14.666136,-0.32806838,0.857383,14.664525,-0.16196966,0.8222857,14.491017,-0.31024468,0.47434655,15.009109,-0.10487443,0.5862707,14.262789,-0.29504466,0.13423799,14.710671,-0.119157426,0.3056919
14.711042,-0.24269375,0.8530885,14.713761,-0.32587773,0.869787,14.7083235,-0.15950985,0.83639,14.552674,-0.30452946,0.48081893,15.036979,-0.11119837,0.57686687,14.29794,-0.29434404,0.15988292,14.768775,-0.116461165,0.26697692
14.757166,-0.24101299,0.862531,14.760264,-0.32440466,0.87808836,14.754067,-0.15762132,0.8469736,14.613142,-0.29718778,0.48398793,15.063207,-0.11526401,0.5635313,14.331996,-0.29309458,0.18577057,14.829621,-0.1156452,0.22673681
14.804143,-0.23863262,0.86829096,14.807214,-0.3222278,0.88272035,14.801071,-0.15503743,0.8538617,14.672155,-0.29080525,0.48463407,15.0874605,-0.12174485,0.5463328,14.367121,-0.2928404,0.21087685,14.892437,-0.111809455,0.1859712
14.851354,-0.23679058,0.8706479,14.854394,-0.3205372,0.884178,14.848313,-0.15304399,0.85711795,14.733687,-0.28455785,0.48188907,15.106246,-0.12735115,0.5246846,14.405249,-0.28979385,0.23674822,14.955929,-0.11041492,0.14374985
14.8988495,-0.23588477,0.86918557,14.902161,-0.3198112,0.8814815,14.895538,-0.15195835,0.8568895,14.798521,-0.276759,0.47514895,15.117168,-0.12962787,0.4990033,14.447305,-0.2834865,0.26397148,15.020888,-0.11524995,0.10086174
