right_hip_x,right_hip_y,right_hip_z,left_hip_x,left_hip_y,left_hip_z,right_knee,left_knee,right_ankle_x,right_ankle_y,right_ankle_z,left_ankle_x,left_ankle_y,left_ankle_z
-0.115130566,-0.5511226,-0.11084844,-0.15501727,0.04185124,-0.019540489,1.9862505,0.28145176,0.07060702,0.6841036,-0.15157403,-0.018398177,-0.3775763,-0.07186448
-0.1518518,-0.70622206,-0.10009608,-0.17533585,0.122827046,-0.029831553,2.0825346,0.19718187,0.06945499,0.69565904,-0.12889466,-0.01668941,-0.38112456,-0.052149337
-0.18555632,-0.854504,-0.089793675,-0.18522233,0.2089647,-0.04345208,2.1521125,0.1084605,0.067397065,0.6940633,-0.10507558,-0.001443554,-0.37723148,-0.021434534
-0.20305164,-0.9780726,-0.07877243,-0.17207156,0.29288256,-0.038426857,2.1848042,0.0322373,0.05989201,0.6624963,-0.08691434,0.013853655,-0.35376865,-0.017408798
-0.22696267,-1.0798138,-0.07596447,-0.15157971,0.3600275,-0.031448267,2.1867635,-0.01260437,0.053071458,0.5787976,-0.09795707,0.02114188,-0.3002505,-0.035443157
-0.24581172,-1.1284323,-0.06819878,-0.120669864,0.41081253,-0.012572523,2.1477377,-0.003315246,0.046165,0.5034581,-0.14495775,0.02918788,-0.20000517,-0.0686685
-0.24743608,-1.1439493,-0.03062185,-0.091032036,0.44439718,-0.016574213,2.0733213,0.0023755261,0.041287355,0.45121968,-0.19700694,0.01018599,-0.035936,-0.06437834
-0.17959899,-1.1018698,-0.024346208,-0.030412331,0.44131243,-0.039547633,1.9482952,0.054680217,0.034119047,0.38688833,-0.18971124,-0.008419436,0.16754456,-0.02792719
-0.14177385,-1.0558622,-0.014841118,-0.024382737,0.4126774,-0.04864758,1.8121423,0.13750406,0.03236608,0.30716297,-0.14038746,-0.03132173,0.43378675,0.04083408
-0.11691385,-1.0165534,-0.007610626,-0.034921046,0.3698234,-0.06370759,1.668422,0.24596609,0.030642916,0.29937273,-0.11827799,-0.033895683,0.5031023,0.06686922
-0.09211526,-0.96197945,0.03776697,-0.045097783,0.3361893,-0.05684666,1.5197872,0.3544037,0.018454412,0.23946132,-0.07887591,-0.04517898,0.58797663,0.09645804
-0.0693417,-0.8903799,0.06758409,-0.052100882,0.2901267,-0.06284919,1.3511897,0.4919194,0.01894219,0.19971728,-0.06006385,-0.052423056,0.6138602,0.105269045
-0.05398022,-0.81024116,0.09996305,-0.07053677,0.24248551,-0.073928304,1.1701175,0.63581616,0.01824494,0.14018916,-0.06731366,-0.051747333,0.6271318,0.099539205
-0.036598645,-0.7123799,0.12248665,-0.079898946,0.1875993,-0.07742793,0.9608248,0.79494923,0.021602714,0.057003573,-0.103696585,-0.050045907,0.65019834,0.07336226
-0.0027786666,-0.5789342,0.120140396,-0.07287289,0.12582174,-0.07339351,0.69435287,0.9796575,0.03585072,-0.030303484,-0.16513692,-0.04104095,0.6780149,0.024002273
0.04430676,-0.47456902,0.11670032,-0.051070124,0.07760883,-0.063130945,0.4467049,1.1297302,0.04293611,-0.11445952,-0.20642869,-0.035832617,0.7336718,-0.00783361
0.123218514,-0.4548997,0.1334676,0.009014523,0.042286355,-0.0231708,0.4981346,1.2460674,0.033722803,-0.14320813,-0.2120895,-0.032028124,0.86704665,0.002052245
0.1953259,-0.39537394,0.116139874,0.08104959,-0.011839806,0.022879597,0.5227457,1.3827769,0.010246335,-0.21155533,-0.1864187,-0.023782887,0.8925785,-0.021831797
0.20406415,-0.33335274,0.09804797,0.09163925,-0.08929871,0.04051722,0.5212737,1.5141276,0.007995297,-0.25779822,-0.13793907,-0.025468297,0.86051685,-0.02448969
0.22811842,-0.26143268,0.10154219,0.13447851,-0.17190012,0.07127382,0.49782333,1.6424843,0.006789565,-0.29388735,-0.11635738,-0.015990747,0.79283535,-0.032803454
0.25813255,-0.18652302,0.10159815,0.18547732,-0.2686312,0.08552964,0.45644978,1.7641841,-0.000997277,-0.31870234,-0.105575696,-0.011082287,0.74648565,-0.05725425
0.2641472,-0.105031125,0.09520559,0.22285658,-0.37508866,0.10174882,0.40573314,1.8668876,0.0033231173,-0.34284905,-0.08382266,-0.003107697,0.7171954,-0.0885644
0.26071194,-0.021665705,0.09464627,0.25303566,-0.49210632,0.11167351,0.3475073,1.9514195,-0.00095395086,-0.3580191,-0.07985771,0.0018627028,0.6754554,-0.10417522
0.2598254,0.07349827,0.09650999,0.28938064,-0.6142143,0.11760353,0.27256626,2.0221488,-0.0016483965,-0.3685818,-0.08041258,0.005132145,0.6184797,-0.12080604
0.26031768,0.16879196,0.107735455,0.32122827,-0.746404,0.11731589,0.18769318,2.0757642,0.006339295,-0.3751252,-0.094284005,0.003376553,0.55261236,-0.12391608
0.26189575,0.25115648,0.11366862,0.3462659,-0.8731094,0.10537939,0.114511035,2.0993366,0.008242172,-0.35237488,-0.1084356,-0.0014868544,0.49458432,-0.12000169
0.26162398,0.3112617,0.10822672,0.36376673,-0.97274727,0.085667774,0.07575256,2.082023,0.008913608,-0.2920934,-0.112498604,-0.0060289297,0.45786768,-0.09856318
0.2601711,0.3473398,0.090030156,0.37383646,-1.0440266,0.055555448,0.07288566,2.026964,0.0173851,-0.18608762,-0.11924264,-0.0044248276,0.43511322,-0.05532167
0.25868696,0.36055967,0.06459508,0.36581552,-1.0876893,0.017791344,0.075675614,1.9378169,0.04124594,-0.027869422,-0.12844777,-0.0011655119,0.38838902,-0.020511683
0.2384131,0.31156516,0.056277685,0.31571326,-1.07136,-0.022771081,0.16103332,1.7917964,0.06922665,0.16699158,-0.15268086,-0.0014673807,0.29220372,-0.029290633
0.23588492,0.2583082,0.08818947,0.2687131,-1.0094047,-0.05365395,0.27311248,1.6209229,0.0762801,0.44913217,-0.14957313,-0.011287642,0.18095563,-0.059183598
0.2667752,0.20426756,0.11212328,0.25836027,-0.9450331,-0.05571873,0.4056808,1.444055,0.050916772,0.5312813,-0.12579297,-0.010231126,0.11261904,-0.0891105
0.2652946,0.1827432,0.12707937,0.22806253,-0.85417163,-0.06889975,0.5182486,1.2562323,0.04278116,0.5746705,-0.114958,-0.00858098,0.08812216,-0.067573264
0.26238284,0.15766406,0.11638877,0.21601999,-0.75930554,-0.079053715,0.63599193,1.0571322,0.04912348,0.6090023,-0.10554099,-0.022489678,0.050871287,-0.022719612
0.2595099,0.12587336,0.09340696,0.19682528,-0.64809287,-0.073716074,0.77368104,0.82412654,0.05314239,0.64563525,-0.09960065,-0.03424979,-0.00071734574,0.02067521
0.23944019,0.09456606,0.07378402,0.15913956,-0.5214119,-0.039122883,0.9184689,0.55609566,0.060920503,0.6745471,-0.09276316,-0.037644316,-0.07156738,0.050234307
0.20276815,0.081901684,0.05328756,0.10774142,-0.42578286,-0.02389099,1.0369244,0.38927513,0.06834509,0.6899738,-0.07970375,-0.008256401,-0.063422665,0.034515474
0.14691606,0.06750757,0.02540715,0.02867411,-0.41373137,-0.0071538743,1.1347942,0.47516945,0.06554735,0.7019627,-0.10756916,0.004230182,-0.12187289,-0.030057512
0.12810619,0.005334569,0.004870411,0.0021513754,-0.38353807,-0.010579907,1.2633907,0.5047286,0.066453665,0.66776645,-0.1168746,-0.0023486984,-0.17831664,-0.05298516
0.06598323,-0.054822292,-0.04825083,-0.04146322,-0.33143753,-0.008084618,1.3969005,0.51379794,0.07633423,0.6535377,-0.1447336,0.01188746,-0.23593089,-0.09680581
0.043875523,-0.13273643,-0.06556041,-0.055968925,-0.27726457,-0.013996711,1.5275092,0.50918204,0.07105456,0.64010036,-0.15944585,-0.0015437474,-0.27955753,-0.10213091
-0.023316368,-0.22059257,-0.105311915,-0.09665092,-0.21242848,-0.017688487,1.6597648,0.48808292,0.073545486,0.64891833,-0.1741001,0.004156324,-0.31417862,-0.10886464
-0.050890572,-0.3240204,-0.1091225,-0.1120118,-0.14819883,-0.023358485,1.7789195,0.45921457,0.0680276,0.66960984,-0.1781562,-0.005166735,-0.34731027,-0.101733506
-0.09550713,-0.45044297,-0.11370464,-0.1380836,-0.086012304,-0.017759532,1.8916491,0.4185501,0.06796432,0.6815947,-0.16197184,-0.005849866,-0.37276468,-0.09676306
-0.12653384,-0.58429134,-0.1053565,-0.1586453,-0.021352159,-0.026541999,1.9854621,0.3696187,0.068964995,0.69840926,-0.14926474,-0.008734627,-0.39500862,-0.075646594
-0.15790403,-0.7251733,-0.10006611,-0.17478137,0.04829902,-0.036456782,2.0593846,0.3083186,0.06883275,0.70937985,-0.1292043,-0.009071373,-0.41259164,-0.05897078
-0.18200767,-0.8654575,-0.09509898,-0.18488346,0.12813297,-0.05344624,2.1117773,0.23111686,0.06609949,0.7067964,-0.1048603,0.0048346785,-0.4222593,-0.030017732
-0.19580579,-0.98870665,-0.09156305,-0.17898415,0.2080577,-0.06091312,2.1341102,0.16003177,0.060645968,0.68815666,-0.08806639,0.01323152,-0.40949234,-0.015723485
-0.21081372,-1.0852054,-0.086172484,-0.15966804,0.28475326,-0.049809325,2.1246684,0.09638544,0.052190024,0.62024236,-0.0845854,0.031437024,-0.36273724,-0.03392065
-0.23027496,-1.1377252,-0.07596508,-0.13696416,0.36009336,-0.037285548,2.0812585,0.045040064,0.04496703,0.5416466,-0.11777259,0.026216786,-0.2505101,-0.04891147
-0.2323548,-1.1577291,-0.041270755,-0.117220335,0.41468734,-0.037532177,2.0031989,0.00955085,0.036365997,0.47059754,-0.15618008,0.008695958,-0.084751554,-0.043641374
-0.18866381,-1.1191815,-0.012693014,-0.079683006,0.4402148,-0.0606756,1.8779259,0.018946797,0.02903021,0.4039255,-0.15282093,-0.011413976,0.12100338,-0.008159601
-0.14964706,-1.0691842,0.013780115,-0.066332705,0.42554778,-0.063370615,1.7276766,0.07814106,0.025627688,0.33022514,-0.1026736,-0.0319519,0.39491904,0.051767014
-0.12498707,-1.0115927,0.030679526,-0.07150295,0.38197696,-0.07026902,1.5577463,0.19374792,0.0258471,0.31064948,-0.08444761,-0.04190316,0.48291183,0.07798671
-0.107363954,-0.9387919,0.0756041,-0.08688277,0.34165075,-0.06863989,1.3781346,0.3194562,0.016942447,0.24733488,-0.06596582,-0.05038989,0.5617192,0.10534743
-0.091429055,-0.85307246,0.10165057,-0.09753737,0.29567644,-0.07648175,1.1796918,0.4611297,0.018049072,0.19092178,-0.07174164,-0.05370779,0.59626466,0.10543969
-0.08266235,-0.7591126,0.11633243,-0.114446394,0.25253898,-0.08669274,0.9674084,0.6007537,0.023610469,0.098527335,-0.116078496,-0.0490587,0.6395081,0.0824096
-0.056839965,-0.63731503,0.112395555,-0.110892,0.20457649,-0.08450841,0.70766205,0.7607354,0.035960913,-0.0055171573,-0.18761046,-0.03615431,0.70878285,0.030226894
-0.019121202,-0.5488582,0.10322987,-0.101199634,0.17434445,-0.078389935,0.47158974,0.8743945,0.05120034,-0.11049643,-0.22995627,-0.02867092,0.7958369,-0.0086627295
0.06377971,-0.5283712,0.12207762,-0.042258695,0.1556478,-0.036585953,0.52098995,0.9733172,0.038040884,-0.13034648,-0.24054784,-0.025943728,0.94699043,-0.01824843
0.1369491,-0.46909013,0.11652978,0.025009625,0.10228584,0.004612782,0.53436863,1.1298238,0.011650456,-0.18450947,-0.22335997,-0.018957729,0.9606643,-0.03533412
0.15545496,-0.39874452,0.09365641,0.027662247,0.04184969,0.009458644,0.5374787,1.281741,0.00048160096,-0.2327775,-0.17258954,-0.019663386,0.9359315,-0.028702628
0.18439826,-0.310717,0.07886024,0.06508348,-0.018195998,0.055409808,0.5119926,1.4315379,0.0031982213,-0.27204642,-0.1242608,-0.026965883,0.87318385,0.00010706695
0.212272,-0.23418678,0.08226544,0.106035694,-0.09585335,0.076506816,0.48675683,1.5791026,0.0032887347,-0.3053231,-0.11051057,-0.02299709,0.7951321,-0.010459376
0.23735817,-0.158939,0.08682421,0.15630998,-0.19222845,0.09890822,0.44591752,1.7167794,0.0010305268,-0.32920653,-0.10292559,-0.011806491,0.7561654,-0.035409845
0.26332706,-0.08154497,0.08428489,0.21193965,-0.30867943,0.10540641,0.38797832,1.8460895,0.002244519,-0.34660065,-0.09240701,-0.00097443594,0.72375643,-0.066634186
0.26290765,0.0050014025,0.08493787,0.24823588,-0.42851228,0.117035605,0.32244474,1.9497974,0.006443689,-0.35958046,-0.08336415,0.0030118378,0.6892955,-0.086034335
0.2603546,0.101834334,0.08762802,0.28870416,-0.5580072,0.123072594,0.2385359,2.0372303,0.0037526696,-0.3625708,-0.08562421,0.0069319047,0.6307962,-0.10646349
0.26051062,0.19674782,0.10414347,0.32583225,-0.698198,0.120584555,0.14531825,2.1067123,0.007929414,-0.3607963,-0.1018341,0.007866369,0.5594883,-0.115978666
0.26199844,0.27899402,0.11312644,0.3539175,-0.8391531,0.10855989,0.0622044,2.1477175,0.008852953,-0.33529732,-0.12001907,0.0028023655,0.49441564,-0.11318202
0.26173598,0.34240448,0.10996449,0.37419268,-0.9567825,0.0892744,0.0064404467,2.1488285,0.011033324,-0.27336416,-0.123984,-0.003119921,0.45535436,-0.09733271
0.26007572,0.3817093,0.09434221,0.39000168,-1.0427393,0.06324364,-0.0052912384,2.1123774,0.01942705,-0.17333403,-0.1308029,-0.0025763635,0.43253842,-0.05943991
0.2571597,0.40108785,0.061236806,0.3897458,-1.0975465,0.027032875,-0.005227938,2.0425725,0.046543144,-0.026626829,-0.1322619,0.0012945984,0.39694136,-0.01978344
0.23221596,0.37637663,0.039294522,0.3456704,-1.1023996,-0.0077830385,0.0454911,1.9273262,0.07033648,0.14996263,-0.1489575,0.0030887555,0.3088774,-0.019037927
0.18632571,0.33078232,0.067177124,0.2644734,-1.0530038,-0.03186004,0.13309434,1.7760228,0.08216512,0.4228831,-0.15783992,-0.0046754316,0.18256682,-0.05362761
0.21804382,0.26640117,0.09363071,0.2545151,-0.9922805,-0.047590513,0.27461576,1.6152556,0.067241274,0.58402383,-0.13605009,-0.0078066047,0.10466049,-0.08858263
0.23744552,0.25870663,0.13110383,0.2307239,-0.9097068,-0.042618483,0.37582386,1.4580053,0.040240508,0.59560174,-0.11649642,-0.0065767323,0.0565558,-0.089334264
0.25386235,0.23869127,0.115372635,0.22301863,-0.83393925,-0.06696468,0.48365295,1.2923564,0.04632695,0.62441206,-0.1124365,-0.012390084,0.03920916,-0.061652467
0.25767958,0.21449664,0.10528588,0.20203462,-0.7370248,-0.06720071,0.61027837,1.1018538,0.054540053,0.682941,-0.10502168,-0.023072816,-0.016040673,-0.019712158
0.24322581,0.17641662,0.08721286,0.16538143,-0.6300744,-0.05306433,0.75896806,0.87791747,0.05982183,0.7068086,-0.10629879,-0.031486876,-0.06739504,0.017003223
0.21822485,0.13276029,0.0669431,0.11695343,-0.5096928,-0.027078321,0.9177627,0.61718005,0.06420696,0.7252194,-0.10601009,-0.028872972,-0.12572834,0.04154878
0.1840147,0.11526778,0.043503955,0.060569085,-0.41848326,-0.01989815,1.0436065,0.47235054,0.071347915,0.7402575,-0.09552933,-0.005079434,-0.16095303,0.024462283
0.13965179,0.09142079,0.024159962,0.00211215,-0.39399016,0.008987575,1.1598307,0.53325295,0.062971875,0.7273085,-0.12069268,0.007593216,-0.19520417,-0.039128613
0.111890204,0.019307405,-0.0067722136,-0.032846525,-0.36360162,-0.0059224204,1.3039387,0.56258684,0.06347048,0.671712,-0.1370474,0.0014851514,-0.25929075,-0.048623916
0.059598885,-0.05062554,-0.061922956,-0.06900568,-0.30411237,-0.0069070957,1.4469128,0.5575158,0.074478365,0.66774845,-0.16488555,0.017679552,-0.31058192,-0.09376005
0.033457667,-0.13797937,-0.08275825,-0.08525916,-0.24211983,-0.016731499,1.5874851,0.5379403,0.07114441,0.6435792,-0.1816865,0.004705542,-0.346976,-0.102262735
-0.022636864,-0.24346572,-0.11558385,-0.115748785,-0.16877459,-0.015183618,1.7266337,0.49514922,0.07242279,0.64560837,-0.1929417,0.0063059926,-0.36988163,-0.109606005
-0.053021226,-0.36968014,-0.12073583,-0.13211565,-0.094362184,-0.022761106,1.8527203,0.43759644,0.067965806,0.65651697,-0.18670642,0.0008837476,-0.3874963,-0.09964814
-0.09676591,-0.5137595,-0.12006982,-0.1539271,-0.01628067,-0.018479813,1.9656336,0.36714077,0.06869092,0.66904324,-0.16640082,-0.005418541,-0.39665192,-0.096956834
-0.13382937,-0.66649014,-0.10773548,-0.17439942,0.06782183,-0.032237727,2.057821,0.2813421,0.071326226,0.6864108,-0.14850393,-0.0047622155,-0.40069187,-0.06922539
-0.17078573,-0.8182758,-0.10420409,-0.18284148,0.15664893,-0.03929102,2.1248937,0.18864751,0.069542594,0.69033533,-0.12288631,0.0057143634,-0.40395507,-0.035476588
-0.1914073,-0.9523223,-0.10130744,-0.17425077,0.23898385,-0.03941401,2.1582854,0.11139047,0.06518122,0.66593325,-0.100839406,0.01452644,-0.38815364,-0.014900244
-0.21095547,-1.054411,-0.0910911,-0.15495184,0.3131595,-0.029893478,2.1552858,0.054798722,0.055950876,0.60151196,-0.094126515,0.026834646,-0.34068662,-0.025672402
-0.23088793,-1.110275,-0.07899497,-0.12913346,0.3816913,-0.019867934,2.11518,0.017209547,0.047327403,0.524051,-0.12393107,0.019433165,-0.23078041,-0.046000253
-0.23519576,-1.1327524,-0.042848345,-0.107684396,0.4286781,-0.023498382,2.040363,-0.0041641165,0.03939395,0.45458657,-0.1630314,0.003498746,-0.06789376,-0.04050872
-0.18906914,-1.0993602,-0.015605128,-0.06578585,0.4468347,-0.048397467,1.9194454,0.015726345,0.031400897,0.3936212,-0.15976734,-0.0154194655,0.13608746,-0.005671051
-0.15028286,-1.0605475,0.005166839,-0.05028404,0.4299117,-0.055748463,1.7795098,0.073179916,0.029425481,0.32290247,-0.10713695,-0.032820214,0.4108515,0.054181367
-0.12573054,-1.0152446,0.018730454,-0.05597761,0.39205846,-0.067658514,1.6250113,0.17728049,0.028674033,0.30498198,-0.09107686,-0.04101577,0.5016937,0.07813535
-0.10443771,-0.95281845,0.062315002,-0.06847967,0.3553297,-0.065890014,1.4601508,0.2960005,0.01981984,0.24562393,-0.06867578,-0.04897555,0.58800286,0.1070854
-0.085427776,-0.8754288,0.089941435,-0.0794748,0.311549,-0.07481971,1.2771178,0.43640977,0.020193586,0.20178309,-0.06517571,-0.054427955,0.6158742,0.11061375
-0.0739235,-0.7926939,0.11421214,-0.09881943,0.27035797,-0.08564993,1.0847328,0.5738173,0.021727504,0.12523186,-0.093120016,-0.05162558,0.6448161,0.09681204
-0.05545898,-0.6865182,0.12039935,-0.10433235,0.2199611,-0.08830654,0.8542136,0.7335705,0.028303707,0.030354673,-0.1521137,-0.043294296,0.69340974,0.05399553
-0.02045102,-0.568536,0.108226836,-0.09718132,0.17285626,-0.08420298,0.5913053,0.8923512,0.04506991,-0.067514844,-0.21552378,-0.032540444,0.7509247,0.0013888028
0.024162842,-0.5190609,0.11933578,-0.07073567,0.14384305,-0.066875674,0.47775337,1.0004398,0.021372827,-0.10245207,-0.21055463,-0.028647233,0.85385406,-0.010446865
0.13353343,-0.507789,0.16085951,0.024246125,0.10774614,-0.022440294,0.54287183,1.1223187,0.039942075,-0.16211477,-0.25056636,-0.022500869,0.9604299,-0.0316926
0.16753136,-0.43580642,0.14470457,0.043165535,0.051496517,0.004528778,0.54832304,1.2636399,0.013025007,-0.22741383,-0.20265052,-0.021364244,0.9609196,-0.041882616
0.18439838,-0.36098754,0.11490059,0.062226906,-0.012321006,0.033815935,0.53554064,1.4021814,0.0027939205,-0.26441303,-0.14767379,-0.023235198,0.89424425,-0.026477028
0.20546483,-0.2916401,0.10855666,0.0935184,-0.08384438,0.056133896,0.5183538,1.5361277,0.003679504,-0.30210504,-0.12031475,-0.022284191,0.81547296,-0.024332719
0.23693843,-0.21209916,0.11360661,0.14394423,-0.16433668,0.081501484,0.47900972,1.6647964,-0.0029540807,-0.32828143,-0.10804523,-0.013408514,0.7640043,-0.043025315
0.2622899,-0.13165982,0.11063745,0.19136965,-0.2669355,0.09008896,0.4229828,1.7859036,-0.0042559486,-0.3452906,-0.0934536,-0.007356603,0.7322313,-0.07086215
0.2628004,-0.040979844,0.10582298,0.22542083,-0.37918884,0.10708656,0.3532632,1.8857627,0.0017270624,-0.35674772,-0.07965754,-0.0041684057,0.69958985,-0.08851654
0.25935474,0.05207326,0.10065498,0.25900152,-0.50622183,0.114603266,0.2730189,1.9717532,-0.0041739773,-0.36156297,-0.07857291,0.0016627994,0.6436169,-0.106128424
0.25951585,0.14667895,0.11108677,0.2967546,-0.63666415,0.11664321,0.18661031,2.0416691,0.00088204193,-0.36476517,-0.08951717,0.0055110324,0.5750088,-0.1210182
0.26103586,0.23175897,0.12169877,0.3275533,-0.7735866,0.11048067,0.1031753,2.0885873,0.0047607957,-0.3547474,-0.10630736,0.0031542263,0.5066493,-0.11810745
0.2622902,0.30272895,0.12558115,0.34931263,-0.8932439,0.09317458,0.03818503,2.0983965,0.005246125,-0.3120944,-0.11314952,-0.0031955943,0.45473492,-0.11138569
0.26104677,0.35283175,0.117275424,0.3641627,-0.98616356,0.07208619,0.0042340993,2.068182,0.006745563,-0.22749509,-0.118108355,-0.0073857624,0.4200241,-0.08474621
0.26007938,0.37921408,0.099450015,0.36858076,-1.0487663,0.04585157,-0.0071994583,2.000917,0.027227648,-0.10539763,-0.13595103,-0.0040341737,0.3893211,-0.043715026
0.25861037,0.38226095,0.07912291,0.3533978,-1.073039,0.009403439,0.008193479,1.8984826,0.040460255,0.06846377,-0.15921937,-0.0013772951,0.33214644,-0.025210073
0.2339446,0.3437525,0.08691726,0.30044007,-1.0409642,-0.031023188,0.08140908,1.7489055,0.06888111,0.29159263,-0.17618012,-0.0026963816,0.22541247,-0.0458442
0.26276967,0.30545038,0.11548437,0.2844478,-0.9806678,-0.058839016,0.17921904,1.5859289,0.06941869,0.53582036,-0.16114101,-0.01110694,0.12627037,-0.07430138
0.26826143,0.28509662,0.14649054,0.2594546,-0.9079776,-0.05037444,0.27323785,1.4147135,0.043933846,0.5818813,-0.13425271,-0.0073139044,0.057512797,-0.09025576
0.26296827,0.2652768,0.14488389,0.24174027,-0.8206507,-0.06900857,0.37607527,1.2279918,0.04625096,0.6242923,-0.12503488,-0.010476718,0.04137439,-0.057567902
0.2619576,0.24417967,0.1333073,0.22906747,-0.71673125,-0.07395842,0.4962274,1.0208657,0.050457828,0.67570984,-0.10949263,-0.024674248,-0.007000797,-0.007560726
0.2613036,0.21133846,0.11050247,0.20658855,-0.6061967,-0.06184878,0.6364898,0.7815133,0.055974998,0.7037944,-0.10140536,-0.03580052,-0.060742535,0.031133987
0.24789853,0.1851898,0.091170214,0.16624185,-0.48424804,-0.024764478,0.77422965,0.5146173,0.06347049,0.7218073,-0.092217706,-0.033426408,-0.13717486,0.05214229
0.21149267,0.18350287,0.06822575,0.10883081,-0.4145777,-0.013955744,0.87812954,0.4701355,0.07198434,0.72136617,-0.08228025,-0.011002985,-0.14656492,0.025977278
0.14642303,0.1452562,0.036841944,0.036547393,-0.3991303,0.0024636954,1.0084509,0.5557436,0.07806947,0.7138742,-0.10891542,-0.0093351,-0.22132954,-0.016056051
0.13805869,0.08348568,0.014817502,0.02235896,-0.35090896,0.008811797,1.156352,0.5666426,0.069464095,0.68055266,-0.11551169,0.0029780136,-0.28243506,-0.056331825
0.06426272,0.0040704114,-0.053630386,-0.034824096,-0.29382858,-0.007944381,1.3215911,0.5512736,0.08075487,0.6466323,-0.1543792,0.004522621,-0.3234068,-0.089675866
0.04851345,-0.08460557,-0.06909971,-0.050838772,-0.22435787,-0.0069413083,1.478095,0.5271663,0.0731002,0.6570751,-0.1643184,-0.0103180045,-0.35761118,-0.103140034
-0.018577816,-0.20035481,-0.110292725,-0.0935155,-0.15685837,-0.01160622,1.6407555,0.4859265,0.076121405,0.6500499,-0.1753702,-0.00398055,-0.3806227,-0.107901946
-0.046297263,-0.3324705,-0.118772455,-0.11226601,-0.08368599,-0.017660398,1.7854381,0.42810833,0.07059677,0.66672665,-0.18207897,-0.013571262,-0.3970738,-0.09686932
-0.08824878,-0.4844902,-0.120461784,-0.13934368,-0.004670827,-0.015284854,1.9164783,0.352621,0.06775967,0.6734095,-0.16022933,-0.016181478,-0.40286615,-0.08688754
-0.12736677,-0.6450813,-0.11018573,-0.16538846,0.08469237,-0.027803993,2.0260727,0.25823003,0.06966901,0.6858221,-0.14436525,-0.013467173,-0.40363356,-0.058869313
-0.16831549,-0.8046291,-0.10027028,-0.17938635,0.17617258,-0.037266314,2.1076686,0.15865314,0.068655804,0.6908992,-0.1182556,-0.00037340826,-0.3987037,-0.027990876
-0.19650452,-0.93989265,-0.08867949,-0.16998821,0.26518083,-0.031151878,2.1513362,0.07418491,0.06263537,0.662978,-0.09404476,0.011064372,-0.37854263,-0.013241384
-0.22010788,-1.0467122,-0.08248827,-0.14605564,0.3450787,-0.016515171,2.156894,0.0036404817,0.054835618,0.5852621,-0.094872326,0.020365274,-0.32078046,-0.02071659
-0.24496984,-1.1032703,-0.0681133,-0.12223493,0.40361708,-0.005021741,2.1220968,-0.007546497,0.04589774,0.50949585,-0.13181,0.016794698,-0.2184372,-0.04715589
-0.24933988,-1.125389,-0.027879851,-0.09420692,0.4407553,-0.0057315365,2.0508559,-0.004263294,0.039109368,0.4462001,-0.1804973,0.0019184481,-0.06463606,-0.047623474
-0.1915037,-1.0924189,-0.0119723175,-0.03784956,0.44399005,-0.029674247,1.928803,0.039591115,0.031649657,0.38884243,-0.181178,-0.013690374,0.13178931,-0.014862379
-0.14916363,-1.051277,-7.020436e-05,-0.021845764,0.41630733,-0.037624706,1.7898028,0.120427564,0.032155048,0.30959752,-0.12651007,-0.031096611,0.41136152,0.04895344
-0.123922676,-1.0121431,0.007058309,-0.03193215,0.37094155,-0.05734341,1.6405157,0.23666698,0.031054117,0.298475,-0.109366275,-0.0367188,0.49579304,0.07212925
-0.10037208,-0.9572375,0.04947881,-0.04470463,0.333363,-0.056486093,1.4850774,0.35615844,0.020052606,0.23974837,-0.07509656,-0.047151335,0.5848864,0.10432117
-0.07803538,-0.88559806,0.07884698,-0.05391859,0.2861635,-0.06662819,1.3100284,0.5011691,0.020723306,0.203972,-0.060402423,-0.053705476,0.6077546,0.11132102
-0.06483279,-0.80638856,0.10970519,-0.07542273,0.24031797,-0.08066231,1.1248206,0.64692134,0.020278955,0.138103,-0.07534681,-0.0526179,0.62492365,0.10352766
-0.049598232,-0.7091708,0.12531793,-0.087007344,0.18698782,-0.08581824,0.90952706,0.8076307,0.023915777,0.054972492,-0.12334082,-0.04926244,0.6556524,0.071564935
-0.014919983,-0.57936513,0.11876241,-0.08155769,0.12903763,-0.08188727,0.63826096,0.98893666,0.03905496,-0.029808717,-0.1932012,-0.03911024,0.69399846,0.019066071
0.02790273,-0.4891236,0.116254464,-0.06541099,0.08883081,-0.073553815,0.4038244,1.1268748,0.043427702,-0.11086091,-0.22505729,-0.03608683,0.7644713,-0.004478712
0.11896292,-0.46976548,0.13524024,0.0034669337,0.06128502,-0.031851895,0.461165,1.2393746,0.03306139,-0.10091913,-0.2371423,-0.030168297,0.90988344,-0.00020912084
0.18372564,-0.40136337,0.10698326,0.059977226,0.008706969,0.013104886,0.46596697,1.377194,0.0020454032,-0.14288887,-0.20317563,-0.028288398,0.9279474,-0.0093930345
0.19390987,-0.3477448,0.0878683,0.06762758,-0.06279449,0.031770006,0.4831255,1.5083282,-0.008911288,-0.20461571,-0.14158559,-0.027512083,0.862368,-0.0040427432
0.20729224,-0.2866278,0.07684604,0.09544894,-0.1320037,0.06353331,0.48389867,1.6306728,-0.00049010996,-0.24931118,-0.104115315,-0.02936398,0.790293,-0.0035369038
0.2315839,-0.22947069,0.08669119,0.13968374,-0.21596898,0.08589544,0.47474924,1.7490945,0.000115270544,-0.29016533,-0.09653257,-0.01898962,0.7328487,-0.023930077
