right_hip_x,right_hip_y,right_hip_z,left_hip_x,left_hip_y,left_hip_z,right_knee,left_knee,right_ankle_x,right_ankle_y,right_ankle_z,left_ankle_x,left_ankle_y,left_ankle_z
0.22735438,0.4121945,0.030748805,0.3659548,-1.0564818,-0.030733852,0.03394224,1.9715797,0.053245697,0.12710774,-0.1271454,-0.0016095688,0.29056802,0.0033003709
0.16198008,0.35664603,0.053950563,0.27574074,-1.0268397,-0.051170815,0.12672977,1.8181529,0.07075028,0.38052204,-0.14296073,-0.0075685703,0.16682081,-0.030725572
0.18774316,0.28129426,0.08062562,0.25964287,-0.97502625,-0.06855798,0.279952,1.6508998,0.06720687,0.5763786,-0.12749037,-0.010380057,0.099643305,-0.06379866
0.20581704,0.2629703,0.124625035,0.23516226,-0.89708185,-0.055338874,0.39974922,1.4866195,0.030023852,0.5830394,-0.11127363,-0.008418602,0.04730105,-0.072477795
0.22032817,0.237009,0.10963939,0.22668542,-0.8259588,-0.07508464,0.5189297,1.3162283,0.03632862,0.6070852,-0.10983342,-0.009729501,0.028327512,-0.055303395
0.22655006,0.21130824,0.1031303,0.20567152,-0.7344851,-0.072455294,0.64931554,1.1242843,0.047483884,0.6691743,-0.105491556,-0.019164013,-0.02572114,-0.016153714
0.21376233,0.17322479,0.0869928,0.16756293,-0.6336997,-0.0567843,0.79796034,0.9008887,0.054650992,0.6968003,-0.1086542,-0.027676446,-0.076693326,0.017836776
0.1918957,0.1251773,0.06839558,0.11756999,-0.517728,-0.031829383,0.9608989,0.63644725,0.061814357,0.7164946,-0.10999986,-0.026159309,-0.13198002,0.04292271
0.1636744,0.10070571,0.046579663,0.058437813,-0.4239682,-0.020712899,1.0960838,0.46476123,0.069729656,0.733538,-0.10032653,-0.008337501,-0.13153264,0.033155043
0.11466305,0.07767921,0.023434438,-0.0081038475,-0.403311,-0.00054300623,1.2148978,0.5452311,0.06829181,0.7230922,-0.12038629,0.013857465,-0.20433605,-0.04106311
0.076520264,-0.014126082,-0.0061237826,-0.05412268,-0.36861372,-0.012712345,1.3717595,0.5487284,0.06501314,0.6880376,-0.14202148,-0.009427076,-0.24412306,-0.039152578
0.035529062,-0.086815566,-0.05041745,-0.0887313,-0.31003422,-0.0033140148,1.5115693,0.5546786,0.077163525,0.7010654,-0.16510339,0.007068294,-0.29507458,-0.06611447
0.016404789,-0.17870489,-0.07357032,-0.101257764,-0.24930605,-0.009548425,1.6492844,0.53255403,0.07708675,0.67223793,-0.18077706,0.005066897,-0.33817577,-0.08764171
-0.02261963,-0.28637305,-0.09454385,-0.1284221,-0.17761257,-0.006329425,1.7821903,0.49234274,0.077656366,0.6669031,-0.18905765,-0.0050361226,-0.36650336,-0.099010825
-0.05870238,-0.41338086,-0.10493819,-0.15257269,-0.10587618,-0.022705354,1.9018922,0.43680626,0.07200209,0.6725177,-0.17794146,-0.008800634,-0.38354626,-0.088005625
-0.09626164,-0.5513231,-0.098101765,-0.1718322,-0.025047971,-0.023877332,2.004344,0.3681646,0.07041553,0.68663406,-0.1613995,-0.009686564,-0.39752588,-0.078919694
-0.13350637,-0.6994431,-0.08722567,-0.18865839,0.06529212,-0.037301097,2.0875561,0.2774536,0.07029347,0.6955653,-0.14119084,-0.0081818765,-0.4035336,-0.056934938
-0.16796051,-0.8467893,-0.086626925,-0.19561197,0.16424909,-0.048591405,2.1465294,0.17232849,0.069061115,0.70006764,-0.117537186,0.0036361392,-0.39827833,-0.023169607
-0.1882798,-0.9762116,-0.08442697,-0.18434957,0.2555717,-0.044245876,2.1729465,0.08509023,0.06445325,0.6771086,-0.09775748,0.012594005,-0.3747189,-0.00824341
-0.20851496,-1.0741254,-0.07664404,-0.16241647,0.33852232,-0.028885894,2.1646094,0.015310089,0.05715191,0.6034825,-0.09923714,0.026508523,-0.31657758,-0.019346157
-0.22987978,-1.1210657,-0.062949665,-0.13823529,0.40428573,-0.018342942,2.1175961,-0.008189716,0.04730161,0.52794105,-0.13708247,0.016728492,-0.20258409,-0.042449612
-0.22987616,-1.1324638,-0.026485125,-0.112416506,0.44034702,-0.023880828,2.0343783,-0.004375626,0.03939461,0.458393,-0.1775495,-0.0014657131,-0.03851538,-0.039387234
-0.1767219,-1.0921394,-0.008988372,-0.06381537,0.44467062,-0.04939819,1.9041898,0.037028193,0.032715112,0.3947385,-0.168676,-0.020346604,0.16729441,-0.00835214
-0.14114907,-1.0467659,0.009481487,-0.052703634,0.42273864,-0.054669876,1.7592494,0.10806311,0.03243614,0.32325736,-0.12029019,-0.036354106,0.43158597,0.051580787
-0.11667093,-0.99997836,0.02107176,-0.060033567,0.38400257,-0.06791674,1.6021389,0.21462263,0.032403115,0.30781817,-0.10068699,-0.04193136,0.5151198,0.07477553
-0.09428616,-0.936094,0.06488158,-0.072590634,0.3466896,-0.06689928,1.4343048,0.33437207,0.022449555,0.24974911,-0.07726527,-0.04840954,0.5948633,0.09953381
-0.07703085,-0.8585438,0.094130054,-0.084199846,0.30072004,-0.07644939,1.2485902,0.47502503,0.022117296,0.20338194,-0.0721164,-0.052789364,0.62258583,0.10322107
-0.06632273,-0.7732506,0.11844372,-0.102681935,0.25636104,-0.08846216,1.050681,0.6154946,0.022790842,0.1266092,-0.09608987,-0.051597524,0.64984864,0.09109099
-0.048207037,-0.6633689,0.12345631,-0.107316166,0.20428497,-0.0920859,0.81304127,0.7773206,0.028619332,0.0328094,-0.15113032,-0.04435908,0.69159484,0.050338496
-0.013248777,-0.5452399,0.11136877,-0.09863346,0.1614478,-0.088046394,0.550604,0.9297317,0.043685764,-0.06945575,-0.21385576,-0.034893762,0.74603516,0.0013114198
0.03341227,-0.5068764,0.12426223,-0.06540731,0.12933975,-0.06391956,0.46906048,1.0374572,0.011083317,-0.05202311,-0.2020965,-0.03189385,0.8496352,-0.0034810894
0.12916817,-0.46842986,0.13133949,0.019437697,0.10299269,-0.01820935,0.54359746,1.1656599,0.027262934,-0.16965947,-0.2108688,-0.015853679,0.901092,-0.04412965
0.14727847,-0.40863478,0.12276703,0.028924964,0.02495593,0.004261861,0.5391114,1.3131462,0.0072433823,-0.22030547,-0.1575199,-0.027449291,0.9276332,-0.03545756
0.17931207,-0.3348511,0.102946214,0.06879127,-0.044983037,0.03913146,0.52622354,1.4573894,-0.0023026266,-0.2587383,-0.119380444,-0.031995445,0.8604008,-0.011528444
0.20444167,-0.26459077,0.10396855,0.10546884,-0.12189043,0.0632458,0.5104618,1.5929862,-0.00013329461,-0.30025768,-0.10160217,-0.026295235,0.78817755,-0.019651474
0.23498486,-0.19120477,0.111858755,0.15808713,-0.21439499,0.08756806,0.47594032,1.7206541,-0.0033544172,-0.32890248,-0.092844166,-0.016946115,0.7480806,-0.039749056
0.26284212,-0.11307155,0.108702675,0.21260284,-0.32630458,0.097306035,0.42254728,1.8394363,-0.006235354,-0.34899172,-0.079979725,-0.007974515,0.7178943,-0.0688303
0.2624269,-0.028873006,0.107895784,0.24612428,-0.44576272,0.11271758,0.3611288,1.9328862,-0.0004968643,-0.36412674,-0.068779945,-0.0048319814,0.6867371,-0.08616759
0.2594345,0.06513007,0.10653909,0.2808717,-0.57365066,0.120854765,0.28566906,2.0101707,-0.007132923,-0.37490466,-0.067070805,-0.0004201241,0.63145834,-0.10307325
0.25944752,0.16173571,0.117349386,0.3172468,-0.7083745,0.122133285,0.19855238,2.070519,0.001302483,-0.3794706,-0.07917734,0.0007541458,0.5629197,-0.114793845
0.26131365,0.24423423,0.1261036,0.3437146,-0.8463645,0.11324239,0.12116344,2.1033678,0.0024089038,-0.36277127,-0.09166394,-0.002414283,0.4989796,-0.10932843
0.2612799,0.30965146,0.11982101,0.3648468,-0.95400065,0.09208508,0.076006114,2.0947595,0.004383113,-0.30955377,-0.0933648,-0.008999729,0.45696992,-0.094178386
0.2598455,0.34526798,0.10008092,0.37954465,-1.0317285,0.06405031,0.07730665,2.0449288,0.0080985585,-0.21267124,-0.10177635,-0.008593451,0.43460953,-0.053887237
0.25815138,0.3625885,0.06997457,0.3744343,-1.0803597,0.0259701,0.082005195,1.9607801,0.031828307,-0.06248121,-0.111115366,-0.003428195,0.39255175,-0.014111653
0.24041545,0.3223347,0.05406533,0.3281263,-1.0768766,-0.012427421,0.15595374,1.8239826,0.05193124,0.12629548,-0.13645956,-0.003401198,0.30087656,-0.017885184
0.21626031,0.26578283,0.08392997,0.25893703,-1.0227599,-0.040042635,0.2668344,1.6536853,0.07368168,0.42065763,-0.13923015,-0.010137365,0.18602836,-0.05049534
0.24522464,0.18725592,0.09784576,0.24674869,-0.9592359,-0.050515804,0.43410534,1.4691893,0.05623097,0.52559084,-0.124168016,-0.008476733,0.12554255,-0.08354136
0.2505402,0.16330738,0.124178134,0.21291491,-0.8621223,-0.05007018,0.56482273,1.2804439,0.045717068,0.57111937,-0.10796968,-0.007827109,0.08933167,-0.06544185
0.2600362,0.1342497,0.11150943,0.19861974,-0.7735561,-0.06622534,0.6911427,1.0854203,0.0528395,0.5940844,-0.10222001,-0.019400828,0.05802427,-0.025384234
0.250181,0.09899315,0.08982095,0.17079188,-0.6628895,-0.061109487,0.83798903,0.8544161,0.056654893,0.63552654,-0.100667186,-0.02999914,0.0022019069,0.015750656
0.22297283,0.059703637,0.06884,0.12805527,-0.5381412,-0.034680706,0.9936293,0.5863851,0.064507306,0.6678626,-0.09921356,-0.033569887,-0.060810566,0.04711182
0.19048876,0.040921375,0.05023312,0.07739773,-0.43749264,-0.024892325,1.1227171,0.39361098,0.071016744,0.69078815,-0.08318268,0.0032852036,-0.011719686,0.037880145
0.11461082,0.0073727127,0.009984563,-0.011863872,-0.4404965,-0.026919741,1.2376326,0.49842823,0.079949915,0.6820419,-0.10573005,-0.013885062,-0.1313498,0.008031087
0.10954187,-0.050915126,-0.011119595,-0.018620789,-0.3992201,-0.003176519,1.3652477,0.51987344,0.073747486,0.6724667,-0.121829875,-0.007479502,-0.18822557,-0.067949444
0.044807218,-0.120102614,-0.06026448,-0.07073501,-0.35423127,-0.023993868,1.5026692,0.53161925,0.0829785,0.6467378,-0.15337947,0.004048237,-0.24303968,-0.07928757
0.009009255,-0.19505557,-0.088877775,-0.09610896,-0.29864046,-0.02775314,1.6281389,0.53140897,0.0734494,0.67858315,-0.16701056,-0.0011561691,-0.28851792,-0.09454473
-0.044476196,-0.28565833,-0.11319371,-0.13040653,-0.2430467,-0.03527225,1.7518017,0.5208397,0.07147081,0.68981546,-0.1750304,0.00042157155,-0.32857397,-0.0982633
-0.08032498,-0.39136422,-0.11048813,-0.15208298,-0.18301086,-0.039581187,1.8639174,0.49677664,0.06700646,0.7097399,-0.17696765,-0.0032373334,-0.36425334,-0.09006759
-0.11721924,-0.51004934,-0.101813845,-0.17099334,-0.12165037,-0.037221547,1.9619858,0.46404737,0.06771914,0.727376,-0.15975244,-0.006312675,-0.39446598,-0.08578585
-0.1470998,-0.6377263,-0.091438,-0.18365313,-0.05645965,-0.046039548,2.0419486,0.41942665,0.070956185,0.7388862,-0.14379261,-0.010827603,-0.4187547,-0.07180945
-0.17259994,-0.773472,-0.08887771,-0.19361463,0.015505113,-0.059820194,2.1027908,0.36142898,0.07121086,0.7440848,-0.122481205,-0.0055600423,-0.4392952,-0.05509654
-0.18881586,-0.910281,-0.09077076,-0.19872828,0.09525992,-0.07626311,2.1415498,0.28729895,0.0684491,0.74205184,-0.10357742,0.0051708133,-0.4493812,-0.030081104
-0.20044942,-1.0312865,-0.09200663,-0.19474791,0.17438182,-0.08784973,2.1528804,0.21943824,0.06305144,0.7272263,-0.09070473,0.0145999,-0.4358182,-0.013982593
-0.20992716,-1.1212428,-0.08454204,-0.17318915,0.24641897,-0.07582783,2.1312912,0.17012952,0.05624408,0.6621009,-0.088510595,0.028822916,-0.39005014,-0.0322389
-0.2263143,-1.1639906,-0.069387764,-0.14570129,0.31426165,-0.05862238,2.0759692,0.13847496,0.050297648,0.5761445,-0.12361906,0.026568832,-0.2830883,-0.050453518
-0.22958004,-1.1723311,-0.029267931,-0.12152197,0.35842457,-0.058457922,1.9850916,0.12628339,0.041529357,0.5046057,-0.16188928,0.012175737,-0.12012769,-0.0484669
-0.1826842,-1.1246102,0.003397934,-0.08061047,0.37481472,-0.08302867,1.8476218,0.15752994,0.03409243,0.43637058,-0.15966916,-0.010392854,0.09133495,-0.0145213315
-0.13615786,-1.0617712,0.026326722,-0.06154518,0.3457613,-0.07543165,1.6800044,0.24993803,0.031923186,0.36501035,-0.11070492,-0.033161454,0.3560279,0.046224795
-0.111137636,-0.99295837,0.0459767,-0.0690688,0.2836998,-0.080343015,1.4910854,0.40062317,0.03154245,0.35004637,-0.09407257,-0.040333703,0.42755318,0.06894228
-0.0968406,-0.906286,0.09684152,-0.08538759,0.23166676,-0.079757944,1.2937856,0.5512662,0.021266043,0.2795469,-0.07633498,-0.047813676,0.48990986,0.09327651
-0.08732731,-0.81898004,0.12533015,-0.09894981,0.17273249,-0.093492456,1.0820783,0.70439017,0.02261913,0.21653275,-0.08244381,-0.05188665,0.5154152,0.09492784
-0.081660435,-0.7147099,0.13689703,-0.11606768,0.12205282,-0.10692368,0.849688,0.854439,0.027782742,0.12624441,-0.1330626,-0.047758635,0.5555907,0.06999083
-0.060931753,-0.5857908,0.12043209,-0.11633841,0.07670564,-0.10908435,0.57562214,1.0100908,0.040997684,0.025705975,-0.21149856,-0.037901632,0.6124757,0.01698823
-0.029713135,-0.50357884,0.107004955,-0.10669853,0.05834641,-0.10138902,0.3563276,1.1149055,0.04839599,-0.07580847,-0.24481301,-0.035951715,0.694166,-0.012757703
0.06759829,-0.4829562,0.11481764,-0.037134893,0.05181684,-0.05717911,0.41041812,1.201852,0.035289723,-0.03352199,-0.24250843,-0.030054798,0.84394664,-0.017051855
0.12667489,-0.41239297,0.08342922,0.011784579,0.013784383,-0.011712959,0.41505247,1.3245295,0.011392416,-0.08288161,-0.18921086,-0.030970825,0.8505043,-0.008606685
0.15221114,-0.3727349,0.0702805,0.03216294,-0.051651813,0.008584686,0.43606618,1.4453064,-0.0136998445,-0.1362499,-0.13714983,-0.032774158,0.81168324,0.005441899
0.17255351,-0.31359002,0.05418898,0.055418696,-0.09849169,0.042142436,0.4509785,1.5535903,-0.008222694,-0.1856526,-0.098629005,-0.03910349,0.76388335,0.015699979
0.19211935,-0.2666277,0.068985224,0.087135725,-0.16194488,0.07308581,0.4656338,1.6606127,-0.0007398365,-0.23851062,-0.08906411,-0.0325119,0.7024431,0.0012620593
0.21684049,-0.2169357,0.077671416,0.13245246,-0.2428281,0.10037814,0.46141997,1.7623056,0.0038818065,-0.28105953,-0.0845858,-0.024182005,0.6805911,-0.019054545
0.2541598,-0.16207637,0.08144493,0.19445747,-0.340874,0.10454367,0.43478313,1.8617572,0.0010584339,-0.3118577,-0.08494325,-0.012500902,0.6682338,-0.052560035
0.2652484,-0.09256402,0.0833409,0.23619226,-0.4400404,0.11756638,0.3937815,1.9411938,-0.0032132599,-0.34250864,-0.0701251,-0.002435169,0.66944194,-0.08706196
0.26099753,-0.01651175,0.08947044,0.26112303,-0.54443187,0.12233262,0.3436689,2.0002651,-0.009012887,-0.36010265,-0.073643066,0.0028522608,0.6439597,-0.10189659
0.260043,0.076228574,0.091740176,0.2925566,-0.6553875,0.12328665,0.27117518,2.0498583,-0.009296456,-0.3726479,-0.077973746,0.0059153205,0.5915672,-0.1176121
0.26043126,0.17211641,0.10351783,0.3192153,-0.775501,0.12113232,0.18352813,2.084818,0.0028945988,-0.37888265,-0.09387516,0.002904005,0.52812,-0.12428909
0.26192737,0.25314862,0.10885398,0.3381174,-0.89432997,0.10768549,0.10655881,2.0936792,0.005372602,-0.3558974,-0.11205401,-0.0020919566,0.4705034,-0.1200547
0.2622131,0.31387514,0.10562012,0.35044342,-0.9850606,0.08589238,0.061398864,2.0635035,0.0066799377,-0.29579285,-0.11560337,-0.0060620545,0.43552288,-0.10254412
0.26224232,0.35512167,0.101572536,0.35100776,-1.049793,0.057943124,0.034399014,1.9972855,0.009946718,-0.18961945,-0.1201053,-0.005540641,0.40945426,-0.064567156
0.26132718,0.3731704,0.09526214,0.3365837,-1.0879425,0.029304894,0.016571514,1.8970705,0.02641373,-0.032379534,-0.14482754,-0.0048442218,0.36308905,-0.03802887
0.26190963,0.34600127,0.092077985,0.30188146,-1.0756778,-0.015736649,0.06200369,1.7498628,0.042033087,0.17355987,-0.1768998,-0.0033019555,0.27923024,-0.0511259
0.2677879,0.32686618,0.122347556,0.2676464,-1.013231,-0.05506928,0.12273938,1.5812483,0.064407885,0.45552245,-0.16986512,-0.007827211,0.16618274,-0.07446245
0.26672986,0.29071987,0.13880295,0.24584548,-0.9369089,-0.06288207,0.22779605,1.390538,0.056577686,0.572619,-0.14166526,-0.0052080285,0.09671917,-0.09583325
0.2658204,0.2667012,0.15300761,0.22576833,-0.8358999,-0.07333755,0.3429635,1.181746,0.055933807,0.63117605,-0.119343534,-0.010671876,0.069548555,-0.059937287
0.26231983,0.24007818,0.1401896,0.21132056,-0.7230894,-0.07877596,0.47398484,0.95044,0.05421213,0.6645692,-0.10315862,-0.026064165,0.026862357,-0.008115841
0.2614254,0.21039855,0.11757278,0.19113974,-0.600712,-0.06136433,0.61592287,0.6881854,0.057821408,0.69712967,-0.09283374,-0.03772529,-0.036145788,0.035785433
0.2537246,0.19785239,0.0958375,0.1561406,-0.47655073,-0.021880077,0.73640317,0.41288775,0.06704206,0.7214521,-0.07995892,-0.033134725,-0.116178945,0.052479625
0.21443202,0.21424155,0.06848741,0.09368088,-0.42678976,-0.017657002,0.8179896,0.43509787,0.075674,0.72482306,-0.0728733,-0.0073378766,-0.120477416,0.01514952
0.15248507,0.17017335,0.0418242,0.022728086,-0.41294685,-0.0061147367,0.94985396,0.50666493,0.07755094,0.72481763,-0.1026118,-0.019956997,-0.16331233,-0.015946701
0.13538718,0.10999794,0.022934172,0.00693668,-0.36060742,0.008632021,1.1005976,0.5185985,0.07588171,0.7094678,-0.113619186,-0.0056620217,-0.23034893,-0.05904245
0.07589461,0.033201795,-0.022940842,-0.03730309,-0.30410507,0.0013148007,1.2659532,0.50651383,0.083176926,0.66481894,-0.1406704,-0.0050060106,-0.27081707,-0.08956908
0.050583553,-0.051658396,-0.04840743,-0.055523735,-0.24191736,-0.0042937617,1.4240718,0.48973653,0.08030064,0.6590748,-0.15568867,-0.0061149616,-0.30767485,-0.09980411
-0.010681572,-0.15148248,-0.09214701,-0.090830274,-0.17509855,-0.007219101,1.5842226,0.4570539,0.08192051,0.65299547,-0.17619051,-0.005981216,-0.334348,-0.104984105
-0.039355565,-0.265305,-0.104653604,-0.106568106,-0.10504534,-0.010762104,1.730311,0.41386917,0.07670698,0.6666835,-0.18127073,-0.012232493,-0.3569386,-0.103052326
-0.082826905,-0.40433,-0.1161703,-0.13239907,-0.035939593,-0.011611339,1.868364,0.35435987,0.07219538,0.6715182,-0.16608337,-0.015570808,-0.36925635,-0.094245434
