pelvis_ang_vel_x,pelvis_ang_vel_y,pelvis_ang_vel_z,right_thigh_ang_vel_x,right_thigh_ang_vel_y,right_thigh_ang_vel_z,left_thigh_ang_vel_x,left_thigh_ang_vel_y,left_thigh_ang_vel_z,right_shin_ang_vel_x,right_shin_ang_vel_y,right_shin_ang_vel_z,left_shin_ang_vel_x,left_shin_ang_vel_y,left_shin_ang_vel_z,right_foot_ang_vel_x,right_foot_ang_vel_y,right_foot_ang_vel_z,left_foot_ang_vel_x,left_foot_ang_vel_y,left_foot_ang_vel_z
1.7046425,-0.7546868,0.26497337,1.0374475,-3.0022774,-0.47921026,-0.7991924,5.7313166,0.23061244,0.27125385,6.1306033,0.30486935,-0.5415498,-7.9551687,-0.22117096,0.26805782,7.705808,-0.18330978,-0.17990243,-10.924199,1.6324941
2.3479135,-0.44023556,0.17411757,1.1833327,-3.261197,-0.675948,-1.1215317,6.9250154,0.6843178,0.44418588,6.640269,0.29451644,-0.7271905,-9.297571,0.39746168,0.39474857,7.771712,-0.12466401,-0.10765046,-12.465624,1.7721025
2.467174,-0.45412475,0.1173489,0.64457387,-1.7561566,-0.7764536,-0.74412656,4.317625,0.5364028,0.095331736,5.986804,0.093174525,-0.55230886,-1.4930756,0.5157245,0.53605986,6.997155,-0.438195,-4.9580936,-19.860973,-0.3308022
2.4267993,-1.2591056,-0.70720696,-0.33091235,-2.6854868,-1.7702972,0.56367254,3.1307423,-1.1589357,-0.9283775,5.030622,-0.8009074,0.5890126,2.7319155,-1.1590724,-2.0417364,4.350307,-0.47983482,5.1532216,-4.578718,-9.463355
2.672761,-0.27667254,0.8147908,0.88108927,-5.5716915,-1.1697447,-0.34869343,4.0303807,-0.17702727,0.18007699,4.3477983,0.13071702,-0.20812568,1.7928071,-0.1815962,-1.0078679,2.2657435,0.46607906,1.5839465,-0.5719339,0.3163013
1.8902415,-0.3671745,0.93824756,-0.2230341,-4.425288,-1.8255106,-0.06681147,2.3869328,1.5723726,-0.59182405,3.5155149,-0.8286408,-0.14294733,3.2717395,1.5745476,-2.0414183,4.267434,-1.2412182,-0.16286124,1.1437109,0.017220303
1.3490511,-0.639375,0.30071008,0.58814365,-5.7995152,-1.5537903,0.055463392,4.0066123,0.37387466,0.31809482,2.4157896,-0.48665106,0.24663313,1.8835185,0.35168153,-0.57868534,0.75549114,-0.27768368,-1.1170386,-0.2366881,-0.1116495
1.7047814,-0.5314202,0.04657548,-0.06046779,-6.5519295,-2.1150389,-0.1818996,4.264003,0.6621641,-0.15976566,1.1614501,-1.1186893,0.10664004,1.3380831,0.6185452,-0.63671,0.86782455,-1.0885069,0.40867954,0.09308711,-0.00811872
1.3338329,-0.28226694,-0.21413045,-0.27816457,-7.4080157,-2.0297832,-0.38059118,4.7377925,-0.7434774,-0.24406485,-0.54362136,-1.1575207,-0.05111475,0.8668217,-0.8065476,0.3538041,-0.27058578,-1.0494921,0.39299405,0.2187914,-0.051533706
0.8250944,-0.16565439,-0.7809723,-1.118622,-7.943369,-1.9370131,-0.40231475,5.1444526,-0.34956098,-0.97895247,-2.1297238,-1.2579435,-0.06396222,0.65855247,-0.42103702,-0.10572763,-1.377974,-1.4130863,0.17185915,0.251812,0.2167332
0.6216336,-0.06445511,-1.0502347,-1.3160915,-8.4582405,-2.1831892,-0.6371379,6.0417953,-1.158241,-1.1057137,-3.8023372,-1.710429,-0.30811065,0.0389907,-1.2275488,-0.046799675,-3.3806179,-1.9056436,0.06464176,0.23493151,0.11798145
0.26940808,0.0097702965,-0.42098248,-1.32472,-8.240514,-2.0991719,-0.28887892,6.254227,-0.09782199,-1.1025206,-5.031702,-1.8195051,0.020841375,-0.26029366,-0.1648266,0.1398894,-4.9058843,-1.92634,1.0722686,0.45231393,2.3826525
-0.3098751,0.36250606,0.23049383,-1.3406458,-6.8119917,-1.0176028,0.14283249,5.339615,0.6755809,-1.2595032,-5.7938647,-0.9420017,0.4164603,0.8544005,0.5938318,-0.3994253,-7.1857085,-0.79619193,0.33295825,3.3737729,1.6040235
-0.86525726,0.6441983,0.604931,-2.0618865,-4.7805524,-0.16690317,0.53903586,5.0855827,1.4287424,-2.157481,-5.9806695,-0.22744994,0.86548716,1.2772905,1.3036625,-2.74681,-10.080009,0.09242585,0.31815106,6.520722,1.2331967
-0.581829,0.29897907,0.49706575,-2.0009215,-2.2640002,0.27355304,0.68069345,2.9196398,1.0220773,-2.2602801,-5.789572,0.20411214,0.6684261,3.0407329,1.0279311,-4.8477654,-9.769336,0.33076146,-1.2441714,10.872241,0.5985734
-1.0832167,0.57094914,0.09676204,-2.052956,-0.055945724,1.7110939,0.18032414,1.989153,-0.5775814,-2.3153849,-5.5985246,1.7875671,0.11888924,2.6930673,-0.53985167,-4.89168,-9.293729,1.7841421,-1.2288059,13.912692,0.37820303
-2.280201,0.7298195,-0.49471092,-0.21310891,3.0676534,1.6693417,-0.6123337,-0.33003512,-2.3090947,-0.29628944,-5.350866,1.8934121,-0.7836549,3.4481187,-2.139806,-0.33427703,-8.80684,2.7577932,-0.43769428,16.796148,0.14764194
-1.2067933,0.6929747,-1.3326715,0.064904116,3.1707587,0.5492218,-0.9118359,-0.8992466,-1.7004025,0.11232928,-5.593417,0.801798,-0.9943043,3.8072152,-1.5533928,1.9337956,-9.605934,2.645665,-0.12172922,18.666668,2.0854056
-0.5802015,0.85214484,-1.3313471,0.2822442,3.4917793,-0.10671329,-1.4714407,-1.790153,-1.9462194,0.3630605,-6.010801,0.13542,-1.3764867,4.997303,-1.8868216,1.1899374,-6.8909006,0.7888335,-1.0915654,9.673333,-0.44243142
-0.45914233,0.50918365,-1.078775,-0.44817045,4.179865,1.5458701,-1.0358769,-2.3401144,-1.1179817,-0.116847076,-6.0140967,1.8559036,-0.7441526,5.389799,-1.2036965,0.45484796,-9.208288,3.4001346,0.0041312617,9.819896,-0.02460005
-0.44577926,0.39650378,-1.1378382,-0.21509619,4.69227,0.80435973,-1.6491967,-2.7660367,-1.4455634,0.39478898,-6.523433,1.1682212,-1.1176038,5.9825377,-1.7369835,0.5325827,-9.146113,1.4320588,-1.164646,7.5598483,-1.2725211
-0.2821244,0.277949,-0.8002482,-0.33387622,5.0349154,0.75686836,-1.7095443,-2.5857408,-1.2129221,0.51274943,-6.753101,1.1427631,-1.0074726,5.83764,-1.7108477,0.069843024,-11.147461,0.06461755,-1.7502126,7.4009557,-1.8264202
-0.70608115,0.35646737,-0.50697684,-0.098833516,6.523527,0.073221356,-1.7360247,-3.7046285,-0.40459788,1.1453022,-8.081801,0.4678006,-0.7954372,6.6807375,-1.2109026,0.63820195,-13.460256,-2.470322,-2.9953,9.138316,-1.8540959
-1.6537036,0.143833,-0.6099767,0.2761597,6.8101296,-0.8405211,-1.5738043,-2.4094741,-0.4072255,1.5157261,-8.461115,-0.63298494,-0.75094,6.3342204,-1.2429168,1.670455,-14.240649,-4.165687,-3.3165987,9.56652,-2.0026336
-2.631808,-0.2600534,-0.26508904,0.27650902,1.6704551,0.9531322,0.031667944,-0.26371402,0.34049392,0.054851513,4.1144366,0.94103724,0.4890242,5.00417,-0.1775506,-1.4078337,5.072549,1.3099551,0.44434124,10.848887,-0.9336848
-2.7277894,-0.68482935,0.24985762,0.22344139,3.7335021,0.27741605,1.0021402,-4.9419475,2.3071501,0.31476292,2.7312362,0.26926214,1.7395874,4.6707726,1.4911157,0.81270564,-0.8340296,-0.17356084,-0.3957516,7.4056287,0.9254521
-0.95190984,-0.45197922,-1.1104466,-0.0053938823,3.1074367,-1.1423461,-0.79687196,-5.4093194,0.26679137,0.047945954,2.266496,-1.152816,-0.1458707,3.4306393,-0.52886254,0.29128206,-0.07848364,4.1445704,0.9205488,4.9057684,-0.7914421
-1.753921,-0.847089,-1.19005,0.10547068,3.344612,-2.4859142,0.2436115,-5.289068,1.3259107,0.13237812,2.2892761,-2.504317,0.7467504,3.3411226,0.6367234,0.06313445,-0.045397293,-0.17348863,1.8242551,-0.5239898,0.87372804
-1.4099349,-0.727532,-0.86978537,-0.012598095,3.2600763,-0.9083023,0.19191478,-5.524515,0.896515,-0.007120054,2.2863848,-0.92609906,0.5894776,2.4543715,0.3214444,0.051192015,0.14779352,0.08785021,-0.015304329,-1.6023597,0.5521183
-1.6039976,-0.26003727,-0.5590165,0.054286517,3.9166303,-0.28923994,0.69921994,-6.4009356,1.6577008,0.043284748,1.4169288,-0.34136495,0.93567073,1.2351599,1.2318418,0.20125067,-0.087154,0.038335763,-0.3240774,-1.0041165,1.3168405
-0.59895754,-0.016046233,-0.18256654,-0.17377482,4.203514,-0.85632074,0.55543053,-7.0755744,1.6551801,-0.2187632,1.2445363,-0.92125756,0.5973811,-0.42339242,1.384737,0.63686794,-0.14157327,0.24564806,-0.9997408,-1.9955417,1.5765251
0.18927617,-0.15805691,0.25507748,0.020707855,4.705025,-0.37609577,1.2347486,-7.701652,2.3487723,-0.0781032,0.79686284,-0.45403284,1.0890014,-2.3341048,2.2114353,-0.10058591,0.5383402,-0.064886816,0.23836446,-4.0871625,2.441295
0.24425404,-0.123499185,0.5366176,0.20406398,5.1905293,-0.070999645,1.7543963,-8.067528,2.405773,0.07330805,0.54648334,-0.17170094,1.4540547,-3.5753174,2.3778036,-0.10286286,0.14605266,-0.2251428,0.8107833,-6.7078514,2.500607
0.31653574,0.045278385,0.6891903,0.33774793,5.576357,0.75619674,1.8248036,-8.1138,2.2522526,0.25495866,0.52121794,0.62504995,1.4656149,-4.7850075,2.2898138,1.3381585,-0.14918487,-0.14306735,1.2633325,-8.642539,2.497854
0.33894923,0.4843522,0.8118183,0.3626444,5.1136823,0.806546,1.6352494,-7.1815863,1.671253,0.3532703,1.1024883,0.6748225,1.4440913,-5.841562,1.701594,0.15144916,2.808972,0.011974378,2.2159255,-9.345927,2.0805006
0.21302056,0.39223498,0.7755762,0.0013162885,3.9484944,-0.026880194,1.653189,-4.9489923,0.7607943,-0.0025424892,2.404592,-0.078828394,1.8654855,-6.2694945,0.7129331,0.5524479,6.561773,-0.60329956,2.974706,-8.522462,1.2425356
0.21980333,0.91234356,0.68842155,-0.42116874,2.6753232,-0.76946425,1.5635473,-2.6810834,0.0036858171,-0.4081289,3.7589407,-0.7378283,2.17863,-6.3674088,-0.19328588,0.07902659,10.898321,-1.9950069,4.531938,-7.325679,0.42514867
0.5622852,1.4588504,1.2934157,-0.23606451,2.13926,-0.29915553,0.94349015,-0.7397673,-0.5969415,-0.22744097,2.5908568,-0.28775147,1.8489527,-6.3367386,-0.9783944,0.7330427,13.304491,-0.67621064,4.391929,-8.396695,-0.5576934
1.4097977,1.0068331,1.4925927,0.18484819,-1.4412432,1.0271521,-0.63930374,3.0199301,-1.8823825,0.21030048,4.1960487,1.1775444,0.51382506,-6.0124903,-2.5242906,0.7143907,17.227732,-0.4776588,0.970574,-11.192666,-3.1334949
2.3459005,0.6313812,1.27613,1.6231753,-2.462132,3.4639304,-0.9866203,4.2121353,-1.9805888,1.2508532,4.5643845,3.8116317,-0.10087213,-6.124667,-2.6381323,2.1537156,21.181044,3.39915,-1.0905883,-12.645852,-3.855477
0.15278026,-0.08812257,1.3967171,2.2948437,-4.2359147,2.1200092,-1.2445302,4.543615,0.4025654,1.3827887,6.5666723,2.9510334,-0.32325777,-6.9890227,-0.24100545,2.678985,12.433429,3.9333127,-0.80739796,-10.517038,-1.7461725
0.9387749,-0.5599609,0.37150338,1.4395897,-1.8376338,1.8403012,-0.63698334,4.1825895,-0.5174369,0.6228696,4.7241707,2.5366614,0.10213503,-6.4028764,-1.0105766,1.40608,7.2736297,3.379332,0.5229226,-8.384129,-0.30813298
0.2913073,-0.83099836,0.70031804,1.0103005,-2.4556725,-0.09017576,-0.5499901,4.899508,-0.52798915,-0.004192999,5.4696302,0.8312456,0.103415206,-7.0826573,-1.0540183,0.5316977,6.8238144,0.57942295,0.56887305,-8.958726,1.1604725
