pelvis_ang_vel_x,pelvis_ang_vel_y,pelvis_ang_vel_z,right_thigh_ang_vel_x,right_thigh_ang_vel_y,right_thigh_ang_vel_z,left_thigh_ang_vel_x,left_thigh_ang_vel_y,left_thigh_ang_vel_z,right_shin_ang_vel_x,right_shin_ang_vel_y,right_shin_ang_vel_z,left_shin_ang_vel_x,left_shin_ang_vel_y,left_shin_ang_vel_z,right_foot_ang_vel_x,right_foot_ang_vel_y,right_foot_ang_vel_z,left_foot_ang_vel_x,left_foot_ang_vel_y,left_foot_ang_vel_z
-1.0718082,0.4453897,-0.43560278,0.10257432,7.30699,-0.2868424,-1.6485834,-3.4561489,-0.114046775,1.3366102,-8.674992,0.15435737,-0.84436625,6.8713155,-0.9271677,1.0555527,-14.627598,-3.7941062,-3.555492,10.865001,-2.0711079
-1.9069021,0.4842008,-0.74538547,0.40011606,5.4717164,-0.7647456,-1.2409774,-0.030308992,-0.8948429,1.2460072,-7.0959086,-0.59035814,-0.78999245,5.2662945,-1.4143546,1.3001102,-13.079848,-2.935187,-2.5931513,10.294312,-2.363576
-2.4211307,-0.21124518,0.14169805,0.61903715,3.1706743,0.9988756,0.7882704,-2.0111825,1.6839551,0.5440375,4.216527,0.9980729,1.3663813,4.960536,0.9999439,-0.85303,-4.133707,0.71911436,1.2940094,13.238144,0.02923544
-2.7240663,-0.5427813,0.2893744,-0.23203917,4.291824,0.48986644,0.47132912,-5.6313996,1.9092834,-0.078740336,1.7949088,0.4636099,1.2223839,5.3237686,0.961451,-0.21840338,1.335101,5.1945577,0.5266201,5.1799116,0.5368613
-0.92251986,-1.3707396,-0.57352126,-0.20101598,2.9413476,-1.1774756,-1.2422318,-4.8802676,-0.5378295,-0.20522623,3.1349034,-1.1749332,-0.52811295,3.982881,-1.4531641,-1.9725417,1.4037166,3.2025898,0.037301872,2.474091,-1.7230165
-1.7656336,-1.1498611,-1.9528295,0.17674537,3.6321602,-2.999417,-0.14591189,-5.36897,1.2134249,0.13008371,1.6409606,-3.0288048,0.45927724,3.7952027,0.35477877,-0.265774,0.03121357,-0.35845876,1.749448,0.2129889,0.6440618
-1.4769676,-0.9149516,-0.38239127,0.03449653,3.5332859,-0.4900955,0.44689414,-5.7440195,1.2489594,-0.026381692,1.9330305,-0.51377594,0.9480586,2.9404225,0.5091874,-0.23940521,0.113612875,0.21884724,0.18998449,-1.4393579,0.99901474
-1.335405,-0.23419794,-0.41422606,0.20824356,3.9755635,-0.31193057,0.7404833,-6.5895,1.7000228,0.069994085,1.1791195,-0.35727075,1.0531732,1.6305168,1.1499282,-0.025054766,-0.10331473,0.017333135,-0.5083985,-0.51950765,1.2721899
-0.5944645,0.07562134,-0.065762624,-0.024447458,4.2553377,-0.74909735,0.7158272,-7.2334204,1.7179581,-0.216219,0.9308198,-0.80320805,0.81900746,0.071697615,1.3606151,0.66429687,-0.23255488,0.18697172,-0.9348908,-1.6142505,1.555458
0.17347322,-0.17077377,0.28887478,0.2375859,4.7718844,-0.27382976,1.4631408,-7.8055634,2.2722476,-0.03695576,0.53957343,-0.33552712,1.3569367,-1.7967149,2.095478,-0.32367352,0.3261897,-0.2012802,0.37986025,-3.7226834,2.3530154
0.2738148,-0.124456026,0.54275846,0.4253396,5.3854938,0.0678231,1.9806502,-8.288638,2.408379,0.090022534,0.20256217,-0.0125494,1.6928536,-3.1755817,2.3840072,-0.07938794,0.18876308,-0.13279471,0.8412205,-6.4866104,2.617324
0.3098844,0.17285451,0.70338863,0.5996371,5.6156716,1.0258654,1.9412313,-8.260439,2.078199,0.35025603,0.3035296,0.9120479,1.5718898,-4.380651,2.1406145,0.96686816,0.18656391,-0.12981695,1.4746323,-8.368991,2.3545818
0.26355183,0.61564356,0.854079,0.49416965,5.242328,0.91279775,1.6029449,-7.251065,1.5825263,0.34823233,0.8686781,0.7954584,1.3704062,-5.430219,1.6364338,0.48351905,2.989288,-0.012558318,1.9734877,-9.027227,2.066001
0.2377526,0.8617146,0.7441308,0.12799232,4.323247,0.12844232,1.5343063,-5.1999946,0.8077217,0.05378377,1.9435799,0.06234304,1.6365279,-5.8926754,0.7784902,0.60357773,6.6072526,-0.5920225,2.777857,-7.973554,1.2351367
0.20186497,0.8805056,0.7041116,-0.34404668,3.018964,-0.578728,1.484107,-3.1253362,0.053032145,-0.3300468,3.3786669,-0.57059616,1.9242867,-5.96529,-0.11220287,0.72181505,10.885908,-1.8620781,4.197309,-6.9829917,0.2815827
0.5003803,1.2916404,0.994823,-0.42545137,2.1081963,-0.7722907,1.1077015,-1.0306541,-0.7422745,-0.40025875,2.5785697,-0.7656268,1.8193058,-5.800912,-1.0954999,1.4016092,12.817063,-0.98939025,4.2880816,-7.5383615,-0.7882297
1.4865973,1.2334088,1.1215563,-0.23887026,-0.31606728,0.5535701,-0.28016698,2.3230588,-1.9329627,-0.052689,3.5217116,0.5865062,0.59351337,-5.25629,-2.5306907,1.2684278,15.783261,-0.041962195,1.211157,-10.174619,-3.104737
2.929783,0.7041826,0.6618726,0.9881924,-1.7740142,3.0761628,-0.8443389,4.322181,-2.6667717,0.97010374,3.927049,3.2106843,-0.26087937,-4.985675,-3.336241,2.0427778,19.987179,2.8137217,-1.6945839,-12.111072,-4.4704533
0.06963156,-0.17223182,1.642656,2.3816214,-3.4777381,2.9196367,-1.3419424,4.169082,0.5084577,1.9778669,5.8196955,3.4165812,-0.78259003,-5.964728,-0.13721158,3.6114933,14.83644,4.656195,-1.6199007,-10.507098,-1.3735567
0.32986093,-0.45873547,0.8022319,1.7656184,-0.72856396,2.62845,-0.6984473,3.2348576,0.48772964,1.3353274,3.8598275,3.0436208,-0.1688084,-5.481897,0.03604674,2.27056,4.425705,4.502859,-0.17210507,-8.116597,-0.20850709
-0.2844974,-0.97298646,0.790709,0.6252767,-2.1326048,-0.31563187,-0.30674985,4.305209,-0.7752351,-0.06711349,5.0966983,0.39323077,0.16441639,-5.9886827,-1.2922411,0.2891826,6.756387,0.21863359,0.610705,-7.065875,0.09037876
0.79145974,-0.8763208,0.7332572,1.0006363,-2.254875,0.13273825,-0.84448063,4.981834,-0.012111261,0.26202086,5.3250732,0.95055,-0.41396394,-6.5565925,-0.488825,0.61901903,8.66034,0.8594583,0.32394603,-9.732184,1.8805828
1.4995311,-0.7126661,0.09675876,0.7283693,-2.9610872,-0.7585186,-1.0136482,6.1428986,-0.021261534,-0.07852058,6.1800423,0.2753468,-0.5792634,-7.602768,-0.40160564,-0.023084015,7.5501328,-0.0009383587,-0.10989478,-10.579163,1.6175915
2.1074064,-0.35335505,-0.01380689,0.7317198,-2.9338503,-0.93409747,-1.3120015,7.0665793,0.55286926,0.01823467,6.57548,0.19254707,-0.7539378,-8.75306,0.3888128,0.042081192,7.634107,-0.022861876,0.016696725,-12.065463,1.7365565
2.2202275,-0.42247397,-0.26526034,0.015889127,-1.3518611,-1.1752925,-0.6895127,4.3656206,0.21155524,-0.46138272,5.804239,-0.28903162,-0.5134437,-0.3571813,0.22617391,0.016026061,6.697504,-0.7080921,-4.29029,-26.265053,-1.6860077
2.09232,-1.3076181,-0.5693191,-0.36284775,-2.8287392,-1.4312186,-0.12049359,3.4009612,0.9943967,-0.95111585,4.9550204,-0.38139284,-0.026459001,2.1623766,1.002872,-2.3462095,4.0838428,0.376863,1.9037112,-1.665418,-3.9532251
1.8095264,-0.5456273,1.209336,0.55627257,-4.6776285,-0.71103495,-0.20865618,3.3182366,0.3421982,-0.1705086,4.400972,0.5593702,-0.13821955,2.495545,0.3456905,-1.0960753,1.1759164,0.4496164,0.5979233,-0.36038342,0.021351315
2.0389023,-0.41583177,1.2312717,-0.7162222,-4.3956246,-2.1191373,-0.022444408,3.0725975,1.1481303,-1.1806563,3.970111,-1.0803478,0.019638656,2.6778493,1.1488849,-2.7712543,3.7548542,-1.4477082,0.26667774,-0.069176584,-2.0620134
1.4750961,-0.86263347,0.5739767,0.34273294,-5.7847333,-1.0208204,-0.07545128,3.7303414,-0.055535257,-0.06988593,2.5418882,0.011241987,0.14099334,1.7605414,-0.06507778,-1.0186032,1.1071283,0.42781866,0.39059272,0.3055979,-0.27784637
1.7676398,-0.6393926,-0.060557894,-0.8238072,-6.6282406,-2.8029678,-0.21516019,4.4042296,0.4219595,-1.0022292,1.5942117,-1.9036438,0.18247736,1.0814481,0.39467248,-1.5856019,1.7248784,-1.890923,-0.08982102,0.048266448,0.038743906
1.3090835,-0.38542295,-0.4656365,0.035137072,-7.556332,-1.7251549,-0.32459185,4.689257,-0.84763086,0.0016088914,-0.27585483,-0.93557084,0.112016924,0.66899586,-0.8964046,0.20809597,0.2896005,-0.6929942,0.3753961,0.41755307,-0.18932852
1.1393337,-0.067629255,-1.0485992,-0.9015249,-8.233434,-2.509669,-0.33019215,5.1987066,-0.13587673,-0.75746804,-1.707954,-1.8549109,0.15963896,0.41061938,-0.20930214,0.31313816,-1.0651654,-2.2153869,0.0093552675,0.11404873,0.22998409
0.8543692,0.071432486,-1.0700313,-1.0250775,-8.608978,-1.999701,-0.7117758,5.598712,-1.4485317,-0.7927159,-3.413182,-1.5289687,-0.29769334,0.20161326,-1.5119741,0.08000864,-2.484101,-1.8449378,0.25155127,0.4092473,0.13718538
0.40483078,0.13303447,-0.3312986,-1.3003472,-8.411726,-1.8201903,-0.10869594,5.763333,0.33405977,-1.0559018,-4.7310534,-1.5338098,0.3076469,-0.004052645,0.25588143,0.2736185,-4.653151,-1.6223081,1.8980411,-0.13892509,3.3333483
-0.11210381,0.43324417,0.0588195,-1.0814999,-7.0565133,-1.083979,-0.04044211,4.9807096,0.1712569,-0.9687839,-5.59548,-0.98418564,0.27254862,1.0445296,0.087910846,0.017445061,-7.0844026,-0.84658957,0.3302773,3.0160012,1.266424
-0.7105874,0.65054834,0.55282634,-1.8679982,-5.025087,-0.07486466,0.43383613,4.596418,1.0501684,-1.9359643,-5.9214435,-0.11791389,0.72889316,1.5569838,0.94449127,-2.0103858,-9.556881,0.35256475,0.11172211,6.13546,0.9077629
-0.76279396,0.49239045,0.3865645,-2.0226295,-2.6228468,0.12853509,0.56797606,3.793435,0.91828287,-2.2436643,-5.7031617,0.069584265,0.7413099,2.2325583,0.83883846,-4.3777885,-9.85483,0.22052185,-1.0730518,9.885634,0.6210021
-0.9269862,0.8387781,-0.03938615,-2.0612235,-0.42400664,1.4085155,0.10191707,2.5814352,-0.48227176,-2.325937,-5.5281014,1.4808431,0.11835488,2.4118857,-0.49171156,-4.8441935,-9.222367,1.4607584,-1.0736487,12.7438755,0.5024502
-2.0198355,0.6972288,-0.61536825,-0.5305052,2.6501114,1.806993,-0.6452737,0.46204907,-2.36917,-0.6463447,-5.2195377,2.0525868,-0.77858144,2.9674501,-2.2534986,-0.9507821,-8.525481,2.8461828,-0.63337475,16.193052,0.30260843
-1.3531601,0.92352617,-1.3680909,0.045439184,3.037078,0.65304285,-0.96632236,-0.46843144,-1.8583181,0.0821226,-5.4715524,0.94915646,-1.0585737,3.6072655,-1.7242197,2.0977576,-9.409997,2.959524,-0.40521857,19.043705,2.0656729
-0.5771929,0.9777904,-1.2042692,0.21719384,3.5541477,0.101627275,-1.3463366,-1.7567095,-1.7580452,0.3187822,-5.8499007,0.40708247,-1.3022728,5.0864596,-1.6752675,0.99140525,-6.8665304,0.9429868,-1.1970359,10.153983,-0.010502556
-0.43383324,0.5760585,-1.0437094,-0.4642141,4.1590014,1.5485946,-0.9704345,-2.1877441,-1.01168,-0.10575709,-5.8330483,1.9259222,-0.7596296,5.4156456,-1.06329,0.4833723,-9.095973,3.4062972,0.064751595,10.215498,0.33961675
-0.49067175,0.39717436,-1.1912265,-0.14899981,4.693474,0.6864052,-1.6667014,-2.6709049,-1.4454677,0.48109236,-6.374171,1.1149552,-1.2274287,6.112517,-1.7021235,0.59818697,-8.858667,1.2770908,-1.3327518,7.6978216,-1.1627709
-0.28347197,0.2796274,-0.8450658,-0.31045943,4.9035473,0.7084551,-1.664446,-2.3252082,-1.1821784,0.5236727,-6.5049887,1.1459671,-1.076816,5.829003,-1.6353959,0.0065096365,-10.906691,-0.09978388,-1.9139559,7.473642,-1.8581755
-0.6727062,0.41192347,-0.5624193,-0.079812735,6.376072,0.06864262,-1.7138617,-3.5778654,-0.39521697,1.1496681,-7.8171244,0.52858627,-0.8983838,6.7576375,-1.1646142,0.53262854,-13.289204,-2.5694277,-3.1844537,9.571575,-1.9404125
-1.6032003,0.29811907,-0.60086274,0.26721254,6.9661593,-0.8664271,-1.672501,-2.7181191,-0.32589507,1.5612156,-8.529581,-0.57647336,-0.9101328,6.6164346,-1.198438,1.698529,-14.090184,-4.1184025,-3.6836755,9.99274,-2.0621455
-2.0455441,-1.3803167,0.34302318,0.062448844,3.102929,0.99233496,-0.60864866,0.12968417,-0.40653524,0.20265302,1.5856584,1.0067374,-0.2248287,4.9745994,-0.90048206,-1.5534081,-17.490044,3.1447346,-0.5987273,10.786658,-1.8629222
-3.4744127,0.18757127,0.15368418,0.051845003,3.4827683,2.0371475,0.7824726,-4.0035386,1.6802598,0.15235552,2.669635,2.0376575,1.5093364,5.305568,0.81387013,0.25338078,-1.1245795,0.114472106,0.39184386,5.2925754,0.8993816
-1.2690774,-0.75162995,-1.2480947,0.14865181,3.4152544,-1.6278528,-0.5467107,-5.0517225,0.41833913,0.28567022,1.8749781,-1.6465319,0.09748132,3.7178106,-0.41520977,-1.0590392,0.81057763,2.0596552,-0.28791225,3.7166696,-0.55597275
-0.96755797,-1.0475454,-1.0922041,0.09443797,3.266689,-2.9775987,0.061082885,-4.9346275,1.0253586,0.12995723,2.3094893,-2.9938228,0.59624815,3.294482,0.2767886,0.10720333,-0.22010233,0.72091484,1.1900693,-0.55290145,0.46522772
-1.2568558,-0.7101379,-0.9177252,-0.08370651,3.2182364,-1.489833,0.028492544,-5.1416,0.7124631,-0.07325778,2.2171562,-1.5078869,0.4957492,2.7679586,0.05128394,0.48854718,-0.014957235,0.038733725,0.43045196,-1.6581471,0.38759422
-1.6758704,-0.47327235,-0.68001497,0.051023602,4.01768,-0.5729555,0.48120168,-5.984086,1.4113343,0.037632827,1.2252045,-0.63048404,0.82552546,1.7649689,0.879452,-0.11138965,-0.11693466,0.049059205,-0.40123996,-1.0815644,1.0972006
-0.60958236,-0.165607,-0.17035177,-0.17714715,4.2229514,-0.83665025,0.28084955,-6.7078657,1.3878754,-0.23221631,1.0445482,-0.9039811,0.4627773,0.15573941,1.000093,0.5511994,0.038171023,0.2601591,-1.0510325,-1.4603553,1.3813564
0.15254886,-0.23705728,0.49852705,0.022558648,4.9334927,-0.41717067,1.2459353,-7.5261126,2.7125895,-0.11205765,0.40143594,-0.50423664,1.1986122,-1.7157997,2.4829636,-0.16915713,0.44120824,-0.096729785,0.27452937,-3.5422428,2.7937245
0.29928225,-0.0714549,0.7561381,0.26363048,5.1788898,-0.05756595,1.8098375,-7.8889937,2.5107458,0.10781258,0.32640618,-0.16009559,1.5621581,-2.8395483,2.4218557,-0.2792414,0.20190123,-0.25434145,0.83526015,-6.0078173,2.548116
0.3116481,-0.029503811,0.6566549,0.37676072,5.3789654,0.6919988,1.8908134,-7.9253845,2.213537,0.27325237,0.4014472,0.56464124,1.5443108,-3.999938,2.230142,1.1950296,-0.057216424,-0.11360584,1.0954419,-7.878568,2.3730268
0.2990936,0.45768988,0.71460354,0.41103587,5.2651734,0.8473292,1.7878064,-7.4187074,1.785356,0.37818685,0.6693081,0.70017624,1.5035754,-5.115803,1.8317863,0.42358732,1.7615777,-0.04339586,2.1153314,-8.877205,2.1737223
0.3022315,0.6540103,0.8350641,0.26734662,4.597796,0.63644457,1.6385732,-5.663172,1.0382392,0.27578303,1.51702,0.5213204,1.6654174,-5.8460355,1.0320588,0.5839517,4.823476,0.083108686,2.396217,-8.708673,1.4918417
0.35099742,1.1022754,0.73561954,-0.090654776,3.7563891,-0.1340945,1.5061443,-3.5823555,0.48005518,-0.087579966,2.4540076,-0.18386923,1.912311,-6.11458,0.35651088,0.1479959,8.937858,-1.064491,3.5886607,-7.870992,0.9308951
0.48884425,1.2212963,0.61702085,-0.051508106,2.4038174,-0.38368893,1.149114,-1.4399123,-0.4208742,-0.050829627,2.5541818,-0.37800282,1.9048539,-6.137743,-0.72226644,0.5617118,11.311919,-1.2226771,4.4076815,-7.5719624,-0.23678657
0.5006829,1.3333998,1.2149731,-0.03626921,1.3002745,0.2887284,0.20958294,0.6888515,-0.97358286,-0.030509945,2.6308074,0.33894402,1.1788558,-5.991483,-1.4647965,0.95186675,14.334001,-0.7013735,2.6532407,-9.069234,-1.4588532
1.6029497,0.6772927,0.9011081,0.5324043,-1.5302595,1.8360231,-0.53841317,3.9459662,-2.6954403,0.38819274,3.8558755,2.0775716,0.38129246,-5.647823,-3.4097698,1.4781435,17.6313,0.79569185,-0.16855073,-11.695438,-4.481055
0.1739057,0.0038686395,2.1015382,2.36169,-1.835503,3.3931816,-1.2418412,3.6079094,0.25275463,1.9012147,4.2099223,3.851479,-0.4094026,-6.3706775,-0.4232259,2.9837565,17.910791,4.9603972,-1.0626229,-12.072047,-1.2414159
0.4724021,-0.04735305,0.21446228,1.299688,-1.0846026,1.8565686,-0.76010996,3.7991192,-0.1308308,0.74092704,3.8251472,2.3554068,0.030340455,-6.082561,-0.69065946,2.0847008,6.3646536,3.9181678,-0.1783621,-9.920655,-1.7048085
0.15453373,-0.79707885,-0.16776401,0.3016023,-1.8955275,-0.30574203,-0.18403949,4.7634797,-1.7211831,-0.4542466,4.6376743,0.37140518,0.32865632,-6.4905696,-2.355551,0.039812364,7.0307846,0.6063464,0.9353036,-7.4993796,-0.7762365
0.5344806,-0.926554,0.14858074,0.51719385,-2.1650946,-0.4614512,-0.58713806,5.413326,-0.6547774,-0.25684243,5.1459565,0.29459587,-0.30332872,-7.18424,-1.31489,0.51073337,8.073649,0.56576216,0.35646817,-10.0273485,1.533555
0.94587183,-0.71308094,0.5789911,0.8288919,-2.653942,-0.6282364,-1.0613517,6.2978015,0.5802487,0.014493642,6.0110064,0.30489397,-0.744942,-8.438172,-0.013258294,0.475254,7.622254,0.26182806,-0.30245706,-11.563756,2.2019367
1.5449244,-0.3594186,0.34057653,0.699573,-1.927075,-0.565334,-1.4363828,6.744995,1.5217938,0.028261503,6.002071,0.34446254,-0.78508383,-9.029374,1.2040292,0.5429923,7.064155,0.051288366,0.040912166,-13.343334,2.347849
2.3489666,-0.47482073,0.13171056,0.020356853,-0.6849332,-0.7072029,-0.6550988,3.2829525,0.5991795,-0.45159552,5.150608,-0.007367675,-0.57309425,1.6490643,0.5860099,0.09753979,5.184268,-0.4584787,-1.4820244,-7.422751,-2.1221516
2.7321036,-1.3154953,-1.017075,-0.85842377,-3.8060026,-2.413735,-0.22737542,3.585054,0.41445914,-1.5990281,5.488454,-1.2905478,-0.19289586,3.1014266,0.41178563,-3.1271439,5.019845,-1.4614428,1.3756629,-0.7566705,-2.1194265
1.5590161,-0.5391404,1.5900401,1.2869631,-4.099935,0.36918345,-0.038526654,2.5800378,1.6453518,0.56531346,4.721421,1.5143268,-0.09668594,3.2039185,1.6522547,0.102005966,2.7205713,1.9353894,0.97085214,-0.24203384,-1.1636589
2.9017613,-0.4043805,0.7855865,-1.1604133,-5.0307636,-3.1821804,-0.051747955,3.8320832,-0.31225306,-1.6564738,5.0679884,-2.0861943,0.12315466,2.0232584,-0.3369459,-3.718386,3.21949,-2.5703697,0.19458446,-0.12189053,-3.10025
1.670483,-1.1571627,0.8876827,1.0540873,-6.173484,-0.22943759,-0.1698871,3.6146667,0.6191736,0.6059626,3.1096897,0.869663,0.05436624,1.5518768,0.57792765,-0.12428436,3.563201,1.48214,0.5231675,0.6257603,-0.20148349
2.1326995,-0.34191924,-0.33401287,-1.117737,-6.9301286,-3.5390007,-0.26205656,4.330798,0.14516209,-1.248094,2.7488713,-2.554503,0.09116878,1.1500171,0.075270176,-1.7223165,2.4083667,-2.7833598,-0.06670621,-0.24197875,-0.046993714
1.395993,-0.35943365,-0.5742434,0.20422898,-7.8617635,-1.8949555,-0.43444735,4.591799,-0.91470134,0.27645907,0.47883323,-1.028381,-0.050525196,0.685424,-1.0089679,-0.25342473,1.3920923,-0.45192492,0.2865054,0.66325307,-0.19628145
1.268548,-0.07221774,-1.201159,-0.80211586,-8.64451,-2.7544713,-0.39064503,5.3655853,-0.3786069,-0.5027751,-1.0616405,-1.995623,0.060140114,0.17254177,-0.505666,0.6630265,-0.7870247,-2.2232134,-0.083113015,0.21299973,0.20422739
0.98577076,0.025331669,-1.1334739,-1.1708016,-9.031177,-2.2172117,-0.78109336,5.8554378,-1.2545563,-0.76124233,-2.8469021,-1.6455824,-0.425006,-0.014526763,-1.3639677,-0.010960089,-2.1968634,-1.9116563,0.66904694,0.1493747,0.19583127
0.5750612,0.15006332,-0.08986512,-1.6872791,-8.762858,-1.3949857,-0.23605292,5.8226533,0.12175849,-1.3217547,-4.311832,-1.0502206,0.09760617,-0.21778692,0.012590094,0.012759827,-4.1873517,-1.1883926,0.5460461,0.7403415,2.0053625
-0.11345414,0.25986108,0.47648576,-1.7776022,-7.293623,-0.38187763,0.25215888,5.1413903,0.9775241,-1.6137336,-5.2925906,-0.26409814,0.576703,0.78492385,0.852313,-0.5230982,-7.0015035,-0.009445362,0.53031033,3.0278635,1.7851309
-0.740996,0.62433964,0.6839318,-2.0177808,-5.355148,-0.1433139,0.5726126,5.024851,1.4898419,-2.044936,-5.6954317,-0.15506066,0.96725625,1.1653099,1.3104094,-2.60189,-10.037634,0.25287306,0.28734076,6.08154,1.4333445
-0.4536991,0.19101942,0.6231199,-2.023245,-2.9311228,0.35356227,0.8131539,2.6678307,1.3199533,-2.2225106,-5.7067156,0.34153536,0.7529763,3.1640055,1.3520043,-4.7275467,-9.71906,0.527981,0.0029847536,10.505591,0.48912504
-1.1648849,0.5162872,0.4030861,-2.4243553,-0.70167977,2.0649266,0.37255725,2.0949225,-0.09673749,-2.627437,-5.5499187,2.2239184,0.30571237,2.6807008,-0.053456143,-5.560363,-8.899402,2.082358,-0.9969753,13.150808,0.7507671
-2.4550855,0.7149793,-0.3437507,-0.13098648,2.726299,1.8306526,-0.41976014,-0.41196766,-2.1449478,-0.13044058,-5.236403,2.1919465,-0.72476166,3.6498544,-1.8684133,-0.62156343,-8.286284,2.8964655,-0.3515549,16.454258,0.6658527
-1.3884706,0.716584,-1.2715923,0.3619799,2.9998474,0.41401765,-0.9581435,-1.2715938,-1.8261317,0.4967357,-5.4412684,0.778305,-1.2111596,4.165346,-1.5303838,2.6626167,-9.826283,2.8845427,-0.5960231,19.838614,2.6726758
-0.5380751,0.8889478,-1.1860888,0.42036712,3.1547887,-0.1962902,-1.5631611,-2.049113,-2.1610315,0.57369006,-5.843505,0.13209595,-1.6473255,5.212827,-1.95306,1.3042585,-6.453471,0.74942607,-1.5297496,9.904071,-0.33833602
-0.48170662,0.48696682,-1.0150076,-0.41332686,3.68939,1.5125917,-0.9333166,-2.2634497,-1.0988197,-0.035181217,-5.698243,1.8902673,-0.8482861,5.2989745,-1.0321507,0.95371526,-8.873635,3.9758244,-0.00035236194,10.234641,0.6725454
-0.56003594,0.36326417,-1.1186463,-0.14343533,4.377566,0.85309774,-1.6393098,-3.0355117,-1.5159562,0.5374319,-6.2734942,1.2902293,-1.3221173,6.187067,-1.6407596,1.1127415,-8.266781,1.9335226,-1.291743,7.4734864,-0.95927715
-0.26560387,0.17330275,-0.828337,-0.39661935,4.616442,1.0431973,-1.7733799,-2.7934272,-1.3801209,0.5428333,-6.3942275,1.5025,-1.2479851,5.9682817,-1.7494955,0.32640594,-10.166738,0.9248228,-1.8233036,6.935786,-1.759137
-0.47527513,0.3065219,-0.5879939,-0.25308794,5.7607684,0.4836588,-1.7415835,-3.662278,-0.538257,1.1183406,-7.3825855,0.98438466,-1.0310967,6.5218883,-1.1839727,0.5714062,-12.20885,-1.4625881,-2.858793,8.312228,-1.4773461
-1.4442251,0.16838454,-0.4700183,0.052001566,7.535515,-0.5029002,-1.8691537,-4.301985,0.026930343,1.9045529,-9.064082,-0.08993361,-1.0845859,7.129344,-0.91598934,2.0926359,-13.900149,-3.9893813,-4.0273833,9.392959,-1.5033135
-2.1386478,0.0037863273,-0.34606588,0.1761602,5.212262,-0.043767042,-1.0299444,-0.8679788,-0.41690692,1.516745,-6.798168,0.08499171,-0.5540628,5.976782,-1.0955786,1.4179089,-11.4244585,-1.6301167,-1.7095128,10.026534,-1.5742265
-2.193211,-0.763006,0.4952217,0.38309658,3.2762334,1.118964,0.8121968,-3.1073685,1.9622482,0.31389475,3.8876784,1.1204501,1.3320562,4.5396733,1.2107437,0.381379,-3.7956164,0.8640985,1.803118,12.350262,-0.02308689
-2.201613,-0.8614982,-1.0617377,0.409379,4.167903,-2.9553914,0.07051696,-5.3840795,1.3302749,0.5904804,1.4302503,-3.0059412,0.55364615,3.6350498,0.52358305,1.1687993,0.34787446,-0.016402245,0.4627002,4.4651213,0.23271196
-0.44079876,-0.89390844,-0.79902786,0.02434592,2.366359,-1.7641745,-0.07250163,-4.635619,0.4970422,-0.0018454054,3.47064,-1.741316,0.33595705,2.8410854,-0.20205072,-1.7820518,0.5018273,2.249418,0.5781743,-0.9301432,-0.09109732
-0.82569885,-0.563402,-1.3297617,0.08380558,2.8036134,-2.1354847,0.2841273,-4.995519,1.1117432,0.08199909,2.6540706,-2.1387916,0.59470403,2.328659,0.50847507,0.38768736,-0.19810891,-0.2029697,0.54817945,-1.7107722,0.95725256
-1.1436523,-0.25586948,-0.6564035,0.062702864,3.0829673,-0.22086172,0.7706122,-5.504333,1.2498943,0.04734402,2.3438218,-0.2386293,0.97246957,1.4792583,0.78403646,0.31292418,0.013314213,0.041230813,-0.3144834,-1.7365724,0.92741203
-1.0072381,0.09999687,-0.52725726,0.09405075,3.7949817,-0.44307232,0.7113002,-6.350803,1.3453233,0.025558041,1.5095412,-0.50551707,0.7778335,0.06447538,1.0369232,0.10138979,-0.3351748,0.2268008,-1.0580255,-1.3155681,1.2775322
0.07857944,-0.023559878,0.0017723879,0.066834725,4.0970545,-0.46358225,1.2402105,-7.0044575,1.756332,-0.046977963,1.3085101,-0.5362111,1.1734357,-1.8417994,1.5911307,0.09681328,0.2991776,0.12232883,-0.380176,-2.7351863,1.7696077
0.2059178,-0.15490088,0.34364143,0.19561273,4.5490246,-0.09863311,1.3870203,-7.47235,1.9088674,0.031680606,1.0058433,-0.1925737,1.2067498,-3.2063324,1.8510394,-0.1692934,0.33196694,-0.15154037,0.38466847,-5.367905,1.823717
0.21162374,-0.1841918,0.56238604,0.27973866,5.12339,0.25173396,1.4860816,-7.8135805,2.2963858,0.089192115,0.759333,0.13044281,1.2149609,-4.4259286,2.3065805,0.11627035,0.18568245,-0.0820584,0.7022274,-7.349785,2.517465
0.24812867,0.1998495,0.8088355,0.42812622,5.5391564,0.8131498,1.6320914,-7.7464623,2.1967707,0.2804826,0.6455473,0.6533938,1.3653944,-5.5382113,2.2295697,0.48525664,0.7385551,-0.059557494,1.6995147,-8.819022,2.6759293
0.3395703,0.38929754,0.9544214,0.38877892,5.0170593,0.78977185,1.5285658,-6.324838,1.4766296,0.32202676,1.3167516,0.6480698,1.5248516,-6.3003645,1.477231,0.24495971,3.717619,0.036223505,2.168384,-9.264052,1.9611572
0.3131845,0.5807746,0.8405525,0.0507654,3.718101,0.020761274,1.5476986,-3.964478,0.55851907,0.03107357,2.5610523,-0.024772681,1.9626433,-6.4517236,0.46326286,0.25032094,8.112366,-0.59381074,3.4910407,-8.164308,1.0213461
