pelvis_lin_vel_x,pelvis_lin_vel_y,pelvis_lin_vel_z,right_thigh_lin_vel_x,right_thigh_lin_vel_y,right_thigh_lin_vel_z,left_thigh_lin_vel_x,left_thigh_lin_vel_y,left_thigh_lin_vel_z,right_shin_lin_vel_x,right_shin_lin_vel_y,right_shin_lin_vel_z,left_shin_lin_vel_x,left_shin_lin_vel_y,left_shin_lin_vel_z,right_foot_lin_vel_x,right_foot_lin_vel_y,right_foot_lin_vel_z,left_foot_lin_vel_x,left_foot_lin_vel_y,left_foot_lin_vel_z
2.7130213,0.056434825,0.23186538,3.3094358,0.16843416,0.100082085,2.118007,-0.14726447,-0.4006798,3.058811,0.2478204,0.70960754,2.4567344,-0.13610181,-1.6528307,2.0330386,0.18633856,1.6323757,3.8301308,0.06908646,-2.164325
2.7574432,-0.008188077,0.045076825,3.3628497,0.25311455,-0.17992762,1.9805412,-0.06372295,-0.54826725,3.1805646,0.3222203,0.5365885,2.3089802,-0.23877163,-1.7737329,2.1384678,0.20051792,1.6480572,3.9251804,-0.19964218,-2.0919802
2.7747552,-0.053469405,-0.1542314,3.4640658,0.2856374,-0.4680487,1.7499769,-0.054303575,-0.73244697,3.4461644,0.42216137,0.43395782,2.0703669,-0.32303435,-1.9149692,2.4784048,0.36317915,1.7742425,3.929192,-0.35301173,-2.0539577
2.8584518,-0.084470026,-0.4534342,3.5096474,0.3259722,-0.7845744,1.5463505,-0.032385938,-0.9216203,3.5841217,0.48733425,0.2852572,1.897758,-0.40050855,-1.8797867,2.7332387,0.45451012,1.8052038,4.002379,-0.4960106,-1.7136233
2.9203265,-0.05591591,-0.6909581,3.24368,0.23659128,-0.9557054,2.1247983,0.087766096,-0.8298998,3.1744392,0.315676,0.087509654,1.3237743,-0.1430111,-1.144869,2.567873,0.36998776,1.5028164,1.9642457,-0.42454228,0.02862215
2.572247,-0.09315653,-0.22997554,3.2877815,0.11725744,-0.5183239,2.0888612,0.19551289,-0.30397862,3.658178,0.11766805,0.34046143,0.98528403,0.19406697,-0.45044333,3.2729611,0.05998656,1.5217913,0.58956623,0.012787476,-0.28171694
2.3674781,-0.12777647,-0.033669952,3.5184283,0.21094327,-0.26095733,1.6552858,0.03262281,-0.09052701,4.3631606,0.22549717,0.5259874,0.5028858,-0.03293477,-0.16731955,4.1710734,0.053557254,1.4855518,0.007326235,-0.06524124,-0.013609869
2.3645008,-0.09887122,-0.18723494,3.4794934,0.004947066,-0.37927383,1.6659869,0.15262054,-0.16698755,4.359751,0.05108044,0.38332942,0.52773386,0.14139694,-0.1635509,4.1561074,0.2381087,1.3879929,0.003369153,-0.01457667,0.0098433085
2.2232285,-0.14552647,-0.057035632,3.5985134,0.08953559,-0.06502265,1.491816,-0.01856948,-0.0837657,4.804651,0.14225851,0.5416722,0.38580877,-0.005535097,-0.115165636,4.744789,0.09479308,1.1253543,0.031007897,0.02316967,-0.004983535
2.1953695,-0.09436409,-0.10420662,3.694025,-0.15550719,0.012584377,1.3467233,0.052847303,-0.06055565,5.11184,-0.061172917,0.5745082,0.22146283,0.02437096,-0.100193396,5.0481997,0.37766618,0.993224,0.011653465,0.030032221,-0.022164935
2.191785,-0.14511833,-0.10261798,3.746502,-0.08916408,0.29938853,1.2959906,-0.083268195,-0.030743428,5.297772,-0.007411358,0.7369461,0.17930001,-0.07278297,-0.03213019,5.291409,0.22460236,0.6916389,0.034378413,0.019497937,0.0012003109
2.2458868,-0.05061798,-0.2410824,3.776289,-0.31051955,0.42880034,1.2681189,0.009154804,-0.09412706,5.4074955,-0.35254568,0.83260745,0.09248686,-0.014200281,-0.030626861,5.464168,0.13259238,0.42325136,0.009279459,0.044193227,-0.003396511
2.34783,-0.031729538,-0.36094654,3.7796705,-0.33849475,0.59927034,1.285334,-0.045836285,-0.13081738,5.391122,-0.47072104,0.93434286,0.067353204,-0.095478676,0.027640434,5.554554,-0.088724285,0.106823914,0.013083984,-0.0174152,0.026998335
2.4716053,-0.014957446,-0.4749127,3.7343197,-0.42305338,0.6980504,1.3113642,-0.009073646,-0.17289811,5.2466655,-0.6260803,0.9614227,0.12178415,-0.010024248,0.085296944,5.5978518,-0.2780022,-0.21926019,0.120172784,0.22089636,0.093814924
2.6246517,-0.050064653,-0.38017136,3.520543,-0.384758,0.76712006,1.579657,-0.080383666,-0.072706625,4.806773,-0.5736039,0.8279314,0.38315505,-0.056537658,0.32516482,5.3941774,-0.40086788,-0.5785647,0.106952116,0.052272752,0.2802886
2.808138,-0.022562057,-0.10741771,3.3559577,-0.34877187,0.8217944,1.7952818,-0.09766185,0.19166547,4.4023576,-0.7085941,0.58475804,0.61472195,-0.044137105,0.68663746,5.24254,-0.92769426,-0.90558463,0.15281531,0.0516077,0.56432635
2.9106002,-0.019265685,0.18781838,3.1594493,-0.31302312,0.7298324,2.1087914,-0.07701458,0.46827868,3.9761033,-0.7316386,0.18631676,0.99174166,0.0013052407,1.0228308,4.9630356,-1.1605798,-1.1448163,0.25099495,0.048565436,0.8536749
2.9850507,-0.10022875,0.4498466,2.9372613,-0.1765233,0.6130292,2.434409,-0.12168752,0.6360625,3.5912333,-0.63862514,-0.22838292,1.5363052,0.015343877,1.136757,4.654587,-1.4183942,-1.3531954,0.5898352,0.060411848,0.9823623
3.0216696,-0.18646976,0.8186516,2.6100376,-0.16786027,0.49540868,2.9333503,-0.24422657,0.6823863,2.973118,-0.30525014,-0.7973194,2.354882,-0.0035421147,1.0389055,4.088502,-0.80265665,-1.736467,1.0860587,0.08157603,1.0285808
2.987378,-0.15576242,0.6904916,2.413074,-0.19155066,0.27310053,3.112304,-0.25074285,0.5246955,2.8025086,-0.19975288,-1.0523849,2.615613,-0.20626679,0.8778558,4.0796843,-0.23345582,-1.9172902,1.0392568,-0.19439442,1.2167948
2.9168556,-0.14885011,0.5604128,2.2485986,-0.16135286,0.02576749,3.2548254,-0.25813067,0.3398468,2.6658676,-0.12186009,-1.3394648,2.8004754,-0.31770748,0.7944083,3.937974,-0.07461559,-2.1278403,1.4684837,-0.36775416,1.5019542
2.8792925,-0.17984791,0.3927334,2.1466398,-0.042259168,-0.21647969,3.3258102,-0.29458445,0.14958476,2.5240827,-0.10585953,-1.5483539,2.9646797,-0.34042755,0.68877,3.9943419,-0.29486355,-2.1528225,1.6543574,-0.3005941,1.6064944
2.8437252,-0.122213855,0.20360032,1.988345,-0.08754712,-0.43179297,3.418824,-0.34881637,-0.069611095,2.386345,-0.03698495,-1.7500556,3.1470716,-0.43936107,0.6236892,3.9768791,-0.012615459,-2.2487419,1.9676802,-0.3737313,1.7388121
2.8677921,-0.111429654,-0.053171467,1.9636241,-0.09015095,-0.6720363,3.360375,-0.3588049,-0.25488156,2.3589985,-0.04217472,-1.8421365,3.154516,-0.44150284,0.51707715,4.084472,-0.038863767,-2.0896857,2.1407301,-0.32700577,1.69648
2.8427322,-0.032353308,-0.2254328,1.6236486,-0.10868464,-0.8900104,3.5523946,-0.40941885,-0.5175808,1.9947149,0.076389566,-2.0636966,3.6226997,-0.60406476,0.42454174,4.0298567,0.20376289,-2.0556293,2.5720878,-0.5463419,1.9590427
2.9608524,0.024078175,-0.5604612,1.5653489,-0.17892069,-1.0619724,3.5207713,-0.46208438,-0.83934283,1.929456,0.1167425,-1.9469825,3.572855,-0.62740993,0.23308979,4.0349584,0.3242754,-1.6058644,2.7143965,-0.51581794,1.8847551
2.9939787,-0.07086672,-0.80491304,2.5667417,-0.21308607,-0.8953786,3.0898962,-0.40650102,-0.97555304,1.6406108,-0.10069441,-1.1116626,2.7774754,-0.34665668,-0.009045258,1.7157991,0.02900099,-0.2880722,2.202901,-0.114879265,1.4522092
2.5721216,0.05808832,-0.102128595,1.8678718,-0.13442174,-0.029069237,3.3784642,-0.28816888,-0.5615454,0.645244,-0.006277863,-0.20673718,3.9880598,-0.30544102,0.27869815,0.128446,-0.03540422,-0.06505188,3.646034,-0.43950826,1.631717
2.2647045,0.06238849,0.17520243,1.5501744,-0.11850696,0.061456908,3.49416,-0.21247764,-0.08057365,0.5104468,-0.06751001,-0.08097393,4.4459553,-0.25568137,0.49061686,0.11637196,0.13672736,-0.024152242,4.2808194,-0.14396839,1.4410535
2.2148142,0.033221073,0.059934083,1.5639951,-0.18865241,-0.045165002,3.4660187,-0.08837453,-0.0920781,0.47290945,-0.15474506,-0.10711314,4.456337,-0.13671643,0.48503673,0.01789408,0.071219996,0.029669138,4.3964767,-0.18723418,1.1528538
2.1954455,0.040291093,-0.063981764,1.5162125,-0.14702937,-0.09440843,3.4322147,-0.111281164,-0.13977444,0.43859693,-0.15595224,-0.10864798,4.50354,-0.11035686,0.42279735,-0.00055323914,-0.06359735,0.028087884,4.5044107,-0.12785421,0.9290517
2.1667402,0.041078284,-0.07111348,1.3078303,-0.1089437,-0.031777732,3.5365822,-0.045504022,-0.05201462,0.24089737,-0.0689523,-0.081175916,4.8035793,-0.08890861,0.42679247,0.003123899,-0.019259244,0.0074142218,4.8117585,-0.3304884,0.75366396
2.1491542,0.023441432,-0.06492314,1.2653202,-0.079117306,-0.07381862,3.5728884,0.062077895,0.19176474,0.18648274,-0.11344806,-0.07661976,4.9706097,-0.018951714,0.517744,-0.014586062,-0.07146411,-0.008487882,4.994703,-0.3128249,0.48700243
2.1756313,-0.09864074,0.0020719748,1.2166569,-0.0892123,-0.01907951,3.692273,0.35592258,0.51701784,0.1024228,-0.07067582,0.0076175183,5.226489,0.299282,0.6811937,0.016054986,-0.064309165,0.0170734,5.3213778,-0.33988553,0.15559539
2.2357762,-0.18039684,-0.18563545,1.2413244,-0.109379865,-0.12432502,3.682427,0.4369545,0.5734356,0.09032865,-0.02135711,-0.005088444,5.23156,0.55319715,0.7395033,0.021518653,-0.0060356436,0.011986339,5.4595194,-0.022565266,-0.13592136
2.3224669,-0.18089682,-0.3477366,1.2809311,-0.10993838,-0.18076126,3.641125,0.45069894,0.6233052,0.078562625,-0.04643089,0.0522881,5.142047,0.6421225,0.76683795,-0.003080938,-0.01316668,0.0810659,5.547621,0.16102463,-0.40828368
2.4538074,-0.15054844,-0.40088367,1.4195132,-0.096980266,-0.13147132,3.4786868,0.4169647,0.6799043,0.211165,-0.041175198,0.21794234,4.869227,0.655936,0.7250855,0.034248494,-0.012664871,0.19151028,5.480063,0.35267732,-0.67079043
2.6040502,-0.095467016,-0.20632362,1.7261522,-0.07178377,0.102650136,3.2366476,0.33278787,0.7287968,0.5248906,-0.053623058,0.5562339,4.3930206,0.63309115,0.50880927,0.10174864,-0.02289495,0.46985427,5.168798,0.5938678,-0.95256096
2.7472048,-0.06604688,0.055021632,2.0098839,-0.04945965,0.35074177,3.00392,0.24726656,0.7142528,0.83977246,-0.056241922,0.87499666,3.9555678,0.6112151,0.20029381,0.09100811,-0.09454216,0.7328609,4.846597,0.8480366,-1.2016083
2.8165004,-0.022070538,0.35563186,2.3272567,0.04064419,0.5461547,2.811769,0.103944786,0.6754421,1.4229225,0.09229578,1.0033761,3.6032064,0.48753393,-0.13345806,0.5233805,0.09743633,0.8561965,4.5952744,1.0324227,-1.408706
2.875605,0.09815837,0.6099157,2.6452553,0.09185158,0.7029502,2.5841677,0.0081490725,0.5459241,1.93914,0.017826974,1.0883974,3.2172382,0.24255489,-0.5462274,0.82884467,0.0015066997,0.9918599,4.386297,0.7796189,-1.650464
2.85249,0.19311649,0.9619862,3.1589549,0.24841796,0.6547401,2.270616,-0.12874459,0.41047075,2.7743185,0.009674138,0.92240006,2.5600119,-0.08246192,-1.1000708,1.2235767,-0.07378147,1.1421018,3.9266016,0.48947856,-1.9681056
2.7439182,0.11955821,0.7076982,3.2894175,0.24387166,0.53699577,2.1110377,-0.030576732,0.12893292,2.9222486,0.22759715,0.88810146,2.5354793,-0.16802952,-1.3274587,1.2985358,0.20429608,1.4759063,4.109323,-0.2376183,-2.0914397
2.82872,0.090374626,0.46452203,3.0450397,0.2163009,0.33067307,2.2564256,0.01359258,-0.07810055,2.6504483,0.10914204,0.74212956,2.662519,-0.03278953,-1.3790216,1.7188842,-0.024065478,1.3205181,4.1439824,0.016424255,-1.9421506
2.755342,0.119213544,0.32926652,3.1815312,0.21885285,0.15166229,2.1279435,-0.119643494,-0.31855756,2.8922355,0.18604246,0.6480828,2.5151715,-0.087590165,-1.6227155,1.8605272,0.056439765,1.4347075,4.0270886,0.24269223,-2.1173892
2.7646968,0.05981625,0.12144156,3.2973204,0.245445,-0.09990873,1.94924,-0.054562934,-0.5156299,3.059281,0.30432692,0.522413,2.3450768,-0.18561383,-1.7550381,1.9868025,0.2337567,1.5120187,4.117928,-0.069838926,-2.0349467
2.7831109,0.0005507062,-0.12239269,3.4477897,0.29415038,-0.39073175,1.6752887,-0.024413425,-0.7241248,3.2962492,0.4541079,0.42511797,2.1301062,-0.3034655,-1.8433979,2.2446244,0.41692105,1.658784,4.1914945,-0.3763858,-1.8764539
2.9267333,-0.010804631,-0.46156767,3.3933027,0.31420735,-0.72188765,1.6291821,0.019496802,-0.9138391,3.2044153,0.4322871,0.2202943,2.0887856,-0.32348272,-1.6919398,2.3095,0.39195198,1.5398397,4.2467365,-0.41092455,-1.3230195
2.9097373,-0.016255748,-0.5418567,3.1231623,0.2712486,-0.808731,2.3026946,0.17652337,-0.6049473,2.853724,0.28048462,0.09375658,1.3162684,-0.04305364,-0.78836876,2.2237256,0.26259893,1.2628887,1.1449418,-0.30758277,-0.41133076
2.4954486,-0.0981471,-0.063574195,3.3757474,0.14423731,-0.5055026,2.014057,0.21338798,-0.10290541,3.8290675,0.21769018,0.34043446,0.69017977,0.13969822,-0.20628612,3.2637289,0.30910945,1.6229515,0.0794969,0.01720978,-0.021337515
2.407524,-0.11580223,-0.16075903,3.4406645,0.31084216,-0.40201592,1.8045113,0.12724692,-0.1904827,4.051288,0.302447,0.39674258,0.657608,0.10580915,-0.16413744,3.7233393,-0.045541313,1.4532369,0.024690945,-0.040634107,0.035904773
2.3482797,-0.10118396,-0.20227173,3.5750682,0.04936122,-0.5407427,1.5411731,0.17595278,-0.13268745,4.5110307,0.21123564,0.3582272,0.36911088,0.1950995,-0.18797773,4.2133665,0.5750871,1.5507505,-0.030854624,0.10677367,-0.048613105
2.1700761,-0.15523863,-0.06703794,3.6684604,0.2646782,-0.1393421,1.459988,-0.0050172415,-0.06278995,4.9035172,0.32668626,0.5266776,0.41303563,-0.048452884,-0.084738255,4.7399926,0.09422817,1.3215832,0.096087754,-0.07730604,0.00028028595
2.173076,-0.05610828,-0.2032485,3.7004917,-0.13082254,-0.17757052,1.335131,0.117021725,-0.10137745,5.1797013,0.025168106,0.5507385,0.21007828,0.07648937,-0.11398466,5.07162,0.6197618,1.2353449,-0.008368179,0.08481314,-0.014301367
2.1516223,-0.121824056,-0.13462782,3.7781913,-0.015744343,0.2146288,1.2858685,-0.06896776,-0.035956047,5.409608,0.12709007,0.7589116,0.19092116,-0.098455995,-0.01559937,5.3738194,0.3597637,0.9220721,0.04003132,-0.029178444,0.010072963
2.2138891,-0.031604618,-0.2545329,3.8411825,-0.2609191,0.386471,1.2190282,0.033242263,-0.071070835,5.5835485,-0.26106536,0.8996763,0.05437419,0.005529098,-0.0010645986,5.6393776,0.26327723,0.63869387,0.01504313,0.06604305,0.0033869483
2.3198361,0.018475024,-0.40022203,3.855911,-0.3130597,0.55667526,1.2207665,0.0043393876,-0.12106074,5.5675607,-0.4664715,1.0073166,-0.0013633473,-0.0918062,0.056371145,5.722591,-0.059905577,0.30814853,-0.0038480116,-0.037672844,0.04913184
2.4470654,0.032312877,-0.5117331,3.800187,-0.35346234,0.6734855,1.2554761,0.033233874,-0.15532438,5.36636,-0.65935946,1.033495,0.099891625,-0.0044445237,0.123627365,5.6769905,-0.44515002,-0.05126727,0.122162946,0.11580171,0.0732564
2.6128602,0.0049517094,-0.39432135,3.6097233,-0.31612784,0.77937543,1.5181872,-0.030323531,-0.047499124,4.909914,-0.660244,0.90939844,0.34683433,-0.009752512,0.3718979,5.447774,-0.7158844,-0.45268345,0.1179326,0.12174009,0.30502698
2.820998,0.030597834,-0.15047237,3.429887,-0.334116,0.83561945,1.727744,-0.06943855,0.21483749,4.49601,-0.723985,0.68793887,0.5450593,-0.019506052,0.7456074,5.3247576,-0.9592935,-0.78069794,0.15123913,0.12033413,0.5912141
2.8406982,-0.023950364,0.21167825,3.1825027,-0.24196053,0.7892677,2.2604923,-0.054305192,0.42639756,4.022618,-0.66393864,0.29700458,1.1941295,-0.018288467,0.97341824,4.986088,-1.1587921,-1.031611,0.25343934,0.0125377895,0.8781353
2.9634187,-0.08085692,0.4817719,3.0219293,-0.10829229,0.71385,2.4906843,-0.12362815,0.59242165,3.7059495,-0.6448991,-0.07738849,1.6397579,0.013410749,1.0777628,4.75054,-1.6305391,-1.191074,0.6245418,0.05808971,0.9494029
3.0271456,-0.17251508,0.9181,2.6210155,-0.15901655,0.6127114,3.0706685,-0.26639244,0.6503282,2.9725008,-0.2094504,-0.706332,2.5469577,-0.03398093,0.99569124,4.0787616,-0.65148556,-1.6587459,1.1474715,0.046421446,1.0793928
2.9670327,-0.13893992,0.768924,2.4251223,-0.18414123,0.36018112,3.2523215,-0.24951476,0.51614773,2.8019943,-0.11635218,-0.9673497,2.8295934,-0.2507236,0.868082,4.086802,-0.038920075,-1.8484777,1.1265634,-0.28733972,1.3185891
2.9061186,-0.13178149,0.58107483,2.3013556,-0.16476306,0.10629832,3.3123193,-0.2501673,0.34166878,2.7585888,-0.075227655,-1.2065674,2.92508,-0.32475948,0.81482226,3.995969,0.06343188,-2.0147924,1.6119496,-0.39108083,1.5765877
2.8767676,-0.16698004,0.40146604,2.2270494,-0.032653,-0.13761815,3.3498108,-0.28000388,0.15718906,2.6457934,-0.080574915,-1.3993807,3.0510442,-0.32739115,0.7075092,4.0774426,-0.22960058,-2.0104256,1.7855124,-0.30485916,1.647636
2.8240335,-0.109730884,0.23839086,2.034148,-0.058635697,-0.35714033,3.4739082,-0.34728792,-0.055812493,2.4655797,0.0075085433,-1.6490915,3.303518,-0.44883332,0.6587005,4.0075507,0.05447315,-2.176641,2.1603138,-0.3920298,1.8158195
2.8289413,-0.10156379,-0.00814649,1.994975,-0.0454233,-0.6089784,3.4297159,-0.36847612,-0.22641759,2.4254327,0.0070864432,-1.7709311,3.3429387,-0.45967942,0.5725261,4.1069565,0.019205928,-2.0662546,2.3757868,-0.32827458,1.7887441
2.8099306,-0.034530923,-0.19667353,1.7274917,-0.06847966,-0.8406467,3.5587425,-0.39519042,-0.4474213,2.1396031,0.09959355,-1.9868407,3.7149773,-0.5948599,0.49610913,4.073672,0.23244517,-2.0480528,2.7760808,-0.5394374,1.9636346
2.8369274,0.07441972,-0.44403565,1.3771521,-0.12311158,-1.0487907,3.736121,-0.46384928,-0.74995905,1.7538223,0.21646151,-2.0795753,4.13399,-0.75221026,0.39468497,4.0036755,0.50640416,-1.8220983,3.2959032,-0.7358364,2.1357493
3.0734193,-0.026552852,-0.920544,2.0255287,-0.22744046,-1.1345174,3.2721782,-0.46067846,-1.1153282,2.3601007,0.10659924,-1.5766281,3.161115,-0.4705472,0.019016184,3.9932547,0.37515938,-1.0923545,2.5838203,-0.25768462,1.6518488
2.6317813,-0.040528275,-0.2653456,2.1050603,-0.11749994,-0.30785587,3.3634408,-0.20878667,-0.55587584,0.6753667,0.082498305,-0.47402817,3.8774648,-0.3008052,0.22824946,-0.044925436,0.17241651,-0.22746614,3.4795635,-0.46949056,1.7604393
2.317612,0.098764464,0.20109874,1.4896272,-0.21604075,0.13837352,3.641991,-0.18043068,-0.05254705,0.3989268,-0.12460771,-0.09121079,4.7124057,-0.28250617,0.5720733,0.09941578,0.11610253,-0.068713464,4.561453,-0.38367754,1.5503145
2.2705185,-0.03219699,0.028046627,1.8096418,-0.16039826,-0.07839231,3.414043,-0.10219367,-0.007599931,0.6641952,-0.18866166,-0.07653982,4.367925,-0.073861554,0.556763,-0.042890944,-0.05476131,0.05732008,4.3479786,-0.014315907,1.1100144
2.254584,-0.021676801,-0.054816615,1.6087985,-0.16681202,-0.11617834,3.4728758,-0.05155191,-0.03383952,0.5366955,-0.13330117,-0.12253173,4.530409,-0.07384201,0.5096112,0.011465325,-0.0062864996,0.022142638,4.545841,-0.21477269,0.92127043
2.2324233,-0.04744468,-0.11687647,1.5526434,-0.13919151,-0.12079009,3.460788,0.0065439027,-0.0071933973,0.46498713,-0.11205186,-0.10636964,4.6238413,0.0513781,0.47387525,-0.004854747,-0.07932858,0.032243118,4.654473,-0.16464573,0.70888346
2.2288558,-0.034383543,-0.12865505,1.3748839,-0.1083356,-0.1167282,3.5442495,0.05164048,0.15913227,0.29750824,-0.06373959,-0.12068818,4.8500586,0.061287552,0.52184486,0.009153873,-0.013133066,-0.0072117858,4.8755,-0.23889738,0.47853166
2.2348099,-0.12315214,-0.05486314,1.380642,-0.10754198,-0.11156387,3.611422,0.26611272,0.49134883,0.27547202,-0.071954295,-0.07270538,4.9999924,0.33018273,0.6656695,0.015027324,-0.036012508,0.0047526285,5.067645,-0.09215915,0.15202394
2.2867265,-0.13932857,-0.12630776,1.383508,-0.08507692,-0.13240176,3.6582327,0.33783543,0.6463122,0.23572487,-0.023861378,-0.0425563,5.0874453,0.43268585,0.7620373,0.031741187,-0.0140055,0.017990928,5.277925,-0.012630311,-0.15748937
2.3721242,-0.15244855,-0.27819836,1.3781285,-0.08882137,-0.1915351,3.6628864,0.41432324,0.7185772,0.15644571,-0.02833344,-0.022466484,5.114459,0.5274087,0.8147647,0.0023911088,-0.021914866,0.027345367,5.498595,-0.0013986104,-0.42535797
2.4991672,-0.16400103,-0.4034745,1.4222351,-0.097350925,-0.19785477,3.5553048,0.43632674,0.7609535,0.1421401,-0.03887961,0.08426833,4.9762764,0.62957335,0.81478673,-0.006139603,-0.027186854,0.101957515,5.607087,0.20189665,-0.6691579
2.6347322,-0.12346714,-0.27540123,1.686247,-0.072349355,-0.007757511,3.3289897,0.36328766,0.79937494,0.413932,-0.031621274,0.3994869,4.5704203,0.6249026,0.63945806,0.06278362,-0.014678245,0.34622395,5.41964,0.46587852,-0.9297058
2.739221,-0.08280723,0.02201235,2.0466154,-0.055309467,0.2664294,3.067264,0.23655197,0.7656012,0.8459578,-0.039061703,0.75653994,4.076662,0.5989211,0.28706676,0.12248281,-0.04806637,0.6497977,5.028682,0.81714994,-1.1886835
2.859909,-0.06588295,0.33452922,2.2962084,0.016050588,0.52108574,2.8632762,0.093029805,0.71200305,1.3173143,0.103205346,0.9854438,3.7072172,0.5452726,-0.07088159,0.47279555,0.12499578,0.8347039,4.7368226,1.1608198,-1.3903546
2.9274793,0.059028625,0.5668747,2.564449,0.05569806,0.70813614,2.652595,0.029936817,0.57585806,1.7512857,-0.02143403,1.1324912,3.3839042,0.31553772,-0.45974195,0.7264437,-0.037482202,0.9944925,4.6208024,0.88493645,-1.5932487
2.7865558,0.14901887,0.98951286,3.2962337,0.23640206,0.69357485,2.2042768,-0.1437508,0.3622043,2.8482406,0.11071864,1.0712591,2.5780451,-0.12614885,-1.2110182,1.0571542,0.117627665,1.3624746,3.9912767,0.33920273,-2.106299
2.766688,0.09080443,0.75823987,3.2920094,0.28256974,0.5177058,2.111697,-0.06367861,0.13151056,2.9363148,0.19273786,0.9534493,2.5574381,-0.14846732,-1.3848463,1.1802359,0.10596573,1.6088263,4.1342087,-0.063558966,-2.1295223
2.7726915,0.042332284,0.5319379,3.192911,0.26912302,0.32087633,2.1473615,-0.03514555,-0.11027676,2.8513265,0.1881989,0.8710154,2.5769944,-0.07886995,-1.5271144,1.6278416,0.005369109,1.6785496,4.1336226,0.0047021443,-2.0978055
2.768919,0.07172473,0.307017,3.1672907,0.24151725,0.145848,2.1261477,-0.10404396,-0.3489274,2.8610814,0.1877082,0.773834,2.5767603,-0.076894544,-1.6513387,1.80667,0.009767713,1.6683031,4.1316314,0.2354361,-2.1053088
2.7508738,0.02211337,0.112053476,3.3133652,0.26143476,-0.0853638,1.9143007,-0.08347521,-0.57512826,3.1022403,0.32885116,0.6898484,2.3618977,-0.17697369,-1.8375008,2.0277953,0.21625386,1.8146024,4.1805606,-0.01938387,-2.0812201
2.7860885,-0.05718938,-0.13894537,3.4318502,0.3034253,-0.3616688,1.6692904,-0.027970951,-0.79452413,3.313898,0.4678169,0.59305257,2.1494207,-0.2711656,-1.9261138,2.2938483,0.3810957,1.9457755,4.249151,-0.323766,-1.8858924
2.9341898,-0.057249263,-0.4696024,3.3849769,0.31050217,-0.7003061,1.60986,5.3139403e-05,-0.9838391,3.2504878,0.44699472,0.38149133,2.0771072,-0.29160625,-1.7738247,2.3999212,0.4019156,1.8442453,4.272777,-0.34709454,-1.3449068
2.9687874,0.0022000289,-0.65743035,3.0548787,0.2348111,-0.8590364,2.3339624,0.13358225,-0.7630812,2.7351074,0.23125994,0.17574088,1.707027,-0.08486772,-1.0233116,2.1476493,0.23127766,1.4977899,1.9543058,-0.36894527,-0.64900523
2.532566,-0.12933664,-0.026284724,3.2196488,0.17272808,-0.44151863,2.1036866,0.23606165,0.04694912,3.568478,0.13170984,0.39708585,0.7781681,0.1160867,-0.07818823,3.1239898,0.11813125,1.6275915,0.05253172,-0.038181245,0.15595342
2.3492062,-0.123392604,0.0024213009,3.3417654,0.3026127,-0.1336139,1.8139788,0.06436691,-0.07342757,3.9856184,0.2576047,0.54789263,0.6926894,0.04038021,-0.1221924,3.7794366,-0.1918033,1.4255493,0.03394843,-0.08484904,-0.0010878742
2.339668,-0.07576404,-0.090881154,3.4305344,-0.031963743,-0.3916392,1.6033138,0.16857025,-0.033104856,4.3384237,0.066965126,0.41961333,0.4343062,0.16401067,-0.13766798,4.131607,0.48799208,1.4770453,-0.019518364,0.12608403,-0.011148803
2.1806662,-0.11890049,-0.027427109,3.4515984,0.23358445,-0.043265395,1.6248971,-0.007989034,-0.062239036,4.4947424,0.18710642,0.49348104,0.5731194,-0.06266543,-0.071707875,4.384147,-0.16218472,1.15602,0.07329805,-0.10227585,0.033075042
2.2035282,-0.01637017,-0.22286355,3.4693406,-0.18063991,-0.24686755,1.5212277,0.16973749,-0.14911212,4.6879983,-0.13900617,0.40637562,0.37830588,0.13754898,-0.15809096,4.6020136,0.41371396,1.071757,-0.03099303,0.10268737,-0.028559456
2.1361701,-0.11944895,-0.108609885,3.5448887,0.035612244,0.15352462,1.4568528,-0.06377811,-0.08227141,4.904107,0.08481279,0.58039194,0.39619178,-0.09157133,-0.0658191,4.8770304,0.10206945,0.72770435,0.06451201,-0.053635273,0.013491548
2.1628344,-0.036770992,-0.24732989,3.5737014,-0.21472967,0.19872269,1.4069089,0.05084166,-0.15764077,5.0425935,-0.22627674,0.6220286,0.2867248,0.022173004,-0.10191991,5.0478196,0.21377702,0.5004934,0.00660824,0.04804054,0.0015731696
2.2130976,-0.067780934,-0.30856305,3.570339,-0.17047383,0.36886698,1.446676,-0.043965153,-0.18494868,5.0102315,-0.2183981,0.6955769,0.30887285,-0.088289626,-0.058576852,5.066183,0.029815052,0.19642088,0.0039788615,-0.020552352,0.046024233
2.309839,-0.023761766,-0.38090518,3.5851665,-0.30312636,0.5286096,1.4248613,-0.0293116,-0.23213778,5.014792,-0.40590134,0.77253586,0.25877514,-0.0724848,-0.053338196,5.1834235,-0.05888494,-0.10638435,0.017609464,-0.029830454,0.042297214
2.4423318,-0.039258886,-0.45568007,3.549718,-0.38759086,0.6356487,1.4386098,-0.058364872,-0.22755913,4.9458656,-0.4460617,0.8115497,0.1942648,-0.07664827,0.031466648,5.303462,0.011327188,-0.39098525,0.014718685,-0.0063086376,0.099715985
